"pgnation","year","sampreg","n","percent","lower_confidence","upper_confidence"
"164","1986","East Germany","","","",""
"165","1986","West Germany","","","",""
"165","1986","East Germany","","","",""
"166","1986","West Germany","","","",""
"166","1986","East Germany","","","",""
"167","1986","West Germany","","","",""
"167","1986","East Germany","","","",""
"168","1986","West Germany","","","",""
"168","1986","East Germany","","","",""
"169","1986","West Germany","","","",""
"169","1986","East Germany","","","",""
"172","1986","West Germany","","","",""
"172","1986","East Germany","","","",""
"173","1986","West Germany","","","",""
"173","1986","East Germany","","","",""
"178","1986","West Germany","","","",""
"178","1986","East Germany","","","",""
"181","1986","West Germany","","","",""
"181","1986","East Germany","","","",""
"183","1986","West Germany","","","",""
"183","1986","East Germany","","","",""
"188","1986","West Germany","","","",""
"188","1986","East Germany","","","",""
"195","1986","West Germany","","","",""
"195","1986","East Germany","","","",""
"196","1986","West Germany","","","",""
"196","1986","East Germany","","","",""
"999","1986","West Germany","","","",""
"999","1986","East Germany","","","",""
"1","1987","West Germany","7905","0.933768552145509","0.929014800321198","0.93852230396982"
"1","1987","East Germany","","","",""
"2","1987","West Germany","877","0.0226942149410686","0.0198474108878342","0.025541018994303"
"2","1987","East Germany","","","",""
"3","1987","West Germany","475","0.0127007595783063","0.0105602163256892","0.0148413028309233"
"3","1987","East Germany","","","",""
"4","1987","West Germany","377","0.00542618881286591","0.00402191848507185","0.00683045914065997"
"4","1987","East Germany","","","",""
"5","1987","West Germany","503","0.0110488475046472","0.00905068562657227","0.0130470093827221"
"5","1987","East Germany","","","",""
"6","1987","West Germany","279","0.00262171580885004","0.0016442366210179","0.00359919499668219"
"6","1987","East Germany","","","",""
"10","1987","West Germany","26","","",""
"10","1987","East Germany","","","",""
"11","1987","West Germany","8","","",""
"11","1987","East Germany","","","",""
"12","1987","West Germany","10","","",""
"12","1987","East Germany","","","",""
"13","1987","West Germany","","","",""
"13","1987","East Germany","","","",""
"14","1987","West Germany","6","","",""
"14","1987","East Germany","","","",""
"15","1987","West Germany","","","",""
"15","1987","East Germany","","","",""
"16","1987","West Germany","","","",""
"16","1987","East Germany","","","",""
"17","1987","West Germany","1","","",""
"17","1987","East Germany","","","",""
"18","1987","West Germany","10","","",""
"18","1987","East Germany","","","",""
"19","1987","West Germany","3","","",""
"19","1987","East Germany","","","",""
"20","1987","West Germany","1","","",""
"20","1987","East Germany","","","",""
"21","1987","West Germany","2","","",""
"21","1987","East Germany","","","",""
"22","1987","West Germany","6","","",""
"22","1987","East Germany","","","",""
"23","1987","West Germany","","","",""
"23","1987","East Germany","","","",""
"24","1987","West Germany","4","","",""
"24","1987","East Germany","","","",""
"25","1987","West Germany","","","",""
"25","1987","East Germany","","","",""
"26","1987","West Germany","2","","",""
"26","1987","East Germany","","","",""
"27","1987","West Germany","","","",""
"27","1987","East Germany","","","",""
"28","1987","West Germany","","","",""
"28","1987","East Germany","","","",""
"29","1987","West Germany","","","",""
"29","1987","East Germany","","","",""
"30","1987","West Germany","","","",""
"30","1987","East Germany","","","",""
"31","1987","West Germany","2","","",""
"31","1987","East Germany","","","",""
"32","1987","West Germany","","","",""
"32","1987","East Germany","","","",""
"34","1987","West Germany","1","","",""
"34","1987","East Germany","","","",""
"35","1987","West Germany","","","",""
"35","1987","East Germany","","","",""
"36","1987","West Germany","","","",""
"36","1987","East Germany","","","",""
"37","1987","West Germany","","","",""
"37","1987","East Germany","","","",""
"38","1987","West Germany","3","","",""
"38","1987","East Germany","","","",""
"39","1987","West Germany","1","","",""
"39","1987","East Germany","","","",""
"40","1987","West Germany","","","",""
"40","1987","East Germany","","","",""
"41","1987","West Germany","1","","",""
"41","1987","East Germany","","","",""
"42","1987","West Germany","","","",""
"42","1987","East Germany","","","",""
"43","1987","West Germany","","","",""
"43","1987","East Germany","","","",""
"44","1987","West Germany","1","","",""
"44","1987","East Germany","","","",""
"45","1987","West Germany","","","",""
"45","1987","East Germany","","","",""
"46","1987","West Germany","","","",""
"46","1987","East Germany","","","",""
"47","1987","West Germany","1","","",""
"47","1987","East Germany","","","",""
"48","1987","West Germany","1","","",""
"48","1987","East Germany","","","",""
"49","1987","West Germany","","","",""
"49","1987","East Germany","","","",""
"50","1987","West Germany","","","",""
"50","1987","East Germany","","","",""
"51","1987","West Germany","","","",""
"51","1987","East Germany","","","",""
"52","1987","West Germany","","","",""
"52","1987","East Germany","","","",""
"53","1987","West Germany","","","",""
"53","1987","East Germany","","","",""
"54","1987","West Germany","","","",""
"54","1987","East Germany","","","",""
"55","1987","West Germany","","","",""
"55","1987","East Germany","","","",""
"56","1987","West Germany","","","",""
"56","1987","East Germany","","","",""
"59","1987","West Germany","","","",""
"59","1987","East Germany","","","",""
"60","1987","West Germany","","","",""
"60","1987","East Germany","","","",""
"61","1987","West Germany","","","",""
"61","1987","East Germany","","","",""
"64","1987","West Germany","","","",""
"64","1987","East Germany","","","",""
"65","1987","West Germany","","","",""
"65","1987","East Germany","","","",""
"66","1987","West Germany","","","",""
"66","1987","East Germany","","","",""
"67","1987","West Germany","","","",""
"67","1987","East Germany","","","",""
"68","1987","West Germany","","","",""
"68","1987","East Germany","","","",""
"71","1987","West Germany","","","",""
"71","1987","East Germany","","","",""
"72","1987","West Germany","","","",""
"72","1987","East Germany","","","",""
"73","1987","West Germany","","","",""
"73","1987","East Germany","","","",""
"74","1987","West Germany","","","",""
"74","1987","East Germany","","","",""
"75","1987","West Germany","","","",""
"75","1987","East Germany","","","",""
"76","1987","West Germany","","","",""
"76","1987","East Germany","","","",""
"77","1987","West Germany","","","",""
"77","1987","East Germany","","","",""
"78","1987","West Germany","","","",""
"78","1987","East Germany","","","",""
"79","1987","West Germany","","","",""
"79","1987","East Germany","","","",""
"80","1987","West Germany","","","",""
"80","1987","East Germany","","","",""
"81","1987","West Germany","","","",""
"81","1987","East Germany","","","",""
"82","1987","West Germany","","","",""
"82","1987","East Germany","","","",""
"83","1987","West Germany","","","",""
"83","1987","East Germany","","","",""
"84","1987","West Germany","","","",""
"84","1987","East Germany","","","",""
"85","1987","West Germany","","","",""
"85","1987","East Germany","","","",""
"86","1987","West Germany","","","",""
"86","1987","East Germany","","","",""
"89","1987","West Germany","","","",""
"89","1987","East Germany","","","",""
"90","1987","West Germany","","","",""
"90","1987","East Germany","","","",""
"92","1987","West Germany","","","",""
"92","1987","East Germany","","","",""
"94","1987","West Germany","","","",""
"94","1987","East Germany","","","",""
"95","1987","West Germany","","","",""
"95","1987","East Germany","","","",""
"96","1987","West Germany","","","",""
"96","1987","East Germany","","","",""
"97","1987","West Germany","","","",""
"97","1987","East Germany","","","",""
"98","1987","West Germany","7","","",""
"98","1987","East Germany","","","",""
"101","1987","West Germany","","","",""
"101","1987","East Germany","","","",""
"102","1987","West Germany","","","",""
"102","1987","East Germany","","","",""
"103","1987","West Germany","","","",""
"103","1987","East Germany","","","",""
"105","1987","West Germany","","","",""
"105","1987","East Germany","","","",""
"108","1987","West Germany","","","",""
"108","1987","East Germany","","","",""
"110","1987","West Germany","","","",""
"110","1987","East Germany","","","",""
"111","1987","West Germany","","","",""
"111","1987","East Germany","","","",""
"113","1987","West Germany","","","",""
"113","1987","East Germany","","","",""
"116","1987","West Germany","","","",""
"116","1987","East Germany","","","",""
"117","1987","West Germany","","","",""
"117","1987","East Germany","","","",""
"118","1987","West Germany","","","",""
"118","1987","East Germany","","","",""
"119","1987","West Germany","","","",""
"119","1987","East Germany","","","",""
"120","1987","West Germany","","","",""
"120","1987","East Germany","","","",""
"121","1987","West Germany","","","",""
"121","1987","East Germany","","","",""
"122","1987","West Germany","","","",""
"122","1987","East Germany","","","",""
"123","1987","West Germany","","","",""
"123","1987","East Germany","","","",""
"124","1987","West Germany","","","",""
"124","1987","East Germany","","","",""
"125","1987","West Germany","","","",""
"125","1987","East Germany","","","",""
"127","1987","West Germany","","","",""
"127","1987","East Germany","","","",""
"128","1987","West Germany","","","",""
"128","1987","East Germany","","","",""
"129","1987","West Germany","","","",""
"129","1987","East Germany","","","",""
"130","1987","West Germany","","","",""
"130","1987","East Germany","","","",""
"131","1987","West Germany","","","",""
"131","1987","East Germany","","","",""
"132","1987","West Germany","","","",""
"132","1987","East Germany","","","",""
"133","1987","West Germany","","","",""
"133","1987","East Germany","","","",""
"135","1987","West Germany","","","",""
"135","1987","East Germany","","","",""
"138","1987","West Germany","","","",""
"138","1987","East Germany","","","",""
"139","1987","West Germany","","","",""
"139","1987","East Germany","","","",""
"140","1987","West Germany","","","",""
"140","1987","East Germany","","","",""
"141","1987","West Germany","","","",""
"141","1987","East Germany","","","",""
"142","1987","West Germany","","","",""
"142","1987","East Germany","","","",""
"143","1987","West Germany","","","",""
"143","1987","East Germany","","","",""
"144","1987","West Germany","","","",""
"144","1987","East Germany","","","",""
"145","1987","West Germany","","","",""
"145","1987","East Germany","","","",""
"146","1987","West Germany","","","",""
"146","1987","East Germany","","","",""
