"pgnation","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"125","1984","16-34 y.","West Germany","","","",""
"125","1984","16-34 y.","East Germany","","","",""
"125","1984","35-65 y.","West Germany","","","",""
"125","1984","35-65 y.","East Germany","","","",""
"125","1984","66 and older","West Germany","","","",""
"125","1984","66 and older","East Germany","","","",""
"127","1984","16-34 y.","West Germany","","","",""
"127","1984","16-34 y.","East Germany","","","",""
"127","1984","35-65 y.","West Germany","","","",""
"127","1984","35-65 y.","East Germany","","","",""
"127","1984","66 and older","West Germany","","","",""
"127","1984","66 and older","East Germany","","","",""
"128","1984","16-34 y.","West Germany","","","",""
"128","1984","16-34 y.","East Germany","","","",""
"128","1984","35-65 y.","West Germany","","","",""
"128","1984","35-65 y.","East Germany","","","",""
"128","1984","66 and older","West Germany","","","",""
"128","1984","66 and older","East Germany","","","",""
"129","1984","16-34 y.","West Germany","","","",""
"129","1984","16-34 y.","East Germany","","","",""
"129","1984","35-65 y.","West Germany","","","",""
"129","1984","35-65 y.","East Germany","","","",""
"129","1984","66 and older","West Germany","","","",""
"129","1984","66 and older","East Germany","","","",""
"130","1984","16-34 y.","West Germany","","","",""
"130","1984","16-34 y.","East Germany","","","",""
"130","1984","35-65 y.","West Germany","","","",""
"130","1984","35-65 y.","East Germany","","","",""
"130","1984","66 and older","West Germany","","","",""
"130","1984","66 and older","East Germany","","","",""
"131","1984","16-34 y.","West Germany","","","",""
"131","1984","16-34 y.","East Germany","","","",""
"131","1984","35-65 y.","West Germany","","","",""
"131","1984","35-65 y.","East Germany","","","",""
"131","1984","66 and older","West Germany","","","",""
"131","1984","66 and older","East Germany","","","",""
"132","1984","16-34 y.","West Germany","","","",""
"132","1984","16-34 y.","East Germany","","","",""
"132","1984","35-65 y.","West Germany","","","",""
"132","1984","35-65 y.","East Germany","","","",""
"132","1984","66 and older","West Germany","","","",""
"132","1984","66 and older","East Germany","","","",""
"133","1984","16-34 y.","West Germany","","","",""
"133","1984","16-34 y.","East Germany","","","",""
"133","1984","35-65 y.","West Germany","","","",""
"133","1984","35-65 y.","East Germany","","","",""
"133","1984","66 and older","West Germany","","","",""
"133","1984","66 and older","East Germany","","","",""
"135","1984","16-34 y.","West Germany","","","",""
"135","1984","16-34 y.","East Germany","","","",""
"135","1984","35-65 y.","West Germany","","","",""
"135","1984","35-65 y.","East Germany","","","",""
"135","1984","66 and older","West Germany","","","",""
"135","1984","66 and older","East Germany","","","",""
"138","1984","16-34 y.","West Germany","","","",""
"138","1984","16-34 y.","East Germany","","","",""
"138","1984","35-65 y.","West Germany","","","",""
"138","1984","35-65 y.","East Germany","","","",""
"138","1984","66 and older","West Germany","","","",""
"138","1984","66 and older","East Germany","","","",""
"139","1984","16-34 y.","West Germany","","","",""
"139","1984","16-34 y.","East Germany","","","",""
"139","1984","35-65 y.","West Germany","","","",""
"139","1984","35-65 y.","East Germany","","","",""
"139","1984","66 and older","West Germany","","","",""
"139","1984","66 and older","East Germany","","","",""
"140","1984","16-34 y.","West Germany","","","",""
"140","1984","16-34 y.","East Germany","","","",""
"140","1984","35-65 y.","West Germany","","","",""
"140","1984","35-65 y.","East Germany","","","",""
"140","1984","66 and older","West Germany","","","",""
"140","1984","66 and older","East Germany","","","",""
"141","1984","16-34 y.","West Germany","","","",""
"141","1984","16-34 y.","East Germany","","","",""
"141","1984","35-65 y.","West Germany","","","",""
"141","1984","35-65 y.","East Germany","","","",""
"141","1984","66 and older","West Germany","","","",""
"141","1984","66 and older","East Germany","","","",""
"142","1984","16-34 y.","West Germany","","","",""
"142","1984","16-34 y.","East Germany","","","",""
"142","1984","35-65 y.","West Germany","","","",""
"142","1984","35-65 y.","East Germany","","","",""
"142","1984","66 and older","West Germany","","","",""
"142","1984","66 and older","East Germany","","","",""
"143","1984","16-34 y.","West Germany","","","",""
"143","1984","16-34 y.","East Germany","","","",""
"143","1984","35-65 y.","West Germany","","","",""
"143","1984","35-65 y.","East Germany","","","",""
"143","1984","66 and older","West Germany","","","",""
"143","1984","66 and older","East Germany","","","",""
"144","1984","16-34 y.","West Germany","","","",""
"144","1984","16-34 y.","East Germany","","","",""
"144","1984","35-65 y.","West Germany","","","",""
"144","1984","35-65 y.","East Germany","","","",""
"144","1984","66 and older","West Germany","","","",""
"144","1984","66 and older","East Germany","","","",""
"145","1984","16-34 y.","West Germany","","","",""
"145","1984","16-34 y.","East Germany","","","",""
"145","1984","35-65 y.","West Germany","","","",""
"145","1984","35-65 y.","East Germany","","","",""
"145","1984","66 and older","West Germany","","","",""
"145","1984","66 and older","East Germany","","","",""
"146","1984","16-34 y.","West Germany","","","",""
"146","1984","16-34 y.","East Germany","","","",""
"146","1984","35-65 y.","West Germany","","","",""
"146","1984","35-65 y.","East Germany","","","",""
"146","1984","66 and older","West Germany","","","",""
"146","1984","66 and older","East Germany","","","",""
"147","1984","16-34 y.","West Germany","","","",""
"147","1984","16-34 y.","East Germany","","","",""
"147","1984","35-65 y.","West Germany","","","",""
"147","1984","35-65 y.","East Germany","","","",""
"147","1984","66 and older","West Germany","","","",""
"147","1984","66 and older","East Germany","","","",""
"148","1984","16-34 y.","West Germany","","","",""
"148","1984","16-34 y.","East Germany","","","",""
"148","1984","35-65 y.","West Germany","","","",""
"148","1984","35-65 y.","East Germany","","","",""
"148","1984","66 and older","West Germany","","","",""
"148","1984","66 and older","East Germany","","","",""
"149","1984","16-34 y.","West Germany","","","",""
"149","1984","16-34 y.","East Germany","","","",""
"149","1984","35-65 y.","West Germany","","","",""
"149","1984","35-65 y.","East Germany","","","",""
"149","1984","66 and older","West Germany","","","",""
"149","1984","66 and older","East Germany","","","",""
"151","1984","16-34 y.","West Germany","","","",""
"151","1984","16-34 y.","East Germany","","","",""
"151","1984","35-65 y.","West Germany","","","",""
"151","1984","35-65 y.","East Germany","","","",""
"151","1984","66 and older","West Germany","","","",""
"151","1984","66 and older","East Germany","","","",""
"152","1984","16-34 y.","West Germany","","","",""
"152","1984","16-34 y.","East Germany","","","",""
"152","1984","35-65 y.","West Germany","","","",""
"152","1984","35-65 y.","East Germany","","","",""
"152","1984","66 and older","West Germany","","","",""
"152","1984","66 and older","East Germany","","","",""
"154","1984","16-34 y.","West Germany","","","",""
"154","1984","16-34 y.","East Germany","","","",""
"154","1984","35-65 y.","West Germany","","","",""
"154","1984","35-65 y.","East Germany","","","",""
"154","1984","66 and older","West Germany","","","",""
"154","1984","66 and older","East Germany","","","",""
"155","1984","16-34 y.","West Germany","","","",""
"155","1984","16-34 y.","East Germany","","","",""
"155","1984","35-65 y.","West Germany","","","",""
"155","1984","35-65 y.","East Germany","","","",""
"155","1984","66 and older","West Germany","","","",""
"155","1984","66 and older","East Germany","","","",""
"156","1984","16-34 y.","West Germany","","","",""
"156","1984","16-34 y.","East Germany","","","",""
"156","1984","35-65 y.","West Germany","","","",""
"156","1984","35-65 y.","East Germany","","","",""
"156","1984","66 and older","West Germany","","","",""
"156","1984","66 and older","East Germany","","","",""
"158","1984","16-34 y.","West Germany","","","",""
"158","1984","16-34 y.","East Germany","","","",""
"158","1984","35-65 y.","West Germany","","","",""
"158","1984","35-65 y.","East Germany","","","",""
"158","1984","66 and older","West Germany","","","",""
"158","1984","66 and older","East Germany","","","",""
"162","1984","16-34 y.","West Germany","","","",""
"162","1984","16-34 y.","East Germany","","","",""
"162","1984","35-65 y.","West Germany","","","",""
"162","1984","35-65 y.","East Germany","","","",""
"162","1984","66 and older","West Germany","","","",""
"162","1984","66 and older","East Germany","","","",""
"164","1984","16-34 y.","West Germany","","","",""
"164","1984","16-34 y.","East Germany","","","",""
"164","1984","35-65 y.","West Germany","","","",""
"164","1984","35-65 y.","East Germany","","","",""
"164","1984","66 and older","West Germany","","","",""
"164","1984","66 and older","East Germany","","","",""
"165","1984","16-34 y.","West Germany","","","",""
"165","1984","16-34 y.","East Germany","","","",""
"165","1984","35-65 y.","West Germany","","","",""
"165","1984","35-65 y.","East Germany","","","",""
"165","1984","66 and older","West Germany","","","",""
"165","1984","66 and older","East Germany","","","",""
"166","1984","16-34 y.","West Germany","","","",""
"166","1984","16-34 y.","East Germany","","","",""
"166","1984","35-65 y.","West Germany","","","",""
"166","1984","35-65 y.","East Germany","","","",""
"166","1984","66 and older","West Germany","","","",""
"166","1984","66 and older","East Germany","","","",""
"167","1984","16-34 y.","West Germany","","","",""
"167","1984","16-34 y.","East Germany","","","",""
"167","1984","35-65 y.","West Germany","","","",""
"167","1984","35-65 y.","East Germany","","","",""
"167","1984","66 and older","West Germany","","","",""
"167","1984","66 and older","East Germany","","","",""
"168","1984","16-34 y.","West Germany","","","",""
"168","1984","16-34 y.","East Germany","","","",""
"168","1984","35-65 y.","West Germany","","","",""
"168","1984","35-65 y.","East Germany","","","",""
"168","1984","66 and older","West Germany","","","",""
"168","1984","66 and older","East Germany","","","",""
"169","1984","16-34 y.","West Germany","","","",""
"169","1984","16-34 y.","East Germany","","","",""
"169","1984","35-65 y.","West Germany","","","",""
"169","1984","35-65 y.","East Germany","","","",""
"169","1984","66 and older","West Germany","","","",""
"169","1984","66 and older","East Germany","","","",""
"172","1984","16-34 y.","West Germany","","","",""
"172","1984","16-34 y.","East Germany","","","",""
"172","1984","35-65 y.","West Germany","","","",""
"172","1984","35-65 y.","East Germany","","","",""
"172","1984","66 and older","West Germany","","","",""
"172","1984","66 and older","East Germany","","","",""
"173","1984","16-34 y.","West Germany","","","",""
"173","1984","16-34 y.","East Germany","","","",""
"173","1984","35-65 y.","West Germany","","","",""
"173","1984","35-65 y.","East Germany","","","",""
"173","1984","66 and older","West Germany","","","",""
"173","1984","66 and older","East Germany","","","",""
"178","1984","16-34 y.","West Germany","","","",""
"178","1984","16-34 y.","East Germany","","","",""
"178","1984","35-65 y.","West Germany","","","",""
"178","1984","35-65 y.","East Germany","","","",""
"178","1984","66 and older","West Germany","","","",""
"178","1984","66 and older","East Germany","","","",""
"181","1984","16-34 y.","West Germany","","","",""
"181","1984","16-34 y.","East Germany","","","",""
"181","1984","35-65 y.","West Germany","","","",""
"181","1984","35-65 y.","East Germany","","","",""
"181","1984","66 and older","West Germany","","","",""
"181","1984","66 and older","East Germany","","","",""
"183","1984","16-34 y.","West Germany","","","",""
"183","1984","16-34 y.","East Germany","","","",""
"183","1984","35-65 y.","West Germany","","","",""
"183","1984","35-65 y.","East Germany","","","",""
"183","1984","66 and older","West Germany","","","",""
"183","1984","66 and older","East Germany","","","",""
"188","1984","16-34 y.","West Germany","","","",""
"188","1984","16-34 y.","East Germany","","","",""
"188","1984","35-65 y.","West Germany","","","",""
"188","1984","35-65 y.","East Germany","","","",""
"188","1984","66 and older","West Germany","","","",""
"188","1984","66 and older","East Germany","","","",""
"195","1984","16-34 y.","West Germany","","","",""
"195","1984","16-34 y.","East Germany","","","",""
"195","1984","35-65 y.","West Germany","","","",""
"195","1984","35-65 y.","East Germany","","","",""
"195","1984","66 and older","West Germany","","","",""
"195","1984","66 and older","East Germany","","","",""
"196","1984","16-34 y.","West Germany","","","",""
"196","1984","16-34 y.","East Germany","","","",""
