"pgnation","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"74","2001","16-34 y.","Employed","2","","",""
"74","2001","35-65 y.","Not Employed","","","",""
"74","2001","35-65 y.","Employed","","","",""
"74","2001","66 and older","Not Employed","","","",""
"74","2001","66 and older","Employed","","","",""
"75","2001","16-34 y.","Not Employed","2","","",""
"75","2001","16-34 y.","Employed","1","","",""
"75","2001","35-65 y.","Not Employed","3","","",""
"75","2001","35-65 y.","Employed","2","","",""
"75","2001","66 and older","Not Employed","","","",""
"75","2001","66 and older","Employed","","","",""
"76","2001","16-34 y.","Not Employed","3","","",""
"76","2001","16-34 y.","Employed","2","","",""
"76","2001","35-65 y.","Not Employed","1","","",""
"76","2001","35-65 y.","Employed","2","","",""
"76","2001","66 and older","Not Employed","","","",""
"76","2001","66 and older","Employed","","","",""
"77","2001","16-34 y.","Not Employed","","","",""
"77","2001","16-34 y.","Employed","","","",""
"77","2001","35-65 y.","Not Employed","","","",""
"77","2001","35-65 y.","Employed","","","",""
"77","2001","66 and older","Not Employed","","","",""
"77","2001","66 and older","Employed","","","",""
"78","2001","16-34 y.","Not Employed","3","","",""
"78","2001","16-34 y.","Employed","1","","",""
"78","2001","35-65 y.","Not Employed","1","","",""
"78","2001","35-65 y.","Employed","3","","",""
"78","2001","66 and older","Not Employed","4","","",""
"78","2001","66 and older","Employed","","","",""
"79","2001","16-34 y.","Not Employed","","","",""
"79","2001","16-34 y.","Employed","","","",""
"79","2001","35-65 y.","Not Employed","","","",""
"79","2001","35-65 y.","Employed","","","",""
"79","2001","66 and older","Not Employed","","","",""
"79","2001","66 and older","Employed","","","",""
"80","2001","16-34 y.","Not Employed","","","",""
"80","2001","16-34 y.","Employed","","","",""
"80","2001","35-65 y.","Not Employed","","","",""
"80","2001","35-65 y.","Employed","","","",""
"80","2001","66 and older","Not Employed","","","",""
"80","2001","66 and older","Employed","","","",""
"81","2001","16-34 y.","Not Employed","","","",""
"81","2001","16-34 y.","Employed","1","","",""
"81","2001","35-65 y.","Not Employed","","","",""
"81","2001","35-65 y.","Employed","","","",""
"81","2001","66 and older","Not Employed","","","",""
"81","2001","66 and older","Employed","","","",""
"82","2001","16-34 y.","Not Employed","","","",""
"82","2001","16-34 y.","Employed","","","",""
"82","2001","35-65 y.","Not Employed","","","",""
"82","2001","35-65 y.","Employed","","","",""
"82","2001","66 and older","Not Employed","","","",""
"82","2001","66 and older","Employed","","","",""
"83","2001","16-34 y.","Not Employed","1","","",""
"83","2001","16-34 y.","Employed","3","","",""
"83","2001","35-65 y.","Not Employed","","","",""
"83","2001","35-65 y.","Employed","2","","",""
"83","2001","66 and older","Not Employed","","","",""
"83","2001","66 and older","Employed","","","",""
"84","2001","16-34 y.","Not Employed","","","",""
"84","2001","16-34 y.","Employed","","","",""
"84","2001","35-65 y.","Not Employed","","","",""
"84","2001","35-65 y.","Employed","","","",""
"84","2001","66 and older","Not Employed","","","",""
"84","2001","66 and older","Employed","","","",""
"85","2001","16-34 y.","Not Employed","","","",""
"85","2001","16-34 y.","Employed","","","",""
"85","2001","35-65 y.","Not Employed","2","","",""
"85","2001","35-65 y.","Employed","","","",""
"85","2001","66 and older","Not Employed","","","",""
"85","2001","66 and older","Employed","","","",""
"86","2001","16-34 y.","Not Employed","","","",""
"86","2001","16-34 y.","Employed","","","",""
"86","2001","35-65 y.","Not Employed","","","",""
"86","2001","35-65 y.","Employed","","","",""
"86","2001","66 and older","Not Employed","","","",""
"86","2001","66 and older","Employed","","","",""
"89","2001","16-34 y.","Not Employed","","","",""
"89","2001","16-34 y.","Employed","","","",""
"89","2001","35-65 y.","Not Employed","","","",""
"89","2001","35-65 y.","Employed","2","","",""
"89","2001","66 and older","Not Employed","","","",""
"89","2001","66 and older","Employed","","","",""
"90","2001","16-34 y.","Not Employed","","","",""
"90","2001","16-34 y.","Employed","","","",""
"90","2001","35-65 y.","Not Employed","","","",""
"90","2001","35-65 y.","Employed","","","",""
"90","2001","66 and older","Not Employed","","","",""
"90","2001","66 and older","Employed","","","",""
"92","2001","16-34 y.","Not Employed","","","",""
"92","2001","16-34 y.","Employed","","","",""
"92","2001","35-65 y.","Not Employed","","","",""
"92","2001","35-65 y.","Employed","","","",""
"92","2001","66 and older","Not Employed","","","",""
"92","2001","66 and older","Employed","","","",""
"94","2001","16-34 y.","Not Employed","","","",""
"94","2001","16-34 y.","Employed","","","",""
"94","2001","35-65 y.","Not Employed","","","",""
"94","2001","35-65 y.","Employed","","","",""
"94","2001","66 and older","Not Employed","","","",""
"94","2001","66 and older","Employed","","","",""
"95","2001","16-34 y.","Not Employed","","","",""
"95","2001","16-34 y.","Employed","","","",""
"95","2001","35-65 y.","Not Employed","","","",""
"95","2001","35-65 y.","Employed","","","",""
"95","2001","66 and older","Not Employed","","","",""
"95","2001","66 and older","Employed","","","",""
"96","2001","16-34 y.","Not Employed","","","",""
"96","2001","16-34 y.","Employed","","","",""
"96","2001","35-65 y.","Not Employed","","","",""
"96","2001","35-65 y.","Employed","","","",""
"96","2001","66 and older","Not Employed","","","",""
"96","2001","66 and older","Employed","","","",""
"97","2001","16-34 y.","Not Employed","","","",""
"97","2001","16-34 y.","Employed","","","",""
"97","2001","35-65 y.","Not Employed","","","",""
"97","2001","35-65 y.","Employed","","","",""
"97","2001","66 and older","Not Employed","","","",""
"97","2001","66 and older","Employed","","","",""
"98","2001","16-34 y.","Not Employed","","","",""
"98","2001","16-34 y.","Employed","2","","",""
"98","2001","35-65 y.","Not Employed","1","","",""
"98","2001","35-65 y.","Employed","2","","",""
"98","2001","66 and older","Not Employed","","","",""
"98","2001","66 and older","Employed","","","",""
"101","2001","16-34 y.","Not Employed","","","",""
"101","2001","16-34 y.","Employed","","","",""
"101","2001","35-65 y.","Not Employed","","","",""
"101","2001","35-65 y.","Employed","","","",""
"101","2001","66 and older","Not Employed","","","",""
"101","2001","66 and older","Employed","","","",""
"102","2001","16-34 y.","Not Employed","","","",""
"102","2001","16-34 y.","Employed","","","",""
"102","2001","35-65 y.","Not Employed","","","",""
"102","2001","35-65 y.","Employed","","","",""
"102","2001","66 and older","Not Employed","","","",""
"102","2001","66 and older","Employed","","","",""
"103","2001","16-34 y.","Not Employed","","","",""
"103","2001","16-34 y.","Employed","","","",""
"103","2001","35-65 y.","Not Employed","1","","",""
"103","2001","35-65 y.","Employed","","","",""
"103","2001","66 and older","Not Employed","","","",""
"103","2001","66 and older","Employed","","","",""
"105","2001","16-34 y.","Not Employed","","","",""
"105","2001","16-34 y.","Employed","","","",""
"105","2001","35-65 y.","Not Employed","","","",""
"105","2001","35-65 y.","Employed","","","",""
"105","2001","66 and older","Not Employed","","","",""
"105","2001","66 and older","Employed","","","",""
"108","2001","16-34 y.","Not Employed","","","",""
"108","2001","16-34 y.","Employed","","","",""
"108","2001","35-65 y.","Not Employed","","","",""
"108","2001","35-65 y.","Employed","","","",""
"108","2001","66 and older","Not Employed","","","",""
"108","2001","66 and older","Employed","","","",""
"110","2001","16-34 y.","Not Employed","","","",""
"110","2001","16-34 y.","Employed","","","",""
"110","2001","35-65 y.","Not Employed","","","",""
"110","2001","35-65 y.","Employed","","","",""
"110","2001","66 and older","Not Employed","","","",""
"110","2001","66 and older","Employed","","","",""
"111","2001","16-34 y.","Not Employed","","","",""
"111","2001","16-34 y.","Employed","","","",""
"111","2001","35-65 y.","Not Employed","","","",""
"111","2001","35-65 y.","Employed","","","",""
"111","2001","66 and older","Not Employed","","","",""
"111","2001","66 and older","Employed","","","",""
"113","2001","16-34 y.","Not Employed","","","",""
"113","2001","16-34 y.","Employed","","","",""
"113","2001","35-65 y.","Not Employed","","","",""
"113","2001","35-65 y.","Employed","","","",""
"113","2001","66 and older","Not Employed","","","",""
"113","2001","66 and older","Employed","","","",""
"116","2001","16-34 y.","Not Employed","2","","",""
"116","2001","16-34 y.","Employed","1","","",""
"116","2001","35-65 y.","Not Employed","1","","",""
"116","2001","35-65 y.","Employed","2","","",""
"116","2001","66 and older","Not Employed","","","",""
"116","2001","66 and older","Employed","","","",""
"117","2001","16-34 y.","Not Employed","1","","",""
"117","2001","16-34 y.","Employed","1","","",""
"117","2001","35-65 y.","Not Employed","","","",""
"117","2001","35-65 y.","Employed","5","","",""
"117","2001","66 and older","Not Employed","","","",""
"117","2001","66 and older","Employed","","","",""
"118","2001","16-34 y.","Not Employed","","","",""
"118","2001","16-34 y.","Employed","2","","",""
"118","2001","35-65 y.","Not Employed","6","","",""
"118","2001","35-65 y.","Employed","8","","",""
"118","2001","66 and older","Not Employed","2","","",""
"118","2001","66 and older","Employed","2","","",""
"119","2001","16-34 y.","Not Employed","10","","",""
"119","2001","16-34 y.","Employed","30","0.00507563530390436","0.00304316464455039","0.00710810596325833"
"119","2001","35-65 y.","Not Employed","29","","",""
"119","2001","35-65 y.","Employed","49","0.00464718887100692","0.00324789652189455","0.00604648122011929"
"119","2001","66 and older","Not Employed","1","","",""
"119","2001","66 and older","Employed","","","",""
"120","2001","16-34 y.","Not Employed","7","","",""
"120","2001","16-34 y.","Employed","19","","",""
"120","2001","35-65 y.","Not Employed","14","","",""
"120","2001","35-65 y.","Employed","29","","",""
"120","2001","66 and older","Not Employed","6","","",""
"120","2001","66 and older","Employed","1","","",""
"121","2001","16-34 y.","Not Employed","2","","",""
"121","2001","16-34 y.","Employed","12","","",""
"121","2001","35-65 y.","Not Employed","4","","",""
"121","2001","35-65 y.","Employed","5","","",""
"121","2001","66 and older","Not Employed","","","",""
"121","2001","66 and older","Employed","","","",""
"122","2001","16-34 y.","Not Employed","","","",""
"122","2001","16-34 y.","Employed","2","","",""
"122","2001","35-65 y.","Not Employed","2","","",""
"122","2001","35-65 y.","Employed","4","","",""
"122","2001","66 and older","Not Employed","2","","",""
"122","2001","66 and older","Employed","","","",""
"123","2001","16-34 y.","Not Employed","","","",""
"123","2001","16-34 y.","Employed","","","",""
"123","2001","35-65 y.","Not Employed","","","",""
"123","2001","35-65 y.","Employed","1","","",""
"123","2001","66 and older","Not Employed","","","",""
"123","2001","66 and older","Employed","","","",""
"124","2001","16-34 y.","Not Employed","","","",""
"124","2001","16-34 y.","Employed","","","",""
"124","2001","35-65 y.","Not Employed","","","",""
"124","2001","35-65 y.","Employed","","","",""
"124","2001","66 and older","Not Employed","","","",""
"124","2001","66 and older","Employed","","","",""
"125","2001","16-34 y.","Not Employed","","","",""
"125","2001","16-34 y.","Employed","","","",""
"125","2001","35-65 y.","Not Employed","","","",""
"125","2001","35-65 y.","Employed","","","",""
"125","2001","66 and older","Not Employed","","","",""
"125","2001","66 and older","Employed","","","",""
"127","2001","16-34 y.","Not Employed","","","",""
"127","2001","16-34 y.","Employed","","","",""
"127","2001","35-65 y.","Not Employed","","","",""
"127","2001","35-65 y.","Employed","","","",""
"127","2001","66 and older","Not Employed","","","",""
"127","2001","66 and older","Employed","","","",""
"128","2001","16-34 y.","Not Employed","","","",""
"128","2001","16-34 y.","Employed","","","",""
"128","2001","35-65 y.","Not Employed","","","",""
"128","2001","35-65 y.","Employed","","","",""
"128","2001","66 and older","Not Employed","","","",""
"128","2001","66 and older","Employed","","","",""
"129","2001","16-34 y.","Not Employed","","","",""
"129","2001","16-34 y.","Employed","","","",""
"129","2001","35-65 y.","Not Employed","","","",""
"129","2001","35-65 y.","Employed","","","",""
"129","2001","66 and older","Not Employed","","","",""
"129","2001","66 and older","Employed","","","",""
"130","2001","16-34 y.","Not Employed","1","","",""
"130","2001","16-34 y.","Employed","","","",""
"130","2001","35-65 y.","Not Employed","","","",""
"130","2001","35-65 y.","Employed","1","","",""
"130","2001","66 and older","Not Employed","","","",""
"130","2001","66 and older","Employed","","","",""
"131","2001","16-34 y.","Not Employed","","","",""
"131","2001","16-34 y.","Employed","","","",""
"131","2001","35-65 y.","Not Employed","","","",""
"131","2001","35-65 y.","Employed","","","",""
"131","2001","66 and older","Not Employed","","","",""
"131","2001","66 and older","Employed","","","",""
"132","2001","16-34 y.","Not Employed","3","","",""
"132","2001","16-34 y.","Employed","","","",""
"132","2001","35-65 y.","Not Employed","","","",""
"132","2001","35-65 y.","Employed","1","","",""
"132","2001","66 and older","Not Employed","","","",""
"132","2001","66 and older","Employed","","","",""
"133","2001","16-34 y.","Not Employed","","","",""
"133","2001","16-34 y.","Employed","","","",""
"133","2001","35-65 y.","Not Employed","","","",""
"133","2001","35-65 y.","Employed","","","",""
"133","2001","66 and older","Not Employed","","","",""
"133","2001","66 and older","Employed","","","",""
"135","2001","16-34 y.","Not Employed","","","",""
"135","2001","16-34 y.","Employed","","","",""
"135","2001","35-65 y.","Not Employed","","","",""
"135","2001","35-65 y.","Employed","1","","",""
