"transab_cat","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2015","Berlin","Full Time","2","","",""
"High transfer dependency","2015","Berlin","Part Time","25","","",""
"High transfer dependency","2015","Berlin","Not Working","31","0.0476981587492141","0.0272667614255589","0.0681295560728694"
"High transfer dependency","2015","Brandenburg","Full Time","10","","",""
"High transfer dependency","2015","Brandenburg","Part Time","12","","",""
"High transfer dependency","2015","Brandenburg","Not Working","21","","",""
"High transfer dependency","2015","Mecklenburg-Western Pomerania","Full Time","2","","",""
"High transfer dependency","2015","Mecklenburg-Western Pomerania","Part Time","15","","",""
"High transfer dependency","2015","Mecklenburg-Western Pomerania","Not Working","11","","",""
"High transfer dependency","2015","Saxony","Full Time","5","","",""
"High transfer dependency","2015","Saxony","Part Time","34","0.0789019982613808","0.051395720190095","0.106408276332667"
"High transfer dependency","2015","Saxony","Not Working","22","","",""
"High transfer dependency","2015","Saxony-Anhalt","Full Time","5","","",""
"High transfer dependency","2015","Saxony-Anhalt","Part Time","27","","",""
"High transfer dependency","2015","Saxony-Anhalt","Not Working","27","","",""
"High transfer dependency","2015","Thuringia","Full Time","5","","",""
"High transfer dependency","2015","Thuringia","Part Time","22","","",""
"High transfer dependency","2015","Thuringia","Not Working","30","0.0461361819056471","0.0259287123315543","0.0663436514797398"
"Very high transfer dependency","2015","Schleswig-Holstein","Full Time","2","","",""
"Very high transfer dependency","2015","Schleswig-Holstein","Part Time","12","","",""
"Very high transfer dependency","2015","Schleswig-Holstein","Not Working","24","","",""
"Very high transfer dependency","2015","Hamburg","Full Time","","","",""
"Very high transfer dependency","2015","Hamburg","Part Time","2","","",""
"Very high transfer dependency","2015","Hamburg","Not Working","12","","",""
"Very high transfer dependency","2015","Lower Saxony","Full Time","2","","",""
"Very high transfer dependency","2015","Lower Saxony","Part Time","28","","",""
"Very high transfer dependency","2015","Lower Saxony","Not Working","69","0.0337123552806649","0.0229679789671306","0.0444567315941993"
"Very high transfer dependency","2015","Bremen","Full Time","2","","",""
"Very high transfer dependency","2015","Bremen","Part Time","4","","",""
"Very high transfer dependency","2015","Bremen","Not Working","13","","",""
"Very high transfer dependency","2015","North Rhine-Westphalia","Full Time","1","","",""
"Very high transfer dependency","2015","North Rhine-Westphalia","Part Time","58","0.0328986371756184","0.0238959456021059","0.041901328749131"
"Very high transfer dependency","2015","North Rhine-Westphalia","Not Working","122","0.0274797007921942","0.0207562092752382","0.0342031923091503"
"Very high transfer dependency","2015","Hesse","Full Time","","","",""
"Very high transfer dependency","2015","Hesse","Part Time","12","","",""
"Very high transfer dependency","2015","Hesse","Not Working","38","0.0323950469533714","0.0194986867070396","0.0452914071997033"
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","Full Time","1","","",""
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","Part Time","11","","",""
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","Not Working","15","","",""
"Very high transfer dependency","2015","Baden-Württemberg","Full Time","","","",""
"Very high transfer dependency","2015","Baden-Württemberg","Part Time","16","","",""
"Very high transfer dependency","2015","Baden-Württemberg","Not Working","30","0.014425397945423","0.00763938944241698","0.021211406448429"
"Very high transfer dependency","2015","Bavaria","Full Time","","","",""
"Very high transfer dependency","2015","Bavaria","Part Time","17","","",""
"Very high transfer dependency","2015","Bavaria","Not Working","36","0.012390566890146","0.00699378919612171","0.0177873445841703"
"Very high transfer dependency","2015","Berlin","Full Time","3","","",""
"Very high transfer dependency","2015","Berlin","Part Time","14","","",""
"Very high transfer dependency","2015","Berlin","Not Working","40","0.0762558839510749","0.0508126405526838","0.101699127349466"
"Very high transfer dependency","2015","Brandenburg","Full Time","","","",""
"Very high transfer dependency","2015","Brandenburg","Part Time","13","","",""
"Very high transfer dependency","2015","Brandenburg","Not Working","20","","",""
"Very high transfer dependency","2015","Mecklenburg-Western Pomerania","Full Time","3","","",""
"Very high transfer dependency","2015","Mecklenburg-Western Pomerania","Part Time","9","","",""
"Very high transfer dependency","2015","Mecklenburg-Western Pomerania","Not Working","17","","",""
"Very high transfer dependency","2015","Saxony","Full Time","2","","",""
"Very high transfer dependency","2015","Saxony","Part Time","18","","",""
"Very high transfer dependency","2015","Saxony","Not Working","36","0.0289562072436822","0.0153096110580737","0.0426028034292907"
"Very high transfer dependency","2015","Saxony-Anhalt","Full Time","4","","",""
"Very high transfer dependency","2015","Saxony-Anhalt","Part Time","15","","",""
"Very high transfer dependency","2015","Saxony-Anhalt","Not Working","20","","",""
"Very high transfer dependency","2015","Thuringia","Full Time","2","","",""
"Very high transfer dependency","2015","Thuringia","Part Time","2","","",""
"Very high transfer dependency","2015","Thuringia","Not Working","11","","",""
"Complete transfer dependency","2015","Schleswig-Holstein","Full Time","","","",""
"Complete transfer dependency","2015","Schleswig-Holstein","Part Time","","","",""
"Complete transfer dependency","2015","Schleswig-Holstein","Not Working","23","","",""
"Complete transfer dependency","2015","Hamburg","Full Time","","","",""
"Complete transfer dependency","2015","Hamburg","Part Time","","","",""
"Complete transfer dependency","2015","Hamburg","Not Working","9","","",""
"Complete transfer dependency","2015","Lower Saxony","Full Time","","","",""
"Complete transfer dependency","2015","Lower Saxony","Part Time","","","",""
"Complete transfer dependency","2015","Lower Saxony","Not Working","61","0.0447074700780994","0.0324050178283695","0.0570099223278293"
"Complete transfer dependency","2015","Bremen","Full Time","","","",""
"Complete transfer dependency","2015","Bremen","Part Time","","","",""
"Complete transfer dependency","2015","Bremen","Not Working","15","","",""
"Complete transfer dependency","2015","North Rhine-Westphalia","Full Time","","","",""
"Complete transfer dependency","2015","North Rhine-Westphalia","Part Time","","","",""
"Complete transfer dependency","2015","North Rhine-Westphalia","Not Working","207","0.0609878513234846","0.0511455468495952","0.070830155797374"
"Complete transfer dependency","2015","Hesse","Full Time","","","",""
"Complete transfer dependency","2015","Hesse","Part Time","","","",""
"Complete transfer dependency","2015","Hesse","Not Working","30","0.0617664721061875","0.0442312738503353","0.0793016703620398"
"Complete transfer dependency","2015","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Complete transfer dependency","2015","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Complete transfer dependency","2015","Rhineland-Palatinate,Saarland","Not Working","38","0.0447532832464653","0.0291553724439911","0.0603511940489394"
"Complete transfer dependency","2015","Baden-Württemberg","Full Time","","","",""
"Complete transfer dependency","2015","Baden-Württemberg","Part Time","","","",""
"Complete transfer dependency","2015","Baden-Württemberg","Not Working","41","0.0266531355513467","0.0174864207923635","0.03581985031033"
"Complete transfer dependency","2015","Bavaria","Full Time","","","",""
"Complete transfer dependency","2015","Bavaria","Part Time","","","",""
"Complete transfer dependency","2015","Bavaria","Not Working","52","0.0244421427918136","0.0169087176028226","0.0319755679808047"
"Complete transfer dependency","2015","Berlin","Full Time","","","",""
"Complete transfer dependency","2015","Berlin","Part Time","","","",""
"Complete transfer dependency","2015","Berlin","Not Working","28","","",""
"Complete transfer dependency","2015","Brandenburg","Full Time","","","",""
"Complete transfer dependency","2015","Brandenburg","Part Time","","","",""
"Complete transfer dependency","2015","Brandenburg","Not Working","35","0.0826343101233502","0.0575824170029605","0.10768620324374"
"Complete transfer dependency","2015","Mecklenburg-Western Pomerania","Full Time","","","",""
"Complete transfer dependency","2015","Mecklenburg-Western Pomerania","Part Time","","","",""
"Complete transfer dependency","2015","Mecklenburg-Western Pomerania","Not Working","21","","",""
"Complete transfer dependency","2015","Saxony","Full Time","","","",""
"Complete transfer dependency","2015","Saxony","Part Time","","","",""
"Complete transfer dependency","2015","Saxony","Not Working","29","","",""
"Complete transfer dependency","2015","Saxony-Anhalt","Full Time","","","",""
"Complete transfer dependency","2015","Saxony-Anhalt","Part Time","","","",""
"Complete transfer dependency","2015","Saxony-Anhalt","Not Working","32","0.0764190386307849","0.0498817836641509","0.102956293597419"
"Complete transfer dependency","2015","Thuringia","Full Time","","","",""
"Complete transfer dependency","2015","Thuringia","Part Time","","","",""
"Complete transfer dependency","2015","Thuringia","Not Working","18","","",""
"No transfer dependency","2016","Schleswig-Holstein","Full Time","82","0.508673999430208","0.448821080185934","0.568526918674482"
"No transfer dependency","2016","Schleswig-Holstein","Part Time","54","0.369512507415619","0.311832572668444","0.427192442162794"
"No transfer dependency","2016","Schleswig-Holstein","Not Working","139","0.657971677442456","0.603183546857169","0.712759808027744"
"No transfer dependency","2016","Hamburg","Full Time","63","0.669138708961778","0.595538453477467","0.742738964446089"
"No transfer dependency","2016","Hamburg","Part Time","25","","",""
"No transfer dependency","2016","Hamburg","Not Working","84","0.707512097805514","0.634469561385404","0.780554634225625"
"No transfer dependency","2016","Lower Saxony","Full Time","302","0.571057001461376","0.536931272853987","0.605182730068765"
"No transfer dependency","2016","Lower Saxony","Part Time","161","0.344560516816806","0.309629410107819","0.379491623525793"
"No transfer dependency","2016","Lower Saxony","Not Working","424","0.595678267924928","0.563615851023825","0.627740684826032"
"No transfer dependency","2016","Bremen","Full Time","14","","",""
"No transfer dependency","2016","Bremen","Part Time","8","","",""
"No transfer dependency","2016","Bremen","Not Working","28","","",""
"No transfer dependency","2016","North Rhine-Westphalia","Full Time","645","0.516129638237329","0.493264492872271","0.538994783602387"
"No transfer dependency","2016","North Rhine-Westphalia","Part Time","339","0.369718705181013","0.344768646639784","0.394668763722241"
"No transfer dependency","2016","North Rhine-Westphalia","Not Working","837","0.591968896149832","0.569675716734034","0.614262075565631"
"No transfer dependency","2016","Hesse","Full Time","263","0.551264201341576","0.512640523239725","0.589887879443427"
"No transfer dependency","2016","Hesse","Part Time","113","0.359929024132725","0.316114295116958","0.403743753148493"
"No transfer dependency","2016","Hesse","Not Working","254","0.534809326367462","0.493009987416399","0.576608665318524"
"No transfer dependency","2016","Rhineland-Palatinate,Saarland","Full Time","199","0.556972049527641","0.514958128745366","0.598985970309917"
