"transab_cat","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","225","0.0852062801742615","0.0751263989825697","0.0952861613659534","2"
"Low transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","123","0.0697283190808257","0.0592116794264759","0.0802449587351755","2"
"Low transfer dependency","2003","66 and older","Couple + C. LE and GT 16","","","","","2"
"No transfer dependency","2003","16-34 y.","Couple + C. LE 16 ","14","","","","0"
"No transfer dependency","2003","16-34 y.","Couple + C. GT 16 ","208","0.157179760726587","0.138341564990915","0.176017956462258","0"
"No transfer dependency","2003","16-34 y.","Couple + C. LE and GT 16","1","","","","0"
"No transfer dependency","2003","35-65 y.","1-pers.-HH","916","0.755532508819881","0.731563407681385","0.779501609958377","0"
"No transfer dependency","2003","35-65 y.","(Married) couple without C. ","2775","0.713780244507581","0.699811443748549","0.727749045266612","0"
"No transfer dependency","2003","35-65 y.","Single parent ","106","0.164999499688048","0.134257029607422","0.195741969768674","0"
"No transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","11","","","","0"
"No transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","443","0.235025576375545","0.21751709349345","0.252534059257641","0"
"No transfer dependency","2003","35-65 y.","Couple + C. LE and GT 16","2","","","","0"
"No transfer dependency","2003","66 and older","1-pers.-HH","935","0.860828343363945","0.840089244608297","0.881567442119594","0"
"No transfer dependency","2003","66 and older","Couple + C. LE and GT 16","","","","","0"
"No transfer dependency","2003","16-34 y.","1-pers.-HH","472","0.740168265464301","0.706862278852933","0.773474252075669","0"
"No transfer dependency","2003","16-34 y.","(Married) couple without C. ","622","0.609446940395176","0.579491964683899","0.639401916106453","0"
"No transfer dependency","2003","16-34 y.","Single parent ","51","0.102372042684072","0.0744570280515686","0.130287057316574","0"
"No transfer dependency","2003","66 and older","Couple + C. GT 16 ","101","0.597175956260083","0.524920556679917","0.669431355840248","0"
"No transfer dependency","2003","66 and older","(Married) couple without C. ","2015","0.898651976621974","0.886140379955161","0.911163573288787","0"
"No transfer dependency","2003","66 and older","Single parent ","46","0.581875018376172","0.468725014024639","0.695025022727705","0"
"No transfer dependency","2003","66 and older","Couple + C. LE 16 ","","","","","0"
"Very high transfer dependency","2003","35-65 y.","(Married) couple without C. ","44","0.0137499682925136","0.0101510546862418","0.0173488818987854","4"
"Very high transfer dependency","2003","35-65 y.","Single parent ","22","","","","4"
"Very high transfer dependency","2003","35-65 y.","1-pers.-HH","34","0.0306013818225245","0.0209955201304586","0.0402072435145905","4"
"Very high transfer dependency","2003","16-34 y.","Couple + C. LE and GT 16","9","","","","4"
"Very high transfer dependency","2003","16-34 y.","Couple + C. LE 16 ","35","0.0329862028474864","0.0234625640748805","0.0425098416200923","4"
"Very high transfer dependency","2003","16-34 y.","Couple + C. GT 16 ","10","","","","4"
"Very high transfer dependency","2003","16-34 y.","Single parent ","38","0.0847344693331186","0.0590894754122643","0.110379463253973","4"
"Very high transfer dependency","2003","16-34 y.","(Married) couple without C. ","9","","","","4"
"Very high transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","32","0.017421160632306","0.0126974828074395","0.0221448384571726","4"
"Very high transfer dependency","2003","66 and older","1-pers.-HH","1","","","","4"
"Very high transfer dependency","2003","66 and older","(Married) couple without C. ","","","","","4"
"Very high transfer dependency","2003","66 and older","Single parent ","","","","","4"
"Very high transfer dependency","2003","66 and older","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","2003","66 and older","Couple + C. GT 16 ","","","","","4"
"Very high transfer dependency","2003","66 and older","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","2003","16-34 y.","1-pers.-HH","24","","","","4"
"Very high transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","16","","","","4"
"Very high transfer dependency","2003","35-65 y.","Couple + C. LE and GT 16","14","","","","4"
"Very low transfer dependency","2003","35-65 y.","(Married) couple without C. ","954","0.212089353005983","0.19945581543982","0.224722890572146","1"
"Very low transfer dependency","2003","35-65 y.","1-pers.-HH","170","0.125573719335508","0.107092714019866","0.144054724651151","1"
"Very low transfer dependency","2003","16-34 y.","Couple + C. LE and GT 16","556","0.816556336093653","0.787140465732911","0.845972206454396","1"
"Very low transfer dependency","2003","16-34 y.","Couple + C. GT 16 ","1095","0.738867752887557","0.716133162981558","0.761602342793557","1"
"Very low transfer dependency","2003","16-34 y.","Couple + C. LE 16 ","1031","0.768356878068315","0.745860551239067","0.790853204897562","1"
"Very low transfer dependency","2003","16-34 y.","Single parent ","238","0.533991827108971","0.488054781373084","0.579928872844858","1"
"Very low transfer dependency","2003","16-34 y.","1-pers.-HH","80","0.102800402153465","0.0797354308630955","0.125865373443835","1"
"Very low transfer dependency","2003","16-34 y.","(Married) couple without C. ","288","0.269871224519303","0.24261667417166","0.297125774866945","1"
"Very low transfer dependency","2003","35-65 y.","Single parent ","311","0.566803749976708","0.52576323712328","0.607844262830136","1"
"Very low transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","2606","0.858797200697792","0.846224603944427","0.871369797451157","1"
"Very low transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","1619","0.661823203929749","0.642288339902847","0.681358067956651","1"
"Very low transfer dependency","2003","35-65 y.","Couple + C. LE and GT 16","956","0.821451103636784","0.799200263999894","0.843701943273675","1"
"Very low transfer dependency","2003","66 and older","1-pers.-HH","98","0.0971533992474362","0.0794077380337719","0.114899060461101","1"
"Very low transfer dependency","2003","66 and older","(Married) couple without C. ","192","0.0851265237827251","0.0735568185280996","0.0966962290373506","1"
"Very low transfer dependency","2003","66 and older","Single parent ","20","","","","1"
"Very low transfer dependency","2003","66 and older","Couple + C. LE 16 ","5","","","","1"
"Very low transfer dependency","2003","66 and older","Couple + C. GT 16 ","66","0.343704263527941","0.273735578975679","0.413672948080203","1"
"Very low transfer dependency","2003","66 and older","Couple + C. LE and GT 16","2","","","","1"
"Complete transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","3","","","","5"
"Complete transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","16","","","","5"
"Complete transfer dependency","2004","16-34 y.","Single parent ","27","","","","5"
"Complete transfer dependency","2004","16-34 y.","1-pers.-HH","16","","","","5"
"Complete transfer dependency","2004","16-34 y.","(Married) couple without C. ","2","","","","5"
"Complete transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","2","","","","5"
"Complete transfer dependency","2004","35-65 y.","1-pers.-HH","66","0.0585813447010646","0.0452273580130528","0.0719353313890765","5"
"Complete transfer dependency","2004","35-65 y.","(Married) couple without C. ","18","","","","5"
"Complete transfer dependency","2004","35-65 y.","Single parent ","28","","","","5"
"Complete transfer dependency","2004","35-65 y.","Couple + C. LE 16 ","22","","","","5"
"Complete transfer dependency","2004","35-65 y.","Couple + C. GT 16 ","6","","","","5"
"Complete transfer dependency","2004","35-65 y.","Couple + C. LE and GT 16","4","","","","5"
"Complete transfer dependency","2004","66 and older","1-pers.-HH","1","","","","5"
"Complete transfer dependency","2004","66 and older","(Married) couple without C. ","1","","","","5"
"Complete transfer dependency","2004","66 and older","Single parent ","","","","","5"
"Complete transfer dependency","2004","66 and older","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","2004","66 and older","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","2004","66 and older","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","51","0.0337979508911572","0.0234829243241547","0.0441129774581597","3"
"High transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","29","","","","3"
"High transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","20","","","","3"
"High transfer dependency","2004","35-65 y.","1-pers.-HH","28","","","","3"
"High transfer dependency","2004","35-65 y.","(Married) couple without C. ","52","0.0178536943064775","0.0136730388538428","0.0220343497591122","3"
"High transfer dependency","2004","35-65 y.","Single parent ","31","0.0652054814455648","0.0444778359946676","0.085933126896462","3"
"High transfer dependency","2004","35-65 y.","Couple + C. LE 16 ","44","0.0168633969460878","0.0120967168489421","0.0216300770432335","3"
"High transfer dependency","2004","35-65 y.","Couple + C. GT 16 ","44","0.0215866218211145","0.0155776511050955","0.0275955925371335","3"
"High transfer dependency","2004","35-65 y.","Couple + C. LE and GT 16","30","0.0327157289921623","0.0221984205990841","0.0432330373852405","3"
"High transfer dependency","2004","66 and older","1-pers.-HH","7","","","","3"
"High transfer dependency","2004","66 and older","Couple + C. LE and GT 16","","","","","3"
"High transfer dependency","2004","66 and older","Couple + C. GT 16 ","","","","","3"
"High transfer dependency","2004","16-34 y.","(Married) couple without C. ","22","","","","3"
"High transfer dependency","2004","16-34 y.","Single parent ","37","0.0779789298747022","0.0531216622709507","0.102836197478454","3"
"High transfer dependency","2004","16-34 y.","1-pers.-HH","25","","","","3"
"High transfer dependency","2004","66 and older","(Married) couple without C. ","4","","","","3"
"High transfer dependency","2004","66 and older","Single parent ","1","","","","3"
"High transfer dependency","2004","66 and older","Couple + C. LE 16 ","","","","","3"
"Low transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","204","0.160455309679712","0.13950501458234","0.181405604777084","2"
"Low transfer dependency","2004","16-34 y.","Single parent ","56","0.126805271358253","0.0959578734220088","0.157652669294497","2"
"Low transfer dependency","2004","16-34 y.","1-pers.-HH","58","0.08580589087497","0.0641577619275688","0.107454019822371","2"
"Low transfer dependency","2004","16-34 y.","(Married) couple without C. ","53","0.0639356928083148","0.048915153381575","0.0789562322350546","2"
"Low transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","85","0.0828176662290354","0.0684473493565984","0.0971879831014724","2"
"Low transfer dependency","2004","35-65 y.","Couple + C. LE and GT 16","139","0.12872919521637","0.108929233402293","0.148529157030446","2"
"Low transfer dependency","2004","66 and older","1-pers.-HH","22","","","","2"
"Low transfer dependency","2004","66 and older","(Married) couple without C. ","32","0.0176765048722709","0.0123454026427768","0.023007607101765","2"
"Low transfer dependency","2004","66 and older","Single parent ","5","","","","2"
"Low transfer dependency","2004","66 and older","Couple + C. LE 16 ","","","","","2"
"Low transfer dependency","2004","66 and older","Couple + C. GT 16 ","9","","","","2"
"Low transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","89","0.143151869640976","0.116269055336093","0.170034683945859","2"
"Low transfer dependency","2004","35-65 y.","1-pers.-HH","30","0.0277309497659","0.0183937753066891","0.0370681242251108","2"
"Low transfer dependency","2004","35-65 y.","(Married) couple without C. ","137","0.0343739020020587","0.0286220043385607","0.0401257996655566","2"
"Low transfer dependency","2004","35-65 y.","Single parent ","63","0.119427564706716","0.0922015125963405","0.146653616817091","2"
"Low transfer dependency","2004","35-65 y.","Couple + C. LE 16 ","209","0.0854803807397779","0.0751297627703957","0.0958309987091601","2"
"Low transfer dependency","2004","35-65 y.","Couple + C. GT 16 ","142","0.0772902930075769","0.0662484497883483","0.0883321362268056","2"
"Low transfer dependency","2004","66 and older","Couple + C. LE and GT 16","","","","","2"
"No transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","12","","","","0"
"No transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","180","0.132092174040789","0.114437798672048","0.149746549409531","0"
"No transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","3","","","","0"
"No transfer dependency","2004","35-65 y.","1-pers.-HH","885","0.754910802966237","0.730451179041308","0.779370426891167","0"
"No transfer dependency","2004","35-65 y.","(Married) couple without C. ","2591","0.70181496116177","0.687372324967976","0.716257597355563","0"
