"hgowner","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"2","2017","Couple + C. LE and GT 16","East Germany","225","0.313182309451058","0.272407753111639","0.353956865790477"
"3","2017","1-pers.-HH","West Germany","168","0.0422229271311464","0.0354664003315082","0.0489794539307846"
"3","2017","1-pers.-HH","East Germany","62","0.0512306208259276","0.0382841727199859","0.0641770689318693"
"3","2017","(Married) couple without C. ","West Germany","80","0.0120643777319834","0.00935907104025015","0.0147696844237167"
"3","2017","(Married) couple without C. ","East Germany","39","0.0329803080595633","0.0253621673964629","0.0405984487226637"
"3","2017","Single parent ","West Germany","17","","",""
"3","2017","Single parent ","East Germany","5","","",""
"3","2017","Couple + C. LE 16 ","West Germany","84","0.0152558207023023","0.0121777166939619","0.0183339247106427"
"3","2017","Couple + C. LE 16 ","East Germany","32","0.0217281336451248","0.0140719291156372","0.0293843381746125"
"3","2017","Couple + C. GT 16 ","West Germany","13","","",""
"3","2017","Couple + C. GT 16 ","East Germany","5","","",""
"3","2017","Couple + C. LE and GT 16","West Germany","21","","",""
"3","2017","Couple + C. LE and GT 16","East Germany","9","","",""
"4","2017","1-pers.-HH","West Germany","","","",""
"4","2017","1-pers.-HH","East Germany","","","",""
"4","2017","(Married) couple without C. ","West Germany","","","",""
"4","2017","(Married) couple without C. ","East Germany","","","",""
"4","2017","Single parent ","West Germany","","","",""
"4","2017","Single parent ","East Germany","","","",""
"4","2017","Couple + C. LE 16 ","West Germany","","","",""
"4","2017","Couple + C. LE 16 ","East Germany","","","",""
"4","2017","Couple + C. GT 16 ","West Germany","","","",""
"4","2017","Couple + C. GT 16 ","East Germany","","","",""
"4","2017","Couple + C. LE and GT 16","West Germany","","","",""
"4","2017","Couple + C. LE and GT 16","East Germany","","","",""
"5","2017","1-pers.-HH","West Germany","235","0.0178696442835936","0.0134186233438828","0.0223206652233044"
"5","2017","1-pers.-HH","East Germany","68","0.0219427741773425","0.0133401015668081","0.0305454467878769"
"5","2017","(Married) couple without C. ","West Germany","19","","",""
"5","2017","(Married) couple without C. ","East Germany","","","",""
"5","2017","Single parent ","West Germany","54","0.0029855188221642","0.000669643735624413","0.00530139390870399"
"5","2017","Single parent ","East Germany","10","","",""
"5","2017","Couple + C. LE 16 ","West Germany","145","0.00209609365920961","0.000947534168705758","0.00324465314971345"
"5","2017","Couple + C. LE 16 ","East Germany","31","0.0015396086283418","-0.000519328672389647","0.00359854592907324"
"5","2017","Couple + C. GT 16 ","West Germany","10","","",""
"5","2017","Couple + C. GT 16 ","East Germany","3","","",""
"5","2017","Couple + C. LE and GT 16","West Germany","29","","",""
"5","2017","Couple + C. LE and GT 16","East Germany","9","","",""
"1","2018","1-pers.-HH","West Germany","835","0.315523978736655","0.300677666580636","0.330370290892674"
"1","2018","1-pers.-HH","East Germany","176","0.168900914153675","0.147414246222813","0.190387582084536"
"1","2018","(Married) couple without C. ","West Germany","3392","0.583378510755392","0.571007829249112","0.595749192261671"
"1","2018","(Married) couple without C. ","East Germany","989","0.500469816101068","0.478946050561551","0.521993581640585"
"1","2018","Single parent ","West Germany","564","0.344059167033212","0.324080473690629","0.364037860375794"
"1","2018","Single parent ","East Germany","114","0.287900569038921","0.249781698085399","0.326019439992442"
"1","2018","Couple + C. LE 16 ","West Germany","2255","0.509672486903141","0.496959617222309","0.522385356583972"
"1","2018","Couple + C. LE 16 ","East Germany","470","0.512851127540831","0.486128758041247","0.539573497040414"
"1","2018","Couple + C. GT 16 ","West Germany","1820","0.732289372282647","0.715755999376933","0.748822745188361"
"1","2018","Couple + C. GT 16 ","East Germany","308","0.667884299102396","0.626183404514226","0.709585193690567"
"1","2018","Couple + C. LE and GT 16","West Germany","1194","0.629165225209502","0.610673085650429","0.647657364768574"
"1","2018","Couple + C. LE and GT 16","East Germany","250","0.672848660235626","0.631093488974956","0.714603831496297"
"2","2018","1-pers.-HH","West Germany","2452","0.637344558941128","0.621985750500444","0.652703367381811"
"2","2018","1-pers.-HH","East Germany","885","0.751989828097477","0.727223170537133","0.77675648565782"
"2","2018","(Married) couple without C. ","West Germany","2591","0.398022594447769","0.385739959705879","0.41030522918966"
"2","2018","(Married) couple without C. ","East Germany","1056","0.489050022153389","0.467531409219116","0.510568635087662"
"2","2018","Single parent ","West Germany","1534","0.633082261891867","0.612813248620795","0.653351275162938"
"2","2018","Single parent ","East Germany","408","0.690892031254704","0.651986742754601","0.729797319754807"
"2","2018","Couple + C. LE 16 ","West Germany","3479","0.472487526911769","0.459791541663728","0.485183512159809"
"2","2018","Couple + C. LE 16 ","East Germany","837","0.470530093271091","0.443845364092448","0.497214822449734"
"2","2018","Couple + C. GT 16 ","West Germany","918","0.265985943100316","0.249486517672318","0.282485368528314"
"2","2018","Couple + C. GT 16 ","East Germany","178","0.318214868198819","0.276973406643086","0.359456329754552"
"2","2018","Couple + C. LE and GT 16","West Germany","1369","0.365738967944172","0.347300101739745","0.3841778341486"
"2","2018","Couple + C. LE and GT 16","East Germany","218","0.293715598882122","0.253180565499615","0.33425063226463"
"3","2018","1-pers.-HH","West Germany","137","0.0283329715179357","0.0230323343292072","0.0336336087066642"
"3","2018","1-pers.-HH","East Germany","45","0.0515520072391027","0.0388709278809263","0.0642330865972792"
"3","2018","(Married) couple without C. ","West Germany","81","0.0158546463397256","0.0127202386710707","0.0189890540083805"
"3","2018","(Married) couple without C. ","East Germany","28","","",""
"3","2018","Single parent ","West Germany","24","","",""
"3","2018","Single parent ","East Germany","10","","",""
"3","2018","Couple + C. LE 16 ","West Germany","71","0.0145860914930702","0.0115372581939526","0.0176349247921879"
"3","2018","Couple + C. LE 16 ","East Germany","17","","",""
"3","2018","Couple + C. GT 16 ","West Germany","4","","",""
"3","2018","Couple + C. GT 16 ","East Germany","4","","",""
"3","2018","Couple + C. LE and GT 16","West Germany","19","","",""
"3","2018","Couple + C. LE and GT 16","East Germany","9","","",""
"4","2018","1-pers.-HH","West Germany","1","","",""
"4","2018","1-pers.-HH","East Germany","","","",""
"4","2018","(Married) couple without C. ","West Germany","","","",""
"4","2018","(Married) couple without C. ","East Germany","","","",""
"4","2018","Single parent ","West Germany","","","",""
"4","2018","Single parent ","East Germany","","","",""
"4","2018","Couple + C. LE 16 ","West Germany","","","",""
"4","2018","Couple + C. LE 16 ","East Germany","","","",""
"4","2018","Couple + C. GT 16 ","West Germany","","","",""
"4","2018","Couple + C. GT 16 ","East Germany","","","",""
"4","2018","Couple + C. LE and GT 16","West Germany","","","",""
"4","2018","Couple + C. LE and GT 16","East Germany","","","",""
"5","2018","1-pers.-HH","West Germany","339","0.0182446713243461","0.0139691119755353","0.0225202306731569"
"5","2018","1-pers.-HH","East Germany","62","0.0275572505097461","0.018169173724865","0.0369453272946271"
"5","2018","(Married) couple without C. ","West Germany","37","0.00274424845711338","0.00143155727553747","0.00405693963868929"
"5","2018","(Married) couple without C. ","East Germany","","","",""
"5","2018","Single parent ","West Germany","50","0.00315671651414114","0.000797599867104279","0.005515833161178"
"5","2018","Single parent ","East Germany","10","","",""
"5","2018","Couple + C. LE 16 ","West Germany","135","0.00325389469202033","0.00180562684523889","0.00470216253880177"
"5","2018","Couple + C. LE 16 ","East Germany","20","","",""
"5","2018","Couple + C. GT 16 ","West Germany","13","","",""
"5","2018","Couple + C. GT 16 ","East Germany","","","",""
"5","2018","Couple + C. LE and GT 16","West Germany","39","0.00234229015016957","0.000491634113634192","0.00419294618670494"
"5","2018","Couple + C. LE and GT 16","East Germany","8","","",""
"1","2019","1-pers.-HH","West Germany","966","0.314988651334641","0.300188407723503","0.329788894945779"
"1","2019","1-pers.-HH","East Germany","214","0.185750685342238","0.163025065207513","0.208476305476962"
"1","2019","(Married) couple without C. ","West Germany","3817","0.583160140865912","0.571163180979036","0.595157100752788"
"1","2019","(Married) couple without C. ","East Germany","1140","0.512003945730605","0.491025898087213","0.532981993373997"
"1","2019","Single parent ","West Germany","535","0.333955822742019","0.312990768579281","0.354920876904756"
"1","2019","Single parent ","East Germany","128","0.341504989139537","0.300429014093415","0.382580964185659"
"1","2019","Couple + C. LE 16 ","West Germany","2331","0.510716241827699","0.497597896152681","0.523834587502716"
"1","2019","Couple + C. LE 16 ","East Germany","510","0.49331769129129","0.465668369252607","0.520967013329973"
"1","2019","Couple + C. GT 16 ","West Germany","1889","0.752186853327345","0.736006259128868","0.768367447525821"
"1","2019","Couple + C. GT 16 ","East Germany","332","0.751525416926416","0.71237485621588","0.790675977636952"
"1","2019","Couple + C. LE and GT 16","West Germany","1234","0.645148641745544","0.626746632447847","0.66355065104324"
"1","2019","Couple + C. LE and GT 16","East Germany","263","0.64045004882348","0.598219230074462","0.682680867572498"
"2","2019","1-pers.-HH","West Germany","2440","0.624635445535746","0.609207344665526","0.640063546405967"
"2","2019","1-pers.-HH","East Germany","817","0.733636581447716","0.707805082441887","0.759468080453545"
"2","2019","(Married) couple without C. ","West Germany","2558","0.403517337604704","0.391579582028116","0.415455093181292"
"2","2019","(Married) couple without C. ","East Germany","1008","0.470090857154126","0.44914433782149","0.491037376486761"
"2","2019","Single parent ","West Germany","1347","0.644844554949166","0.623571164167281","0.666117945731052"
"2","2019","Single parent ","East Germany","370","0.653639170374826","0.612425002932143","0.69485333781751"
"2","2019","Couple + C. LE 16 ","West Germany","3035","0.477747691991152","0.464639333235277","0.490856050747027"
"2","2019","Couple + C. LE 16 ","East Germany","722","0.491040921567869","0.463393569237431","0.518688273898308"
"2","2019","Couple + C. GT 16 ","West Germany","811","0.241594444597221","0.225552254798482","0.257636634395959"
"2","2019","Couple + C. GT 16 ","East Germany","131","0.232227604620635","0.193971712645562","0.270483496595709"
"2","2019","Couple + C. LE and GT 16","West Germany","1286","0.35141687130965","0.333055452195957","0.369778290423343"
"2","2019","Couple + C. LE and GT 16","East Germany","227","0.355579125432574","0.313452159503018","0.39770609136213"
"3","2019","1-pers.-HH","West Germany","162","0.0415502748902336","0.0351919290463966","0.0479086207340706"
"3","2019","1-pers.-HH","East Germany","51","0.0607200230700443","0.0467648468183136","0.0746751993217751"
"3","2019","(Married) couple without C. ","West Germany","84","0.0107147687984874","0.00820955476738444","0.0132199828295904"
"3","2019","(Married) couple without C. ","East Germany","32","0.0167232034183283","0.0113415231798519","0.0221048836568047"
"3","2019","Single parent ","West Germany","25","","",""
"3","2019","Single parent ","East Germany","4","","",""
"3","2019","Couple + C. LE 16 ","West Germany","115","0.00932927193637845","0.0068063873835396","0.0118521564892173"
"3","2019","Couple + C. LE 16 ","East Germany","16","","",""
"3","2019","Couple + C. GT 16 ","West Germany","25","","",""
"3","2019","Couple + C. GT 16 ","East Germany","5","","",""
"3","2019","Couple + C. LE and GT 16","West Germany","31","0.000948698920536062","-0.000235351548796863","0.00213274938986899"
"3","2019","Couple + C. LE and GT 16","East Germany","3","","",""
"4","2019","1-pers.-HH","West Germany","","","",""
"4","2019","1-pers.-HH","East Germany","","","",""
"4","2019","(Married) couple without C. ","West Germany","","","",""
"4","2019","(Married) couple without C. ","East Germany","","","",""
"4","2019","Single parent ","West Germany","","","",""
"4","2019","Single parent ","East Germany","","","",""
"4","2019","Couple + C. LE 16 ","West Germany","","","",""
"4","2019","Couple + C. LE 16 ","East Germany","","","",""
"4","2019","Couple + C. GT 16 ","West Germany","","","",""
"4","2019","Couple + C. GT 16 ","East Germany","","","",""
"4","2019","Couple + C. LE and GT 16","West Germany","","","",""
"4","2019","Couple + C. LE and GT 16","East Germany","","","",""
"5","2019","1-pers.-HH","West Germany","216","0.0188256282393792","0.0144953045165272","0.0231559519622311"
"5","2019","1-pers.-HH","East Germany","43","0.0198927101400019","0.0117333591271259","0.028052061152878"
"5","2019","(Married) couple without C. ","West Germany","29","","",""
"5","2019","(Married) couple without C. ","East Germany","1","","",""
"5","2019","Single parent ","West Germany","37","0.00292993301709884","0.000527276736657568","0.00533258929754012"
"5","2019","Single parent ","East Germany","10","","",""
"5","2019","Couple + C. LE 16 ","West Germany","97","0.0022067942447711","0.000975363397112999","0.00343822509242919"
