"hlf0094","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","1988","(Married) couple without C. ","in school","","","",""
"Reasonable","1988","(Married) couple without C. ","inadequately","1","","",""
"Reasonable","1988","(Married) couple without C. ","general elemantary","76","0.346836411046268","0.284084742313715","0.409588079778821"
"Reasonable","1988","(Married) couple without C. ","middle vocational","140","0.327939610693273","0.284660337228803","0.371218884157742"
"Reasonable","1988","(Married) couple without C. ","vocational + Abi","10","","",""
"Reasonable","1988","(Married) couple without C. ","higher vocational","33","0.394557984670824","0.288770848276918","0.500345121064731"
"Reasonable","1988","(Married) couple without C. ","higher education","33","0.390218616715008","0.285902954088634","0.494534279341381"
"Reasonable","1988","Single parent ","in school","6","","",""
"Reasonable","1988","Single parent ","inadequately","1","","",""
"Reasonable","1988","Single parent ","general elemantary","24","","",""
"Reasonable","1988","Single parent ","middle vocational","45","0.407439054548268","0.315616454004241","0.499261655092295"
"Reasonable","1988","Single parent ","vocational + Abi","3","","",""
"Reasonable","1988","Single parent ","higher vocational","5","","",""
"Reasonable","1988","Single parent ","higher education","4","","",""
"Reasonable","1988","Couple + C. LE 16 ","in school","","","",""
"Reasonable","1988","Couple + C. LE 16 ","inadequately","8","","",""
"Reasonable","1988","Couple + C. LE 16 ","general elemantary","32","0.401986590965417","0.288735319329249","0.515237862601585"
"Reasonable","1988","Couple + C. LE 16 ","middle vocational","205","0.436736067284789","0.391752369600157","0.481719764969421"
"Reasonable","1988","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Reasonable","1988","Couple + C. LE 16 ","higher vocational","35","0.419155762830685","0.312358842805544","0.525952682855827"
"Reasonable","1988","Couple + C. LE 16 ","higher education","55","0.475682211450093","0.383192200410898","0.568172222489289"
"Reasonable","1988","Couple + C. GT 16 ","in school","28","","",""
"Reasonable","1988","Couple + C. GT 16 ","inadequately","6","","",""
"Reasonable","1988","Couple + C. GT 16 ","general elemantary","111","0.304140488146271","0.256013084173007","0.352267892119536"
"Reasonable","1988","Couple + C. GT 16 ","middle vocational","228","0.349445193011498","0.31312479686218","0.385765589160815"
"Reasonable","1988","Couple + C. GT 16 ","vocational + Abi","9","","",""
"Reasonable","1988","Couple + C. GT 16 ","higher vocational","23","","",""
"Reasonable","1988","Couple + C. GT 16 ","higher education","33","0.408558709507169","0.300841237018984","0.516276181995353"
"Reasonable","1988","Couple + C. LE and GT 16","in school","7","","",""
"Reasonable","1988","Couple + C. LE and GT 16","inadequately","6","","",""
"Reasonable","1988","Couple + C. LE and GT 16","general elemantary","52","0.342101119633494","0.264071275346735","0.420130963920253"
"Reasonable","1988","Couple + C. LE and GT 16","middle vocational","103","0.490468581857119","0.42349056493817","0.557446598776068"
"Reasonable","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Reasonable","1988","Couple + C. LE and GT 16","higher vocational","10","","",""
"Reasonable","1988","Couple + C. LE and GT 16","higher education","8","","",""
"Slightly Expensive","1988","1-pers.-HH","in school","","","",""
"Slightly Expensive","1988","1-pers.-HH","inadequately","","","",""
"Slightly Expensive","1988","1-pers.-HH","general elemantary","5","","",""
"Slightly Expensive","1988","1-pers.-HH","middle vocational","7","","",""
"Slightly Expensive","1988","1-pers.-HH","vocational + Abi","","","",""
"Slightly Expensive","1988","1-pers.-HH","higher vocational","1","","",""
"Slightly Expensive","1988","1-pers.-HH","higher education","","","",""
"Slightly Expensive","1988","(Married) couple without C. ","in school","","","",""
"Slightly Expensive","1988","(Married) couple without C. ","inadequately","","","",""
"Slightly Expensive","1988","(Married) couple without C. ","general elemantary","12","","",""
"Slightly Expensive","1988","(Married) couple without C. ","middle vocational","33","0.063657432969862","0.0411502667676307","0.0861645991720933"
"Slightly Expensive","1988","(Married) couple without C. ","vocational + Abi","","","",""
"Slightly Expensive","1988","(Married) couple without C. ","higher vocational","9","","",""
"Slightly Expensive","1988","(Married) couple without C. ","higher education","4","","",""
"Slightly Expensive","1988","Single parent ","in school","","","",""
"Slightly Expensive","1988","Single parent ","inadequately","1","","",""
"Slightly Expensive","1988","Single parent ","general elemantary","5","","",""
"Slightly Expensive","1988","Single parent ","middle vocational","9","","",""
"Slightly Expensive","1988","Single parent ","vocational + Abi","2","","",""
"Slightly Expensive","1988","Single parent ","higher vocational","","","",""
"Slightly Expensive","1988","Single parent ","higher education","","","",""
"Slightly Expensive","1988","Couple + C. LE 16 ","in school","","","",""
"Slightly Expensive","1988","Couple + C. LE 16 ","inadequately","","","",""
"Slightly Expensive","1988","Couple + C. LE 16 ","general elemantary","7","","",""
"Slightly Expensive","1988","Couple + C. LE 16 ","middle vocational","52","0.112783408908678","0.0840936375886485","0.141473180228708"
"Slightly Expensive","1988","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Slightly Expensive","1988","Couple + C. LE 16 ","higher vocational","10","","",""
"Slightly Expensive","1988","Couple + C. LE 16 ","higher education","6","","",""
"Slightly Expensive","1988","Couple + C. GT 16 ","in school","6","","",""
"Slightly Expensive","1988","Couple + C. GT 16 ","inadequately","","","",""
"Slightly Expensive","1988","Couple + C. GT 16 ","general elemantary","22","","",""
"Slightly Expensive","1988","Couple + C. GT 16 ","middle vocational","44","0.0702157121381954","0.0507519248288607","0.0896794994475301"
"Slightly Expensive","1988","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Slightly Expensive","1988","Couple + C. GT 16 ","higher vocational","3","","",""
"Slightly Expensive","1988","Couple + C. GT 16 ","higher education","3","","",""
"Slightly Expensive","1988","Couple + C. LE and GT 16","in school","4","","",""
"Slightly Expensive","1988","Couple + C. LE and GT 16","inadequately","2","","",""
"Slightly Expensive","1988","Couple + C. LE and GT 16","general elemantary","8","","",""
"Slightly Expensive","1988","Couple + C. LE and GT 16","middle vocational","12","","",""
"Slightly Expensive","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Slightly Expensive","1988","Couple + C. LE and GT 16","higher vocational","1","","",""
"Slightly Expensive","1988","Couple + C. LE and GT 16","higher education","4","","",""
"Too Expensive","1988","1-pers.-HH","in school","","","",""
"Too Expensive","1988","1-pers.-HH","inadequately","","","",""
"Too Expensive","1988","1-pers.-HH","general elemantary","5","","",""
"Too Expensive","1988","1-pers.-HH","middle vocational","2","","",""
"Too Expensive","1988","1-pers.-HH","vocational + Abi","","","",""
"Too Expensive","1988","1-pers.-HH","higher vocational","1","","",""
"Too Expensive","1988","1-pers.-HH","higher education","","","",""
"Too Expensive","1988","(Married) couple without C. ","in school","","","",""
"Too Expensive","1988","(Married) couple without C. ","inadequately","","","",""
"Too Expensive","1988","(Married) couple without C. ","general elemantary","3","","",""
"Too Expensive","1988","(Married) couple without C. ","middle vocational","11","","",""
"Too Expensive","1988","(Married) couple without C. ","vocational + Abi","","","",""
"Too Expensive","1988","(Married) couple without C. ","higher vocational","","","",""
"Too Expensive","1988","(Married) couple without C. ","higher education","","","",""
"Too Expensive","1988","Single parent ","in school","","","",""
"Too Expensive","1988","Single parent ","inadequately","","","",""
"Too Expensive","1988","Single parent ","general elemantary","","","",""
"Too Expensive","1988","Single parent ","middle vocational","","","",""
"Too Expensive","1988","Single parent ","vocational + Abi","","","",""
"Too Expensive","1988","Single parent ","higher vocational","","","",""
"Too Expensive","1988","Single parent ","higher education","","","",""
"Too Expensive","1988","Couple + C. LE 16 ","in school","","","",""
"Too Expensive","1988","Couple + C. LE 16 ","inadequately","1","","",""
"Too Expensive","1988","Couple + C. LE 16 ","general elemantary","3","","",""
"Too Expensive","1988","Couple + C. LE 16 ","middle vocational","9","","",""
"Too Expensive","1988","Couple + C. LE 16 ","vocational + Abi","","","",""
"Too Expensive","1988","Couple + C. LE 16 ","higher vocational","4","","",""
"Too Expensive","1988","Couple + C. LE 16 ","higher education","3","","",""
"Too Expensive","1988","Couple + C. GT 16 ","in school","","","",""
"Too Expensive","1988","Couple + C. GT 16 ","inadequately","","","",""
"Too Expensive","1988","Couple + C. GT 16 ","general elemantary","2","","",""
"Too Expensive","1988","Couple + C. GT 16 ","middle vocational","6","","",""
"Too Expensive","1988","Couple + C. GT 16 ","vocational + Abi","","","",""
"Too Expensive","1988","Couple + C. GT 16 ","higher vocational","1","","",""
"Too Expensive","1988","Couple + C. GT 16 ","higher education","","","",""
"Too Expensive","1988","Couple + C. LE and GT 16","in school","1","","",""
"Too Expensive","1988","Couple + C. LE and GT 16","inadequately","","","",""
"Too Expensive","1988","Couple + C. LE and GT 16","general elemantary","1","","",""
"Too Expensive","1988","Couple + C. LE and GT 16","middle vocational","3","","",""
"Too Expensive","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Too Expensive","1988","Couple + C. LE and GT 16","higher vocational","","","",""
"Too Expensive","1988","Couple + C. LE and GT 16","higher education","1","","",""
"Very Inexpensive","1989","1-pers.-HH","in school","","","",""
"Very Inexpensive","1989","1-pers.-HH","inadequately","","","",""
"Very Inexpensive","1989","1-pers.-HH","general elemantary","23","","",""
"Very Inexpensive","1989","1-pers.-HH","middle vocational","19","","",""
"Very Inexpensive","1989","1-pers.-HH","vocational + Abi","3","","",""
"Very Inexpensive","1989","1-pers.-HH","higher vocational","3","","",""
"Very Inexpensive","1989","1-pers.-HH","higher education","6","","",""
"Very Inexpensive","1989","(Married) couple without C. ","in school","","","",""
"Very Inexpensive","1989","(Married) couple without C. ","inadequately","","","",""
"Very Inexpensive","1989","(Married) couple without C. ","general elemantary","59","0.286159277297993","0.225319903470395","0.346998651125592"
"Very Inexpensive","1989","(Married) couple without C. ","middle vocational","118","0.255090073564668","0.214903818729762","0.295276328399574"
"Very Inexpensive","1989","(Married) couple without C. ","vocational + Abi","6","","",""
"Very Inexpensive","1989","(Married) couple without C. ","higher vocational","19","","",""
"Very Inexpensive","1989","(Married) couple without C. ","higher education","23","","",""
"Very Inexpensive","1989","Single parent ","in school","2","","",""
"Very Inexpensive","1989","Single parent ","inadequately","","","",""
"Very Inexpensive","1989","Single parent ","general elemantary","7","","",""
"Very Inexpensive","1989","Single parent ","middle vocational","18","","",""
"Very Inexpensive","1989","Single parent ","vocational + Abi","1","","",""
"Very Inexpensive","1989","Single parent ","higher vocational","2","","",""
"Very Inexpensive","1989","Single parent ","higher education","1","","",""
"Very Inexpensive","1989","Couple + C. LE 16 ","in school","","","",""
"Very Inexpensive","1989","Couple + C. LE 16 ","inadequately","1","","",""
"Very Inexpensive","1989","Couple + C. LE 16 ","general elemantary","6","","",""
"Very Inexpensive","1989","Couple + C. LE 16 ","middle vocational","67","0.144116912984758","0.112195190901455","0.176038635068061"
"Very Inexpensive","1989","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very Inexpensive","1989","Couple + C. LE 16 ","higher vocational","14","","",""
"Very Inexpensive","1989","Couple + C. LE 16 ","higher education","19","","",""
"Very Inexpensive","1989","Couple + C. GT 16 ","in school","9","","",""
"Very Inexpensive","1989","Couple + C. GT 16 ","inadequately","5","","",""
"Very Inexpensive","1989","Couple + C. GT 16 ","general elemantary","74","0.233268390998546","0.187845412876358","0.278691369120735"
"Very Inexpensive","1989","Couple + C. GT 16 ","middle vocational","148","0.221996734540455","0.19076057461466","0.253232894466249"
"Very Inexpensive","1989","Couple + C. GT 16 ","vocational + Abi","9","","",""
"Very Inexpensive","1989","Couple + C. GT 16 ","higher vocational","12","","",""
"Very Inexpensive","1989","Couple + C. GT 16 ","higher education","20","","",""
"Very Inexpensive","1989","Couple + C. LE and GT 16","in school","5","","",""
"Very Inexpensive","1989","Couple + C. LE and GT 16","inadequately","","","",""
"Very Inexpensive","1989","Couple + C. LE and GT 16","general elemantary","12","","",""
"Very Inexpensive","1989","Couple + C. LE and GT 16","middle vocational","33","0.179066598787319","0.124260306594184","0.233872890980454"
