"hlf0094","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Inexpensive","2000","Hesse","Not Employed","98","0.332764446420324","0.279882647493609","0.385646245347038"
"Inexpensive","2000","Hesse","Employed","153","0.287691048514842","0.247812176365908","0.327569920663777"
"Inexpensive","2000","Rhineland-Palatinate,Saarland","Not Employed","142","0.376862709279655","0.327815318246275","0.425910100313036"
"Inexpensive","2000","Rhineland-Palatinate,Saarland","Employed","142","0.297130876954096","0.256626236033539","0.337635517874654"
"Inexpensive","2000","Baden-Württemberg","Not Employed","222","0.383775280524286","0.344334116454195","0.423216444594376"
"Inexpensive","2000","Baden-Württemberg","Employed","282","0.292763904861723","0.263312609747479","0.322215199975967"
"Inexpensive","2000","Bavaria","Not Employed","261","0.388138713653041","0.352318080380601","0.423959346925481"
"Inexpensive","2000","Bavaria","Employed","376","0.315972502632583","0.28973419242501","0.342210812840156"
"Inexpensive","2000","Berlin","Not Employed","7","","",""
"Inexpensive","2000","Berlin","Employed","23","","",""
"Inexpensive","2000","Brandenburg","Not Employed","72","0.433524386816462","0.35836430730606","0.508684466326863"
"Inexpensive","2000","Brandenburg","Employed","105","0.378999506157905","0.322969955191012","0.435029057124798"
"Inexpensive","2000","Mecklenburg-Western Pomerania","Not Employed","31","0.547677272982882","0.422775173666191","0.672579372299573"
"Inexpensive","2000","Mecklenburg-Western Pomerania","Employed","74","0.413985945998821","0.340162068775211","0.48780982322243"
"Inexpensive","2000","Saxony","Not Employed","80","0.35709839730412","0.295175626979868","0.419021167628371"
"Inexpensive","2000","Saxony","Employed","164","0.351875813361414","0.309198273640118","0.39455335308271"
"Inexpensive","2000","Saxony-Anhalt","Not Employed","61","0.365542130086925","0.295768284518417","0.435315975655433"
"Inexpensive","2000","Saxony-Anhalt","Employed","91","0.252235510957654","0.206930496733238","0.29754052518207"
"Inexpensive","2000","Thuringia","Not Employed","53","0.285995124691112","0.222570093588645","0.349420155793579"
"Inexpensive","2000","Thuringia","Employed","104","0.277410014438172","0.23280336067843","0.322016668197914"
"Reasonable","2000","Schleswig-Holstein","Not Employed","52","0.305947280408516","0.235205853192335","0.376688707624696"
"Reasonable","2000","Schleswig-Holstein","Employed","92","0.306393205476484","0.250358428008363","0.362427982944605"
"Reasonable","2000","Hamburg","Not Employed","7","","",""
"Reasonable","2000","Hamburg","Employed","14","","",""
"Reasonable","2000","Lower Saxony","Not Employed","146","0.298675609105138","0.256436070006052","0.340915148204224"
"Reasonable","2000","Lower Saxony","Employed","292","0.409013737585911","0.372087745233667","0.445939729938156"
"Reasonable","2000","Bremen","Not Employed","12","","",""
"Reasonable","2000","Bremen","Employed","13","","",""
"Reasonable","2000","North Rhine-Westphalia","Not Employed","354","0.357968089471491","0.327434802080577","0.388501376862406"
"Reasonable","2000","North Rhine-Westphalia","Employed","599","0.444861027928354","0.418565368014951","0.471156687841756"
"Reasonable","2000","Hesse","Not Employed","120","0.377299552514795","0.32290180645606","0.43169729857353"
"Reasonable","2000","Hesse","Employed","206","0.439459451426189","0.395736606426429","0.483182296425948"
"Reasonable","2000","Rhineland-Palatinate,Saarland","Not Employed","151","0.401193552998033","0.351585445018717","0.450801660977349"
"Reasonable","2000","Rhineland-Palatinate,Saarland","Employed","229","0.455394822483084","0.4112552026118","0.499534442354368"
"Reasonable","2000","Baden-Württemberg","Not Employed","235","0.386326258516825","0.346836220501951","0.425816296531698"
"Reasonable","2000","Baden-Württemberg","Employed","420","0.440570415357807","0.408437968102902","0.472702862612712"
"Reasonable","2000","Bavaria","Not Employed","317","0.430246339182422","0.393853541366008","0.466639136998836"
"Reasonable","2000","Bavaria","Employed","570","0.453205776284056","0.425110447782976","0.481301104785135"
"Reasonable","2000","Berlin","Not Employed","16","","",""
"Reasonable","2000","Berlin","Employed","33","0.365575599385161","0.261968960671777","0.469182238098546"
"Reasonable","2000","Brandenburg","Not Employed","71","0.430944701020171","0.355838142274976","0.506051259765366"
"Reasonable","2000","Brandenburg","Employed","135","0.452129220463939","0.394648499848392","0.509609941079486"
"Reasonable","2000","Mecklenburg-Western Pomerania","Not Employed","10","","",""
"Reasonable","2000","Mecklenburg-Western Pomerania","Employed","57","0.363579856581113","0.291482075081352","0.435677638080874"
"Reasonable","2000","Saxony","Not Employed","103","0.44132363436918","0.377152027293228","0.505495241445133"
"Reasonable","2000","Saxony","Employed","208","0.449272428840888","0.404819657034219","0.493725200647557"
"Reasonable","2000","Saxony-Anhalt","Not Employed","90","0.486255994392611","0.41384101456699","0.558670974218231"
"Reasonable","2000","Saxony-Anhalt","Employed","158","0.454117545910918","0.402178442659757","0.506056649162078"
"Reasonable","2000","Thuringia","Not Employed","108","0.57414280321577","0.504740682152421","0.643544924279119"
"Reasonable","2000","Thuringia","Employed","198","0.521400383684838","0.471630748794406","0.57117001857527"
"Slightly Expensive","2000","Schleswig-Holstein","Not Employed","5","","",""
"Slightly Expensive","2000","Schleswig-Holstein","Employed","16","","",""
"Slightly Expensive","2000","Hamburg","Not Employed","","","",""
"Slightly Expensive","2000","Hamburg","Employed","5","","",""
"Slightly Expensive","2000","Lower Saxony","Not Employed","30","0.0671248835750307","0.0440301292232155","0.090219637926846"
"Slightly Expensive","2000","Lower Saxony","Employed","60","0.114469017782138","0.0905567704842981","0.138381265079977"
"Slightly Expensive","2000","Bremen","Not Employed","","","",""
"Slightly Expensive","2000","Bremen","Employed","7","","",""
"Slightly Expensive","2000","North Rhine-Westphalia","Not Employed","74","0.0797192463913316","0.0624682230211358","0.0969702697615274"
"Slightly Expensive","2000","North Rhine-Westphalia","Employed","128","0.0860596498365056","0.0712197917254658","0.100899507947545"
"Slightly Expensive","2000","Hesse","Not Employed","39","0.126463544901466","0.0891624685379886","0.163764621264944"
"Slightly Expensive","2000","Hesse","Employed","50","0.108792687743946","0.0813621251319775","0.136223250355915"
"Slightly Expensive","2000","Rhineland-Palatinate,Saarland","Not Employed","23","","",""
"Slightly Expensive","2000","Rhineland-Palatinate,Saarland","Employed","28","","",""
"Slightly Expensive","2000","Baden-Württemberg","Not Employed","37","0.0700775157823935","0.0493735095062677","0.0907815220585193"
"Slightly Expensive","2000","Baden-Württemberg","Employed","94","0.126060677120977","0.104577728914856","0.147543625327097"
"Slightly Expensive","2000","Bavaria","Not Employed","47","0.0547496197108056","0.0380280411144691","0.071471198307142"
"Slightly Expensive","2000","Bavaria","Employed","107","0.0849961001212926","0.0692568002653624","0.100735399977223"
"Slightly Expensive","2000","Berlin","Not Employed","5","","",""
"Slightly Expensive","2000","Berlin","Employed","18","","",""
"Slightly Expensive","2000","Brandenburg","Not Employed","10","","",""
"Slightly Expensive","2000","Brandenburg","Employed","26","","",""
"Slightly Expensive","2000","Mecklenburg-Western Pomerania","Not Employed","7","","",""
"Slightly Expensive","2000","Mecklenburg-Western Pomerania","Employed","18","","",""
"Slightly Expensive","2000","Saxony","Not Employed","23","","",""
"Slightly Expensive","2000","Saxony","Employed","54","0.0829809094857527","0.0583288142671888","0.107633004704317"
"Slightly Expensive","2000","Saxony-Anhalt","Not Employed","18","","",""
"Slightly Expensive","2000","Saxony-Anhalt","Employed","64","0.16061107887347","0.12230831577307","0.198913841973869"
"Slightly Expensive","2000","Thuringia","Not Employed","21","","",""
"Slightly Expensive","2000","Thuringia","Employed","59","0.134916483321558","0.100879259280649","0.168953707362466"
"Too Expensive","2000","Schleswig-Holstein","Not Employed","","","",""
"Too Expensive","2000","Schleswig-Holstein","Employed","3","","",""
"Too Expensive","2000","Hamburg","Not Employed","1","","",""
"Too Expensive","2000","Hamburg","Employed","1","","",""
"Too Expensive","2000","Lower Saxony","Not Employed","4","","",""
"Too Expensive","2000","Lower Saxony","Employed","10","","",""
"Too Expensive","2000","Bremen","Not Employed","1","","",""
"Too Expensive","2000","Bremen","Employed","1","","",""
"Too Expensive","2000","North Rhine-Westphalia","Not Employed","15","","",""
"Too Expensive","2000","North Rhine-Westphalia","Employed","30","0.0304206206589928","0.0213330718626464","0.0395081694553392"
"Too Expensive","2000","Hesse","Not Employed","4","","",""
"Too Expensive","2000","Hesse","Employed","13","","",""
"Too Expensive","2000","Rhineland-Palatinate,Saarland","Not Employed","6","","",""
"Too Expensive","2000","Rhineland-Palatinate,Saarland","Employed","9","","",""
"Too Expensive","2000","Baden-Württemberg","Not Employed","3","","",""
"Too Expensive","2000","Baden-Württemberg","Employed","21","","",""
"Too Expensive","2000","Bavaria","Not Employed","7","","",""
"Too Expensive","2000","Bavaria","Employed","26","","",""
"Too Expensive","2000","Berlin","Not Employed","","","",""
"Too Expensive","2000","Berlin","Employed","3","","",""
"Too Expensive","2000","Brandenburg","Not Employed","","","",""
"Too Expensive","2000","Brandenburg","Employed","2","","",""
"Too Expensive","2000","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Too Expensive","2000","Mecklenburg-Western Pomerania","Employed","","","",""
"Too Expensive","2000","Saxony","Not Employed","1","","",""
"Too Expensive","2000","Saxony","Employed","7","","",""
"Too Expensive","2000","Saxony-Anhalt","Not Employed","3","","",""
"Too Expensive","2000","Saxony-Anhalt","Employed","17","","",""
"Too Expensive","2000","Thuringia","Not Employed","4","","",""
"Too Expensive","2000","Thuringia","Employed","6","","",""
"Very Inexpensive","2001","Schleswig-Holstein","Not Employed","22","","",""
"Very Inexpensive","2001","Schleswig-Holstein","Employed","40","0.170030837991539","0.123370998210743","0.216690677772336"
"Very Inexpensive","2001","Hamburg","Not Employed","11","","",""
"Very Inexpensive","2001","Hamburg","Employed","13","","",""
"Very Inexpensive","2001","Lower Saxony","Not Employed","107","0.263208977408472","0.220789000067351","0.305628954749593"
"Very Inexpensive","2001","Lower Saxony","Employed","131","0.200211141417297","0.169682468985589","0.230739813849005"
"Very Inexpensive","2001","Bremen","Not Employed","10","","",""
"Very Inexpensive","2001","Bremen","Employed","2","","",""
"Very Inexpensive","2001","North Rhine-Westphalia","Not Employed","118","0.145388046011685","0.12160728769457","0.1691688043288"
"Very Inexpensive","2001","North Rhine-Westphalia","Employed","164","0.126919650065419","0.108590120299838","0.145249179831001"
"Very Inexpensive","2001","Hesse","Not Employed","39","0.168671300814635","0.123328908604383","0.214013693024888"
"Very Inexpensive","2001","Hesse","Employed","54","0.121689297664149","0.092133040155338","0.15124555517296"
"Very Inexpensive","2001","Rhineland-Palatinate,Saarland","Not Employed","46","0.13417517706331","0.099015441913186","0.169334912213434"
"Very Inexpensive","2001","Rhineland-Palatinate,Saarland","Employed","41","0.0946671944410037","0.067648540912425","0.121685847969582"
"Very Inexpensive","2001","Baden-Württemberg","Not Employed","55","0.113946357207513","0.0858981658381377","0.141994548576889"
"Very Inexpensive","2001","Baden-Württemberg","Employed","78","0.0931629326822179","0.0731215067438067","0.113204358620629"
"Very Inexpensive","2001","Bavaria","Not Employed","54","0.105977186286132","0.0815904954250469","0.130363877147217"
"Very Inexpensive","2001","Bavaria","Employed","93","0.0924161816677522","0.0750469804182734","0.109785382917231"
"Very Inexpensive","2001","Berlin","Not Employed","3","","",""
"Very Inexpensive","2001","Berlin","Employed","8","","",""
"Very Inexpensive","2001","Brandenburg","Not Employed","12","","",""
"Very Inexpensive","2001","Brandenburg","Employed","11","","",""
"Very Inexpensive","2001","Mecklenburg-Western Pomerania","Not Employed","10","","",""
"Very Inexpensive","2001","Mecklenburg-Western Pomerania","Employed","23","","",""
"Very Inexpensive","2001","Saxony","Not Employed","21","","",""
"Very Inexpensive","2001","Saxony","Employed","46","0.121154513306757","0.0911058572952354","0.151203169318279"
"Very Inexpensive","2001","Saxony-Anhalt","Not Employed","18","","",""
"Very Inexpensive","2001","Saxony-Anhalt","Employed","20","","",""
"Very Inexpensive","2001","Thuringia","Not Employed","5","","",""
"Very Inexpensive","2001","Thuringia","Employed","22","","",""
"Inexpensive","2001","Schleswig-Holstein","Not Employed","52","0.336945016732372","0.259744334985656","0.414145698479088"
"Inexpensive","2001","Schleswig-Holstein","Employed","73","0.280808103441216","0.224989929034153","0.336626277848279"
"Inexpensive","2001","Hamburg","Not Employed","9","","",""
"Inexpensive","2001","Hamburg","Employed","7","","",""
"Inexpensive","2001","Lower Saxony","Not Employed","150","0.353226375175111","0.307184751225565","0.399267999124657"
"Inexpensive","2001","Lower Saxony","Employed","232","0.343757152674338","0.307521650333958","0.379992655014718"
"Inexpensive","2001","Bremen","Not Employed","9","","",""
"Inexpensive","2001","Bremen","Employed","10","","",""
"Inexpensive","2001","North Rhine-Westphalia","Not Employed","307","0.368516738722052","0.335971579629974","0.40106189781413"
"Inexpensive","2001","North Rhine-Westphalia","Employed","373","0.300009041531155","0.274775792692352","0.325242290369959"
"Inexpensive","2001","Hesse","Not Employed","85","0.327257628274039","0.270442142318251","0.384073114229828"
"Inexpensive","2001","Hesse","Employed","139","0.289600727324662","0.248594459843826","0.330606994805498"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","Not Employed","129","0.364501819207801","0.314853849187181","0.41414978922842"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","Employed","168","0.358797455101836","0.314530248677986","0.403064661525687"
"Inexpensive","2001","Baden-Württemberg","Not Employed","145","0.302172488606713","0.26163786583812","0.342707111375305"
"Inexpensive","2001","Baden-Württemberg","Employed","220","0.263274288862952","0.232907452573655","0.293641125152248"
