"hlf0094","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Reasonable","2005","higher education","Rural Area","397","0.479846680423746","0.44509668318708","0.514596677660412"
"Slightly Expensive","2005","in school","Urban Area","23","","",""
"Slightly Expensive","2005","in school","Rural Area","15","","",""
"Slightly Expensive","2005","inadequately","Urban Area","4","","",""
"Slightly Expensive","2005","inadequately","Rural Area","2","","",""
"Slightly Expensive","2005","general elemantary","Urban Area","56","0.0839472441726634","0.062293087189201","0.105601401156126"
"Slightly Expensive","2005","general elemantary","Rural Area","27","","",""
"Slightly Expensive","2005","middle vocational","Urban Area","227","0.0695899077047541","0.0606412540039387","0.0785385614055696"
"Slightly Expensive","2005","middle vocational","Rural Area","228","0.0914075749866695","0.0794838400181817","0.103331309955157"
"Slightly Expensive","2005","vocational + Abi","Urban Area","43","0.0837693986941768","0.0564830393984067","0.111055757989947"
"Slightly Expensive","2005","vocational + Abi","Rural Area","18","","",""
"Slightly Expensive","2005","higher vocational","Urban Area","48","0.0875050586703856","0.0641012849525288","0.110908832388242"
"Slightly Expensive","2005","higher vocational","Rural Area","32","0.0985869468107639","0.0684550967006863","0.128718796920841"
"Slightly Expensive","2005","higher education","Urban Area","128","0.0685543175604864","0.056570358112328","0.0805382770086449"
"Slightly Expensive","2005","higher education","Rural Area","73","0.0679855751567022","0.0504767282719513","0.085494422041453"
"Too Expensive","2005","in school","Urban Area","4","","",""
"Too Expensive","2005","in school","Rural Area","4","","",""
"Too Expensive","2005","inadequately","Urban Area","","","",""
"Too Expensive","2005","inadequately","Rural Area","","","",""
"Too Expensive","2005","general elemantary","Urban Area","7","","",""
"Too Expensive","2005","general elemantary","Rural Area","1","","",""
"Too Expensive","2005","middle vocational","Urban Area","33","0.00663927202992138","0.00378325304404265","0.00949529101580011"
"Too Expensive","2005","middle vocational","Rural Area","43","0.0200903772159054","0.0142850898628866","0.0258956645689241"
"Too Expensive","2005","vocational + Abi","Urban Area","3","","",""
"Too Expensive","2005","vocational + Abi","Rural Area","","","",""
"Too Expensive","2005","higher vocational","Urban Area","9","","",""
"Too Expensive","2005","higher vocational","Rural Area","5","","",""
"Too Expensive","2005","higher education","Urban Area","24","","",""
"Too Expensive","2005","higher education","Rural Area","14","","",""
"Very Inexpensive","2006","in school","Urban Area","34","0.150819990315424","0.108522842849875","0.193117137780972"
"Very Inexpensive","2006","in school","Rural Area","16","","",""
"Very Inexpensive","2006","inadequately","Urban Area","2","","",""
"Very Inexpensive","2006","inadequately","Rural Area","1","","",""
"Very Inexpensive","2006","general elemantary","Urban Area","63","0.0827026161830834","0.0617053834123195","0.103699848953847"
"Very Inexpensive","2006","general elemantary","Rural Area","58","0.167894320802324","0.133663083431687","0.202125558172962"
"Very Inexpensive","2006","middle vocational","Urban Area","359","0.0993050437049941","0.0892582419183109","0.109351845491677"
"Very Inexpensive","2006","middle vocational","Rural Area","257","0.118895477939861","0.106015975777798","0.131774980101923"
"Very Inexpensive","2006","vocational + Abi","Urban Area","42","0.0735830280764655","0.0491872972945785","0.0979787588583524"
"Very Inexpensive","2006","vocational + Abi","Rural Area","22","","",""
"Very Inexpensive","2006","higher vocational","Urban Area","60","0.0896044780408393","0.0665776422367499","0.112631313844929"
"Very Inexpensive","2006","higher vocational","Rural Area","37","0.0836884065161182","0.0568181229560835","0.110558690076153"
"Very Inexpensive","2006","higher education","Urban Area","235","0.130062286917616","0.114925482554854","0.145199091280379"
"Very Inexpensive","2006","higher education","Rural Area","102","0.0992915821149478","0.0797754770054693","0.118807687224426"
"Inexpensive","2006","in school","Urban Area","65","0.243435308682929","0.192713286036543","0.294157331329316"
"Inexpensive","2006","in school","Rural Area","36","0.351724193774965","0.272055155207472","0.431393232342457"
"Inexpensive","2006","inadequately","Urban Area","6","","",""
"Inexpensive","2006","inadequately","Rural Area","2","","",""
"Inexpensive","2006","general elemantary","Urban Area","201","0.307733583635853","0.272547458723138","0.342919708548569"
"Inexpensive","2006","general elemantary","Rural Area","157","0.360841845455664","0.316859542396496","0.404824148514832"
"Inexpensive","2006","middle vocational","Urban Area","1001","0.301507377768132","0.2860909696536","0.316923785882664"
"Inexpensive","2006","middle vocational","Rural Area","726","0.301252074186658","0.282995134471177","0.319509013902139"
"Inexpensive","2006","vocational + Abi","Urban Area","123","0.272884906011371","0.231263850472566","0.314505961550177"
"Inexpensive","2006","vocational + Abi","Rural Area","39","0.276201724480898","0.207350360437498","0.345053088524297"
"Inexpensive","2006","higher vocational","Urban Area","183","0.333705648246617","0.295689405228049","0.371721891265185"
"Inexpensive","2006","higher vocational","Rural Area","110","0.227872177361768","0.187170879169793","0.268573475553743"
"Inexpensive","2006","higher education","Urban Area","523","0.273483688354733","0.253424986440466","0.293542390269"
"Inexpensive","2006","higher education","Rural Area","259","0.305754830372893","0.275687981198391","0.335821679547395"
"Reasonable","2006","in school","Urban Area","148","0.530099755294721","0.471111794684666","0.589087715904775"
"Reasonable","2006","in school","Rural Area","68","0.402868667866018","0.321036280027242","0.484701055704795"
"Reasonable","2006","inadequately","Urban Area","9","","",""
"Reasonable","2006","inadequately","Rural Area","11","","",""
"Reasonable","2006","general elemantary","Urban Area","336","0.518490211297075","0.480399401798229","0.556581020795921"
"Reasonable","2006","general elemantary","Rural Area","205","0.404538444887228","0.359589229428649","0.449487660345808"
"Reasonable","2006","middle vocational","Urban Area","1674","0.485297586662135","0.468508174782043","0.502086998542226"
"Reasonable","2006","middle vocational","Rural Area","1163","0.470460397626633","0.450598833313382","0.490321961939884"
"Reasonable","2006","vocational + Abi","Urban Area","225","0.528544541292953","0.481901927151842","0.575187155434065"
"Reasonable","2006","vocational + Abi","Rural Area","77","0.373958505137783","0.299450342965004","0.448466667310562"
"Reasonable","2006","higher vocational","Urban Area","289","0.461185590182099","0.420996163015529","0.501375017348668"
"Reasonable","2006","higher vocational","Rural Area","218","0.574987928394986","0.52702032661858","0.622955530171391"
"Reasonable","2006","higher education","Urban Area","953","0.486718225447708","0.4642260660855","0.509210384809916"
"Reasonable","2006","higher education","Rural Area","435","0.497593278557429","0.464963825403122","0.530222731711735"
"Slightly Expensive","2006","in school","Urban Area","27","","",""
"Slightly Expensive","2006","in school","Rural Area","14","","",""
"Slightly Expensive","2006","inadequately","Urban Area","9","","",""
"Slightly Expensive","2006","inadequately","Rural Area","2","","",""
"Slightly Expensive","2006","general elemantary","Urban Area","56","0.0828454654971739","0.061831743068606","0.103859187925742"
"Slightly Expensive","2006","general elemantary","Rural Area","34","0.0616863900280718","0.0396528622401602","0.0837199178159834"
"Slightly Expensive","2006","middle vocational","Urban Area","312","0.0959177175270716","0.0860252026439858","0.105810232410157"
"Slightly Expensive","2006","middle vocational","Rural Area","245","0.0980664857830217","0.086231976314108","0.109900995251935"
"Slightly Expensive","2006","vocational + Abi","Urban Area","44","0.113802403531216","0.0841293148885031","0.143475492173929"
"Slightly Expensive","2006","vocational + Abi","Rural Area","21","","",""
"Slightly Expensive","2006","higher vocational","Urban Area","51","0.106474027221555","0.0816066614995329","0.131341392943576"
"Slightly Expensive","2006","higher vocational","Rural Area","38","0.09850479312985","0.0695894465517876","0.127420139707912"
"Slightly Expensive","2006","higher education","Urban Area","169","0.0997269261453865","0.0862432667747666","0.113210585516007"
"Slightly Expensive","2006","higher education","Rural Area","98","0.0942731091495998","0.0752036942253629","0.113342524073837"
"Too Expensive","2006","in school","Urban Area","1","","",""
"Too Expensive","2006","in school","Rural Area","4","","",""
"Too Expensive","2006","inadequately","Urban Area","","","",""
"Too Expensive","2006","inadequately","Rural Area","","","",""
"Too Expensive","2006","general elemantary","Urban Area","5","","",""
"Too Expensive","2006","general elemantary","Rural Area","4","","",""
"Too Expensive","2006","middle vocational","Urban Area","58","0.0179722743376673","0.0135093789216334","0.0224351697537012"
"Too Expensive","2006","middle vocational","Rural Area","35","0.0113255644638272","0.00711481624852458","0.0155363126791299"
"Too Expensive","2006","vocational + Abi","Urban Area","6","","",""
"Too Expensive","2006","vocational + Abi","Rural Area","3","","",""
"Too Expensive","2006","higher vocational","Urban Area","8","","",""
"Too Expensive","2006","higher vocational","Rural Area","5","","",""
"Too Expensive","2006","higher education","Urban Area","17","","",""
"Too Expensive","2006","higher education","Rural Area","8","","",""
"Very Inexpensive","2007","in school","Urban Area","33","0.145146518465143","0.102412179417581","0.187880857512705"
"Very Inexpensive","2007","in school","Rural Area","17","","",""
"Very Inexpensive","2007","inadequately","Urban Area","1","","",""
"Very Inexpensive","2007","inadequately","Rural Area","2","","",""
"Very Inexpensive","2007","general elemantary","Urban Area","47","0.0680188788545218","0.0477542321557495","0.0882835255532941"
"Very Inexpensive","2007","general elemantary","Rural Area","36","0.103302036500261","0.0729005191714382","0.133703553829083"
"Very Inexpensive","2007","middle vocational","Urban Area","304","0.0907477666935977","0.0807356173422488","0.100759916044947"
"Very Inexpensive","2007","middle vocational","Rural Area","219","0.0883543768884893","0.0766611904595892","0.100047563317389"
"Very Inexpensive","2007","vocational + Abi","Urban Area","38","0.0614573055771507","0.0380381526159737","0.0848764585383276"
"Very Inexpensive","2007","vocational + Abi","Rural Area","18","","",""
"Very Inexpensive","2007","higher vocational","Urban Area","68","0.112425003966242","0.086001165597659","0.138848842334825"
"Very Inexpensive","2007","higher vocational","Rural Area","36","0.0788196058012542","0.0519734515726144","0.105665760029894"
"Very Inexpensive","2007","higher education","Urban Area","205","0.117627845615019","0.102810475209831","0.132445216020206"
"Very Inexpensive","2007","higher education","Rural Area","105","0.116535235415529","0.0951277361081323","0.137942734722925"
"Inexpensive","2007","in school","Urban Area","55","0.211006455849223","0.1615056312429","0.260507280455546"
"Inexpensive","2007","in school","Rural Area","31","0.237799090290965","0.167527730005583","0.308070450576348"
"Inexpensive","2007","inadequately","Urban Area","8","","",""
"Inexpensive","2007","inadequately","Rural Area","6","","",""
"Inexpensive","2007","general elemantary","Urban Area","185","0.305944508272219","0.268856016501934","0.343033000042504"
"Inexpensive","2007","general elemantary","Rural Area","135","0.360641071912894","0.312675714394185","0.408606429431603"
"Inexpensive","2007","middle vocational","Urban Area","954","0.296636155738034","0.28071519686868","0.312557114607388"
