"hlf0094","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","2001","Part Time","middle vocational","148","0.120311240184992","0.102714454237496","0.137908026132489","1"
"Very Inexpensive","2001","Part Time","vocational + Abi","12","","","","1"
"Very Inexpensive","2001","Part Time","higher vocational","32","0.205271358691483","0.147535879157217","0.26300683822575","1"
"Very Inexpensive","2001","Part Time","higher education","53","0.146794980213282","0.109718681526112","0.183871278900453","1"
"Very Inexpensive","2001","Full Time","higher vocational","51","0.106144133488793","0.0786742845565058","0.13361398242108","1"
"Very Inexpensive","2001","Full Time","higher education","123","0.122635024539024","0.103063043944207","0.142207005133842","1"
"Very Inexpensive","2001","Full Time","middle vocational","230","0.104629825043848","0.0920746088119495","0.117185041275746","1"
"Very Inexpensive","2001","Full Time","vocational + Abi","27","","","","1"
"Very Inexpensive","2001","Part Time","general elemantary","23","","","","1"
"Very Inexpensive","2001","Full Time","in school","1","","","","1"
"Very Inexpensive","2001","Full Time","inadequately","","","","","1"
"Very Inexpensive","2001","Full Time","general elemantary","26","","","","1"
"Inexpensive","2002","Part Time","vocational + Abi","49","0.279560179365233","0.208680092594584","0.350440266135882","2"
"Inexpensive","2002","Part Time","higher vocational","70","0.280122086771114","0.219530829476752","0.340713344065477","2"
"Inexpensive","2002","Not Working","middle vocational","756","0.343772926464609","0.324182268163801","0.363363584765417","2"
"Inexpensive","2002","Not Working","vocational + Abi","51","0.287703306811591","0.219045054180095","0.356361559443086","2"
"Inexpensive","2002","Not Working","higher education","209","0.419743190011045","0.37875842532908","0.460727954693009","2"
"Inexpensive","2002","Not Working","higher vocational","104","0.381818707489401","0.323652971904724","0.439984443074078","2"
"Inexpensive","2002","Part Time","in school","23","","","","2"
"Inexpensive","2002","Part Time","inadequately","4","","","","2"
"Inexpensive","2002","Part Time","general elemantary","73","0.315810088952807","0.257957395462201","0.373662782443413","2"
"Inexpensive","2002","Part Time","middle vocational","438","0.297703677952962","0.274144175062226","0.321263180843698","2"
"Inexpensive","2002","Part Time","higher education","158","0.292035731831993","0.253613674220008","0.330457789443979","2"
"Inexpensive","2002","Not Working","in school","91","0.313415081873015","0.259559250272071","0.36727091347396","2"
"Inexpensive","2002","Not Working","inadequately","10","","","","2"
"Inexpensive","2002","Not Working","general elemantary","226","0.323020943245497","0.288696280145277","0.357345606345718","2"
"Inexpensive","2002","Full Time","in school","","","","","2"
"Inexpensive","2002","Full Time","inadequately","3","","","","2"
"Inexpensive","2002","Full Time","general elemantary","97","0.345413368741671","0.289915452938634","0.400911284544709","2"
"Inexpensive","2002","Full Time","middle vocational","670","0.293932566403322","0.275269966810706","0.312595165995938","2"
"Inexpensive","2002","Full Time","vocational + Abi","56","0.239605472101399","0.184321631337064","0.294889312865733","2"
"Inexpensive","2002","Full Time","higher vocational","167","0.281887345582606","0.243798327567418","0.319976363597795","2"
"Inexpensive","2002","Full Time","higher education","456","0.278502565248996","0.256727829849784","0.300277300648207","2"
"Reasonable","2002","Not Working","higher vocational","111","0.42188488008576","0.362758017009905","0.481011743161616","3"
"Reasonable","2002","Not Working","higher education","229","0.393342844973562","0.352775388131784","0.433910301815339","3"
"Reasonable","2002","Part Time","in school","42","0.598496586537467","0.493037378727806","0.703955794347127","3"
"Reasonable","2002","Part Time","inadequately","4","","","","3"
"Reasonable","2002","Part Time","general elemantary","113","0.461496156587464","0.399452026678497","0.523540286496431","3"
"Reasonable","2002","Part Time","middle vocational","678","0.47023738155012","0.444520810811723","0.495953952288517","3"
"Reasonable","2002","Part Time","vocational + Abi","64","0.513345496677421","0.434404431507989","0.592286561846853","3"
"Reasonable","2002","Part Time","higher vocational","77","0.352236243583013","0.287784865727096","0.41668762143893","3"
"Reasonable","2002","Part Time","higher education","246","0.444729169168484","0.402738075050109","0.486720263286859","3"
"Reasonable","2002","Not Working","in school","127","0.449961621675053","0.392203921206046","0.50771932214406","3"
"Reasonable","2002","Not Working","inadequately","13","","","","3"
"Reasonable","2002","Not Working","general elemantary","328","0.440467805992097","0.404028260490643","0.476907351493551","3"
"Reasonable","2002","Not Working","middle vocational","1005","0.429991448471905","0.409571402423657","0.450411494520153","3"
"Reasonable","2002","Not Working","vocational + Abi","68","0.357917474732053","0.285210389918663","0.430624559545442","3"
"Reasonable","2002","Full Time","in school","1","","","","3"
"Reasonable","2002","Full Time","inadequately","6","","","","3"
"Reasonable","2002","Full Time","general elemantary","130","0.457792602249467","0.399643817694719","0.515941386804215","3"
"Reasonable","2002","Full Time","middle vocational","1135","0.486247613468645","0.465772285720136","0.506722941217155","3"
"Reasonable","2002","Full Time","vocational + Abi","117","0.524943289240877","0.460264888532768","0.589621689948986","3"
"Reasonable","2002","Full Time","higher vocational","262","0.532581756749202","0.490342947306968","0.574820566191436","3"
"Reasonable","2002","Full Time","higher education","779","0.48291543613828","0.458641666774061","0.507189205502498","3"
"Slightly Expensive","2002","Not Working","in school","32","0.098125751980247","0.0635883112084242","0.13266319275207","4"
"Slightly Expensive","2002","Not Working","inadequately","2","","","","4"
"Slightly Expensive","2002","Not Working","general elemantary","46","0.0568366231464917","0.0398420240497277","0.0738312222432557","4"
"Slightly Expensive","2002","Not Working","middle vocational","175","0.0715954422010654","0.0609614229533584","0.0822294614487724","4"
"Slightly Expensive","2002","Not Working","vocational + Abi","17","","","","4"
"Slightly Expensive","2002","Not Working","higher vocational","9","","","","4"
"Slightly Expensive","2002","Not Working","higher education","32","0.0410990807475516","0.0246127725241189","0.0575853889709843","4"
"Slightly Expensive","2002","Part Time","in school","12","","","","4"
"Slightly Expensive","2002","Part Time","inadequately","1","","","","4"
"Slightly Expensive","2002","Part Time","general elemantary","30","0.0975810192217968","0.0606484911790904","0.134513547264503","4"
"Slightly Expensive","2002","Part Time","middle vocational","136","0.0914273610506348","0.0765771801267407","0.106277541974529","4"
"Slightly Expensive","2002","Part Time","vocational + Abi","21","","","","4"
"Slightly Expensive","2002","Part Time","higher vocational","36","0.199935730033793","0.145970440979775","0.253901019087811","4"
"Slightly Expensive","2002","Part Time","higher education","46","0.073709321689949","0.0516296908833255","0.0957889524965725","4"
"Slightly Expensive","2002","Full Time","vocational + Abi","24","","","","4"
"Slightly Expensive","2002","Full Time","middle vocational","237","0.0991661266135377","0.0869219601901415","0.111410293036934","4"
"Slightly Expensive","2002","Full Time","higher vocational","51","0.0746910581769565","0.0524352493662055","0.0969468669877074","4"
"Slightly Expensive","2002","Full Time","higher education","173","0.102972751041192","0.0882094027209233","0.11773609936146","4"
"Slightly Expensive","2002","Full Time","general elemantary","24","","","","4"
"Slightly Expensive","2002","Full Time","in school","","","","","4"
"Slightly Expensive","2002","Full Time","inadequately","3","","","","4"
"Too Expensive","2002","Part Time","in school","","","","","5"
"Too Expensive","2002","Part Time","inadequately","","","","","5"
"Too Expensive","2002","Part Time","general elemantary","5","","","","5"
"Too Expensive","2002","Part Time","middle vocational","14","","","","5"
"Too Expensive","2002","Part Time","vocational + Abi","2","","","","5"
"Too Expensive","2002","Part Time","higher vocational","1","","","","5"
"Too Expensive","2002","Not Working","higher education","7","","","","5"
"Too Expensive","2002","Part Time","higher education","6","","","","5"
"Too Expensive","2002","Not Working","in school","5","","","","5"
"Too Expensive","2002","Not Working","inadequately","2","","","","5"
"Too Expensive","2002","Not Working","general elemantary","3","","","","5"
"Too Expensive","2002","Not Working","middle vocational","23","","","","5"
"Too Expensive","2002","Not Working","vocational + Abi","1","","","","5"
"Too Expensive","2002","Not Working","higher vocational","2","","","","5"
"Too Expensive","2002","Full Time","in school","","","","","5"
"Too Expensive","2002","Full Time","inadequately","","","","","5"
"Too Expensive","2002","Full Time","general elemantary","4","","","","5"
"Too Expensive","2002","Full Time","middle vocational","30","0.0135604466273482","0.00882242072675543","0.0182984725279409","5"
"Too Expensive","2002","Full Time","vocational + Abi","5","","","","5"
"Too Expensive","2002","Full Time","higher vocational","12","","","","5"
"Too Expensive","2002","Full Time","higher education","20","","","","5"
"Very Inexpensive","2002","Not Working","in school","30","0.108423910523003","0.0723272187594946","0.144520602286511","1"
"Very Inexpensive","2002","Not Working","inadequately","2","","","","1"
"Very Inexpensive","2002","Not Working","general elemantary","110","0.17637957813437","0.148403229647764","0.204355926620975","1"
"Very Inexpensive","2002","Not Working","middle vocational","299","0.146708764073839","0.13211515212455","0.161302376023128","1"
"Very Inexpensive","2002","Not Working","vocational + Abi","30","0.243000774605914","0.177951658156577","0.308049891055252","1"
"Very Inexpensive","2002","Not Working","higher vocational","42","0.158594726009001","0.114859872173078","0.202329579844924","1"
"Very Inexpensive","2002","Not Working","higher education","80","0.130012588682819","0.102082669408517","0.157942507957122","1"
"Very Inexpensive","2002","Part Time","vocational + Abi","18","","","","1"
"Very Inexpensive","2002","Part Time","higher vocational","27","","","","1"
"Very Inexpensive","2002","Part Time","higher education","82","0.181445014664386","0.148879840725344","0.214010188603428","1"
"Very Inexpensive","2002","Part Time","in school","6","","","","1"
"Very Inexpensive","2002","Part Time","inadequately","2","","","","1"
"Very Inexpensive","2002","Part Time","general elemantary","27","","","","1"
"Very Inexpensive","2002","Part Time","middle vocational","181","0.132549343851001","0.115078052482363","0.150020635219639","1"
"Very Inexpensive","2002","Full Time","higher vocational","44","0.0909516447696294","0.0666091846325128","0.115294104906746","1"
"Very Inexpensive","2002","Full Time","higher education","200","0.126663230117009","0.110507111129231","0.142819349104788","1"
"Very Inexpensive","2002","Full Time","in school","1","","","","1"
"Very Inexpensive","2002","Full Time","vocational + Abi","27","","","","1"
"Very Inexpensive","2002","Full Time","middle vocational","217","0.107093246887147","0.094425210813818","0.119761282960475","1"
