"hlf0071_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"3","2009","general elemantary","West Germany","1134","0.729211757007443","0.707300803326127","0.751122710688758"
"3","2009","general elemantary","East Germany","207","0.789782930472066","0.741090684031384","0.838475176912748"
"3","2009","middle vocational","West Germany","4800","0.706512176937561","0.695601355577542","0.71742299829758"
"3","2009","middle vocational","East Germany","1863","0.747162503877149","0.729798961924373","0.764526045829926"
"3","2009","vocational + Abi","West Germany","583","0.667754540796101","0.636071110327234","0.699437971264969"
"3","2009","vocational + Abi","East Germany","102","0.694953144007819","0.621996740906851","0.767909547108786"
"3","2009","higher vocational","West Germany","675","0.697225483104991","0.668191485219175","0.726259480990807"
"3","2009","higher vocational","East Germany","273","0.670457122338411","0.622755280913875","0.718158963762947"
"3","2009","higher education","West Germany","1884","0.624996504648134","0.60717881336501","0.642814195931258"
"3","2009","higher education","East Germany","877","0.723218314991148","0.697967359319691","0.748469270662605"
"4","2009","in school","West Germany","47","0.118781763587201","0.0880590258136025","0.1495045013608"
"4","2009","in school","East Germany","7","","",""
"4","2009","inadequately","West Germany","8","","",""
"4","2009","inadequately","East Germany","2","","",""
"4","2009","general elemantary","West Germany","191","0.108376573827234","0.093048838541654","0.123704309112813"
"4","2009","general elemantary","East Germany","25","","",""
"4","2009","middle vocational","West Germany","880","0.130332568457823","0.122265687349814","0.138399449565833"
"4","2009","middle vocational","East Germany","200","0.0792284153462451","0.0684382901223178","0.0900185405701724"
"4","2009","vocational + Abi","West Germany","85","0.102441670236626","0.0820447821923306","0.122838558280921"
"4","2009","vocational + Abi","East Germany","15","","",""
"4","2009","higher vocational","West Germany","127","0.135601562410001","0.113966911678089","0.157236213141913"
"4","2009","higher vocational","East Germany","60","0.188929182257614","0.149203388329817","0.22865497618541"
"4","2009","higher education","West Germany","448","0.144856360856409","0.131902975140062","0.157809746572755"
"4","2009","higher education","East Germany","153","0.104770093132669","0.0874854509595658","0.122054735305772"
"5","2009","in school","West Germany","5","","",""
"5","2009","in school","East Germany","2","","",""
"5","2009","inadequately","West Germany","","","",""
"5","2009","inadequately","East Germany","","","",""
"5","2009","general elemantary","West Germany","33","0.0204107885866837","0.0134385629013186","0.0273830142720487"
"5","2009","general elemantary","East Germany","2","","",""
"5","2009","middle vocational","West Germany","119","0.0201122677035798","0.016748536709728","0.0234759986974316"
"5","2009","middle vocational","East Germany","24","","",""
"5","2009","vocational + Abi","West Germany","14","","",""
"5","2009","vocational + Abi","East Germany","","","",""
"5","2009","higher vocational","West Germany","11","","",""
"5","2009","higher vocational","East Germany","5","","",""
"5","2009","higher education","West Germany","74","0.0232124676352365","0.0176706058883973","0.0287543293820757"
"5","2009","higher education","East Germany","22","","",""
"1","2010","in school","West Germany","26","","",""
"1","2010","in school","East Germany","3","","",""
"1","2010","inadequately","West Germany","32","0.0398547121068702","0.018286563594096","0.0614228606196443"
"1","2010","inadequately","East Germany","5","","",""
"1","2010","general elemantary","West Germany","108","0.0205791918108664","0.01463319250168","0.0265251911200528"
"1","2010","general elemantary","East Germany","17","","",""
"1","2010","middle vocational","West Germany","272","0.0134061064607567","0.0110089665690132","0.0158032463525002"
"1","2010","middle vocational","East Germany","88","0.0153213643694309","0.0108830022280696","0.0197597265107923"
"1","2010","vocational + Abi","West Germany","52","0.0131404149802252","0.00729318013076395","0.0189876498296864"
"1","2010","vocational + Abi","East Germany","11","","",""
"1","2010","higher vocational","West Germany","10","","",""
"1","2010","higher vocational","East Germany","7","","",""
"1","2010","higher education","West Germany","86","0.0117793267982112","0.00842992964645505","0.0151287239499673"
"1","2010","higher education","East Germany","23","","",""
"2","2010","in school","West Germany","122","0.210557049896347","0.178490845253838","0.242623254538856"
"2","2010","in school","East Germany","17","","",""
"2","2010","inadequately","West Germany","92","0.209701812512712","0.164816822305179","0.254586802720244"
"2","2010","inadequately","East Germany","8","","",""
"2","2010","general elemantary","West Germany","387","0.12756940384792","0.113597205553544","0.141541602142296"
"2","2010","general elemantary","East Germany","77","0.154852605446297","0.11634258680542","0.193362624087173"
"2","2010","middle vocational","West Germany","1508","0.12494627173401","0.118054167350647","0.131838376117373"
"2","2010","middle vocational","East Germany","506","0.152331500948979","0.139346719639913","0.165316282258044"
"2","2010","vocational + Abi","West Germany","334","0.193672228438305","0.173381025285188","0.213963431591423"
"2","2010","vocational + Abi","East Germany","62","0.232407354464303","0.180869234262034","0.283945474666571"
"2","2010","higher vocational","West Germany","197","0.169383397151702","0.148169898017933","0.19059689628547"
"2","2010","higher vocational","East Germany","52","0.102594491308574","0.0733307767513066","0.13185820586584"
"2","2010","higher education","West Germany","722","0.174645152094972","0.162858836534481","0.186431467655463"
"2","2010","higher education","East Germany","215","0.11942699613706","0.102415624994425","0.136438367279694"
"3","2010","in school","West Germany","425","0.63407044952996","0.596185231686922","0.671955667372998"
"3","2010","in school","East Germany","60","0.650502892142107","0.55031047047005","0.750695313814164"
"3","2010","inadequately","West Germany","185","0.714566373115749","0.664772213731013","0.764360532500484"
"3","2010","inadequately","East Germany","17","","",""
"3","2010","general elemantary","West Germany","1463","0.724217820253622","0.705500497163319","0.742935143343926"
"3","2010","general elemantary","East Germany","223","0.741677792606793","0.695083067784123","0.788272517429462"
"3","2010","middle vocational","West Germany","6008","0.718979581564495","0.709610434580332","0.728348728548658"
"3","2010","middle vocational","East Germany","2110","0.723503155779039","0.707341268958134","0.739665042599945"
"3","2010","vocational + Abi","West Germany","945","0.674902480091861","0.650850786894794","0.698954173288927"
"3","2010","vocational + Abi","East Germany","169","0.692200391628976","0.635877078983823","0.748523704274129"
"3","2010","higher vocational","West Germany","834","0.681882338995322","0.655541767174514","0.70822291081613"
"3","2010","higher vocational","East Germany","289","0.652821402998592","0.606907233904283","0.698735572092901"
"3","2010","higher education","West Germany","2598","0.64178218634526","0.62689725408743","0.656667118603089"
"3","2010","higher education","East Germany","963","0.723687888319245","0.700230427749266","0.747145348889224"
"4","2010","in school","West Germany","45","0.118670684380028","0.0932350178527468","0.14410635090731"
"4","2010","in school","East Germany","7","","",""
"4","2010","inadequately","West Germany","6","","",""
"4","2010","inadequately","East Germany","","","",""
"4","2010","general elemantary","West Germany","199","0.106973144902134","0.0940283350594212","0.119917954744848"
"4","2010","general elemantary","East Germany","20","","",""
"4","2010","middle vocational","West Germany","916","0.122296519207008","0.115467571387471","0.129125467026546"
"4","2010","middle vocational","East Germany","211","0.0907133517462051","0.0803353731467653","0.101091330345645"
"4","2010","vocational + Abi","West Germany","113","0.100781576418359","0.0853239969845794","0.116239155852139"
"4","2010","vocational + Abi","East Germany","16","","",""
"4","2010","higher vocational","West Germany","138","0.119734124970362","0.101373287228747","0.138094962711976"
"4","2010","higher vocational","East Germany","59","0.207456380563088","0.168349961444961","0.246562799681216"
"4","2010","higher education","West Germany","498","0.142125978695629","0.131286012291549","0.152965945099709"
"4","2010","higher education","East Germany","176","0.1274644129463","0.109970319925632","0.144958505966967"
"5","2010","in school","West Germany","3","","",""
"5","2010","in school","East Germany","","","",""
"5","2010","inadequately","West Germany","1","","",""
"5","2010","inadequately","East Germany","","","",""
"5","2010","general elemantary","West Germany","33","0.0206604391854566","0.0147029610462786","0.0266179173246346"
"5","2010","general elemantary","East Germany","2","","",""
"5","2010","middle vocational","West Germany","138","0.0203715210337305","0.0174269959039129","0.0233160461635481"
"5","2010","middle vocational","East Germany","27","","",""
"5","2010","vocational + Abi","West Germany","13","","",""
"5","2010","vocational + Abi","East Germany","","","",""
"5","2010","higher vocational","West Germany","22","","",""
"5","2010","higher vocational","East Germany","6","","",""
"5","2010","higher education","West Germany","82","0.0296673560659275","0.0244001636128825","0.0349345485189726"
"5","2010","higher education","East Germany","19","","",""
"1","2011","in school","West Germany","33","0.0391482153095548","0.0255547901910352","0.0527416404280743"
"1","2011","in school","East Germany","2","","",""
"1","2011","inadequately","West Germany","29","","",""
"1","2011","inadequately","East Germany","3","","",""
"1","2011","general elemantary","West Germany","86","0.0140563443552326","0.00957924947641429","0.0185334392340509"
