"plj0047","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2001","Saxony-Anhalt","indirect migration background","5","","",""
"Big worries","2001","Thuringia","no migration background","368","0.376031659445754","0.345066191515804","0.406997127375704"
"Big worries","2001","Thuringia","direct migration background","8","","",""
"Big worries","2001","Thuringia","indirect migration background","","","",""
"Some worries","2001","Schleswig-Holstein","no migration background","241","0.46893612855397","0.428040178473126","0.509832078634815"
"Some worries","2001","Schleswig-Holstein","direct migration background","24","","",""
"Some worries","2001","Schleswig-Holstein","indirect migration background","1","","",""
"Some worries","2001","Hamburg","no migration background","119","0.50815284509614","0.444369931768116","0.571935758424164"
"Some worries","2001","Hamburg","direct migration background","8","","",""
"Some worries","2001","Hamburg","indirect migration background","4","","",""
"Some worries","2001","Lower Saxony","no migration background","771","0.49716357247301","0.472391979453883","0.521935165492138"
"Some worries","2001","Lower Saxony","direct migration background","125","0.507761014662982","0.443009783579433","0.572512245746531"
"Some worries","2001","Lower Saxony","indirect migration background","22","","",""
"Some worries","2001","Bremen","no migration background","52","0.407316050284926","0.32118288057052","0.493449219999332"
"Some worries","2001","Bremen","direct migration background","12","","",""
"Some worries","2001","Bremen","indirect migration background","","","",""
"Some worries","2001","North Rhine-Westphalia","no migration background","1747","0.484243614995077","0.467920960480363","0.500566269509792"
"Some worries","2001","North Rhine-Westphalia","direct migration background","379","0.485408074522566","0.450666499094105","0.520149649951027"
"Some worries","2001","North Rhine-Westphalia","indirect migration background","104","0.481637560616802","0.4170630520766","0.546212069157004"
"Some worries","2001","Hesse","no migration background","563","0.493760645005816","0.46426894943391","0.523252340577723"
"Some worries","2001","Hesse","direct migration background","119","0.391834387148386","0.336869039348117","0.446799734948655"
"Some worries","2001","Hesse","indirect migration background","30","0.392920177327792","0.28238703305814","0.503453321597444"
"Some worries","2001","Rhineland-Palatinate,Saarland","no migration background","528","0.473835202922833","0.444206661559164","0.503463744286502"
"Some worries","2001","Rhineland-Palatinate,Saarland","direct migration background","107","0.48639607762483","0.420199546550607","0.552592608699053"
"Some worries","2001","Rhineland-Palatinate,Saarland","indirect migration background","13","","",""
"Some worries","2001","Baden-Württemberg","no migration background","893","0.517435395189767","0.493875029845831","0.540995760533702"
"Some worries","2001","Baden-Württemberg","direct migration background","294","0.448243500055206","0.410187170378348","0.486299829732064"
"Some worries","2001","Baden-Württemberg","indirect migration background","88","0.448183124155038","0.378383027470555","0.51798322083952"
"Some worries","2001","Bavaria","no migration background","1329","0.528526091385319","0.508919122247105","0.548133060523533"
"Some worries","2001","Bavaria","direct migration background","203","0.479997698056025","0.431988590148295","0.528006805963755"
"Some worries","2001","Bavaria","indirect migration background","46","0.369057395991194","0.278880842669246","0.459233949313143"
"Some worries","2001","Berlin","no migration background","301","0.462536267738123","0.425414474165438","0.499658061310808"
"Some worries","2001","Berlin","direct migration background","19","","",""
"Some worries","2001","Berlin","indirect migration background","9","","",""
"Some worries","2001","Brandenburg","no migration background","438","0.457653644161325","0.425737016859996","0.489570271462654"
"Some worries","2001","Brandenburg","direct migration background","7","","",""
"Some worries","2001","Brandenburg","indirect migration background","1","","",""
"Some worries","2001","Mecklenburg-Western Pomerania","no migration background","228","0.442579210931222","0.398911846300822","0.486246575561622"
"Some worries","2001","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"Some worries","2001","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Some worries","2001","Saxony","no migration background","771","0.480879191125821","0.45637457835231","0.505383803899332"
"Some worries","2001","Saxony","direct migration background","12","","",""
"Some worries","2001","Saxony","indirect migration background","4","","",""
"Some worries","2001","Saxony-Anhalt","no migration background","464","0.483796894310932","0.452102077218662","0.515491711403201"
"Some worries","2001","Saxony-Anhalt","direct migration background","17","","",""
"Some worries","2001","Saxony-Anhalt","indirect migration background","1","","",""
"Some worries","2001","Thuringia","no migration background","452","0.471004456365464","0.439094759461248","0.502914153269681"
"Some worries","2001","Thuringia","direct migration background","9","","",""
"Some worries","2001","Thuringia","indirect migration background","3","","",""
"No worries","2001","Schleswig-Holstein","no migration background","194","0.28752246696775","0.25043120953028","0.324613724405219"
"No worries","2001","Schleswig-Holstein","direct migration background","13","","",""
"No worries","2001","Schleswig-Holstein","indirect migration background","1","","",""
"No worries","2001","Hamburg","no migration background","21","","",""
"No worries","2001","Hamburg","direct migration background","8","","",""
"No worries","2001","Hamburg","indirect migration background","","","",""
"No worries","2001","Lower Saxony","no migration background","205","0.133012791919225","0.116188222065696","0.149837361772754"
"No worries","2001","Lower Saxony","direct migration background","34","0.198563321168726","0.146896175322257","0.250230467015196"
"No worries","2001","Lower Saxony","indirect migration background","11","","",""
"No worries","2001","Bremen","no migration background","10","","",""
"No worries","2001","Bremen","direct migration background","3","","",""
"No worries","2001","Bremen","indirect migration background","","","",""
"No worries","2001","North Rhine-Westphalia","no migration background","462","0.137894656657249","0.126633307662496","0.149156005652001"
"No worries","2001","North Rhine-Westphalia","direct migration background","107","0.155821847042361","0.130610517164993","0.181033176919729"
"No worries","2001","North Rhine-Westphalia","indirect migration background","32","0.119955108526865","0.0779651002600281","0.161945116793702"
"No worries","2001","Hesse","no migration background","147","0.156307604509452","0.134886311814339","0.177728897204565"
"No worries","2001","Hesse","direct migration background","71","0.210871225720383","0.164939858006637","0.256802593434129"
"No worries","2001","Hesse","indirect migration background","13","","",""
"No worries","2001","Rhineland-Palatinate,Saarland","no migration background","236","0.232438403105513","0.207374640054775","0.257502166156252"
"No worries","2001","Rhineland-Palatinate,Saarland","direct migration background","49","0.248331617361442","0.191110651579638","0.305552583143246"
"No worries","2001","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"No worries","2001","Baden-Württemberg","no migration background","297","0.175697560933821","0.157754258356436","0.193640863511206"
"No worries","2001","Baden-Württemberg","direct migration background","153","0.227542211839756","0.195459982642036","0.259624441037477"
"No worries","2001","Baden-Württemberg","indirect migration background","39","0.207708863306619","0.15077106120264","0.264646665410599"
"No worries","2001","Bavaria","no migration background","417","0.181533848211139","0.166393788559105","0.196673907863173"
