"plj0014_v3","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","Couple + C. GT 16 ","higher vocational","204","0.930309724666377","0.895871693543237","0.964747755789517","1"
"Yes","2017","Couple + C. GT 16 ","higher education","530","0.883878526634234","0.857939609404443","0.909817443864026","1"
"Yes","2017","Couple + C. LE and GT 16","in school","149","0.891645802441747","0.843781730945061","0.939509873938433","1"
"Yes","2017","1-pers.-HH","in school","3","","","","1"
"Yes","2017","1-pers.-HH","inadequately","27","","","","1"
"Yes","2017","1-pers.-HH","general elemantary","410","0.861274660200734","0.832922982025539","0.889626338375928","1"
"Yes","2017","1-pers.-HH","middle vocational","1776","0.94664608844997","0.936668648421061","0.95662352847888","1"
"Yes","2017","(Married) couple without C. ","general elemantary","542","0.800007369716685","0.76906635395907","0.830948385474299","1"
"Yes","2017","(Married) couple without C. ","middle vocational","3930","0.948121383462164","0.94133523281567","0.954907534108657","1"
"Yes","2017","(Married) couple without C. ","vocational + Abi","427","0.831643725614881","0.799232427797942","0.86405502343182","1"
"Yes","2017","(Married) couple without C. ","higher vocational","577","0.95336115901945","0.936303020286508","0.970419297752392","1"
"Yes","2017","(Married) couple without C. ","higher education","2145","0.908448502844726","0.896741119571381","0.920155886118071","1"
"Yes","2017","Couple + C. GT 16 ","middle vocational","1413","0.924782607358112","0.911541187036553","0.938024027679672","1"
"Yes","2017","Couple + C. LE and GT 16","higher education","339","0.840459280708043","0.805480782874591","0.875437778541494","1"
"Yes","2017","Couple + C. GT 16 ","in school","125","0.890988751725496","0.838610571717339","0.943366931733654","1"
"Yes","2017","Couple + C. LE and GT 16","inadequately","22","","","","1"
"Yes","2017","Couple + C. LE and GT 16","middle vocational","828","0.851438686417305","0.829160168287794","0.873717204546816","1"
"Yes","2017","Couple + C. GT 16 ","inadequately","17","","","","1"
"Yes","2017","Couple + C. LE and GT 16","higher vocational","106","0.915134834824287","0.862576271268665","0.96769339837991","1"
"Yes","2017","Couple + C. GT 16 ","general elemantary","295","0.748333459921415","0.705536801104576","0.791130118738254","1"
"Yes","2017","Couple + C. LE and GT 16","general elemantary","233","0.577289791391791","0.528512431840696","0.626067150942886","1"
"Yes","2017","Couple + C. LE and GT 16","vocational + Abi","143","0.800818318708454","0.741645703598182","0.859990933818727","1"
"No","2018","1-pers.-HH","in school","5","","","","2"
"No","2018","1-pers.-HH","inadequately","298","0.618020298253013","0.565913262257071","0.670127334248955","2"
"No","2018","1-pers.-HH","general elemantary","191","0.134310150814111","0.107139128154534","0.161481173473687","2"
"No","2018","1-pers.-HH","middle vocational","226","0.0593942979945738","0.0492634160398112","0.0695251799493365","2"
"No","2018","1-pers.-HH","vocational + Abi","60","0.150385055395116","0.111221103052703","0.189549007737529","2"
"No","2018","1-pers.-HH","higher vocational","4","","","","2"
"No","2018","1-pers.-HH","higher education","234","0.0918954709304083","0.0755236315261293","0.108267310334687","2"
"No","2018","(Married) couple without C. ","in school","1","","","","2"
"No","2018","(Married) couple without C. ","inadequately","67","0.409062624426002","0.320352596272959","0.497772652579045","2"
"No","2018","(Married) couple without C. ","general elemantary","107","0.190089206839265","0.159450167879899","0.220728245798632","2"
"No","2018","(Married) couple without C. ","middle vocational","161","0.052967552447258","0.045926652013462","0.0600084528810539","2"
"No","2018","(Married) couple without C. ","vocational + Abi","83","0.168130857448192","0.135641552447025","0.200620162449358","2"
"No","2018","(Married) couple without C. ","higher vocational","8","","","","2"
"No","2018","(Married) couple without C. ","higher education","195","0.108201850857363","0.0954624011272018","0.120941300587524","2"
"No","2018","Single parent ","in school","7","","","","2"
"No","2018","Single parent ","inadequately","171","0.566427697829143","0.501091334099535","0.631764061558751","2"
"No","2018","Single parent ","general elemantary","91","0.161960379266956","0.125991058541671","0.19792969999224","2"
"No","2018","Single parent ","middle vocational","109","0.0782825130790686","0.0621423257804794","0.0944227003776579","2"
"No","2018","Single parent ","vocational + Abi","35","0.213289987782149","0.156088470158815","0.270491505405483","2"
"No","2018","Single parent ","higher vocational","","","","","2"
"No","2018","Single parent ","higher education","68","0.0973867950280475","0.0672177186573278","0.127555871398767","2"
"No","2018","Couple + C. LE 16 ","in school","2","","","","2"
"No","2018","Couple + C. LE 16 ","inadequately","681","0.64979468700243","0.615585934781388","0.684003439223472","2"
"No","2018","Couple + C. LE 16 ","general elemantary","471","0.378100724412154","0.343938873669859","0.412262575154449","2"
"No","2018","Couple + C. LE 16 ","middle vocational","534","0.146934410538747","0.132686744784331","0.161182076293163","2"
"No","2018","Couple + C. LE 16 ","vocational + Abi","167","0.177852524909661","0.149320773801091","0.206384276018232","2"
"No","2018","Couple + C. LE 16 ","higher vocational","9","","","","2"
"No","2018","Couple + C. LE 16 ","higher education","604","0.158099706996611","0.142386895353726","0.173812518639496","2"
"No","2018","Couple + C. GT 16 ","in school","7","","","","2"
"No","2018","Couple + C. GT 16 ","inadequately","60","0.61985309513846","0.514140752270391","0.725565438006529","2"
"No","2018","Couple + C. GT 16 ","general elemantary","92","0.289013015545848","0.241454870894614","0.336571160197083","2"
"No","2018","Couple + C. GT 16 ","middle vocational","106","0.0921591569717328","0.0772091032457016","0.107109210697764","2"
"No","2018","Couple + C. GT 16 ","vocational + Abi","29","","","","2"
"No","2018","Couple + C. GT 16 ","higher vocational","4","","","","2"
"No","2018","Couple + C. GT 16 ","higher education","53","0.144007300103003","0.113888329536857","0.17412627066915","2"
"No","2018","Couple + C. LE and GT 16","in school","16","","","","2"
"No","2018","Couple + C. LE and GT 16","inadequately","265","0.906785587362802","0.872912973502288","0.940658201223316","2"
"No","2018","Couple + C. LE and GT 16","general elemantary","203","0.35540616618469","0.310985382704321","0.399826949665059","2"
"No","2018","Couple + C. LE and GT 16","middle vocational","176","0.20919481828849","0.183425535182228","0.234964101394752","2"
"No","2018","Couple + C. LE and GT 16","vocational + Abi","31","0.17916886402069","0.124056403603807","0.234281324437573","2"
"No","2018","Couple + C. LE and GT 16","higher vocational","1","","","","2"
"No","2018","Couple + C. LE and GT 16","higher education","83","0.138844066570237","0.105332787943337","0.172355345197136","2"
"Yes","2018","Single parent ","in school","66","0.940022005682985","0.885552724938382","0.994491286427589","1"
"Yes","2018","Single parent ","inadequately","50","0.433572302170857","0.368235938441249","0.498908665900465","1"
"Yes","2018","Single parent ","general elemantary","312","0.838039620733044","0.80207030000776","0.874008941458329","1"
"Yes","2018","Single parent ","middle vocational","955","0.921717486920931","0.905577299622342","0.937857674219521","1"
"Yes","2018","Single parent ","vocational + Abi","162","0.786710012217851","0.729508494594517","0.843911529841185","1"
"Yes","2018","Single parent ","higher vocational","63","1","1","1","1"
"Yes","2018","Single parent ","higher education","303","0.902613204971953","0.872444128601233","0.932782281342672","1"
"Yes","2018","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2018","Couple + C. LE 16 ","inadequately","66","0.35020531299757","0.315996560776528","0.384414065218612","1"
"Yes","2018","Couple + C. LE 16 ","general elemantary","303","0.621899275587846","0.587737424845551","0.656061126330141","1"
"Yes","2018","Couple + C. LE 16 ","middle vocational","1838","0.853065589461253","0.838817923706837","0.867313255215669","1"
"Yes","2018","Couple + C. LE 16 ","vocational + Abi","523","0.822147475090339","0.793615723981768","0.850679226198909","1"
"Yes","2018","Couple + C. LE 16 ","higher vocational","256","0.949145662903691","0.92269384120729","0.975597484600091","1"
"Yes","2018","Couple + C. LE 16 ","higher education","1467","0.841900293003389","0.826187481360504","0.857613104646274","1"
"Yes","2018","Couple + C. GT 16 ","vocational + Abi","213","0.832082042327326","0.784987340192033","0.87917674446262","1"
"Yes","2018","Couple + C. GT 16 ","higher vocational","188","0.954105807891335","0.924506973346075","0.983704642436595","1"
"Yes","2018","Couple + C. GT 16 ","higher education","469","0.855992699896996","0.82587372933085","0.886111670463143","1"
"Yes","2018","Couple + C. LE and GT 16","in school","128","0.864338411600363","0.80840939275006","0.920267430450666","1"
"Yes","2018","1-pers.-HH","vocational + Abi","260","0.849614944604884","0.810450992262471","0.888778896947297","1"
"Yes","2018","1-pers.-HH","higher vocational","230","0.969448900922731","0.947398522712244","0.991499279133217","1"
"Yes","2018","1-pers.-HH","higher education","962","0.908104529069592","0.891732689665313","0.924476368473871","1"
"Yes","2018","(Married) couple without C. ","in school","3","","","","1"
"Yes","2018","(Married) couple without C. ","inadequately","51","0.590937375573998","0.502227347420955","0.679647403727041","1"
"Yes","2018","(Married) couple without C. ","higher education","2089","0.891798149142637","0.879058699412476","0.904537598872798","1"
"Yes","2018","Couple + C. GT 16 ","in school","111","0.933706685241803","0.888816935010569","0.978596435473037","1"
"Yes","2018","Couple + C. GT 16 ","inadequately","21","","","","1"
"Yes","2018","Couple + C. GT 16 ","general elemantary","257","0.710986984454152","0.663428839802917","0.758545129105386","1"
"Yes","2018","Couple + C. GT 16 ","middle vocational","1332","0.907840843028267","0.892890789302236","0.922790896754298","1"
"Yes","2018","Couple + C. LE and GT 16","inadequately","18","","","","1"
"Yes","2018","Couple + C. LE and GT 16","higher education","326","0.861155933429763","0.827644654802864","0.894667212056663","1"
"Yes","2018","1-pers.-HH","inadequately","36","0.381979701746987","0.329872665751045","0.434086737742929","1"
"Yes","2018","1-pers.-HH","in school","1","","","","1"
"Yes","2018","1-pers.-HH","general elemantary","414","0.86568984918589","0.838518826526313","0.892860871845466","1"
"Yes","2018","1-pers.-HH","middle vocational","1865","0.940605702005426","0.930474820050664","0.950736583960189","1"
"Yes","2018","(Married) couple without C. ","middle vocational","3726","0.947032447552742","0.939991547118946","0.954073347986538","1"
"Yes","2018","(Married) couple without C. ","vocational + Abi","426","0.831869142551808","0.799379837550642","0.864358447552975","1"
"Yes","2018","(Married) couple without C. ","higher vocational","565","0.955025235421579","0.938055985220629","0.971994485622528","1"
"Yes","2018","Couple + C. LE and GT 16","vocational + Abi","155","0.82083113597931","0.765718675562427","0.875943596396193","1"
"Yes","2018","(Married) couple without C. ","general elemantary","523","0.809910793160735","0.779271754201368","0.840549832120101","1"
"Yes","2018","Couple + C. LE and GT 16","general elemantary","243","0.64459383381531","0.600173050334941","0.689014617295679","1"
"Yes","2018","Couple + C. LE and GT 16","middle vocational","781","0.79080518171151","0.765035898605248","0.816574464817772","1"
"Yes","2018","Couple + C. LE and GT 16","higher vocational","103","0.997464554129465","0.987799432388209","1.00712967587072","1"
"No","2019","1-pers.-HH","in school","","","","","2"
"No","2019","1-pers.-HH","inadequately","256","0.645654139122793","0.590508290864708","0.700799987380878","2"
"No","2019","1-pers.-HH","general elemantary","160","0.148087740049441","0.117617924417908","0.178557555680974","2"
"No","2019","1-pers.-HH","middle vocational","182","0.0561629267497945","0.046329785234246","0.0659960682653431","2"
"No","2019","1-pers.-HH","vocational + Abi","53","0.145970356370422","0.109033210061728","0.182907502679116","2"
"No","2019","1-pers.-HH","higher vocational","4","","","","2"
"No","2019","1-pers.-HH","higher education","206","0.0841508551593917","0.0690482459880673","0.0992534643307161","2"
"No","2019","(Married) couple without C. ","in school","","","","","2"
"No","2019","(Married) couple without C. ","inadequately","52","0.346465142454681","0.251770289127056","0.441159995782306","2"
"No","2019","(Married) couple without C. ","general elemantary","90","0.194138756312123","0.163566403627579","0.224711108996666","2"
"No","2019","(Married) couple without C. ","middle vocational","157","0.0591361573976805","0.0517436099087659","0.066528704886595","2"
"No","2019","(Married) couple without C. ","vocational + Abi","70","0.179966211120618","0.147860809523212","0.212071612718024","2"
"No","2019","(Married) couple without C. ","higher vocational","11","","","","2"
"No","2019","(Married) couple without C. ","higher education","177","0.105215619317602","0.0934397330475815","0.116991505587622","2"
