"plj0014_v3","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"No","2012","Schleswig-Holstein","Full Time","11","","",""
"No","2012","Schleswig-Holstein","Part Time","13","","",""
"No","2012","Schleswig-Holstein","Not Working","20","","",""
"No","2012","Hamburg","Full Time","13","","",""
"No","2012","Hamburg","Part Time","7","","",""
"No","2012","Hamburg","Not Working","15","","",""
"No","2012","Lower Saxony","Full Time","29","","",""
"No","2012","Lower Saxony","Part Time","35","0.0681733278207586","0.0497887226224925","0.0865579330190248"
"No","2012","Lower Saxony","Not Working","45","0.0554734232987372","0.0408945931448918","0.0700522534525826"
"No","2012","Bremen","Full Time","2","","",""
"No","2012","Bremen","Part Time","7","","",""
"No","2012","Bremen","Not Working","3","","",""
"No","2012","North Rhine-Westphalia","Full Time","157","0.0926784677529288","0.0800045149065419","0.105352420599316"
"No","2012","North Rhine-Westphalia","Part Time","111","0.106378471980284","0.0909944882029488","0.12176245575762"
"No","2012","North Rhine-Westphalia","Not Working","192","0.108702434920491","0.0950403647929698","0.122364505048011"
"No","2012","Hesse","Full Time","37","0.0949459825075656","0.0735784443039538","0.116313520711177"
"No","2012","Hesse","Part Time","47","0.126617155821934","0.0989259534212287","0.154308358222639"
"No","2012","Hesse","Not Working","74","0.138633863921386","0.11181957327595","0.165448154566822"
"No","2012","Rhineland-Palatinate,Saarland","Full Time","32","0.0796176483557586","0.0578116461442817","0.101423650567236"
"No","2012","Rhineland-Palatinate,Saarland","Part Time","25","","",""
"No","2012","Rhineland-Palatinate,Saarland","Not Working","39","0.0919627951599217","0.0679214090976809","0.116004181222162"
"No","2012","Baden-Württemberg","Full Time","111","0.113541141868074","0.0964909923664286","0.13059129136972"
"No","2012","Baden-Württemberg","Part Time","91","0.196513537725971","0.171165309258147","0.221861766193796"
"No","2012","Baden-Württemberg","Not Working","95","0.113552941676668","0.0945783889828016","0.132527494370535"
"No","2012","Bavaria","Full Time","110","0.0982623140736566","0.0842355128234142","0.112289115323899"
"No","2012","Bavaria","Part Time","74","0.117658917245801","0.0996963035586406","0.135621530932961"
"No","2012","Bavaria","Not Working","93","0.11415921537485","0.0975488155261867","0.130769615223513"
"No","2012","Berlin","Full Time","18","","",""
"No","2012","Berlin","Part Time","16","","",""
"No","2012","Berlin","Not Working","15","","",""
"No","2012","Brandenburg","Full Time","3","","",""
"No","2012","Brandenburg","Part Time","4","","",""
"No","2012","Brandenburg","Not Working","6","","",""
"No","2012","Mecklenburg-Western Pomerania","Full Time","2","","",""
"No","2012","Mecklenburg-Western Pomerania","Part Time","2","","",""
"No","2012","Mecklenburg-Western Pomerania","Not Working","2","","",""
"No","2012","Saxony","Full Time","4","","",""
"No","2012","Saxony","Part Time","6","","",""
"No","2012","Saxony","Not Working","6","","",""
"No","2012","Saxony-Anhalt","Full Time","3","","",""
"No","2012","Saxony-Anhalt","Part Time","","","",""
"No","2012","Saxony-Anhalt","Not Working","3","","",""
"No","2012","Thuringia","Full Time","1","","",""
"No","2012","Thuringia","Part Time","4","","",""
"No","2012","Thuringia","Not Working","1","","",""
"Yes","2013","Schleswig-Holstein","Full Time","310","0.967572100810871","0.948284568718405","0.986859632903338"
"Yes","2013","Schleswig-Holstein","Part Time","277","0.969053177314071","0.948983198563633","0.989123156064509"
"Yes","2013","Schleswig-Holstein","Not Working","289","0.937929744024564","0.910939561235946","0.964919926813181"
"Yes","2013","Hamburg","Full Time","149","0.95833713075343","0.927180298721109","0.989493962785751"
"Yes","2013","Hamburg","Part Time","98","0.940034964954141","0.894837278177983","0.985232651730299"
"Yes","2013","Hamburg","Not Working","137","0.941219538795836","0.90345215352979","0.978986924061881"
"Yes","2013","Lower Saxony","Full Time","847","0.976194753360782","0.966065135964661","0.986324370756902"
"Yes","2013","Lower Saxony","Part Time","695","0.959490255898443","0.945188587797112","0.973791923999774"
"Yes","2013","Lower Saxony","Not Working","851","0.972299839261119","0.961511900757233","0.983087777765004"
"Yes","2013","Bremen","Full Time","54","0.968039897074038","0.921971320826622","1.01410847332145"
"Yes","2013","Bremen","Part Time","56","0.893388704670549","0.817778581993569","0.968998827347529"
"Yes","2013","Bremen","Not Working","63","0.980604480992962","0.947077916568184","1.01413104541774"
"Yes","2013","North Rhine-Westphalia","Full Time","1726","0.948508570626923","0.938459790590269","0.958557350663577"
"Yes","2013","North Rhine-Westphalia","Part Time","1395","0.928849478522374","0.915813774030617","0.94188518301413"
"Yes","2013","North Rhine-Westphalia","Not Working","1640","0.928442690857017","0.916528685293421","0.940356696420613"
"Yes","2013","Hesse","Full Time","648","0.917570083289617","0.89712364143239","0.938016525146845"
"Yes","2013","Hesse","Part Time","467","0.922492619591102","0.899262995636346","0.945722243545858"
"Yes","2013","Hesse","Not Working","503","0.90036967665552","0.875738785611905","0.925000567699136"
"Yes","2013","Rhineland-Palatinate,Saarland","Full Time","504","0.944779133242127","0.925496316922811","0.964061949561443"
"Yes","2013","Rhineland-Palatinate,Saarland","Part Time","364","0.958342897806879","0.938384635854227","0.97830115975953"
"Yes","2013","Rhineland-Palatinate,Saarland","Not Working","487","0.931990253579951","0.910433978815454","0.953546528344447"
"Yes","2013","Baden-Württemberg","Full Time","1119","0.948173746236905","0.935703999892632","0.960643492581178"
"Yes","2013","Baden-Württemberg","Part Time","803","0.877932992490706","0.856328521708283","0.89953746327313"
"Yes","2013","Baden-Württemberg","Not Working","863","0.925464538191797","0.908692571006637","0.942236505376956"
"Yes","2013","Bavaria","Full Time","1513","0.946671581983722","0.935689514976519","0.957653648990925"
"Yes","2013","Bavaria","Part Time","1110","0.910616453260482","0.894379584336893","0.926853322184072"
"Yes","2013","Bavaria","Not Working","1201","0.934362386522718","0.920769018865808","0.947955754179629"
"Yes","2013","Berlin","Full Time","339","0.983858811644624","0.970749857116223","0.996967766173024"
"Yes","2013","Berlin","Part Time","273","0.961448695052927","0.939252334618395","0.983645055487459"
"Yes","2013","Berlin","Not Working","337","0.987219719612142","0.975468805969649","0.998970633254634"
"Yes","2013","Brandenburg","Full Time","360","0.995960856225296","0.989427150098782","1.00249456235181"
"Yes","2013","Brandenburg","Part Time","238","0.996315301804661","0.988665698203986","1.00396490540534"
"Yes","2013","Brandenburg","Not Working","423","0.998169719706572","0.994125074400426","1.00221436501272"
"Yes","2013","Mecklenburg-Western Pomerania","Full Time","230","0.996073111915279","0.988025371322326","1.00412085250823"
"Yes","2013","Mecklenburg-Western Pomerania","Part Time","124","0.998262423309364","0.990990368035014","1.00553447858371"
"Yes","2013","Mecklenburg-Western Pomerania","Not Working","230","0.996882219944272","0.98972383922189","1.00404060066665"
"Yes","2013","Saxony","Full Time","687","0.998808039775825","0.996233524684071","1.00138255486758"
"Yes","2013","Saxony","Part Time","403","0.996163059015412","0.990156736305256","1.00216938172557"
"Yes","2013","Saxony","Not Working","613","0.974065668698599","0.961575032931862","0.986556304465336"
"Yes","2013","Saxony-Anhalt","Full Time","378","0.99950437287473","0.997266547595697","1.00174219815376"
"Yes","2013","Saxony-Anhalt","Part Time","231","0.994710572797314","0.985376809397531","1.0040443361971"
"Yes","2013","Saxony-Anhalt","Not Working","360","0.999939561613607","0.999137629147687","1.00074149407953"
"Yes","2013","Thuringia","Full Time","389","1","1","1"
"Yes","2013","Thuringia","Part Time","242","0.992523859186198","0.98173751528032","1.00331020309208"
"Yes","2013","Thuringia","Not Working","371","0.995493152865014","0.988686522394224","1.0022997833358"
"No","2013","Schleswig-Holstein","Full Time","14","","",""
"No","2013","Schleswig-Holstein","Part Time","9","","",""
"No","2013","Schleswig-Holstein","Not Working","18","","",""
"No","2013","Hamburg","Full Time","9","","",""
"No","2013","Hamburg","Part Time","8","","",""
"No","2013","Hamburg","Not Working","12","","",""
"No","2013","Lower Saxony","Full Time","23","","",""
"No","2013","Lower Saxony","Part Time","35","0.0405097441015572","0.0262080760002264","0.0548114122028879"
"No","2013","Lower Saxony","Not Working","38","0.0277001607388811","0.0169122222349957","0.0384880992427666"
"No","2013","Bremen","Full Time","2","","",""
"No","2013","Bremen","Part Time","8","","",""
"No","2013","Bremen","Not Working","2","","",""
"No","2013","North Rhine-Westphalia","Full Time","132","0.0514914293730773","0.041442649336423","0.0615402094097316"
"No","2013","North Rhine-Westphalia","Part Time","99","0.0711505214776264","0.0581148169858697","0.0841862259693831"
"No","2013","North Rhine-Westphalia","Not Working","158","0.0715573091429826","0.0596433035793867","0.0834713147065786"
"No","2013","Hesse","Full Time","47","0.0824299167103826","0.0619834748531548","0.10287635856761"
"No","2013","Hesse","Part Time","42","0.0775073804088976","0.0542777564541416","0.100737004363654"
"No","2013","Hesse","Not Working","65","0.0996303233444797","0.0749994323008641","0.124261214388095"
"No","2013","Rhineland-Palatinate,Saarland","Full Time","35","0.0552208667578729","0.0359380504385573","0.0745036830771886"
"No","2013","Rhineland-Palatinate,Saarland","Part Time","21","","",""
"No","2013","Rhineland-Palatinate,Saarland","Not Working","37","0.0680097464200493","0.0464534716555527","0.0895660211845459"
"No","2013","Baden-Württemberg","Full Time","95","0.051826253763095","0.0393565074188217","0.0642960001073683"
"No","2013","Baden-Württemberg","Part Time","79","0.122067007509294","0.10046253672687","0.143671478291717"
"No","2013","Baden-Württemberg","Not Working","79","0.0745354618082034","0.0577634946230442","0.0913074289933627"
"No","2013","Bavaria","Full Time","95","0.0533284180162777","0.0423463510090746","0.0643104850234807"
"No","2013","Bavaria","Part Time","76","0.0893835467395177","0.0731466778159282","0.105620415663107"
"No","2013","Bavaria","Not Working","74","0.0656376134772817","0.0520442458203714","0.0792309811341921"
"No","2013","Berlin","Full Time","16","","",""
"No","2013","Berlin","Part Time","16","","",""
"No","2013","Berlin","Not Working","14","","",""
"No","2013","Brandenburg","Full Time","2","","",""
"No","2013","Brandenburg","Part Time","3","","",""
"No","2013","Brandenburg","Not Working","6","","",""
"No","2013","Mecklenburg-Western Pomerania","Full Time","2","","",""
"No","2013","Mecklenburg-Western Pomerania","Part Time","2","","",""
"No","2013","Mecklenburg-Western Pomerania","Not Working","3","","",""
"No","2013","Saxony","Full Time","3","","",""
"No","2013","Saxony","Part Time","4","","",""
"No","2013","Saxony","Not Working","9","","",""
"No","2013","Saxony-Anhalt","Full Time","2","","",""
"No","2013","Saxony-Anhalt","Part Time","1","","",""
"No","2013","Saxony-Anhalt","Not Working","1","","",""
"No","2013","Thuringia","Full Time","","","",""
"No","2013","Thuringia","Part Time","3","","",""
"No","2013","Thuringia","Not Working","1","","",""
"Yes","2014","Schleswig-Holstein","Full Time","288","0.942378798530132","0.916563340763468","0.968194256296797"
"Yes","2014","Schleswig-Holstein","Part Time","256","0.951656589113518","0.926488238038403","0.976824940188633"
"Yes","2014","Schleswig-Holstein","Not Working","285","0.900677744570136","0.868885833508196","0.932469655632076"
"Yes","2014","Hamburg","Full Time","156","0.94960059189137","0.917188111051074","0.982013072731667"
"Yes","2014","Hamburg","Part Time","103","0.88088955522274","0.823174241681911","0.93860486876357"
"Yes","2014","Hamburg","Not Working","129","0.910064405242378","0.864433247564141","0.955695562920614"
"Yes","2014","Lower Saxony","Full Time","820","0.940087140856163","0.924538921749332","0.955635359962993"
"Yes","2014","Lower Saxony","Part Time","686","0.899210094917832","0.877876871656461","0.920543318179203"
"Yes","2014","Lower Saxony","Not Working","861","0.950096212852353","0.936293333533409","0.963899092171297"
"Yes","2014","Bremen","Full Time","54","0.916443583885216","0.847000988657419","0.985886179113014"
"Yes","2014","Bremen","Part Time","55","0.893111340157782","0.818570421440645","0.96765225887492"
"Yes","2014","Bremen","Not Working","74","0.951162184312537","0.906634281628457","0.995690086996616"
"Yes","2014","North Rhine-Westphalia","Full Time","1771","0.908587618884521","0.896087730352449","0.921087507416593"
"Yes","2014","North Rhine-Westphalia","Part Time","1397","0.878983315738725","0.863326868034635","0.894639763442815"
"Yes","2014","North Rhine-Westphalia","Not Working","1639","0.872543042004662","0.857749117821517","0.887336966187808"
"Yes","2014","Hesse","Full Time","636","0.872655790740259","0.848490028932436","0.896821552548082"
"Yes","2014","Hesse","Part Time","459","0.852442123029444","0.822988810651871","0.881895435407018"
"Yes","2014","Hesse","Not Working","495","0.840419612814335","0.811238069913315","0.869601155715355"
"Yes","2014","Rhineland-Palatinate,Saarland","Full Time","544","0.889293999254392","0.864655609010037","0.913932389498746"
"Yes","2014","Rhineland-Palatinate,Saarland","Part Time","339","0.909238265163618","0.880944499997902","0.937532030329334"
"Yes","2014","Rhineland-Palatinate,Saarland","Not Working","501","0.899274493985928","0.874631887221142","0.923917100750715"
"Yes","2014","Baden-Württemberg","Full Time","1102","0.880093679468447","0.862380263418741","0.897807095518153"
"Yes","2014","Baden-Württemberg","Part Time","800","0.811748071355275","0.786903118189963","0.836593024520588"
"Yes","2014","Baden-Württemberg","Not Working","849","0.883632754237257","0.863698216034164","0.90356729244035"
"Yes","2014","Bavaria","Full Time","1530","0.89730986789244","0.883136250105887","0.911483485678994"
"Yes","2014","Bavaria","Part Time","1114","0.857846772515732","0.838753527300548","0.876940017730917"
"Yes","2014","Bavaria","Not Working","1219","0.898558751525289","0.882629730709474","0.914487772341103"
"Yes","2014","Berlin","Full Time","338","0.96094365838892","0.940959344937079","0.980927971840762"
"Yes","2014","Berlin","Part Time","242","0.85420323487107","0.813087370647475","0.895319099094664"
"Yes","2014","Berlin","Not Working","323","0.960400247061662","0.940027521775595","0.980772972347729"
