"plj0014_v3","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","Baden-Württemberg","1-pers.-HH","388","0.939609056241718","0.916523202372043","0.962694910111394","1"
"Yes","2011","Brandenburg","Couple + C. LE and GT 16","49","0.994009929441348","0.972621720441852","1.01539813844084","1"
"Yes","2011","Mecklenburg-Western Pomerania","1-pers.-HH","101","1","1","1","1"
"Yes","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","228","1","1","1","1"
"Yes","2011","Mecklenburg-Western Pomerania","Single parent ","49","1","1","1","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","63","1","1","1","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","62","1","1","1","1"
"Yes","2011","Hesse","(Married) couple without C. ","495","0.905330185081368","0.880382542157435","0.930277828005301","1"
"Yes","2011","Hesse","Single parent ","107","0.85934319980118","0.796346347626499","0.92234005197586","1"
"Yes","2011","Hesse","Couple + C. LE 16 ","263","0.848600511172198","0.807346807849707","0.889854214494689","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","25","","","","1"
"Yes","2011","Saxony","1-pers.-HH","238","1","1","1","1"
"Yes","2011","Saxony","(Married) couple without C. ","587","0.973666339179722","0.96074573619326","0.986586942166183","1"
"Yes","2011","Saxony","Single parent ","117","0.99335627709181","0.978698592808363","1.00801396137526","1"
"Yes","2011","Saxony","Couple + C. LE 16 ","241","0.989761086230622","0.977103902497383","1.00241826996386","1"
"Yes","2011","Saxony","Couple + C. GT 16 ","197","0.990013062352183","0.976197830289689","1.00382829441468","1"
"Yes","2011","Saxony","Couple + C. LE and GT 16","55","1","1","1","1"
"Yes","2011","Saxony-Anhalt","1-pers.-HH","153","1","1","1","1"
"Yes","2011","Saxony-Anhalt","(Married) couple without C. ","353","1","1","1","1"
"Yes","2011","Saxony-Anhalt","Single parent ","61","1","1","1","1"
"Yes","2011","Saxony-Anhalt","Couple + C. LE 16 ","149","1","1","1","1"
"Yes","2011","Saxony-Anhalt","Couple + C. GT 16 ","129","1","1","1","1"
"Yes","2011","Saxony-Anhalt","Couple + C. LE and GT 16","46","1","1","1","1"
"Yes","2011","Thuringia","1-pers.-HH","168","1","1","1","1"
"Yes","2011","Thuringia","(Married) couple without C. ","360","0.996305582179362","0.990047175552313","1.00256398880641","1"
"Yes","2011","Thuringia","Single parent ","66","1","1","1","1"
"Yes","2011","Thuringia","Couple + C. LE 16 ","143","1","1","1","1"
"Yes","2011","Thuringia","Couple + C. GT 16 ","136","1","1","1","1"
"Yes","2011","Thuringia","Couple + C. LE and GT 16","34","1","1","1","1"
"Yes","2011","Hesse","1-pers.-HH","219","0.92259113986967","0.888350636684747","0.956831643054593","1"
"Yes","2011","North Rhine-Westphalia","Single parent ","308","0.943961472644979","0.918840257284456","0.969082688005502","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. LE 16 ","729","0.872838684946341","0.849795907950585","0.895881461942097","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. GT 16 ","691","0.881279190408357","0.858067922747064","0.90449045806965","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","229","0.796767233079023","0.749378968538966","0.844155497619079","1"
"No","2012","Berlin","Couple + C. LE and GT 16","3","","","","2"
"No","2012","Schleswig-Holstein","1-pers.-HH","1","","","","2"
"No","2012","Schleswig-Holstein","(Married) couple without C. ","12","","","","2"
"No","2012","Bavaria","Couple + C. LE and GT 16","41","0.143539146749787","0.10917883985835","0.177899453641224","2"
"No","2012","Berlin","Single parent ","8","","","","2"
"No","2012","Berlin","Couple + C. LE 16 ","21","","","","2"
"No","2012","Berlin","Couple + C. GT 16 ","","","","","2"
"No","2012","Brandenburg","1-pers.-HH","","","","","2"
"No","2012","Brandenburg","(Married) couple without C. ","2","","","","2"
"No","2012","Brandenburg","Single parent ","1","","","","2"
"No","2012","Brandenburg","Couple + C. LE 16 ","7","","","","2"
"No","2012","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","2012","Schleswig-Holstein","Single parent ","1","","","","2"
"No","2012","Schleswig-Holstein","Couple + C. LE 16 ","22","","","","2"
"No","2012","Schleswig-Holstein","Couple + C. GT 16 ","3","","","","2"
"No","2012","Schleswig-Holstein","Couple + C. LE and GT 16","5","","","","2"
"No","2012","Hamburg","1-pers.-HH","2","","","","2"
"No","2012","Bavaria","Single parent ","19","","","","2"
"No","2012","Bavaria","Couple + C. LE 16 ","107","0.180190642938783","0.158390041230613","0.201991244646953","2"
"No","2012","Bavaria","Couple + C. GT 16 ","26","","","","2"
"No","2012","Berlin","1-pers.-HH","5","","","","2"
"No","2012","Berlin","(Married) couple without C. ","9","","","","2"
"No","2012","Brandenburg","Couple + C. LE and GT 16","2","","","","2"
"No","2012","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","1","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","","","2"
"No","2012","Saxony","1-pers.-HH","","","","","2"
"No","2012","Saxony","(Married) couple without C. ","4","","","","2"
"No","2012","Saxony","Single parent ","2","","","","2"
"No","2012","Saxony","Couple + C. LE 16 ","8","","","","2"
"No","2012","Saxony","Couple + C. GT 16 ","1","","","","2"
"No","2012","Hamburg","(Married) couple without C. ","7","","","","2"
"No","2012","Hamburg","Single parent ","3","","","","2"
"No","2012","Hamburg","Couple + C. LE 16 ","14","","","","2"
"No","2012","Hamburg","Couple + C. GT 16 ","2","","","","2"
"No","2012","Hamburg","Couple + C. LE and GT 16","7","","","","2"
"No","2012","Lower Saxony","1-pers.-HH","2","","","","2"
"No","2012","Lower Saxony","(Married) couple without C. ","11","","","","2"
"No","2012","Lower Saxony","Single parent ","9","","","","2"
"No","2012","Lower Saxony","Couple + C. LE 16 ","50","0.109376165367026","0.0861887696063453","0.132563561127706","2"
"No","2012","Lower Saxony","Couple + C. GT 16 ","9","","","","2"
"No","2012","Lower Saxony","Couple + C. LE and GT 16","23","","","","2"
"No","2012","Bremen","1-pers.-HH","1","","","","2"
"No","2012","Bremen","(Married) couple without C. ","1","","","","2"
"No","2012","Bremen","Single parent ","","","","","2"
"No","2012","Bremen","Couple + C. LE 16 ","6","","","","2"
"No","2012","Bremen","Couple + C. GT 16 ","3","","","","2"
"No","2012","Bremen","Couple + C. LE and GT 16","1","","","","2"
"No","2012","North Rhine-Westphalia","1-pers.-HH","20","","","","2"
"No","2012","North Rhine-Westphalia","(Married) couple without C. ","78","0.0900853257988964","0.0759232920153336","0.104247359582459","2"
"No","2012","North Rhine-Westphalia","Single parent ","26","","","","2"
"No","2012","North Rhine-Westphalia","Couple + C. LE 16 ","213","0.168721619287742","0.149998863713914","0.18744437486157","2"
"No","2012","North Rhine-Westphalia","Couple + C. GT 16 ","40","0.111343495617609","0.0880578400134237","0.134629151221795","2"
"No","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","61","0.207377559293135","0.168741576081601","0.246013542504669","2"
"No","2012","Hesse","1-pers.-HH","12","","","","2"
"No","2012","Hesse","(Married) couple without C. ","35","0.117980227925275","0.0907974877315399","0.145162968119011","2"
"No","2012","Hesse","Single parent ","20","","","","2"
"No","2012","Hesse","Couple + C. LE 16 ","63","0.179390098959913","0.146999325440132","0.211780872479693","2"
"No","2012","Hesse","Couple + C. GT 16 ","9","","","","2"
"No","2012","Hesse","Couple + C. LE and GT 16","19","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","6","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","18","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Single parent ","12","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","28","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","6","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","21","","","","2"
"No","2012","Baden-Württemberg","1-pers.-HH","25","","","","2"
"No","2012","Baden-Württemberg","(Married) couple without C. ","49","0.0801378290543446","0.0623601831252788","0.0979154749834103","2"
"No","2012","Baden-Württemberg","Single parent ","19","","","","2"
"No","2012","Baden-Württemberg","Couple + C. LE 16 ","113","0.216596051484025","0.190579298524958","0.242612804443092","2"
"No","2012","Baden-Württemberg","Couple + C. GT 16 ","33","0.17279836795285","0.13532392190321","0.21027281400249","2"
"No","2012","Baden-Württemberg","Couple + C. LE and GT 16","48","0.331607402698047","0.280501952886482","0.382712852509612","2"
"No","2012","Bavaria","1-pers.-HH","26","","","","2"
"No","2012","Bavaria","(Married) couple without C. ","51","0.10090309429219","0.0839108810437069","0.117895307540674","2"
"No","2012","Saxony","Couple + C. LE and GT 16","1","","","","2"
"No","2012","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","2012","Saxony-Anhalt","(Married) couple without C. ","2","","","","2"
"No","2012","Saxony-Anhalt","Single parent ","","","","","2"
"No","2012","Saxony-Anhalt","Couple + C. LE 16 ","4","","","","2"
"No","2012","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","2012","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","2012","Thuringia","1-pers.-HH","","","","","2"
"No","2012","Thuringia","(Married) couple without C. ","1","","","","2"
"No","2012","Thuringia","Single parent ","","","","","2"
"No","2012","Thuringia","Couple + C. LE 16 ","4","","","","2"
"No","2012","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","2012","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","2012","Schleswig-Holstein","(Married) couple without C. ","284","0.924681659798844","0.894617523764358","0.954745795833329","1"
"Yes","2012","Schleswig-Holstein","Single parent ","115","0.988583701279285","0.969251180687108","1.00791622187146","1"
"Yes","2012","Schleswig-Holstein","Couple + C. LE 16 ","255","0.89531718847846","0.859264773883895","0.931369603073025","1"
"Yes","2012","Schleswig-Holstein","Couple + C. GT 16 ","73","0.960673809103239","0.916974938605487","1.00437267960099","1"
"Yes","2012","Schleswig-Holstein","Couple + C. LE and GT 16","66","0.653321715581358","0.542622184063645","0.764021247099071","1"
"Yes","2012","Hamburg","1-pers.-HH","79","0.954549824386646","0.909189864123615","0.999909784649676","1"
"Yes","2012","Hamburg","(Married) couple without C. ","125","0.956352949071309","0.921499346171959","0.991206551970659","1"
"Yes","2012","Hamburg","Single parent ","52","0.872566295346257","0.784439471648988","0.960693119043526","1"
"Yes","2012","Hamburg","Couple + C. LE 16 ","91","0.79952501480079","0.722947800342761","0.876102229258819","1"
"Yes","2012","Hamburg","Couple + C. GT 16 ","40","0.828608872943838","0.714638386236308","0.942579359651367","1"
"Yes","2012","Hamburg","Couple + C. LE and GT 16","18","","","","1"
"Yes","2012","Lower Saxony","1-pers.-HH","297","0.987774679086096","0.975318880541583","1.00023047763061","1"
"Yes","2012","Schleswig-Holstein","1-pers.-HH","136","0.997955063109749","0.990390510368725","1.00551961585077","1"
"Yes","2012","Lower Saxony","(Married) couple without C. ","762","0.976505716109922","0.965828037492875","0.987183394726969","1"
"Yes","2012","Lower Saxony","Single parent ","248","0.936227611146651","0.906353940082875","0.966101282210427","1"
"Yes","2012","Lower Saxony","Couple + C. LE 16 ","646","0.890623834632974","0.867436438872294","0.913811230393655","1"
"Yes","2012","Lower Saxony","Couple + C. GT 16 ","262","0.912041175244913","0.878319404049511","0.945762946440315","1"
"Yes","2012","Lower Saxony","Couple + C. LE and GT 16","197","0.8743879347208","0.830594953906865","0.918180915534735","1"
"Yes","2012","Bremen","1-pers.-HH","33","0.951492227794965","0.879278973028373","1.02370548256156","1"
"Yes","2012","Bremen","(Married) couple without C. ","44","0.970543169439137","0.921141426538303","1.01994491233997","1"
"Yes","2012","Bremen","Single parent ","40","1","1","1","1"
"Yes","2012","Bremen","Couple + C. LE 16 ","47","0.890711505107683","0.80671409228346","0.974708917931905","1"
"Yes","2012","Bremen","Couple + C. GT 16 ","17","","","","1"
"Yes","2012","Bremen","Couple + C. LE and GT 16","4","","","","1"
"Yes","2012","North Rhine-Westphalia","1-pers.-HH","648","0.955732320132654","0.940134231762017","0.97133040850329","1"
"Yes","2012","North Rhine-Westphalia","(Married) couple without C. ","1492","0.909914674201104","0.895752640417541","0.924076707984666","1"
"Yes","2012","Bavaria","Couple + C. GT 16 ","494","0.897581806279135","0.871521951226356","0.923641661331914","1"
"Yes","2012","Bavaria","(Married) couple without C. ","1156","0.89909690570781","0.882104692459326","0.916089118956293","1"
"Yes","2012","Bavaria","Single parent ","398","0.879659392276781","0.848431445122153","0.910887339431408","1"
"Yes","2012","Bavaria","Couple + C. LE 16 ","1087","0.819809357061217","0.798008755353047","0.841609958769387","1"
"Yes","2012","Bavaria","Couple + C. LE and GT 16","359","0.856460853250213","0.822100546358776","0.89082116014165","1"
"Yes","2012","Berlin","1-pers.-HH","232","0.985925417376191","0.970928095519577","1.00092273923281","1"
"Yes","2012","Berlin","(Married) couple without C. ","320","0.9762595246568","0.959809085766352","0.992709963547247","1"
"Yes","2012","Berlin","Single parent ","118","0.920789727117337","0.873634069486102","0.967945384748572","1"
"Yes","2012","Berlin","Couple + C. LE 16 ","211","0.895997828422372","0.856717168005072","0.935278488839672","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","171","0.96108003483609","0.932587738211592","0.989572331460588","1"
"Yes","2012","Baden-Württemberg","(Married) couple without C. ","847","0.919862170945655","0.90208452501659","0.937639816874721","1"
"Yes","2012","Baden-Württemberg","Single parent ","293","0.906432699022999","0.874117961918642","0.938747436127357","1"
"Yes","2012","Baden-Württemberg","Couple + C. LE 16 ","850","0.783403948515975","0.757387195556908","0.809420701475042","1"
"Yes","2012","Baden-Württemberg","Couple + C. GT 16 ","358","0.82720163204715","0.78972718599751","0.86467607809679","1"
"Yes","2012","Baden-Württemberg","Couple + C. LE and GT 16","278","0.668392597301953","0.617287147490388","0.719498047113518","1"
"Yes","2012","Bavaria","1-pers.-HH","525","0.929370206189432","0.907977750866217","0.950762661512647","1"
"Yes","2012","Berlin","Couple + C. GT 16 ","75","1","1","1","1"
"Yes","2012","Berlin","Couple + C. LE and GT 16","29","","","","1"
"Yes","2012","Brandenburg","1-pers.-HH","163","1","1","1","1"
"Yes","2012","Brandenburg","(Married) couple without C. ","430","0.995375144480046","0.988977078734962","1.00177321022513","1"
"Yes","2012","Brandenburg","Single parent ","112","0.960223978156747","0.924190530645755","0.996257425667739","1"
"Yes","2012","Hesse","Couple + C. GT 16 ","199","0.941564792003859","0.909687690456952","0.973441893550766","1"
"Yes","2012","Hesse","Couple + C. LE and GT 16","139","0.836116649798311","0.778397436893771","0.89383586270285","1"
"Yes","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","422","0.917484584908776","0.891775377660737","0.943193792156815","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Single parent ","140","0.921257814972161","0.878440382595945","0.964075247348377","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","393","0.905302049792798","0.877333233638565","0.93327086594703","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","99","0.731766872751602","0.652498481013998","0.811035264489205","1"
"Yes","2012","Baden-Württemberg","1-pers.-HH","378","0.919151798581299","0.892536927303525","0.945766669859074","1"
"Yes","2012","Brandenburg","Couple + C. LE 16 ","214","0.965313838269361","0.941189003775886","0.989438672762835","1"
"Yes","2012","Brandenburg","Couple + C. GT 16 ","104","1","1","1","1"
"Yes","2012","Brandenburg","Couple + C. LE and GT 16","54","0.977310865742479","0.93830953697209","1.01631219451287","1"
