"pgfamstd","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Single","1987","35-65 y.","inadequately","10","","","","3"
"Single","1987","16-34 y.","in school","189","0.998818487914365","0.993933835549024","1.00370314027971","3"
"Single","1987","16-34 y.","inadequately","78","0.49642557643389","0.428148740436699","0.564702412431081","3"
"Single","1987","16-34 y.","general elemantary","714","0.700051128707889","0.672835232047792","0.727267025367987","3"
"Single","1987","16-34 y.","middle vocational","986","0.542969356182756","0.520605485981455","0.565333226384057","3"
"Single","1987","16-34 y.","vocational + Abi","76","0.552094828969729","0.473555423660543","0.630634234278916","3"
"Single","1987","16-34 y.","higher vocational","72","0.456040193722623","0.383878368062608","0.528202019382638","3"
"Single","1987","16-34 y.","higher education","99","0.48632487570758","0.419976949372751","0.552672802042409","3"
"Widowed","1987","66 and older","higher education","11","","","","5"
"Widowed","1987","66 and older","higher vocational","18","","","","5"
"Widowed","1987","16-34 y.","in school","","","","","5"
"Widowed","1987","16-34 y.","inadequately","","","","","5"
"Widowed","1987","16-34 y.","general elemantary","2","","","","5"
"Widowed","1987","16-34 y.","middle vocational","2","","","","5"
"Widowed","1987","16-34 y.","vocational + Abi","","","","","5"
"Widowed","1987","16-34 y.","higher vocational","","","","","5"
"Widowed","1987","16-34 y.","higher education","","","","","5"
"Widowed","1987","35-65 y.","in school","","","","","5"
"Widowed","1987","35-65 y.","inadequately","14","","","","5"
"Widowed","1987","35-65 y.","general elemantary","91","0.0948684070918198","0.0791258335976929","0.110610980585947","5"
"Widowed","1987","35-65 y.","middle vocational","102","0.05186294456919","0.0432611943140791","0.0604646948243008","5"
"Widowed","1987","35-65 y.","vocational + Abi","3","","","","5"
"Widowed","1987","35-65 y.","higher vocational","16","","","","5"
"Widowed","1987","35-65 y.","higher education","7","","","","5"
"Widowed","1987","66 and older","in school","","","","","5"
"Widowed","1987","66 and older","inadequately","8","","","","5"
"Widowed","1987","66 and older","general elemantary","213","0.573640914229918","0.525594751576763","0.621687076883072","5"
"Widowed","1987","66 and older","middle vocational","170","0.419316329114881","0.376193743522923","0.46243891470684","5"
"Widowed","1987","66 and older","vocational + Abi","2","","","","5"
"Divorced","1988","66 and older","higher vocational","1","","","","4"
"Divorced","1988","66 and older","higher education","1","","","","4"
"Divorced","1988","35-65 y.","in school","","","","","4"
"Divorced","1988","35-65 y.","higher education","28","","","","4"
"Divorced","1988","66 and older","in school","","","","","4"
"Divorced","1988","16-34 y.","in school","","","","","4"
"Divorced","1988","16-34 y.","inadequately","5","","","","4"
"Divorced","1988","16-34 y.","general elemantary","17","","","","4"
"Divorced","1988","16-34 y.","middle vocational","34","0.0258707107593197","0.0185349528534685","0.0332064686651709","4"
"Divorced","1988","16-34 y.","vocational + Abi","3","","","","4"
"Divorced","1988","16-34 y.","higher vocational","4","","","","4"
"Divorced","1988","35-65 y.","inadequately","16","","","","4"
"Divorced","1988","35-65 y.","general elemantary","51","0.0507909469653128","0.0386575652327123","0.0629243286979133","4"
"Divorced","1988","35-65 y.","middle vocational","143","0.0749711363408907","0.0645134854912231","0.0854287871905582","4"
"Divorced","1988","35-65 y.","vocational + Abi","5","","","","4"
"Divorced","1988","66 and older","inadequately","1","","","","4"
"Divorced","1988","66 and older","general elemantary","7","","","","4"
"Divorced","1988","66 and older","middle vocational","16","","","","4"
"Divorced","1988","66 and older","vocational + Abi","","","","","4"
"Divorced","1988","16-34 y.","higher education","5","","","","4"
"Divorced","1988","35-65 y.","higher vocational","13","","","","4"
"Married","1988","16-34 y.","in school","","","","","1"
"Married","1988","16-34 y.","inadequately","109","0.422527288936429","0.352104972968188","0.49294960490467","1"
"Married","1988","16-34 y.","general elemantary","324","0.2436696424928","0.217971177822692","0.269368107162907","1"
"Married","1988","16-34 y.","middle vocational","810","0.405416426013777","0.382728769766921","0.428104082260632","1"
"Married","1988","16-34 y.","vocational + Abi","67","0.376833749300645","0.300048246270015","0.453619252331274","1"
"Married","1988","16-34 y.","higher vocational","93","0.520892484238026","0.443965072398491","0.597819896077561","1"
"Married","1988","35-65 y.","higher education","350","0.736181464658566","0.695096582262431","0.7772663470547","1"
"Married","1988","66 and older","in school","","","","","1"
"Married","1988","66 and older","inadequately","6","","","","1"
"Married","1988","16-34 y.","higher education","100","0.425400239461779","0.357555747818613","0.493244731104946","1"
"Married","1988","35-65 y.","in school","","","","","1"
"Married","1988","35-65 y.","inadequately","426","0.772525009207703","0.735483502685793","0.809566515729613","1"
"Married","1988","35-65 y.","general elemantary","1052","0.781023995758407","0.758171258716922","0.803876732799893","1"
"Married","1988","35-65 y.","middle vocational","2018","0.787175864116339","0.770922031868338","0.803429696364339","1"
"Married","1988","35-65 y.","vocational + Abi","79","0.705490406942248","0.614779919002687","0.796200894881808","1"
"Married","1988","35-65 y.","higher vocational","262","0.813928967275516","0.770537784562055","0.857320149988977","1"
"Married","1988","66 and older","general elemantary","154","0.351132325148809","0.303266022185773","0.398998628111845","1"
"Married","1988","66 and older","middle vocational","295","0.490516510642455","0.446698267465854","0.534334753819056","1"
"Married","1988","66 and older","vocational + Abi","12","","","","1"
"Married","1988","66 and older","higher vocational","44","0.557540988282789","0.44034885270851","0.674733123857069","1"
"Married","1988","66 and older","higher education","34","0.554208948447595","0.42284711951587","0.68557077737932","1"
"Married, but separated","1988","66 and older","higher education","3","","","","2"
"Married, but separated","1988","66 and older","higher vocational","2","","","","2"
"Married, but separated","1988","16-34 y.","in school","","","","","2"
"Married, but separated","1988","16-34 y.","inadequately","5","","","","2"
"Married, but separated","1988","16-34 y.","general elemantary","28","","","","2"
"Married, but separated","1988","16-34 y.","middle vocational","39","0.0208018092484218","0.0142067551049424","0.0273968633919012","2"
"Married, but separated","1988","16-34 y.","higher education","3","","","","2"
"Married, but separated","1988","35-65 y.","middle vocational","71","0.0272946159554208","0.020824104611673","0.0337651272991685","2"
"Married, but separated","1988","35-65 y.","higher education","18","","","","2"
"Married, but separated","1988","66 and older","general elemantary","2","","","","2"
"Married, but separated","1988","16-34 y.","vocational + Abi","3","","","","2"
"Married, but separated","1988","35-65 y.","in school","","","","","2"
"Married, but separated","1988","35-65 y.","vocational + Abi","2","","","","2"
"Married, but separated","1988","16-34 y.","higher vocational","","","","","2"
"Married, but separated","1988","35-65 y.","inadequately","28","","","","2"
"Married, but separated","1988","66 and older","inadequately","","","","","2"
"Married, but separated","1988","35-65 y.","higher vocational","8","","","","2"
"Married, but separated","1988","66 and older","middle vocational","4","","","","2"
"Married, but separated","1988","66 and older","vocational + Abi","1","","","","2"
"Married, but separated","1988","35-65 y.","general elemantary","35","0.0301964656773515","0.0207400248608923","0.0396529064938106","2"
"Married, but separated","1988","66 and older","in school","","","","","2"
"Single","1988","16-34 y.","in school","162","1","1","1","3"
"Single","1988","66 and older","higher vocational","4","","","","3"
"Single","1988","16-34 y.","inadequately","70","0.509186162126511","0.437914992748821","0.580457331504201","3"
"Single","1988","16-34 y.","general elemantary","703","0.709271254614837","0.682088036807264","0.736454472422411","3"
"Single","1988","16-34 y.","middle vocational","914","0.545301705980376","0.522291918902199","0.568311493058554","3"
"Single","1988","16-34 y.","vocational + Abi","79","0.58594294175539","0.507895237080178","0.663990646430601","3"
"Single","1988","16-34 y.","higher vocational","65","0.458785197584378","0.382052561998098","0.535517833170658","3"
"Single","1988","16-34 y.","higher education","96","0.521537353353799","0.452988572406669","0.590086134300928","3"
"Single","1988","35-65 y.","in school","","","","","3"
"Single","1988","35-65 y.","inadequately","7","","","","3"
"Single","1988","35-65 y.","general elemantary","38","0.0457837058714385","0.0342335816247731","0.0573338301181039","3"
"Single","1988","35-65 y.","middle vocational","101","0.0573427886970728","0.0481101519031978","0.0665754254909479","3"
"Single","1988","35-65 y.","vocational + Abi","7","","","","3"
"Single","1988","35-65 y.","higher vocational","12","","","","3"
"Single","1988","35-65 y.","higher education","38","0.110933763204046","0.0816561352192214","0.140211391188871","3"
"Single","1988","66 and older","in school","","","","","3"
"Single","1988","66 and older","inadequately","2","","","","3"
"Single","1988","66 and older","general elemantary","21","","","","3"
"Single","1988","66 and older","middle vocational","22","","","","3"
"Single","1988","66 and older","vocational + Abi","4","","","","3"
"Single","1988","66 and older","higher education","7","","","","3"
"Widowed","1988","66 and older","higher vocational","18","","","","5"
"Widowed","1988","66 and older","in school","","","","","5"
"Widowed","1988","66 and older","inadequately","8","","","","5"
"Widowed","1988","66 and older","general elemantary","198","0.566280896802279","0.516583156685264","0.615978636919295","5"
"Widowed","1988","35-65 y.","higher education","8","","","","5"
"Widowed","1988","66 and older","middle vocational","163","0.407925444825489","0.364848818248049","0.451002071402929","5"
"Widowed","1988","66 and older","higher education","10","","","","5"
"Widowed","1988","35-65 y.","in school","","","","","5"
"Widowed","1988","35-65 y.","inadequately","15","","","","5"
"Widowed","1988","35-65 y.","general elemantary","82","0.09220488572749","0.0762174556537187","0.108192315801261","5"
"Widowed","1988","35-65 y.","middle vocational","103","0.0532155948902772","0.0443019678684159","0.0621292219121385","5"
"Widowed","1988","35-65 y.","vocational + Abi","4","","","","5"
"Widowed","1988","35-65 y.","higher vocational","14","","","","5"
"Widowed","1988","66 and older","vocational + Abi","2","","","","5"
"Widowed","1988","16-34 y.","in school","","","","","5"
"Widowed","1988","16-34 y.","inadequately","","","","","5"
"Widowed","1988","16-34 y.","general elemantary","","","","","5"
"Widowed","1988","16-34 y.","middle vocational","2","","","","5"
"Widowed","1988","16-34 y.","vocational + Abi","1","","","","5"
"Widowed","1988","16-34 y.","higher vocational","","","","","5"
"Widowed","1988","16-34 y.","higher education","","","","","5"
"Divorced","1989","66 and older","higher vocational","1","","","","4"
"Divorced","1989","66 and older","higher education","1","","","","4"
