"pgfamstd","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"8","2004","Employed","1-pers.-HH","","","",""
"8","2004","Employed","(Married) couple without C. ","","","",""
"8","2004","Employed","Single parent ","","","",""
"8","2004","Employed","Couple + C. LE 16 ","","","",""
"8","2004","Employed","Couple + C. GT 16 ","","","",""
"8","2004","Employed","Couple + C. LE and GT 16","","","",""
"1","2005","Not Employed","1-pers.-HH","","","",""
"1","2005","Not Employed","(Married) couple without C. ","3221","0.918153835759061","0.909096606737805","0.927211064780316"
"1","2005","Not Employed","Single parent ","4","","",""
"1","2005","Not Employed","Couple + C. LE 16 ","575","0.841134149125088","0.813516388054064","0.868751910196113"
"1","2005","Not Employed","Couple + C. GT 16 ","532","0.525632139807038","0.495933827985416","0.555330451628659"
"1","2005","Not Employed","Couple + C. LE and GT 16","158","0.312160869913485","0.273186343505065","0.351135396321904"
"1","2005","Employed","1-pers.-HH","2","","",""
"1","2005","Employed","(Married) couple without C. ","2495","0.711588804467938","0.696633710676227","0.726543898259648"
"1","2005","Employed","Single parent ","6","","",""
"1","2005","Employed","Couple + C. LE 16 ","2631","0.85190343422763","0.839297766664745","0.864509101790515"
"1","2005","Employed","Couple + C. GT 16 ","1593","0.593483830263446","0.574504907612207","0.612462752914686"
"1","2005","Employed","Couple + C. LE and GT 16","839","0.67875583652712","0.651930448522609","0.705581224531631"
"2","2005","Not Employed","1-pers.-HH","47","0.0317576325371871","0.022575466871503","0.0409397982028713"
"2","2005","Not Employed","(Married) couple without C. ","28","","",""
"2","2005","Not Employed","Single parent ","28","","",""
"2","2005","Not Employed","Couple + C. LE 16 ","8","","",""
"2","2005","Not Employed","Couple + C. GT 16 ","6","","",""
"2","2005","Not Employed","Couple + C. LE and GT 16","5","","",""
"2","2005","Employed","1-pers.-HH","127","0.0705144467412286","0.0576737394584019","0.0833551540240553"
"2","2005","Employed","(Married) couple without C. ","43","0.0116707861845066","0.00812535220191523","0.015216220167098"
"2","2005","Employed","Single parent ","97","0.132383261538697","0.107524500221238","0.157242022856157"
"2","2005","Employed","Couple + C. LE 16 ","27","","",""
"2","2005","Employed","Couple + C. GT 16 ","17","","",""
"2","2005","Employed","Couple + C. LE and GT 16","15","","",""
"3","2005","Not Employed","1-pers.-HH","267","0.198843583514934","0.177943718956095","0.219743448073773"
"3","2005","Not Employed","(Married) couple without C. ","95","0.0243971051494034","0.0192997587631695","0.0294944515356374"
"3","2005","Not Employed","Single parent ","213","0.573015288209688","0.524297252955321","0.621733323464055"
"3","2005","Not Employed","Couple + C. LE 16 ","74","0.109132930035934","0.0855756622054598","0.132690197866408"
"3","2005","Not Employed","Couple + C. GT 16 ","542","0.462718995854392","0.433064360655096","0.492373631053689"
"3","2005","Not Employed","Couple + C. LE and GT 16","366","0.660452541534415","0.62062172347897","0.700283359589861"
"3","2005","Employed","1-pers.-HH","967","0.660191165537939","0.636434758405389","0.683947572670489"
"3","2005","Employed","(Married) couple without C. ","769","0.217774741233417","0.204149688200983","0.231399794265851"
"3","2005","Employed","Single parent ","315","0.437077264691705","0.400693931131281","0.473460598252128"
"3","2005","Employed","Couple + C. LE 16 ","271","0.0972890707697969","0.0867717638145643","0.10780637772503"
"3","2005","Employed","Couple + C. GT 16 ","884","0.373549442381103","0.354857878290273","0.392241006471933"
"3","2005","Employed","Couple + C. LE and GT 16","270","0.259336508629284","0.234158933546628","0.28451408371194"
"4","2005","Not Employed","1-pers.-HH","228","0.164393979623384","0.144986338269192","0.183801620977576"
"4","2005","Not Employed","(Married) couple without C. ","76","0.0220987955433379","0.017241771536681","0.0269558195499947"
"4","2005","Not Employed","Single parent ","69","0.196559398829443","0.157419085951486","0.235699711707401"
"4","2005","Not Employed","Couple + C. LE 16 ","16","","",""
"4","2005","Not Employed","Couple + C. GT 16 ","4","","",""
"4","2005","Not Employed","Couple + C. LE and GT 16","11","","",""
"4","2005","Employed","1-pers.-HH","339","0.217395593988933","0.196707280627826","0.238083907350041"
"4","2005","Employed","(Married) couple without C. ","184","0.048196588568047","0.0411260856064761","0.0552670915296179"
"4","2005","Employed","Single parent ","238","0.361728068323868","0.326483437730333","0.396972698917404"
"4","2005","Employed","Couple + C. LE 16 ","115","0.0399452646751428","0.0329953604467885","0.0468951689034971"
"4","2005","Employed","Couple + C. GT 16 ","69","0.0223271058047018","0.0166183534934821","0.0280358581159215"
"4","2005","Employed","Couple + C. LE and GT 16","36","0.0419542630442283","0.0304369075852479","0.0534716185032088"
"5","2005","Not Employed","1-pers.-HH","858","0.604655864170958","0.579054046012869","0.630257682329047"
"5","2005","Not Employed","(Married) couple without C. ","99","0.0280778678739172","0.022619833625098","0.0335359021227363"
"5","2005","Not Employed","Single parent ","82","0.171348557665104","0.134235505683028","0.208461609647181"
"5","2005","Not Employed","Couple + C. LE 16 ","","","",""
"5","2005","Not Employed","Couple + C. GT 16 ","2","","",""
"5","2005","Not Employed","Couple + C. LE and GT 16","3","","",""
"5","2005","Employed","1-pers.-HH","90","0.0508931928935741","0.0398697827670157","0.0619166030201326"
"5","2005","Employed","(Married) couple without C. ","27","","",""
"5","2005","Employed","Single parent ","57","0.0580456246968462","0.0408942607059005","0.0751969886877919"
"5","2005","Employed","Couple + C. LE 16 ","4","","",""
"5","2005","Employed","Couple + C. GT 16 ","10","","",""
"5","2005","Employed","Couple + C. LE and GT 16","4","","",""
"6","2005","Not Employed","1-pers.-HH","1","","",""
"6","2005","Not Employed","(Married) couple without C. ","","","",""
"6","2005","Not Employed","Single parent ","","","",""
"6","2005","Not Employed","Couple + C. LE 16 ","","","",""
"6","2005","Not Employed","Couple + C. GT 16 ","","","",""
"6","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"6","2005","Employed","1-pers.-HH","2","","",""
"6","2005","Employed","(Married) couple without C. ","","","",""
"6","2005","Employed","Single parent ","1","","",""
"6","2005","Employed","Couple + C. LE 16 ","","","",""
"6","2005","Employed","Couple + C. GT 16 ","","","",""
"6","2005","Employed","Couple + C. LE and GT 16","","","",""
"7","2005","Not Employed","1-pers.-HH","","","",""
"7","2005","Not Employed","(Married) couple without C. ","","","",""
"7","2005","Not Employed","Single parent ","","","",""
"7","2005","Not Employed","Couple + C. LE 16 ","","","",""
"7","2005","Not Employed","Couple + C. GT 16 ","","","",""
"7","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"7","2005","Employed","1-pers.-HH","","","",""
"7","2005","Employed","(Married) couple without C. ","7","","",""
"7","2005","Employed","Single parent ","","","",""
"7","2005","Employed","Couple + C. LE 16 ","2","","",""
"7","2005","Employed","Couple + C. GT 16 ","","","",""
"7","2005","Employed","Couple + C. LE and GT 16","","","",""
"8","2005","Not Employed","1-pers.-HH","","","",""
"8","2005","Not Employed","(Married) couple without C. ","","","",""
"8","2005","Not Employed","Single parent ","","","",""
"8","2005","Not Employed","Couple + C. LE 16 ","","","",""
"8","2005","Not Employed","Couple + C. GT 16 ","","","",""
"8","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"8","2005","Employed","1-pers.-HH","","","",""
"8","2005","Employed","(Married) couple without C. ","","","",""
"8","2005","Employed","Single parent ","","","",""
"8","2005","Employed","Couple + C. LE 16 ","","","",""
"8","2005","Employed","Couple + C. GT 16 ","","","",""
"8","2005","Employed","Couple + C. LE and GT 16","","","",""
"1","2006","Not Employed","1-pers.-HH","1","","",""
"1","2006","Not Employed","(Married) couple without C. ","3684","0.91791261628138","0.909410247596121","0.926414984966638"
"1","2006","Not Employed","Single parent ","3","","",""
"1","2006","Not Employed","Couple + C. LE 16 ","646","0.842985865901348","0.817034863614613","0.868936868188083"
"1","2006","Not Employed","Couple + C. GT 16 ","546","0.498829639599391","0.470179682582666","0.527479596616115"
"1","2006","Not Employed","Couple + C. LE and GT 16","164","0.304178588209286","0.26562474808097","0.342732428337602"
"1","2006","Employed","1-pers.-HH","","","",""
"1","2006","Employed","(Married) couple without C. ","2762","0.695085856160496","0.680572048859452","0.70959966346154"
"1","2006","Employed","Single parent ","5","","",""
"1","2006","Employed","Couple + C. LE 16 ","2742","0.857980925247777","0.845840888539616","0.870120961955939"
"1","2006","Employed","Couple + C. GT 16 ","1653","0.600590648386531","0.581850864721418","0.619330432051644"
"1","2006","Employed","Couple + C. LE and GT 16","787","0.698643674046374","0.67122730249517","0.726060045597579"
"2","2006","Not Employed","1-pers.-HH","67","0.0408892792245156","0.0313541641849493","0.0504243942640818"
"2","2006","Not Employed","(Married) couple without C. ","29","","",""
"2","2006","Not Employed","Single parent ","35","0.0652317716181786","0.042416618259432","0.0880469249769251"
"2","2006","Not Employed","Couple + C. LE 16 ","7","","",""
"2","2006","Not Employed","Couple + C. GT 16 ","3","","",""
"2","2006","Not Employed","Couple + C. LE and GT 16","6","","",""
"2","2006","Employed","1-pers.-HH","123","0.0693369170882964","0.0570650206136595","0.0816088135629333"
"2","2006","Employed","(Married) couple without C. ","49","0.0131820264627379","0.0095863305456071","0.0167777223798687"
"2","2006","Employed","Single parent ","109","0.126884057005226","0.103236011628668","0.150532102381785"
"2","2006","Employed","Couple + C. LE 16 ","21","","",""
"2","2006","Employed","Couple + C. GT 16 ","23","","",""
"2","2006","Employed","Couple + C. LE and GT 16","8","","",""
"3","2006","Not Employed","1-pers.-HH","313","0.20224403403852","0.18290388899412","0.22158417908292"
"3","2006","Not Employed","(Married) couple without C. ","105","0.0268479307589068","0.0218412854951833","0.0318545760226303"
"3","2006","Not Employed","Single parent ","244","0.560289943836985","0.514430218742101","0.606149668931869"
"3","2006","Not Employed","Couple + C. LE 16 ","83","0.11153785412626","0.089083259349141","0.133992448903379"
"3","2006","Not Employed","Couple + C. GT 16 ","609","0.488417527719379","0.459775180262147","0.51705987517661"
"3","2006","Not Employed","Couple + C. LE and GT 16","370","0.675913745180137","0.636691687592484","0.715135802767791"
"3","2006","Employed","1-pers.-HH","1034","0.651223949548653","0.628200431519898","0.674247467577409"
"3","2006","Employed","(Married) couple without C. ","787","0.22487097965805","0.211708823279803","0.238033136036297"
"3","2006","Employed","Single parent ","330","0.449124229125215","0.413784286453749","0.484464171796682"
"3","2006","Employed","Couple + C. LE 16 ","297","0.0935781883028631","0.083449333760348","0.103707042845378"
"3","2006","Employed","Couple + C. GT 16 ","866","0.363435333595411","0.345031808665055","0.381838858525766"
"3","2006","Employed","Couple + C. LE and GT 16","244","0.258927936053802","0.232754446332482","0.285101425775123"
"4","2006","Not Employed","1-pers.-HH","281","0.171276308932801","0.153136180331516","0.189416437534085"
"4","2006","Not Employed","(Married) couple without C. ","85","0.022883860025554","0.0182521774144891","0.0275155426366188"
"4","2006","Not Employed","Single parent ","85","0.206318626255331","0.168930461566472","0.243706790944189"
"4","2006","Not Employed","Couple + C. LE 16 ","18","","",""
"4","2006","Not Employed","Couple + C. GT 16 ","10","","",""
"4","2006","Not Employed","Couple + C. LE and GT 16","5","","",""
"4","2006","Employed","1-pers.-HH","376","0.222741562996323","0.202640615488064","0.242842510504581"
"4","2006","Employed","(Married) couple without C. ","230","0.0540624007247553","0.0469330127435536","0.0611917887059569"
"4","2006","Employed","Single parent ","256","0.361318492426911","0.327187962746229","0.395449022107593"
"4","2006","Employed","Couple + C. LE 16 ","109","0.0393868676664311","0.0326220230466904","0.0461517122861718"
"4","2006","Employed","Couple + C. GT 16 ","74","0.0240498618291799","0.0181879904705553","0.0299117331878045"
"4","2006","Employed","Couple + C. LE and GT 16","34","0.036521724147419","0.0253134549110528","0.0477299933837853"
"5","2006","Not Employed","1-pers.-HH","995","0.583507318370391","0.559770982545727","0.607243654195055"
"5","2006","Not Employed","(Married) couple without C. ","101","0.0243930671263263","0.0196147859619546","0.029171348290698"
"5","2006","Not Employed","Single parent ","83","0.165857502281034","0.131491460115442","0.200223544446626"
"5","2006","Not Employed","Couple + C. LE 16 ","1","","",""
"5","2006","Not Employed","Couple + C. GT 16 ","2","","",""
"5","2006","Not Employed","Couple + C. LE and GT 16","2","","",""
"5","2006","Employed","1-pers.-HH","109","0.0544631311658601","0.0435002750938815","0.0654259872378388"
"5","2006","Employed","(Married) couple without C. ","28","","",""
"5","2006","Employed","Single parent ","61","0.0589085993355102","0.0421799447664692","0.0756372539045513"
"5","2006","Employed","Couple + C. LE 16 ","4","","",""
"5","2006","Employed","Couple + C. GT 16 ","8","","",""
"5","2006","Employed","Couple + C. LE and GT 16","3","","",""
"6","2006","Not Employed","1-pers.-HH","","","",""
"6","2006","Not Employed","(Married) couple without C. ","","","",""
"6","2006","Not Employed","Single parent ","","","",""
"6","2006","Not Employed","Couple + C. LE 16 ","","","",""
"6","2006","Not Employed","Couple + C. GT 16 ","","","",""
"6","2006","Not Employed","Couple + C. LE and GT 16","","","",""
"6","2006","Employed","1-pers.-HH","3","","",""
"6","2006","Employed","(Married) couple without C. ","","","",""
"6","2006","Employed","Single parent ","","","",""
"6","2006","Employed","Couple + C. LE 16 ","","","",""
"6","2006","Employed","Couple + C. GT 16 ","","","",""
"6","2006","Employed","Couple + C. LE and GT 16","","","",""
"7","2006","Not Employed","1-pers.-HH","","","",""
"7","2006","Not Employed","(Married) couple without C. ","","","",""
"7","2006","Not Employed","Single parent ","","","",""
"7","2006","Not Employed","Couple + C. LE 16 ","","","",""
