"pgfamstd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1998","in school","West Germany","","","","","4"
"Divorced","1998","in school","East Germany","","","","","4"
"Divorced","1998","inadequately","West Germany","18","","","","4"
"Divorced","1998","inadequately","East Germany","2","","","","4"
"Divorced","1998","general elemantary","West Germany","100","0.0573102273805382","0.047517133310205","0.0671033214508713","4"
"Divorced","1998","general elemantary","East Germany","22","","","","4"
"Divorced","1998","middle vocational","West Germany","294","0.0746965845940393","0.0673571748033351","0.0820359943847436","4"
"Divorced","1998","middle vocational","East Germany","139","0.0816046293067454","0.0698819112876072","0.0933273473258836","4"
"Divorced","1998","vocational + Abi","West Germany","13","","","","4"
"Married","1998","in school","West Germany","3","","","","1"
"Married","1998","in school","East Germany","","","","","1"
"Married","1998","inadequately","West Germany","324","0.670006566590373","0.625563292882316","0.714449840298431","1"
"Married","1998","inadequately","East Germany","6","","","","1"
"Married","1998","general elemantary","West Germany","1238","0.485358562799817","0.464301238465425","0.506415887134209","1"
"Married","1998","general elemantary","East Germany","123","0.326176609889603","0.279040282545505","0.373312937233702","1"
"Married","1998","middle vocational","West Germany","3181","0.613746978497258","0.600154479477163","0.627339477517352","1"
"Married","1998","middle vocational","East Germany","1312","0.571863709904181","0.550675543903566","0.593051875904796","1"
"Married","1998","vocational + Abi","West Germany","269","0.552373751606544","0.506121711335944","0.598625791877144","1"
"Married","1998","vocational + Abi","East Germany","34","0.406158498772575","0.289430059181764","0.522886938363386","1"
"Married","1998","higher vocational","West Germany","429","0.690136233617007","0.652694832237498","0.727577634996516","1"
"Married","1998","higher vocational","East Germany","185","0.747536817587418","0.692344970035112","0.802728665139725","1"
"Married","1998","higher education","West Germany","693","0.605012836575911","0.576189733322236","0.633835939829586","1"
"Married","1998","higher education","East Germany","664","0.711081045043099","0.680979652853787","0.741182437232411","1"
"Married, but separated","1998","general elemantary","West Germany","43","0.0207931680668371","0.0147811951954823","0.0268051409381919","2"
"Married, but separated","1998","general elemantary","East Germany","3","","","","2"
"Married, but separated","1998","middle vocational","West Germany","138","0.031086372884871","0.0262413454563844","0.0359314003133575","2"
"Married, but separated","1998","middle vocational","East Germany","47","0.0269207020173148","0.0199900613210865","0.0338513427135431","2"
"Married, but separated","1998","vocational + Abi","West Germany","6","","","","2"
"Married, but separated","1998","vocational + Abi","East Germany","","","","","2"
"Married, but separated","1998","higher vocational","West Germany","11","","","","2"
"Married, but separated","1998","higher vocational","East Germany","2","","","","2"
"Married, but separated","1998","higher education","West Germany","28","","","","2"
"Married, but separated","1998","higher education","East Germany","14","","","","2"
"Married, but separated","1998","in school","East Germany","1","","","","2"
"Married, but separated","1998","inadequately","West Germany","18","","","","2"
"Married, but separated","1998","in school","West Germany","1","","","","2"
"Married, but separated","1998","inadequately","East Germany","","","","","2"
"Single","1998","vocational + Abi","East Germany","31","0.55056378055218","0.432332746558766","0.668794814545593","3"
"Single","1998","higher vocational","West Germany","98","0.172708822071352","0.142104290217047","0.203313353925656","3"
"Single","1998","higher vocational","East Germany","34","0.138947853319602","0.0950037851066476","0.182891921532556","3"
"Single","1998","higher education","West Germany","274","0.25121259735127","0.225640466171929","0.276784728530611","3"
"Single","1998","higher education","East Germany","100","0.132267090650642","0.109768363531304","0.15476581776998","3"
"Single","1998","inadequately","East Germany","6","","","","3"
"Single","1998","general elemantary","West Germany","498","0.209016873897244","0.191885438760458","0.22614830903403","3"
"Single","1998","general elemantary","East Germany","173","0.338220566017884","0.290652780682036","0.385788351353731","3"
"Single","1998","in school","West Germany","221","0.984916373163371","0.968990274556444","1.0008424717703","3"
"Single","1998","in school","East Germany","108","0.994202308380652","0.979949521825747","1.00845509493556","3"
"Single","1998","inadequately","West Germany","42","0.128798788499481","0.0971374706581195","0.160460106340842","3"
"Single","1998","middle vocational","West Germany","1066","0.197861572145281","0.18673979801227","0.208983346278292","3"
"Single","1998","middle vocational","East Germany","450","0.207638721353127","0.190269839046532","0.225007603659722","3"
"Single","1998","vocational + Abi","West Germany","146","0.351492538020572","0.307083419840865","0.395901656200279","3"
"Widowed","1998","in school","West Germany","","","","","5"
"Widowed","1998","in school","East Germany","","","","","5"
"Widowed","1998","inadequately","West Germany","28","","","","5"
"Widowed","1998","inadequately","East Germany","1","","","","5"
"Widowed","1998","general elemantary","West Germany","285","0.227521167855563","0.20985779401785","0.245184541693277","5"
"Widowed","1998","general elemantary","East Germany","59","0.250716899602474","0.207138521189726","0.294295278015222","5"
"Widowed","1998","middle vocational","West Germany","250","0.0826084918785514","0.0749232350295004","0.0902937487276023","5"
"Widowed","1998","middle vocational","East Germany","147","0.111972237418631","0.0984694158973214","0.125475058939941","5"
"Widowed","1998","vocational + Abi","West Germany","10","","","","5"
"Widowed","1998","vocational + Abi","East Germany","1","","","","5"
"Widowed","1998","higher vocational","West Germany","21","","","","5"
"Widowed","1998","higher vocational","East Germany","7","","","","5"
"Widowed","1998","higher education","West Germany","26","","","","5"
"Widowed","1998","higher education","East Germany","27","","","","5"
"Divorced","1999","in school","West Germany","","","","","4"
"Divorced","1999","in school","East Germany","","","","","4"
"Divorced","1999","inadequately","West Germany","16","","","","4"
"Divorced","1999","inadequately","East Germany","2","","","","4"
"Divorced","1999","general elemantary","West Germany","103","0.0577181619706346","0.0476766323895423","0.0677596915517269","4"
"Divorced","1999","general elemantary","East Germany","22","","","","4"
"Divorced","1999","middle vocational","West Germany","325","0.0817916137879291","0.0740908875441507","0.0894923400317076","4"
"Divorced","1999","middle vocational","East Germany","148","0.091620713121782","0.0792079209009103","0.104033505342654","4"
"Divorced","1999","vocational + Abi","West Germany","16","","","","4"
"Divorced","1999","vocational + Abi","East Germany","2","","","","4"
"Divorced","1999","higher vocational","West Germany","30","0.067689996504082","0.0471746306032372","0.0882053624049268","4"
"Divorced","1999","higher vocational","East Germany","11","","","","4"
"Divorced","1999","higher education","West Germany","79","0.0860059926439999","0.0694598651933892","0.102552120094611","4"
"Divorced","1999","higher education","East Germany","71","0.115724726969259","0.0943323850199198","0.137117068918599","4"
"Married","1999","in school","West Germany","4","","","","1"
"Married","1999","in school","East Germany","","","","","1"
"Married","1999","inadequately","West Germany","311","0.664022735280818","0.618247260581707","0.709798209979929","1"
"Married","1999","inadequately","East Germany","6","","","","1"
"Married","1999","general elemantary","West Germany","1158","0.47296114974266","0.451463684047932","0.494458615437388","1"
"Married","1999","general elemantary","East Germany","115","0.317985759302462","0.27059848890598","0.365373029698944","1"
"Married","1999","middle vocational","West Germany","3118","0.608550672331913","0.594835766888157","0.62226557777567","1"
"Married","1999","middle vocational","East Germany","1255","0.540758173301333","0.5193163701542","0.562199976448466","1"
"Married","1999","vocational + Abi","West Germany","262","0.560553756141921","0.513966583051922","0.607140929231921","1"
"Married","1999","vocational + Abi","East Germany","33","0.340183912182618","0.232239400249728","0.448128424115508","1"
"Married","1999","higher vocational","West Germany","413","0.654040385669395","0.615193891153595","0.692886880185195","1"
"Married","1999","higher vocational","East Germany","183","0.739482145827641","0.684409521705599","0.794554769949682","1"
"Married","1999","higher education","West Germany","697","0.608670814223338","0.579868811086188","0.637472817360488","1"
"Married","1999","higher education","East Germany","650","0.703035166635371","0.672479444966099","0.733590888304643","1"
"Married, but separated","1999","in school","West Germany","1","","","","2"
"Married, but separated","1999","in school","East Germany","","","","","2"
"Married, but separated","1999","inadequately","West Germany","16","","","","2"
"Married, but separated","1999","inadequately","East Germany","","","","","2"
