"erwst","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2005","16-34 y.","middle vocational","1068","0.478081917933421","0.457860033779454","0.498303802087387","1"
"Full-time","2005","16-34 y.","vocational + Abi","245","0.545659608177278","0.499083048318362","0.592236168036194","1"
"Full-time","2005","16-34 y.","higher vocational","131","0.654276855707979","0.589797609161438","0.718756102254519","1"
"Full-time","2005","16-34 y.","higher education","365","0.682613372250115","0.642722001948411","0.72250474255182","1"
"Full-time","2005","35-65 y.","in school","","","","","1"
"Full-time","2005","35-65 y.","vocational + Abi","304","0.49926339674381","0.459121813824198","0.539404979663422","1"
"Full-time","2005","35-65 y.","higher vocational","654","0.620008825890347","0.591364010644679","0.648653641136014","1"
"Full-time","2005","35-65 y.","higher education","1944","0.629827565501134","0.612514631868135","0.647140499134133","1"
"Full-time","2005","66 and older","in school","","","","","1"
"Full-time","2005","66 and older","inadequately","","","","","1"
"Full-time","2005","66 and older","general elemantary","2","","","","1"
"Full-time","2005","16-34 y.","inadequately","13","","","","1"
"Full-time","2005","35-65 y.","inadequately","28","","","","1"
"Full-time","2005","35-65 y.","middle vocational","2802","0.476109411139339","0.463450175152643","0.488768647126035","1"
"Full-time","2005","66 and older","middle vocational","11","","","","1"
"Full-time","2005","66 and older","higher education","17","","","","1"
"Full-time","2005","66 and older","vocational + Abi","","","","","1"
"Full-time","2005","66 and older","higher vocational","2","","","","1"
"Full-time","2005","16-34 y.","in school","1","","","","1"
"Full-time","2005","35-65 y.","general elemantary","249","0.307760829752566","0.276378705593503","0.339142953911628","1"
"Non-working","2005","16-34 y.","inadequately","35","0.46267298662096","0.339551393745548","0.585794579496373","5"
"Non-working","2005","16-34 y.","general elemantary","339","0.416144837798052","0.382751473137502","0.449538202458603","5"
"Non-working","2005","16-34 y.","middle vocational","803","0.317781530768632","0.298932225412497","0.336630836124767","5"
"Non-working","2005","16-34 y.","vocational + Abi","109","0.250890590100269","0.210336875204459","0.291444304996079","5"
"Non-working","2005","16-34 y.","higher vocational","37","0.160679344946956","0.110892004265007","0.210466685628904","5"
"Non-working","2005","16-34 y.","higher education","81","0.16123364880017","0.129716596850854","0.192750700749487","5"
"Non-working","2005","35-65 y.","in school","","","","","5"
"Non-working","2005","35-65 y.","inadequately","87","0.607216692894986","0.523904323158137","0.690529062631835","5"
"Non-working","2005","35-65 y.","general elemantary","411","0.488822014951404","0.454835312570648","0.52280871733216","5"
"Non-working","2005","35-65 y.","middle vocational","1951","0.325561691509576","0.313684286174878","0.337439096844274","5"
"Non-working","2005","35-65 y.","vocational + Abi","145","0.252234421052297","0.217367799158081","0.287101042946513","5"
"Non-working","2005","35-65 y.","higher vocational","254","0.227593800432207","0.202850169788615","0.252337431075799","5"
"Non-working","2005","35-65 y.","higher education","525","0.201515582827583","0.187132720133881","0.215898445521284","5"
"Non-working","2005","16-34 y.","in school","601","0.923370499823503","0.90293696083228","0.943804038814727","5"
"Non-working","2005","66 and older","higher education","609","0.924044331287939","0.903969054977393","0.944119607598485","5"
"Non-working","2005","66 and older","inadequately","50","0.992162924001925","0.967962023337405","1.01636382466644","5"
"Non-working","2005","66 and older","in school","","","","","5"
"Non-working","2005","66 and older","general elemantary","734","0.977293137750869","0.966617636410774","0.987968639090963","5"
"Non-working","2005","66 and older","middle vocational","1933","0.971553184374878","0.96423980749928","0.978866561250477","5"
"Non-working","2005","66 and older","vocational + Abi","100","0.973131411254786","0.941751177185209","1.00451164532436","5"
"Non-working","2005","66 and older","higher vocational","247","0.971829748761754","0.951561390927167","0.992098106596342","5"
"Other","2005","16-34 y.","inadequately","12","","","","6"
"Other","2005","16-34 y.","general elemantary","331","0.35385191045901","0.321458090308083","0.386245730609937","6"
"Other","2005","35-65 y.","middle vocational","344","0.0597065270991016","0.0537006501442885","0.0657124040539148","6"
"Other","2005","35-65 y.","vocational + Abi","33","0.0549280216219384","0.0366363084422137","0.0732197348016632","6"
"Other","2005","66 and older","higher vocational","3","","","","6"
"Other","2005","66 and older","higher education","28","","","","6"
"Other","2005","16-34 y.","in school","44","0.0691486591562412","0.0496596552485518","0.0886376630639306","6"
"Other","2005","16-34 y.","middle vocational","292","0.121681399942988","0.108446903361938","0.134915896524037","6"
"Other","2005","16-34 y.","vocational + Abi","41","0.0980346610419722","0.0702182829381707","0.125851039145774","6"
"Other","2005","16-34 y.","higher vocational","12","","","","6"
"Other","2005","16-34 y.","higher education","23","","","","6"
"Other","2005","35-65 y.","in school","","","","","6"
"Other","2005","35-65 y.","inadequately","8","","","","6"
"Other","2005","35-65 y.","general elemantary","52","0.0643321973638609","0.0476511769231938","0.0810132178045281","6"
"Other","2005","35-65 y.","higher vocational","43","0.0347629996060913","0.0239527446383643","0.0455732545738184","6"
"Other","2005","35-65 y.","higher education","101","0.0390182917708466","0.0320752547488986","0.0459613287927945","6"
"Other","2005","66 and older","in school","","","","","6"
"Other","2005","66 and older","inadequately","","","","","6"
"Other","2005","66 and older","general elemantary","6","","","","6"
"Other","2005","66 and older","middle vocational","20","","","","6"
"Other","2005","66 and older","vocational + Abi","2","","","","6"
"Part-time","2005","16-34 y.","general elemantary","31","0.0380343889633633","0.025075930015258","0.0509928479114686","2"
"Part-time","2005","16-34 y.","middle vocational","181","0.0824551513549602","0.0713201099925939","0.0935901927173264","2"
"Part-time","2005","16-34 y.","vocational + Abi","44","0.105415140680481","0.0766889460263544","0.134141335334607","2"
"Part-time","2005","16-34 y.","higher education","54","0.112675335029428","0.0855763545249423","0.139774315533913","2"
"Part-time","2005","16-34 y.","inadequately","3","","","","2"
"Part-time","2005","16-34 y.","higher vocational","29","","","","2"
"Part-time","2005","16-34 y.","in school","5","","","","2"
"Part-time","2005","35-65 y.","vocational + Abi","114","0.193574160581955","0.161854329130826","0.225293992033083","2"
"Part-time","2005","35-65 y.","higher vocational","152","0.117634374071355","0.098621325909216","0.136647422233494","2"
"Part-time","2005","35-65 y.","higher education","418","0.129638559900437","0.11759444986769","0.141682669933184","2"
"Part-time","2005","35-65 y.","middle vocational","882","0.138622370251983","0.129863516620944","0.147381223883022","2"
"Part-time","2005","66 and older","in school","","","","","2"
"Part-time","2005","35-65 y.","in school","","","","","2"
"Part-time","2005","35-65 y.","inadequately","9","","","","2"
"Part-time","2005","35-65 y.","general elemantary","119","0.13908495793217","0.115557889870899","0.16261202599344","2"
"Part-time","2005","66 and older","inadequately","1","","","","2"
"Part-time","2005","66 and older","middle vocational","21","","","","2"
"Part-time","2005","66 and older","higher education","15","","","","2"
"Part-time","2005","66 and older","vocational + Abi","","","","","2"
"Part-time","2005","66 and older","higher vocational","4","","","","2"
"Part-time","2005","66 and older","general elemantary","6","","","","2"
"Full-time","2006","16-34 y.","general elemantary","127","0.17844250131674","0.152747910345906","0.204137092287574","1"
"Full-time","2006","16-34 y.","middle vocational","1044","0.468747876373771","0.448774867369533","0.488720885378008","1"
"Full-time","2006","16-34 y.","vocational + Abi","242","0.529881011364127","0.483919736676016","0.575842286052239","1"
"Full-time","2006","16-34 y.","higher vocational","124","0.688008484294424","0.621956559485147","0.754060409103701","1"
"Full-time","2006","16-34 y.","higher education","378","0.668365383258435","0.629850459064497","0.706880307452373","1"
"Full-time","2006","35-65 y.","in school","","","","","1"
"Full-time","2006","35-65 y.","inadequately","26","","","","1"
"Full-time","2006","35-65 y.","vocational + Abi","331","0.520179933676207","0.481920067933387","0.558439799419027","1"
"Full-time","2006","35-65 y.","higher vocational","669","0.602250902657508","0.574037042778471","0.630464762536545","1"
"Full-time","2006","35-65 y.","higher education","2076","0.638702425197164","0.622084477772914","0.655320372621415","1"
"Full-time","2006","66 and older","in school","1","","","","1"
"Full-time","2006","66 and older","inadequately","","","","","1"
"Full-time","2006","66 and older","general elemantary","5","","","","1"
"Full-time","2006","66 and older","middle vocational","19","","","","1"
"Full-time","2006","66 and older","higher education","24","","","","1"
"Full-time","2006","16-34 y.","in school","1","","","","1"
"Full-time","2006","16-34 y.","inadequately","10","","","","1"
"Full-time","2006","35-65 y.","general elemantary","246","0.307632118344192","0.276787233018313","0.338477003670072","1"
"Full-time","2006","35-65 y.","middle vocational","2974","0.476899061633132","0.464666190156466","0.489131933109797","1"
"Full-time","2006","66 and older","vocational + Abi","2","","","","1"
"Full-time","2006","66 and older","higher vocational","4","","","","1"
"Non-working","2006","16-34 y.","inadequately","31","0.523593439970293","0.396152768792309","0.651034111148277","5"
"Non-working","2006","16-34 y.","general elemantary","359","0.42364933608157","0.390488899524995","0.456809772638145","5"
"Non-working","2006","16-34 y.","middle vocational","855","0.323977603105901","0.305246578346838","0.342708627864964","5"
"Non-working","2006","16-34 y.","vocational + Abi","119","0.242934710621065","0.203442591066539","0.28242683017559","5"
"Non-working","2006","35-65 y.","middle vocational","2064","0.321298704605002","0.309861595720266","0.332735813489739","5"
"Non-working","2006","35-65 y.","vocational + Abi","156","0.234404281643253","0.201962106905157","0.266846456381348","5"
"Non-working","2006","35-65 y.","higher vocational","263","0.230802197138873","0.206513279574464","0.255091114703281","5"
"Non-working","2006","35-65 y.","higher education","553","0.185227419788117","0.171788436436979","0.198666403139254","5"
"Non-working","2006","16-34 y.","in school","519","0.823307095834749","0.793547714728587","0.85306647694091","5"
"Non-working","2006","16-34 y.","higher vocational","28","","","","5"
"Non-working","2006","16-34 y.","higher education","106","0.196037469096096","0.163560193350183","0.228514744842009","5"
"Non-working","2006","35-65 y.","in school","1","","","","5"
"Non-working","2006","35-65 y.","inadequately","82","0.671088204442529","0.589378101520794","0.752798307364263","5"
"Non-working","2006","35-65 y.","general elemantary","436","0.506254817217493","0.472840323481834","0.539669310953151","5"
"Non-working","2006","66 and older","higher education","738","0.930205837785717","0.912615278426661","0.947796397144772","5"
"Non-working","2006","66 and older","in school","3","","","","5"
"Non-working","2006","66 and older","inadequately","56","0.991551835176883","0.96779166407948","1.01531200627429","5"
"Non-working","2006","66 and older","middle vocational","2262","0.962098799047514","0.954363382482457","0.96983421561257","5"
"Non-working","2006","66 and older","vocational + Abi","108","0.948519675058904","0.907595221300378","0.989444128817429","5"
