"erwst","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","2009","inadequately","East Germany","1","","",""
"Part-time","2009","general elemantary","West Germany","102","0.0646194312721285","0.0525121609261477","0.0767267016181092"
"Part-time","2009","general elemantary","East Germany","11","","",""
"Part-time","2009","middle vocational","West Germany","833","0.108022985927219","0.100591966415697","0.115454005438742"
"Part-time","2009","middle vocational","East Germany","203","0.0836823159797898","0.0726244945929634","0.0947401373666162"
"Part-time","2009","vocational + Abi","West Germany","144","0.160555758300418","0.135875625152109","0.185235891448728"
"Part-time","2009","vocational + Abi","East Germany","17","","",""
"Part-time","2009","higher vocational","West Germany","121","0.101196684495199","0.0821683880297298","0.120224980960669"
"Part-time","2009","higher vocational","East Germany","38","0.0962134423921232","0.0662877304898272","0.126139154294419"
"Part-time","2009","higher education","West Germany","373","0.114163412122962","0.102467631913791","0.125859192332133"
"Part-time","2009","higher education","East Germany","128","0.0938487873474862","0.0774107633078725","0.1102868113871"
"Non-working","2009","in school","West Germany","345","0.820028245710958","0.783504929198999","0.856551562222918"
"Non-working","2009","in school","East Germany","73","0.890306782700489","0.822250956634976","0.958362608766002"
"Non-working","2009","inadequately","West Germany","102","0.63340159614954","0.557046639098575","0.709756553200504"
"Non-working","2009","inadequately","East Germany","9","","",""
"Non-working","2009","general elemantary","West Germany","981","0.627360711850254","0.603549939544069","0.651171484156438"
"Non-working","2009","general elemantary","East Germany","172","0.717364999646631","0.663555988154212","0.77117401113905"
"Non-working","2009","middle vocational","West Germany","2878","0.428571167985329","0.416724232284703","0.440418103685955"
"Non-working","2009","middle vocational","East Germany","1175","0.481665529913138","0.461712561259353","0.501618498566924"
"Non-working","2009","vocational + Abi","West Germany","240","0.283858357033423","0.253548147776556","0.314168566290289"
"Non-working","2009","vocational + Abi","East Germany","50","0.36836243028494","0.291930642635119","0.444794217934762"
"Non-working","2009","higher vocational","West Germany","320","0.375133293231365","0.344586126729227","0.405680459733503"
"Non-working","2009","higher vocational","East Germany","161","0.402117636135446","0.352357895612251","0.451877376658642"
"Non-working","2009","higher education","West Germany","814","0.272353570966696","0.255981046084223","0.28872609584917"
"Non-working","2009","higher education","East Germany","461","0.408562954895121","0.380854092544292","0.43627181724595"
"Other","2009","in school","West Germany","77","0.172614726921007","0.136685618363096","0.208543835478917"
"Other","2009","in school","East Germany","8","","",""
"Other","2009","inadequately","West Germany","16","","",""
"Other","2009","inadequately","East Germany","4","","",""
"Other","2009","general elemantary","West Germany","232","0.128739176895832","0.112246165483203","0.145232188308461"
"Other","2009","general elemantary","East Germany","59","0.171565856154226","0.126513617405243","0.216618094903208"
"Other","2009","middle vocational","West Germany","519","0.0812145911741407","0.0746751963784288","0.0877539859698526"
"Other","2009","middle vocational","East Germany","134","0.0640480983680289","0.0542710091909921","0.0738251875450658"
"Other","2009","vocational + Abi","West Germany","59","0.0620869260731389","0.0458643431701856","0.0783095089760923"
"Other","2009","vocational + Abi","East Germany","7","","",""
"Other","2009","higher vocational","West Germany","49","0.0447085536456759","0.0316694514531074","0.0577476558382445"
"Other","2009","higher vocational","East Germany","8","","",""
"Other","2009","higher education","West Germany","112","0.055215243232553","0.0468151355252277","0.0636153509398783"
"Other","2009","higher education","East Germany","27","","",""
"Full-time","2010","in school","West Germany","","","",""
"Full-time","2010","in school","East Germany","2","","",""
"Full-time","2010","inadequately","West Germany","55","0.198402557820672","0.154362831757787","0.242442283883556"
"Full-time","2010","inadequately","East Germany","2","","",""
"Full-time","2010","general elemantary","West Germany","379","0.16771777054853","0.15209500505316","0.1833405360439"
"Full-time","2010","general elemantary","East Germany","32","0.0861026155614783","0.0562415616711174","0.115963669451839"
"Full-time","2010","middle vocational","West Germany","3194","0.374077283413225","0.363999377216145","0.384155189610305"
"Full-time","2010","middle vocational","East Germany","1117","0.378512913595691","0.360995828231681","0.396029998959701"
"Full-time","2010","vocational + Abi","West Germany","569","0.480133278234128","0.454479860797743","0.505786695670513"
"Full-time","2010","vocational + Abi","East Germany","116","0.493392159043259","0.432386473280864","0.554397844805653"
"Full-time","2010","higher vocational","West Germany","624","0.475247920547682","0.447039936826414","0.503455904268949"
"Full-time","2010","higher vocational","East Germany","185","0.499257556149502","0.451152185167815","0.547362927131189"
"Full-time","2010","higher education","West Germany","2028","0.550687062537917","0.535250771026113","0.56612335404972"
"Full-time","2010","higher education","East Germany","681","0.45680060816509","0.430679423936434","0.482921792393746"
"Part-time","2010","in school","West Germany","2","","",""
"Part-time","2010","in school","East Germany","","","",""
"Part-time","2010","inadequately","West Germany","15","","",""
"Part-time","2010","inadequately","East Germany","","","",""
"Part-time","2010","general elemantary","West Germany","167","0.0727974840841307","0.0619337644669931","0.0836612037012683"
"Part-time","2010","general elemantary","East Germany","15","","",""
"Part-time","2010","middle vocational","West Germany","1214","0.105029994461789","0.0986445637229076","0.111415425200671"
"Part-time","2010","middle vocational","East Germany","283","0.0971894640358637","0.0864911992064468","0.107887728865281"
"Part-time","2010","vocational + Abi","West Germany","302","0.163098779448128","0.144128192363181","0.182069366533076"
"Part-time","2010","vocational + Abi","East Germany","39","0.125326040638113","0.0849259819267884","0.165726099349437"
"Part-time","2010","higher vocational","West Germany","152","0.119484971326112","0.101163519885399","0.137806422766824"
"Part-time","2010","higher vocational","East Germany","52","0.0744173434382895","0.0491669163612018","0.0996677705153771"
"Part-time","2010","higher education","West Germany","629","0.121484379309141","0.111346408499475","0.131622350118806"
"Part-time","2010","higher education","East Germany","171","0.0974377275071945","0.0818869520971556","0.112988502917233"
"Non-working","2010","in school","West Germany","497","0.832171852889899","0.802802673653264","0.861541032126534"
"Non-working","2010","in school","East Germany","73","0.872353716625666","0.801827715405014","0.942879717846318"
"Non-working","2010","inadequately","West Germany","214","0.6864898688525","0.635258534186553","0.737721203518448"
"Non-working","2010","inadequately","East Germany","22","","",""
"Non-working","2010","general elemantary","West Germany","1296","0.608039700088581","0.587626077965688","0.628453322211474"
"Non-working","2010","general elemantary","East Germany","218","0.666916250466353","0.616744342809198","0.717088158123507"
"Non-working","2010","middle vocational","West Germany","3681","0.437293745062502","0.426962401805984","0.447625088319019"
"Non-working","2010","middle vocational","East Germany","1355","0.459722254558611","0.441722700528044","0.477721808589179"
"Non-working","2010","vocational + Abi","West Germany","466","0.282295425982739","0.259183129879413","0.305407722086066"
"Non-working","2010","vocational + Abi","East Germany","86","0.326970010164002","0.269728720929904","0.384211299398101"
"Non-working","2010","higher vocational","West Germany","368","0.361584606620255","0.334445753577172","0.388723459663338"
"Non-working","2010","higher vocational","East Germany","169","0.41308888829956","0.365715770835561","0.460462005763559"
"Non-working","2010","higher education","West Germany","1172","0.279817385917423","0.265886628272278","0.293748143562569"
"Non-working","2010","higher education","East Germany","507","0.421428699898323","0.39553522208093","0.447322177715717"
"Other","2010","in school","West Germany","123","0.162691593563918","0.133686238848533","0.191696948279303"
"Other","2010","in school","East Germany","11","","",""
"Other","2010","inadequately","West Germany","31","0.0851545722674045","0.0543318735666533","0.115977270968156"
"Other","2010","inadequately","East Germany","6","","",""
"Other","2010","general elemantary","West Germany","355","0.151445045278758","0.13645508147762","0.166435009079895"
"Other","2010","general elemantary","East Germany","74","0.206068979134369","0.163011763964437","0.2491261943043"
"Other","2010","middle vocational","West Germany","767","0.0835989770624841","0.07783433227757","0.0893636218473983"
"Other","2010","middle vocational","East Germany","190","0.0645753678098339","0.0556988365540634","0.0734518990656045"
"Other","2010","vocational + Abi","West Germany","120","0.0744725163350038","0.0609918614932361","0.0879531711767715"
"Other","2010","vocational + Abi","East Germany","17","","",""
"Other","2010","higher vocational","West Germany","60","0.0436825015059514","0.0321376154994934","0.0552273875124093"
