"erwst","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Full-time","2007","16-34 y.","(2c_voc) vocational maturity certificate","254","0.557001205275903","0.512376644509346","0.601625766042461"
"Full-time","2007","16-34 y.","(3a) lower tertiary education","144","0.716945436126986","0.655577565894862","0.77831330635911"
"Full-time","2007","16-34 y.","(3b) higher tertiary education","236","0.660321847335305","0.610705394845307","0.709938299825304"
"Full-time","2007","35-65 y.","(0) in school","","","",""
"Full-time","2007","35-65 y.","(1a) inadequately completed","25","","",""
"Full-time","2007","35-65 y.","(1b) general elementary school","181","0.2815170614691","0.247335030880974","0.315699092057227"
"Full-time","2007","35-65 y.","(1c) basic vocational qualification","1481","0.490245433766253","0.472757448682519","0.507733418849986"
"Full-time","2007","35-65 y.","(2b) intermediate general qualification","33","0.418026509607857","0.321834074879467","0.514218944336247"
"Full-time","2007","35-65 y.","(2a) intermediate vocational","1752","0.529370914915531","0.512523870229134","0.546217959601928"
"Full-time","2007","35-65 y.","(2c_gen) general maturity certificate","58","0.423645412748804","0.337021216964151","0.510269608533456"
"Full-time","2007","35-65 y.","(2c_voc) vocational maturity certificate","493","0.545498472484821","0.513129374864272","0.577867570105371"
"Full-time","2007","35-65 y.","(3a) lower tertiary education","714","0.649672411033444","0.622051362275546","0.677293459791341"
"Full-time","2007","35-65 y.","(3b) higher tertiary education","1231","0.634757748553666","0.612963496657714","0.656552000449618"
"Full-time","2007","66 and older","(0) in school","","","",""
"Full-time","2007","66 and older","(1a) inadequately completed","","","",""
"Full-time","2007","66 and older","(1b) general elementary school","4","","",""
"Full-time","2007","66 and older","(1c) basic vocational qualification","13","","",""
"Full-time","2007","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","2007","66 and older","(2a) intermediate vocational","7","","",""
"Full-time","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","2007","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Full-time","2007","66 and older","(3a) lower tertiary education","10","","",""
"Full-time","2007","66 and older","(3b) higher tertiary education","17","","",""
"Part-time","2007","16-34 y.","(0) in school","4","","",""
"Part-time","2007","16-34 y.","(1a) inadequately completed","3","","",""
"Part-time","2007","16-34 y.","(1b) general elementary school","23","","",""
"Part-time","2007","16-34 y.","(1c) basic vocational qualification","55","0.0938246654201977","0.0686170849575523","0.119032245882843"
"Part-time","2007","16-34 y.","(2b) intermediate general qualification","16","","",""
"Part-time","2007","16-34 y.","(2a) intermediate vocational","125","0.0961453287760464","0.0779107963096605","0.114379861242432"
"Part-time","2007","16-34 y.","(2c_gen) general maturity certificate","33","0.0637210766897231","0.0452946815158822","0.0821474718635641"
"Part-time","2007","16-34 y.","(2c_voc) vocational maturity certificate","61","0.113412146460568","0.0849258960134626","0.141898396907673"
"Part-time","2007","16-34 y.","(3a) lower tertiary education","21","","",""
"Part-time","2007","16-34 y.","(3b) higher tertiary education","42","0.109082002968631","0.0764225063406146","0.141741499596648"
"Part-time","2007","35-65 y.","(0) in school","","","",""
"Part-time","2007","35-65 y.","(1a) inadequately completed","10","","",""
"Part-time","2007","35-65 y.","(1b) general elementary school","88","0.130620692937146","0.105008432487063","0.156232953387229"
"Part-time","2007","35-65 y.","(1c) basic vocational qualification","393","0.118601241200684","0.107290703087962","0.129911779313406"
"Part-time","2007","35-65 y.","(2b) intermediate general qualification","15","","",""
"Part-time","2007","35-65 y.","(2a) intermediate vocational","661","0.179557770415119","0.166602979347223","0.192512561483015"
"Part-time","2007","35-65 y.","(2c_gen) general maturity certificate","13","","",""
"Part-time","2007","35-65 y.","(2c_voc) vocational maturity certificate","193","0.213968041661696","0.18730800715156","0.240628076171832"
"Part-time","2007","35-65 y.","(3a) lower tertiary education","182","0.129565378940476","0.110122152000986","0.149008605879966"
"Part-time","2007","35-65 y.","(3b) higher tertiary education","287","0.14184432880863","0.126052352574527","0.157636305042733"
"Part-time","2007","66 and older","(0) in school","","","",""
"Part-time","2007","66 and older","(1a) inadequately completed","","","",""
"Part-time","2007","66 and older","(1b) general elementary school","2","","",""
"Part-time","2007","66 and older","(1c) basic vocational qualification","21","","",""
"Part-time","2007","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","2007","66 and older","(2a) intermediate vocational","6","","",""
"Part-time","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","2007","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Part-time","2007","66 and older","(3a) lower tertiary education","6","","",""
"Part-time","2007","66 and older","(3b) higher tertiary education","14","","",""
"Non-working","2007","16-34 y.","(0) in school","527","0.829921767768062","0.800537747586871","0.859305787949254"
"Non-working","2007","16-34 y.","(1a) inadequately completed","15","","",""
"Non-working","2007","16-34 y.","(1b) general elementary school","146","0.387371788460774","0.336696479530899","0.438047097390649"
"Non-working","2007","16-34 y.","(1c) basic vocational qualification","105","0.224140900961972","0.18808980125242","0.260192000671524"
"Non-working","2007","16-34 y.","(2b) intermediate general qualification","173","0.361695981094192","0.315578487663692","0.407813474524692"
"Non-working","2007","16-34 y.","(2a) intermediate vocational","215","0.226959091647109","0.201049756706283","0.252868426587935"
"Non-working","2007","16-34 y.","(2c_gen) general maturity certificate","376","0.481488015716503","0.443794352589255","0.519181678843751"
"Non-working","2007","16-34 y.","(2c_voc) vocational maturity certificate","115","0.242137113067608","0.203653962969478","0.280620263165738"
"Non-working","2007","16-34 y.","(3a) lower tertiary education","29","","",""
"Non-working","2007","16-34 y.","(3b) higher tertiary education","55","0.194224020614146","0.152778967811856","0.235669073416436"
"Non-working","2007","35-65 y.","(0) in school","","","",""
"Non-working","2007","35-65 y.","(1a) inadequately completed","70","0.645726272261733","0.558309881242616","0.73314266328085"
"Non-working","2007","35-65 y.","(1b) general elementary school","348","0.512404562809013","0.4744141879359","0.550394937682126"
"Non-working","2007","35-65 y.","(1c) basic vocational qualification","1071","0.333183165698955","0.316694054910126","0.349672276487784"
"Non-working","2007","35-65 y.","(2b) intermediate general qualification","41","0.326904378434715","0.23542227207944","0.41838648478999"
"Non-working","2007","35-65 y.","(2a) intermediate vocational","780","0.23842726173849","0.22404464332605","0.252809880150929"
"Non-working","2007","35-65 y.","(2c_gen) general maturity certificate","39","0.343035422061011","0.259814304134738","0.426256539987284"
"Non-working","2007","35-65 y.","(2c_voc) vocational maturity certificate","182","0.195917344362723","0.170115370007859","0.221719318717587"
"Non-working","2007","35-65 y.","(3a) lower tertiary education","216","0.177220465638727","0.155112210943764","0.19932872033369"
"Non-working","2007","35-65 y.","(3b) higher tertiary education","298","0.178606548655194","0.161269635959113","0.195943461351274"
"Non-working","2007","66 and older","(0) in school","","","",""
"Non-working","2007","66 and older","(1a) inadequately completed","66","0.985966372761461","0.957800273233674","1.01413247228925"
"Non-working","2007","66 and older","(1b) general elementary school","733","0.978020285307318","0.967499125093147","0.98854144552149"
"Non-working","2007","66 and older","(1c) basic vocational qualification","1939","0.959875061648588","0.951276237052862","0.968473886244314"
"Non-working","2007","66 and older","(2b) intermediate general qualification","38","1","1","1"
"Non-working","2007","66 and older","(2a) intermediate vocational","494","0.963074341895729","0.946834670411466","0.979314013379992"
"Non-working","2007","66 and older","(2c_gen) general maturity certificate","18","","",""
"Non-working","2007","66 and older","(2c_voc) vocational maturity certificate","174","0.977808165729542","0.956167953286215","0.999448378172868"
"Non-working","2007","66 and older","(3a) lower tertiary education","336","0.941821353117398","0.917674498658545","0.96596820757625"
"Non-working","2007","66 and older","(3b) higher tertiary education","410","0.899277248189519","0.871863514489733","0.926690981889305"
"Other","2007","16-34 y.","(0) in school","97","0.156216023373417","0.12782070808662","0.184611338660213"
"Other","2007","16-34 y.","(1a) inadequately completed","3","","",""
"Other","2007","16-34 y.","(1b) general elementary school","107","0.292784745454913","0.245449574803736","0.34011991610609"
"Other","2007","16-34 y.","(1c) basic vocational qualification","49","0.0921675054919292","0.0671606945882465","0.117174316395612"
"Other","2007","16-34 y.","(2b) intermediate general qualification","165","0.37968610446033","0.333106245399947","0.426265963520713"
"Other","2007","16-34 y.","(2a) intermediate vocational","61","0.0536493450791233","0.0397116971301306","0.067586993028116"
"Other","2007","16-34 y.","(2c_gen) general maturity certificate","198","0.336702408346345","0.301051259761641","0.37235355693105"
"Other","2007","16-34 y.","(2c_voc) vocational maturity certificate","46","0.0874495351959213","0.0620718612797327","0.11282720911211"
"Other","2007","16-34 y.","(3a) lower tertiary education","13","","",""
"Other","2007","16-34 y.","(3b) higher tertiary education","17","","",""
"Other","2007","35-65 y.","(0) in school","","","",""
"Other","2007","35-65 y.","(1a) inadequately completed","10","","",""
"Other","2007","35-65 y.","(1b) general elementary school","48","0.0754576827847411","0.0553828286850773","0.095532536884405"
"Other","2007","35-65 y.","(1c) basic vocational qualification","194","0.0579701593341081","0.0497951734717672","0.0661451451964491"
"Other","2007","35-65 y.","(2b) intermediate general qualification","12","","",""
"Other","2007","35-65 y.","(2a) intermediate vocational","179","0.0526440529308607","0.0451064100165734","0.060181695845148"
"Other","2007","35-65 y.","(2c_gen) general maturity certificate","15","","",""
"Other","2007","35-65 y.","(2c_voc) vocational maturity certificate","41","0.0446161414907592","0.0311946400133947","0.0580376429681238"
"Other","2007","35-65 y.","(3a) lower tertiary education","34","0.0435417443873539","0.031726527336579","0.0553569614381288"
"Other","2007","35-65 y.","(3b) higher tertiary education","59","0.0447913739825099","0.0354288322789369","0.0541539156860828"
"Other","2007","66 and older","(0) in school","","","",""
"Other","2007","66 and older","(1a) inadequately completed","1","","",""
"Other","2007","66 and older","(1b) general elementary school","7","","",""
"Other","2007","66 and older","(1c) basic vocational qualification","28","","",""
"Other","2007","66 and older","(2b) intermediate general qualification","","","",""
"Other","2007","66 and older","(2a) intermediate vocational","11","","",""
"Other","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Other","2007","66 and older","(2c_voc) vocational maturity certificate","1","","",""
