"erwst","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Other","2008","higher education","Male","62","0.0287437412889101","0.0219167657853286","0.0355707167924916"
"Other","2008","higher education","Female","86","0.059842498713638","0.0491967083007756","0.0704882891265004"
"Full-time","2009","in school","Male","","","",""
"Full-time","2009","in school","Female","","","",""
"Full-time","2009","inadequately","Male","24","","",""
"Full-time","2009","inadequately","Female","6","","",""
"Full-time","2009","general elemantary","Male","174","0.327300206952392","0.289244004003283","0.365356409901501"
"Full-time","2009","general elemantary","Female","122","0.0941963297403274","0.0781250186163874","0.110267640864267"
"Full-time","2009","middle vocational","Male","2308","0.543406385148795","0.528509557523723","0.558303212773868"
"Full-time","2009","middle vocational","Female","1062","0.225050085952987","0.213256763405733","0.236843408500241"
"Full-time","2009","vocational + Abi","Male","274","0.690513822581781","0.644809357268029","0.736218287895534"
"Full-time","2009","vocational + Abi","Female","212","0.344421203074177","0.306712589706636","0.382129816441719"
"Full-time","2009","higher vocational","Male","479","0.599257190410132","0.565019834219561","0.633494546600704"
"Full-time","2009","higher vocational","Female","162","0.298029509251977","0.259838480835675","0.336220537668279"
"Full-time","2009","higher education","Male","1337","0.626075759338779","0.605820720943317","0.646330797734241"
"Full-time","2009","higher education","Female","797","0.425170352231277","0.402685336003559","0.447655368458995"
"Part-time","2009","in school","Male","2","","",""
"Part-time","2009","in school","Female","1","","",""
"Part-time","2009","inadequately","Male","2","","",""
"Part-time","2009","inadequately","Female","6","","",""
"Part-time","2009","general elemantary","Male","7","","",""
"Part-time","2009","general elemantary","Female","106","0.0829742523151886","0.0677974695219737","0.0981510351084035"
"Part-time","2009","middle vocational","Male","94","0.022965362451576","0.018485567466869","0.027445157436283"
"Part-time","2009","middle vocational","Female","942","0.179132220705504","0.168303348529193","0.189961092881816"
"Part-time","2009","vocational + Abi","Male","10","","",""
"Part-time","2009","vocational + Abi","Female","151","0.244039109234142","0.20995416772179","0.278124050746494"
"Part-time","2009","higher vocational","Male","10","","",""
"Part-time","2009","higher vocational","Female","149","0.235336402704648","0.199916117426852","0.270756687982444"
"Part-time","2009","higher education","Male","87","0.0411819770177342","0.0328633911004333","0.049500562935035"
"Part-time","2009","higher education","Female","414","0.197166601951138","0.179071062668424","0.215262141233851"
"Non-working","2009","in school","Male","235","0.866094864294989","0.825845123048279","0.9063446055417"
"Non-working","2009","in school","Female","183","0.788346101969074","0.735669991593526","0.841022212344623"
"Non-working","2009","inadequately","Male","37","0.480866650642121","0.363822189950608","0.597911111333633"
"Non-working","2009","inadequately","Female","74","0.73619750345031","0.64938803148872","0.8230069754119"
"Non-working","2009","general elemantary","Male","257","0.453167128317774","0.412793463428376","0.493540793207172"
"Non-working","2009","general elemantary","Female","896","0.723946453256508","0.699350301268979","0.748542605244036"
"Non-working","2009","middle vocational","Male","1718","0.381908718428125","0.367378484634826","0.396438952221424"
"Non-working","2009","middle vocational","Female","2335","0.493325608307237","0.479207026477998","0.507444190136476"
"Non-working","2009","vocational + Abi","Male","93","0.232950970578503","0.191158731440389","0.274743209716617"
"Non-working","2009","vocational + Abi","Female","197","0.338749157443872","0.301190902588741","0.376307412299004"
"Non-working","2009","higher vocational","Male","285","0.371626816599891","0.337865212819468","0.405388420380313"
"Non-working","2009","higher vocational","Female","196","0.394933005817487","0.354116507965303","0.435749503669671"
"Non-working","2009","higher education","Male","720","0.301559804396859","0.282347513434472","0.320772095359246"
"Non-working","2009","higher education","Female","555","0.303953886839037","0.283033727109165","0.324874046568909"
"Other","2009","in school","Male","38","0.129557210137616","0.0898670680239242","0.169247352251308"
"Other","2009","in school","Female","47","0.203120207753026","0.151238403112321","0.255002012393731"
"Other","2009","inadequately","Male","7","","",""
"Other","2009","inadequately","Female","13","","",""
"Other","2009","general elemantary","Male","146","0.206185534369088","0.173373718316855","0.238997350421321"
"Other","2009","general elemantary","Female","145","0.0988829646879762","0.0824593548473152","0.115306574528637"
"Other","2009","middle vocational","Male","175","0.0517195339715039","0.0450964202726499","0.0583426476703579"
"Other","2009","middle vocational","Female","478","0.102492085034272","0.0939271499518377","0.111057020116706"
"Other","2009","vocational + Abi","Male","16","","",""
"Other","2009","vocational + Abi","Female","50","0.0727905302478086","0.0521742863097032","0.0934067741859141"
"Other","2009","higher vocational","Male","13","","",""
"Other","2009","higher vocational","Female","44","0.0717010822258883","0.0501594270830191","0.0932427373687574"
"Other","2009","higher education","Male","48","0.031182459246628","0.0239062698604014","0.0384586486328546"
"Other","2009","higher education","Female","91","0.0737091589785481","0.0618247783701196","0.0855935395869766"
"Full-time","2010","in school","Male","1","","",""
"Full-time","2010","in school","Female","1","","",""
"Full-time","2010","inadequately","Male","51","0.357668420888558","0.276814489360689","0.438522352416428"
"Full-time","2010","inadequately","Female","6","","",""
"Full-time","2010","general elemantary","Male","296","0.314280023543737","0.282923794035659","0.345636253051815"
"Full-time","2010","general elemantary","Female","115","0.0808688838601918","0.0678860097176365","0.0938517580027471"
"Full-time","2010","middle vocational","Male","3127","0.535484856581254","0.522043755637856","0.548925957524652"
"Full-time","2010","middle vocational","Female","1184","0.222971540682943","0.212861938291995","0.233081143073892"
"Full-time","2010","vocational + Abi","Male","430","0.670983138820008","0.633387510559791","0.708578767080226"
"Full-time","2010","vocational + Abi","Female","255","0.332624013209845","0.304969071659419","0.360278954760271"
"Full-time","2010","higher vocational","Male","641","0.589296470378997","0.558256909264354","0.620336031493641"
"Full-time","2010","higher vocational","Female","168","0.319235678013671","0.283507298286372","0.354964057740969"
"Full-time","2010","higher education","Male","1812","0.609968027756924","0.591820384324887","0.628115671188962"
"Full-time","2010","higher education","Female","897","0.431903962310327","0.412904157937339","0.450903766683315"
"Part-time","2010","in school","Male","1","","",""
"Part-time","2010","in school","Female","1","","",""
"Part-time","2010","inadequately","Male","5","","",""
"Part-time","2010","inadequately","Female","10","","",""
"Part-time","2010","general elemantary","Male","25","","",""
"Part-time","2010","general elemantary","Female","157","0.0969658275547686","0.0828744700040424","0.111057185105495"
"Part-time","2010","middle vocational","Male","143","0.0277466664514136","0.0233202075661076","0.0321731253367196"
"Part-time","2010","middle vocational","Female","1354","0.175181698443997","0.165949302834564","0.184414094053431"
"Part-time","2010","vocational + Abi","Male","24","","",""
"Part-time","2010","vocational + Abi","Female","317","0.256163414848936","0.230541712778663","0.281785116919209"
"Part-time","2010","higher vocational","Male","19","","",""
"Part-time","2010","higher vocational","Female","185","0.244829407037978","0.211874996925666","0.27778381715029"
"Part-time","2010","higher education","Male","135","0.0434370691313095","0.0358529765181116","0.0510211617445075"
"Part-time","2010","higher education","Female","665","0.206651498638487","0.19112062316575","0.222182374111225"
"Non-working","2010","in school","Male","295","0.819724484884369","0.780287474469587","0.859161495299152"
"Non-working","2010","in school","Female","275","0.853881531127671","0.816500403550463","0.891262658704878"
"Non-working","2010","inadequately","Male","65","0.542572582532655","0.458535450087258","0.626609714978053"
"Non-working","2010","inadequately","Female","171","0.801973753307157","0.748074853640819","0.855872652973495"
"Non-working","2010","general elemantary","Male","332","0.452303955023295","0.418685555015106","0.485922355031484"
"Non-working","2010","general elemantary","Female","1182","0.696007716785488","0.674103400840972","0.717912032730004"
"Non-working","2010","middle vocational","Male","1789","0.385891085098372","0.372771612364038","0.399010557832706"
"Non-working","2010","middle vocational","Female","3247","0.494586470895828","0.482443206730273","0.506729735061383"
"Non-working","2010","vocational + Abi","Male","120","0.24078443629821","0.206573164214451","0.27499570838197"
"Non-working","2010","vocational + Abi","Female","432","0.324024478537137","0.296554074174636","0.351494882899638"
"Non-working","2010","higher vocational","Male","288","0.373125958368427","0.342611735806068","0.403640180930787"
"Non-working","2010","higher vocational","Female","249","0.372684008872533","0.335626794036672","0.409741223708394"
"Non-working","2010","higher education","Male","761","0.318030403379284","0.300703002463597","0.335357804294971"
"Non-working","2010","higher education","Female","918","0.300743538773963","0.283153732679289","0.318333344868637"
"Other","2010","in school","Male","68","0.170866025470249","0.132252285021201","0.209479765919297"
"Other","2010","in school","Female","66","0.139819066126548","0.103117961519118","0.176520170733978"
"Other","2010","inadequately","Male","14","","",""
"Other","2010","inadequately","Female","23","","",""
"Other","2010","general elemantary","Male","189","0.218122325874152","0.190228279957778","0.246016371790526"
"Other","2010","general elemantary","Female","240","0.126157571799552","0.110346379800754","0.14196876379835"
"Other","2010","middle vocational","Male","230","0.0508773918689603","0.0449551670952253","0.0567996166426954"
