"erwst","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Other","2016","(3a) lower tertiary education","East Germany","","","",""
"Other","2016","(3b) higher tertiary education","West Germany","196","0.0418736505491348","0.035602571670922","0.0481447294273476"
"Other","2016","(3b) higher tertiary education","East Germany","42","0.0349027997276645","0.0231261182295969","0.0466794812257321"
"Full-time","2017","(0) in school","West Germany","","","",""
"Full-time","2017","(0) in school","East Germany","","","",""
"Full-time","2017","(1a) inadequately completed","West Germany","193","0.199473314263948","0.183509364422496","0.215437264105399"
"Full-time","2017","(1a) inadequately completed","East Germany","","","",""
"Full-time","2017","(1b) general elementary school","West Germany","479","0.191637366245466","0.176990723973556","0.206284008517376"
"Full-time","2017","(1b) general elementary school","East Germany","35","0.104765048815022","0.0744869543000956","0.135043143329948"
"Full-time","2017","(1c) basic vocational qualification","West Germany","1586","0.330935653061793","0.3170666755224","0.344804630601185"
"Full-time","2017","(1c) basic vocational qualification","East Germany","170","0.184145241049569","0.15873750277885","0.209552979320287"
"Full-time","2017","(2b) intermediate general qualification","West Germany","137","0.225597786694193","0.195543640531835","0.255651932856551"
"Full-time","2017","(2b) intermediate general qualification","East Germany","40","0.381324448340588","0.306298074720499","0.456350821960676"
"Full-time","2017","(2a) intermediate vocational","West Germany","1807","0.464001493621768","0.448732739800581","0.479270247442955"
"Full-time","2017","(2a) intermediate vocational","East Germany","1050","0.518801148351629","0.497156430689228","0.54044586601403"
"Full-time","2017","(2c_gen) general maturity certificate","West Germany","322","0.221914665358898","0.203625522565094","0.240203808152702"
"Full-time","2017","(2c_gen) general maturity certificate","East Germany","47","0.193424822677182","0.149024121449423","0.237825523904942"
"Full-time","2017","(2c_voc) vocational maturity certificate","West Germany","1070","0.483641917331727","0.463602851453936","0.503680983209519"
"Full-time","2017","(2c_voc) vocational maturity certificate","East Germany","215","0.602919016896547","0.556068960833269","0.649769072959826"
"Full-time","2017","(3a) lower tertiary education","West Germany","771","0.526079733571086","0.500615168105708","0.551544299036464"
"Full-time","2017","(3a) lower tertiary education","East Germany","236","0.39812375536054","0.358078156555917","0.438169354165163"
"Full-time","2017","(3b) higher tertiary education","West Germany","1880","0.522880965860177","0.508187633370734","0.53757429834962"
"Full-time","2017","(3b) higher tertiary education","East Germany","446","0.496195896310873","0.465113654610334","0.527278138011411"
"Part-time","2017","(0) in school","West Germany","","","",""
"Part-time","2017","(0) in school","East Germany","","","",""
"Part-time","2017","(1a) inadequately completed","West Germany","109","0.0738802340615366","0.0634304394663903","0.0843300286566828"
"Part-time","2017","(1a) inadequately completed","East Germany","","","",""
"Part-time","2017","(1b) general elementary school","West Germany","231","0.0927908429192446","0.0819938918000478","0.103587794038441"
"Part-time","2017","(1b) general elementary school","East Germany","","","",""
"Part-time","2017","(1c) basic vocational qualification","West Germany","520","0.0875311542335592","0.0792014597576625","0.0958608487094559"
"Part-time","2017","(1c) basic vocational qualification","East Germany","58","0.0449168611811462","0.0313398360908976","0.0584938862713948"
"Part-time","2017","(2b) intermediate general qualification","West Germany","56","0.0550553820992722","0.038654894786198","0.0714558694123465"
"Part-time","2017","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2017","(2a) intermediate vocational","West Germany","952","0.168082388525162","0.156633498633533","0.179531278416791"
"Part-time","2017","(2a) intermediate vocational","East Germany","315","0.152087291500884","0.136530816164257","0.167643766837511"
"Part-time","2017","(2c_gen) general maturity certificate","West Germany","180","0.104666892221897","0.0911932900305041","0.118140494413289"
"Part-time","2017","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2017","(2c_voc) vocational maturity certificate","West Germany","572","0.199957270434665","0.183918716555369","0.215995824313961"
"Part-time","2017","(2c_voc) vocational maturity certificate","East Germany","73","0.148618446274735","0.114558845268993","0.182678047280476"
"Part-time","2017","(3a) lower tertiary education","West Germany","267","0.133916742682367","0.116548531003288","0.151284954361447"
"Part-time","2017","(3a) lower tertiary education","East Germany","75","0.125994335249353","0.0988471517631233","0.153141518735583"
"Part-time","2017","(3b) higher tertiary education","West Germany","710","0.144168764409549","0.133835556368954","0.154501972450144"
"Part-time","2017","(3b) higher tertiary education","East Germany","135","0.122584552534002","0.102196515680052","0.142972589387951"
"Non-working","2017","(0) in school","West Germany","560","0.814058634604321","0.785008086449374","0.843109182759268"
"Non-working","2017","(0) in school","East Germany","120","0.894755309484843","0.843740892153362","0.945769726816324"
"Non-working","2017","(1a) inadequately completed","West Germany","1971","0.6364861239715","0.617270034481402","0.655702213461597"
"Non-working","2017","(1a) inadequately completed","East Germany","313","0.696227698007063","0.648918616866535","0.743536779147591"
"Non-working","2017","(1b) general elementary school","West Germany","1734","0.591694641873766","0.573403693646077","0.609985590101454"
"Non-working","2017","(1b) general elementary school","East Germany","297","0.722871344785347","0.678620350067611","0.767122339503082"
"Non-working","2017","(1c) basic vocational qualification","West Germany","2017","0.514866519604981","0.500136047312886","0.529596991897075"
"Non-working","2017","(1c) basic vocational qualification","East Germany","626","0.733175231544421","0.704182021974505","0.762168441114338"
"Non-working","2017","(2b) intermediate general qualification","West Germany","335","0.431401870935191","0.395789785267535","0.467013956602848"
"Non-working","2017","(2b) intermediate general qualification","East Germany","71","0.382027030130882","0.306974223262134","0.457079836999631"
"Non-working","2017","(2a) intermediate vocational","West Germany","1077","0.311172200019516","0.296997370566947","0.325347029472085"
"Non-working","2017","(2a) intermediate vocational","East Germany","602","0.295129511218186","0.275371184932572","0.3148878375038"
"Non-working","2017","(2c_gen) general maturity certificate","West Germany","1062","0.398193200846842","0.376647421938486","0.419738979755197"
"Non-working","2017","(2c_gen) general maturity certificate","East Germany","172","0.394207299445931","0.339274004632638","0.449140594259223"
"Non-working","2017","(2c_voc) vocational maturity certificate","West Germany","590","0.258780642391304","0.241218427541797","0.276342857240811"
"Non-working","2017","(2c_voc) vocational maturity certificate","East Germany","113","0.218905577492644","0.179312317529898","0.25849883745539"
"Non-working","2017","(3a) lower tertiary education","West Germany","392","0.303354363016383","0.279909973577006","0.326798752455761"
"Non-working","2017","(3a) lower tertiary education","East Germany","240","0.440028599152887","0.399420232629957","0.480636965675818"
"Non-working","2017","(3b) higher tertiary education","West Germany","1602","0.273045021012171","0.259938832600063","0.286151209424278"
"Non-working","2017","(3b) higher tertiary education","East Germany","376","0.345313327136403","0.315755104297058","0.374871549975748"
"Other","2017","(0) in school","West Germany","127","0.180070473583113","0.151379320910216","0.20876162625601"
"Other","2017","(0) in school","East Germany","","","",""
"Other","2017","(1a) inadequately completed","West Germany","134","0.090160327703016","0.0787183730686849","0.101602282337347"
"Other","2017","(1a) inadequately completed","East Germany","","","",""
"Other","2017","(1b) general elementary school","West Germany","330","0.123877148961524","0.111617643053325","0.136136654869722"
"Other","2017","(1b) general elementary school","East Germany","40","0.114940824224281","0.0834071102647955","0.146474538183767"
"Other","2017","(1c) basic vocational qualification","West Germany","299","0.0666666730996674","0.0593145714975186","0.0740187747018161"
"Other","2017","(1c) basic vocational qualification","East Germany","40","0.0377626662248639","0.0252672203364081","0.0502581121133196"
"Other","2017","(2b) intermediate general qualification","West Germany","215","0.287944960271343","0.255386398873719","0.320503521668968"
"Other","2017","(2b) intermediate general qualification","East Germany","40","0.164604092736713","0.107324273426691","0.221883912046735"
"Other","2017","(2a) intermediate vocational","West Germany","262","0.0567439178335543","0.0496606024342326","0.063827233232876"
"Other","2017","(2a) intermediate vocational","East Germany","80","0.0339820489293001","0.026133189546102","0.0418309083124983"
"Other","2017","(2c_gen) general maturity certificate","West Germany","419","0.275225241572364","0.255567555526738","0.29488292761799"
"Other","2017","(2c_gen) general maturity certificate","East Germany","63","0.263933411886764","0.214386449110419","0.313480374663109"
"Other","2017","(2c_voc) vocational maturity certificate","West Germany","157","0.0576201698423042","0.0482760096684463","0.0669643300161622"
"Other","2017","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2017","(3a) lower tertiary education","West Germany","47","0.0366491607301636","0.0270665885276168","0.0462317329327103"
