"erwst","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Non-working","2008","66 and older","(Married) couple without C. ","2664","0.952585992570017","0.944712778334733","0.960459206805302","5"
"Non-working","2008","66 and older","Single parent ","62","0.939777789998938","0.882383715615388","0.997171864382488","5"
"Non-working","2008","66 and older","Couple + C. LE 16 ","3","","","","5"
"Non-working","2008","66 and older","Couple + C. GT 16 ","165","0.884325462347625","0.838112465737786","0.930538458957463","5"
"Non-working","2008","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Other","2008","16-34 y.","1-pers.-HH","80","0.124444371574207","0.098206669104546","0.150682074043868","6"
"Other","2008","16-34 y.","(Married) couple without C. ","71","0.0677356970723982","0.0504515319675722","0.0850198621772242","6"
"Other","2008","16-34 y.","Couple + C. LE 16 ","90","0.104169615904028","0.0838707445900982","0.124468487217957","6"
"Other","2008","16-34 y.","Couple + C. GT 16 ","301","0.261883874922304","0.237501073734145","0.286266676110463","6"
"Other","2008","16-34 y.","Couple + C. LE and GT 16","163","0.349198970186202","0.307287732181564","0.39111020819084","6"
"Other","2008","35-65 y.","1-pers.-HH","56","0.0562100387005986","0.0433538815741041","0.0690661958270932","6"
"Other","2008","35-65 y.","(Married) couple without C. ","154","0.0477491834738912","0.0406584389941138","0.0548399279536686","6"
"Other","2008","16-34 y.","Single parent ","118","0.255732577888955","0.216825191435111","0.294639964342799","6"
"Other","2008","35-65 y.","Single parent ","41","0.069537301850241","0.0488540687684175","0.0902205349320645","6"
"Other","2008","35-65 y.","Couple + C. LE 16 ","158","0.0762239991953967","0.065474788210541","0.0869732101802523","6"
"Other","2008","35-65 y.","Couple + C. GT 16 ","99","0.0563239160106545","0.0462973775339141","0.066350454487395","6"
"Other","2008","35-65 y.","Couple + C. LE and GT 16","65","0.0890038146683327","0.0696552382334868","0.108352391103179","6"
"Other","2008","66 and older","1-pers.-HH","16","","","","6"
"Other","2008","66 and older","(Married) couple without C. ","69","0.0291731234465085","0.022938517605056","0.035407729287961","6"
"Other","2008","66 and older","Single parent ","2","","","","6"
"Other","2008","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","2008","66 and older","Couple + C. GT 16 ","8","","","","6"
"Other","2008","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","2008","16-34 y.","Couple + C. GT 16 ","32","0.0306661831691788","0.0211045205299137","0.0402278458084439","2"
"Part-time","2008","16-34 y.","Couple + C. LE and GT 16","5","","","","2"
"Part-time","2008","35-65 y.","(Married) couple without C. ","412","0.117153971193326","0.106459626567454","0.127848315819198","2"
"Part-time","2008","35-65 y.","Single parent ","147","0.252740230734945","0.217402959142509","0.288077502327381","2"
"Part-time","2008","35-65 y.","Couple + C. LE 16 ","506","0.198824058033023","0.182656448914043","0.214991667152002","2"
"Part-time","2008","35-65 y.","Couple + C. GT 16 ","370","0.174004192433483","0.157516422948839","0.190491961918126","2"
"Part-time","2008","16-34 y.","1-pers.-HH","34","0.0495097324490479","0.0322666292180157","0.0667528356800801","2"
"Part-time","2008","16-34 y.","(Married) couple without C. ","76","0.0989465442158498","0.078409134365815","0.119483954065885","2"
"Part-time","2008","16-34 y.","Single parent ","29","","","","2"
"Part-time","2008","16-34 y.","Couple + C. LE 16 ","152","0.159925320226474","0.135569316784938","0.18428132366801","2"
"Part-time","2008","35-65 y.","1-pers.-HH","98","0.0740494098828127","0.0594336546937202","0.0886651650719052","2"
"Part-time","2008","35-65 y.","Couple + C. LE and GT 16","179","0.20712355337965","0.179587358261181","0.234659748498119","2"
"Part-time","2008","66 and older","1-pers.-HH","14","","","","2"
"Part-time","2008","66 and older","(Married) couple without C. ","32","0.00951570665729894","0.00591911642011229","0.0131122968944856","2"
"Part-time","2008","66 and older","Single parent ","1","","","","2"
"Part-time","2008","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2008","66 and older","Couple + C. GT 16 ","4","","","","2"
"Part-time","2008","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Full-time","2009","16-34 y.","1-pers.-HH","322","0.596509159242737","0.555582720964657","0.637435597520817","1"
"Full-time","2009","16-34 y.","(Married) couple without C. ","515","0.699336020080932","0.666386789841846","0.732285250320018","1"
"Full-time","2009","16-34 y.","Single parent ","80","0.167760584534817","0.132807545944427","0.202713623125207","1"
"Full-time","2009","16-34 y.","Couple + C. LE 16 ","280","0.383386028383533","0.34879591189642","0.417976144870647","1"
"Full-time","2009","35-65 y.","(Married) couple without C. ","1656","0.511323291329252","0.494063166554474","0.528583416104029","1"
"Full-time","2009","35-65 y.","Couple + C. LE 16 ","1150","0.548988369472647","0.527686000901958","0.570290738043336","1"
"Full-time","2009","35-65 y.","Couple + C. GT 16 ","1066","0.53848604249383","0.516093971396894","0.560878113590765","1"
"Full-time","2009","35-65 y.","Couple + C. LE and GT 16","429","0.524768571039881","0.490313923678603","0.559223218401158","1"
"Full-time","2009","16-34 y.","Couple + C. GT 16 ","328","0.289171672057177","0.263148570751506","0.315194773362847","1"
"Full-time","2009","16-34 y.","Couple + C. LE and GT 16","41","0.117985484616446","0.0892460932361789","0.146724875996714","1"
"Full-time","2009","35-65 y.","1-pers.-HH","712","0.615769521158223","0.588004616348092","0.643534425968355","1"
"Full-time","2009","35-65 y.","Single parent ","242","0.441303582886362","0.399070041429978","0.483537124342746","1"
"Full-time","2009","66 and older","1-pers.-HH","8","","","","1"
"Full-time","2009","66 and older","(Married) couple without C. ","43","0.0126078534520269","0.00841095380871832","0.0168047530953354","1"
"Full-time","2009","66 and older","Single parent ","3","","","","1"
"Full-time","2009","66 and older","Couple + C. LE 16 ","1","","","","1"
"Full-time","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"Full-time","2009","66 and older","Couple + C. GT 16 ","5","","","","1"
"Non-working","2009","16-34 y.","(Married) couple without C. ","92","0.103867850393862","0.0819454440041825","0.125790256783542","5"
"Non-working","2009","16-34 y.","Single parent ","223","0.536498739261185","0.489851532458404","0.583145946063966","5"
"Non-working","2009","16-34 y.","1-pers.-HH","124","0.227935368999473","0.192939946501942","0.262930791497004","5"
"Non-working","2009","16-34 y.","Couple + C. LE and GT 16","286","0.540845600376443","0.496449846420675","0.585241354332211","5"
"Non-working","2009","35-65 y.","1-pers.-HH","327","0.270272891715063","0.244923200556259","0.295622582873868","5"
"Non-working","2009","16-34 y.","Couple + C. LE 16 ","248","0.312126422784076","0.27916190065572","0.345090944912431","5"
"Non-working","2009","16-34 y.","Couple + C. GT 16 ","523","0.406289286642621","0.378098711007541","0.434479862277701","5"
"Non-working","2009","35-65 y.","(Married) couple without C. ","1029","0.314050675764396","0.298024451883449","0.330076899645343","5"
"Non-working","2009","35-65 y.","Couple + C. LE 16 ","358","0.186375476601673","0.169704584123254","0.203046369080091","5"
"Non-working","2009","35-65 y.","Couple + C. GT 16 ","395","0.22965718859822","0.210764374200071","0.24855000299637","5"
"Non-working","2009","35-65 y.","Single parent ","125","0.26848185912923","0.230787978226033","0.306175740032427","5"
"Non-working","2009","35-65 y.","Couple + C. LE and GT 16","131","0.164557679326269","0.138976024400089","0.190139334252449","5"
"Non-working","2009","66 and older","1-pers.-HH","1135","0.962502033331145","0.951657874357365","0.973346192304926","5"
"Non-working","2009","66 and older","(Married) couple without C. ","2554","0.939853101012746","0.930909760141355","0.948796441884136","5"
"Non-working","2009","66 and older","Single parent ","57","0.943134901499224","0.885489847221856","1.00077995577659","5"
"Non-working","2009","66 and older","Couple + C. LE 16 ","4","","","","5"
"Non-working","2009","66 and older","Couple + C. GT 16 ","164","0.877754207928708","0.829900537092412","0.925607878765003","5"
"Non-working","2009","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Other","2009","16-34 y.","1-pers.-HH","76","0.141138224149247","0.112093817155168","0.170182631143326","6"
"Other","2009","16-34 y.","(Married) couple without C. ","74","0.0829961504260931","0.0631728402135648","0.102819460638621","6"
"Other","2009","16-34 y.","Single parent ","110","0.238043723889595","0.198204650927768","0.277882796851422","6"
"Other","2009","16-34 y.","Couple + C. LE 16 ","71","0.0993251977524594","0.0780467017202111","0.120603693784708","6"
"Other","2009","16-34 y.","Couple + C. GT 16 ","288","0.276732089196044","0.251053085173617","0.302411093218471","6"
"Other","2009","16-34 y.","Couple + C. LE and GT 16","151","0.326087371108586","0.284324129809818","0.367850612407354","6"
"Other","2009","35-65 y.","1-pers.-HH","41","0.0426039774061008","0.0310757623171467","0.054132192495055","6"
"Other","2009","35-65 y.","(Married) couple without C. ","137","0.0495409016517138","0.0420482767312975","0.0570335265721301","6"
"Other","2009","35-65 y.","Single parent ","28","","","","6"
"Other","2009","35-65 y.","Couple + C. LE 16 ","143","0.0724875026914992","0.0613869678111746","0.0835880375718239","6"
"Other","2009","35-65 y.","Couple + C. GT 16 ","102","0.0688019648974712","0.057432603670038","0.0801713261249043","6"
"Other","2009","35-65 y.","Couple + C. LE and GT 16","69","0.0782929607727317","0.0597589618153141","0.0968269597301493","6"
"Other","2009","66 and older","1-pers.-HH","21","","","","6"
"Other","2009","66 and older","(Married) couple without C. ","80","0.0340511192869231","0.0272292099727674","0.0408730286010788","6"
"Other","2009","66 and older","Single parent ","1","","","","6"
"Other","2009","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","2009","66 and older","Couple + C. GT 16 ","6","","","","6"
"Other","2009","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","2009","16-34 y.","Couple + C. GT 16 ","27","","","","2"
"Part-time","2009","16-34 y.","Couple + C. LE and GT 16","6","","","","2"
"Part-time","2009","35-65 y.","(Married) couple without C. ","400","0.125085131254638","0.113662370891076","0.1365078916182","2"
"Part-time","2009","35-65 y.","Single parent ","136","0.229027003248782","0.193286245213682","0.264767761283882","2"
"Part-time","2009","35-65 y.","Couple + C. LE 16 ","445","0.192148651234181","0.175281689904861","0.209015612563502","2"
"Part-time","2009","35-65 y.","Couple + C. GT 16 ","341","0.163054804010479","0.146461612378339","0.179647995642619","2"
"Part-time","2009","16-34 y.","1-pers.-HH","30","0.0344172476085429","0.0192096234750439","0.049624871742042","2"
"Part-time","2009","16-34 y.","(Married) couple without C. ","63","0.113799979099113","0.0909808748537496","0.136619083344476","2"
"Part-time","2009","16-34 y.","Single parent ","26","","","","2"
"Part-time","2009","16-34 y.","Couple + C. LE 16 ","160","0.205162351079932","0.176433698871759","0.233891003288105","2"
"Part-time","2009","35-65 y.","1-pers.-HH","99","0.0713536097206129","0.0566601404091565","0.0860470790320693","2"
"Part-time","2009","35-65 y.","Couple + C. LE and GT 16","178","0.232380788861119","0.20324113745087","0.261520440271367","2"
"Part-time","2009","66 and older","1-pers.-HH","15","","","","2"
"Part-time","2009","66 and older","(Married) couple without C. ","38","0.0134879262483047","0.00914895304732062","0.0178268994492887","2"
"Part-time","2009","66 and older","Single parent ","1","","","","2"
"Part-time","2009","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2009","66 and older","Couple + C. GT 16 ","5","","","","2"
"Part-time","2009","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Full-time","2010","16-34 y.","1-pers.-HH","276","0.537786758113467","0.494643230478076","0.580930285748859","1"
"Full-time","2010","16-34 y.","(Married) couple without C. ","491","0.732420319967221","0.69936470528512","0.765475934649322","1"
"Full-time","2010","16-34 y.","Single parent ","123","0.18140183522141","0.156099217124054","0.206704453318766","1"
"Full-time","2010","16-34 y.","Couple + C. LE 16 ","991","0.385953184505287","0.368524172237872","0.403382196772702","1"
"Full-time","2010","16-34 y.","Couple + C. GT 16 ","287","0.270346033081639","0.243696822050621","0.296995244112657","1"
"Full-time","2010","16-34 y.","Couple + C. LE and GT 16","42","0.107204865879589","0.0836734961528285","0.130736235606349","1"
"Full-time","2010","35-65 y.","1-pers.-HH","650","0.613900582896659","0.585272671961357","0.642528493831962","1"
"Full-time","2010","35-65 y.","(Married) couple without C. ","1566","0.523362216568633","0.505560879904174","0.541163553233092","1"
"Full-time","2010","35-65 y.","Couple + C. GT 16 ","945","0.520819239979886","0.497386710769783","0.544251769189989","1"
"Full-time","2010","35-65 y.","Couple + C. LE and GT 16","517","0.51202162521045","0.482734449838619","0.541308800582281","1"
"Full-time","2010","35-65 y.","Single parent ","479","0.425900289032461","0.400271522562368","0.451529055502554","1"
"Full-time","2010","35-65 y.","Couple + C. LE 16 ","2483","0.550391165714938","0.536294848938428","0.564487482491447","1"
"Full-time","2010","66 and older","1-pers.-HH","7","","","","1"
"Full-time","2010","66 and older","(Married) couple without C. ","38","0.0125866239587113","0.00832193296655516","0.0168513149508675","1"
"Full-time","2010","66 and older","Single parent ","2","","","","1"
"Full-time","2010","66 and older","Couple + C. LE 16 ","1","","","","1"
"Full-time","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"Full-time","2010","66 and older","Couple + C. GT 16 ","9","","","","1"
"Non-working","2010","16-34 y.","(Married) couple without C. ","76","0.0867682639676994","0.0657493906863235","0.107787137249075","5"
"Non-working","2010","16-34 y.","Single parent ","520","0.572280024114581","0.539794244086977","0.604765804142185","5"
"Non-working","2010","16-34 y.","1-pers.-HH","128","0.27268124081972","0.234144104982704","0.311218376656736","5"
"Non-working","2010","16-34 y.","Couple + C. LE and GT 16","398","0.491013512131627","0.452988978187629","0.529038046075624","5"
"Non-working","2010","35-65 y.","1-pers.-HH","310","0.262550873092286","0.236676857956921","0.288424888227651","5"
"Non-working","2010","16-34 y.","Couple + C. LE 16 ","1387","0.341391200691739","0.324414837987682","0.358367563395796","5"
