"erwst","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Non-working","2005","(3a) lower tertiary education","higher vocational","","","",""
"Non-working","2005","(3a) lower tertiary education","higher education","535","0.352915445311582","0.329878360884971","0.375952529738194"
"Non-working","2005","(3b) higher tertiary education","in school","","","",""
"Non-working","2005","(3b) higher tertiary education","inadequately","","","",""
"Non-working","2005","(3b) higher tertiary education","general elemantary","","","",""
"Non-working","2005","(3b) higher tertiary education","middle vocational","","","",""
"Non-working","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"Non-working","2005","(3b) higher tertiary education","higher vocational","","","",""
"Non-working","2005","(3b) higher tertiary education","higher education","680","0.32270590756176","0.304477968342884","0.340933846780635"
"Other","2005","(0) in school","in school","44","0.0691486591562412","0.0496596552485518","0.0886376630639306"
"Other","2005","(0) in school","inadequately","","","",""
"Other","2005","(0) in school","general elemantary","","","",""
"Other","2005","(0) in school","middle vocational","","","",""
"Other","2005","(0) in school","vocational + Abi","","","",""
"Other","2005","(0) in school","higher vocational","","","",""
"Other","2005","(0) in school","higher education","","","",""
"Other","2005","(1a) inadequately completed","in school","","","",""
"Other","2005","(1a) inadequately completed","inadequately","","","",""
"Other","2005","(1a) inadequately completed","general elemantary","","","",""
"Other","2005","(1a) inadequately completed","middle vocational","","","",""
"Other","2005","(1a) inadequately completed","vocational + Abi","","","",""
"Other","2005","(1a) inadequately completed","higher vocational","","","",""
"Other","2005","(1a) inadequately completed","higher education","","","",""
"Other","2005","(1b) general elementary school","in school","","","",""
"Other","2005","(1b) general elementary school","inadequately","","","",""
"Other","2005","(1b) general elementary school","general elemantary","181","0.093188203075969","0.0798876682062155","0.106488737945723"
"Other","2005","(1b) general elementary school","middle vocational","","","",""
"Other","2005","(1b) general elementary school","vocational + Abi","","","",""
"Other","2005","(1b) general elementary school","higher vocational","","","",""
"Other","2005","(1b) general elementary school","higher education","","","",""
"Other","2005","(1c) basic vocational qualification","in school","","","",""
"Other","2005","(1c) basic vocational qualification","inadequately","","","",""
"Other","2005","(1c) basic vocational qualification","general elemantary","","","",""
"Other","2005","(1c) basic vocational qualification","middle vocational","237","0.0468802470238234","0.0411780667832804","0.0525824272643664"
"Other","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","2005","(1c) basic vocational qualification","higher vocational","","","",""
"Other","2005","(1c) basic vocational qualification","higher education","","","",""
"Other","2005","(2b) intermediate general qualification","in school","","","",""
"Other","2005","(2b) intermediate general qualification","inadequately","","","",""
"Other","2005","(2b) intermediate general qualification","general elemantary","208","0.319981227951082","0.282051238143101","0.357911217759064"
"Other","2005","(2b) intermediate general qualification","middle vocational","","","",""
"Other","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","2005","(2b) intermediate general qualification","higher vocational","","","",""
"Other","2005","(2b) intermediate general qualification","higher education","","","",""
"Other","2005","(2a) intermediate vocational","in school","","","",""
"Other","2005","(2a) intermediate vocational","inadequately","","","",""
"Other","2005","(2a) intermediate vocational","general elemantary","","","",""
"Other","2005","(2a) intermediate vocational","middle vocational","206","0.0518668468638506","0.0450929707872477","0.0586407229404536"
"Other","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","2005","(2a) intermediate vocational","higher vocational","","","",""
"Other","2005","(2a) intermediate vocational","higher education","","","",""
"Other","2005","(2c_gen) general maturity certificate","in school","","","",""
"Other","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","2005","(2c_gen) general maturity certificate","middle vocational","205","0.251009648047299","0.220944868724292","0.281074427370306"
"Other","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","2005","(2c_gen) general maturity certificate","higher education","","","",""
"Other","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","2005","(2c_voc) vocational maturity certificate","vocational + Abi","76","0.0679382383419041","0.053311504965832","0.0825649717179763"
"Other","2005","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","2005","(3a) lower tertiary education","in school","","","",""
"Other","2005","(3a) lower tertiary education","inadequately","","","",""
"Other","2005","(3a) lower tertiary education","general elemantary","","","",""
"Other","2005","(3a) lower tertiary education","middle vocational","","","",""
"Other","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","2005","(3a) lower tertiary education","higher vocational","","","",""
"Other","2005","(3a) lower tertiary education","higher education","55","0.0369368060842105","0.0278446113941116","0.0460290007743094"
"Other","2005","(3b) higher tertiary education","in school","","","",""
"Other","2005","(3b) higher tertiary education","inadequately","","","",""
"Other","2005","(3b) higher tertiary education","general elemantary","","","",""
"Other","2005","(3b) higher tertiary education","middle vocational","","","",""
"Other","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","2005","(3b) higher tertiary education","higher vocational","","","",""
"Other","2005","(3b) higher tertiary education","higher education","97","0.0436504240964654","0.0356842821879472","0.0516165660049837"
"Full-time","2006","(0) in school","in school","","","",""
"Full-time","2006","(0) in school","inadequately","","","",""
"Full-time","2006","(0) in school","general elemantary","","","",""
"Full-time","2006","(0) in school","middle vocational","","","",""
"Full-time","2006","(0) in school","vocational + Abi","","","",""
"Full-time","2006","(0) in school","higher vocational","","","",""
"Full-time","2006","(0) in school","higher education","","","",""
"Full-time","2006","(1a) inadequately completed","in school","","","",""
"Full-time","2006","(1a) inadequately completed","inadequately","","","",""
"Full-time","2006","(1a) inadequately completed","general elemantary","","","",""
"Full-time","2006","(1a) inadequately completed","middle vocational","","","",""
"Full-time","2006","(1a) inadequately completed","vocational + Abi","","","",""
"Full-time","2006","(1a) inadequately completed","higher vocational","","","",""
"Full-time","2006","(1a) inadequately completed","higher education","","","",""
"Full-time","2006","(1b) general elementary school","in school","","","",""
"Full-time","2006","(1b) general elementary school","inadequately","","","",""
"Full-time","2006","(1b) general elementary school","general elemantary","276","0.14595974669742","0.130277046648898","0.161642446745941"
"Full-time","2006","(1b) general elementary school","middle vocational","","","",""
"Full-time","2006","(1b) general elementary school","vocational + Abi","","","",""
