"erwst","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2008","general elemantary","Rural Area","98","0.163425346590877","0.136131446910746","0.190719246271008","1"
"Full-time","2008","middle vocational","Urban Area","2274","0.375887446414353","0.363821451540371","0.387953441288335","1"
"Full-time","2008","middle vocational","Rural Area","1406","0.402680584327753","0.3866532412673","0.418707927388206","1"
"Full-time","2008","in school","Urban Area","","","","","1"
"Full-time","2008","in school","Rural Area","","","","","1"
"Full-time","2008","inadequately","Urban Area","27","","","","1"
"Full-time","2008","inadequately","Rural Area","8","","","","1"
"Full-time","2008","vocational + Abi","Urban Area","394","0.465688104562552","0.431670552263536","0.499705656861568","1"
"Full-time","2008","higher education","Rural Area","617","0.493441604587365","0.465224848891202","0.521658360283528","1"
"Full-time","2008","vocational + Abi","Rural Area","145","0.547987042668444","0.489057455778756","0.606916629558131","1"
"Full-time","2008","higher vocational","Urban Area","432","0.476505566631428","0.443674330570796","0.50933680269206","1"
"Full-time","2008","higher vocational","Rural Area","242","0.466728515167813","0.424374865989183","0.509082164346442","1"
"Full-time","2008","higher education","Urban Area","1617","0.550874295771308","0.53308114098356","0.568667450559057","1"
"Non-working","2008","general elemantary","Urban Area","858","0.628379610501439","0.602939014269061","0.653820206733817","5"
"Non-working","2008","general elemantary","Rural Area","444","0.626489171363338","0.590781468228271","0.662196874498405","5"
"Non-working","2008","middle vocational","Urban Area","2758","0.443118544117945","0.430743575473088","0.455493512762802","5"
"Non-working","2008","middle vocational","Rural Area","1584","0.432192333446596","0.41600344510907","0.448381221784123","5"
"Non-working","2008","in school","Urban Area","300","0.812022661135847","0.772267093439406","0.851778228832288","5"
"Non-working","2008","in school","Rural Area","157","0.871506787793958","0.823022834270122","0.919990741317795","5"
"Non-working","2008","inadequately","Urban Area","86","0.613337463441192","0.531492034138701","0.695182892743682","5"
"Non-working","2008","vocational + Abi","Rural Area","78","0.283604554986908","0.230233496210611","0.336975613763206","5"
"Non-working","2008","vocational + Abi","Urban Area","227","0.296451829107919","0.265307279580928","0.32759637863491","5"
"Non-working","2008","higher education","Rural Area","406","0.359387273623564","0.332306967763001","0.386467579484128","5"
"Non-working","2008","inadequately","Rural Area","34","0.568035771460983","0.432087172012926","0.703984370909039","5"
"Non-working","2008","higher vocational","Urban Area","313","0.382159944983599","0.350218259896258","0.414101630070939","5"
"Non-working","2008","higher vocational","Rural Area","192","0.352979383691923","0.312408149784865","0.39355061759898","5"
"Non-working","2008","higher education","Urban Area","904","0.301567028292454","0.28514990567228","0.317984150912629","5"
"Other","2008","in school","Urban Area","69","0.182797339150048","0.143468515453023","0.222126162847073","6"
"Other","2008","in school","Rural Area","26","","","","6"
"Other","2008","inadequately","Urban Area","13","","","","6"
"Other","2008","inadequately","Rural Area","8","","","","6"
"Other","2008","general elemantary","Urban Area","207","0.144903361755232","0.126371745177118","0.163434978333346","6"
"Other","2008","higher vocational","Urban Area","35","0.0329354410742163","0.0212038562183583","0.0446670259300743","6"
"Other","2008","higher vocational","Rural Area","24","","","","6"
"Other","2008","higher education","Urban Area","110","0.0413211958558495","0.034201429357104","0.048440962354595","6"
"Other","2008","higher education","Rural Area","38","0.0450530140151224","0.0333465430198439","0.0567594850104008","6"
"Other","2008","general elemantary","Rural Area","120","0.135867769127765","0.110574681023651","0.161160857231879","6"
"Other","2008","middle vocational","Urban Area","436","0.0771679511727608","0.0705200801388598","0.0838158222066617","6"
"Other","2008","middle vocational","Rural Area","239","0.063946404766489","0.0559510765605533","0.0719417329724247","6"
"Other","2008","vocational + Abi","Urban Area","56","0.0640769822401641","0.0473764944390296","0.0807774700412986","6"
"Other","2008","vocational + Abi","Rural Area","16","","","","6"
"Part-time","2008","in school","Urban Area","2","","","","2"
"Part-time","2008","in school","Rural Area","","","","","2"
"Part-time","2008","inadequately","Urban Area","10","","","","2"
"Part-time","2008","inadequately","Rural Area","1","","","","2"
"Part-time","2008","general elemantary","Urban Area","89","0.0571066287758546","0.044890291103165","0.0693229664485442","2"
"Part-time","2008","general elemantary","Rural Area","43","0.0742177129180197","0.054868569233022","0.0935668566030173","2"
"Part-time","2008","higher vocational","Urban Area","109","0.108399047310757","0.087963079726568","0.128835014894946","2"
"Part-time","2008","higher vocational","Rural Area","75","0.12858201359733","0.100164383452053","0.156999643742607","2"
"Part-time","2008","higher education","Urban Area","371","0.106237480080388","0.0952146605581709","0.117260299602605","2"
"Part-time","2008","higher education","Rural Area","145","0.102118107773948","0.0850283690488303","0.119207846499065","2"
"Part-time","2008","middle vocational","Urban Area","722","0.103826058294942","0.0962271342136842","0.111424982376199","2"
"Part-time","2008","middle vocational","Rural Area","368","0.101180677459162","0.0913255359727095","0.111035818945614","2"
"Part-time","2008","vocational + Abi","Urban Area","149","0.173783084089365","0.147942111301278","0.199624056877452","2"
"Part-time","2008","vocational + Abi","Rural Area","35","0.113684599689828","0.0760993209155077","0.151269878464147","2"
"Full-time","2009","general elemantary","Urban Area","206","0.172098692132186","0.151046725086521","0.193150659177851","1"
"Full-time","2009","general elemantary","Rural Area","90","0.162410124630445","0.13333134924673","0.19148890001416","1"
"Full-time","2009","middle vocational","Urban Area","2049","0.370872773730018","0.358310864832402","0.383434682627634","1"
"Full-time","2009","middle vocational","Rural Area","1321","0.396402354167387","0.380037341998817","0.412767366335958","1"
"Full-time","2009","inadequately","Rural Area","9","","","","1"
"Full-time","2009","vocational + Abi","Urban Area","354","0.464518110732588","0.428728877306174","0.500307344159001","1"
"Full-time","2009","higher education","Rural Area","616","0.503564370023008","0.475240017908758","0.531888722137258","1"
"Full-time","2009","in school","Urban Area","","","","","1"
"Full-time","2009","in school","Rural Area","","","","","1"
"Full-time","2009","inadequately","Urban Area","21","","","","1"
"Full-time","2009","vocational + Abi","Rural Area","132","0.581661988440996","0.521353209560096","0.641970767321896","1"
"Full-time","2009","higher vocational","Urban Area","400","0.484779119817851","0.45059336346787","0.518964876167832","1"
"Full-time","2009","higher vocational","Rural Area","241","0.45920558821322","0.416249720195251","0.502161456231189","1"
"Full-time","2009","higher education","Urban Area","1518","0.549369223141573","0.531108586363358","0.567629859919789","1"
"Non-working","2009","general elemantary","Urban Area","760","0.631812466720931","0.604913026190591","0.658711907251272","5"
"Non-working","2009","general elemantary","Rural Area","393","0.648253231899027","0.610605288519187","0.685901175278866","5"
"Non-working","2009","middle vocational","Urban Area","2539","0.447375643975397","0.434444852675419","0.460306435275375","5"
"Non-working","2009","inadequately","Rural Area","28","","","","5"
"Non-working","2009","middle vocational","Rural Area","1514","0.424038585802893","0.407504741833818","0.440572429771968","5"
"Non-working","2009","in school","Rural Area","122","0.844237608339137","0.785009140815741","0.903466075862534","5"
"Non-working","2009","inadequately","Urban Area","83","0.659884999035434","0.57716512966219","0.742604868408677","5"
"Non-working","2009","in school","Urban Area","296","0.825551520888669","0.786458476699049","0.864644565078289","5"
"Non-working","2009","vocational + Abi","Urban Area","212","0.302254816866377","0.269300393549213","0.33520924018354","5"
"Non-working","2009","vocational + Abi","Rural Area","78","0.265510673876308","0.211520432851941","0.319500914900675","5"
"Non-working","2009","higher vocational","Urban Area","297","0.384333001256636","0.351059133317116","0.417606869196157","5"
"Non-working","2009","higher education","Rural Area","405","0.341831529893705","0.314961038301757","0.368702021485654","5"
"Non-working","2009","higher vocational","Rural Area","184","0.375199871953511","0.333464458986018","0.416935284921004","5"
"Non-working","2009","higher education","Urban Area","870","0.289493099148876","0.272848375521489","0.306137822776263","5"
"Other","2009","in school","Urban Area","64","0.168731775578475","0.130151721333195","0.207311829823756","6"
"Other","2009","in school","Rural Area","21","","","","6"
"Other","2009","inadequately","Urban Area","14","","","","6"
"Other","2009","inadequately","Rural Area","6","","","","6"
"Other","2009","general elemantary","Urban Area","196","0.144367085206583","0.124765443450231","0.163968726962936","6"
"Other","2009","general elemantary","Rural Area","95","0.109484428460686","0.0848665405336974","0.134102316387674","6"
"Other","2009","middle vocational","Urban Area","420","0.0771836297961892","0.0702430753164471","0.0841241842759313","6"
"Other","2009","middle vocational","Rural Area","233","0.0789251263249","0.0699046481126494","0.0879456045371505","6"
"Other","2009","vocational + Abi","Urban Area","50","0.0571421806957124","0.0404858173553559","0.073798544036069","6"
"Other","2009","vocational + Abi","Rural Area","16","","","","6"
"Other","2009","higher vocational","Urban Area","32","0.0371175343069711","0.0241859209584387","0.0500491476555034","6"
"Other","2009","higher vocational","Rural Area","25","","","","6"
"Other","2009","higher education","Urban Area","106","0.0511433449563271","0.0430585650981273","0.059228124814527","6"
"Other","2009","higher education","Rural Area","33","0.0459804925860871","0.0341155278136034","0.0578454573585708","6"
"Part-time","2009","inadequately","Rural Area","","","","","2"
"Part-time","2009","general elemantary","Urban Area","73","0.0517217559402994","0.0393702720587256","0.0640732398218733","2"
"Part-time","2009","in school","Urban Area","2","","","","2"
"Part-time","2009","in school","Rural Area","1","","","","2"
"Part-time","2009","inadequately","Urban Area","8","","","","2"
"Part-time","2009","general elemantary","Rural Area","40","0.0798522150098426","0.0584811517567545","0.101223278262931","2"
"Part-time","2009","middle vocational","Urban Area","672","0.104567952498396","0.0966102162237144","0.112525688773077","2"
"Part-time","2009","middle vocational","Rural Area","364","0.10063393370482","0.0905689071573433","0.110698960252297","2"
"Part-time","2009","vocational + Abi","Urban Area","130","0.176084891705323","0.148752290937128","0.203417492473518","2"
"Part-time","2009","vocational + Abi","Rural Area","31","0.0912401152679387","0.0560355475531582","0.126444682982719","2"
"Part-time","2009","higher vocational","Urban Area","92","0.0937703446185415","0.0738301954227902","0.113710493814293","2"
"Part-time","2009","higher vocational","Rural Area","67","0.111991848522577","0.0848084030508119","0.139175293994341","2"
