"erwst","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2008","Single parent ","Urban Area","116","0.150029982880635","0.123855030331309","0.176204935429961","2"
"Part-time","2008","Couple + C. LE 16 ","Rural Area","187","0.168488957427595","0.145266800668165","0.191711114187024","2"
"Part-time","2008","(Married) couple without C. ","Rural Area","164","0.0819424571585217","0.0708508105109558","0.0930341038060877","2"
"Part-time","2008","Single parent ","Rural Area","61","0.15212515208073","0.117571780424692","0.186678523736767","2"
"Part-time","2008","Couple + C. LE 16 ","Urban Area","471","0.195522613413236","0.17901361743878","0.212031609387692","2"
"Part-time","2008","1-pers.-HH","Urban Area","110","0.0483555645268136","0.0391807133409262","0.0575304157127009","2"
"Part-time","2008","1-pers.-HH","Rural Area","36","0.035881198341771","0.0241034008677618","0.0476589958157803","2"
"Part-time","2008","(Married) couple without C. ","Urban Area","356","0.0688848011163606","0.0616719717785407","0.0760976304541804","2"
"Part-time","2008","Couple + C. GT 16 ","Rural Area","149","0.0962791660736082","0.0803362220310974","0.112222110116119","2"
"Part-time","2008","Couple + C. LE and GT 16","Urban Area","130","0.132160697102188","0.109733920569243","0.154587473635134","2"
"Part-time","2008","Couple + C. LE and GT 16","Rural Area","55","0.126645025633223","0.0961200632865359","0.157169987979911","2"
"Part-time","2008","Couple + C. GT 16 ","Urban Area","257","0.116437065077663","0.102875985862205","0.12999814429312","2"
"Full-time","2009","1-pers.-HH","Urban Area","740","0.380106382655548","0.358880327611477","0.401332437699618","1"
"Full-time","2009","1-pers.-HH","Rural Area","302","0.364196681618029","0.332776037565447","0.39561732567061","1"
"Full-time","2009","(Married) couple without C. ","Urban Area","1501","0.347340087966389","0.333268555322444","0.361411620610335","1"
"Full-time","2009","(Married) couple without C. ","Rural Area","713","0.330303717695396","0.311011115465041","0.34959631992575","1"
"Full-time","2009","Single parent ","Urban Area","197","0.276975914268034","0.242705068237903","0.311246760298165","1"
"Full-time","2009","Single parent ","Rural Area","128","0.312410293434403","0.265625494585221","0.359195092283585","1"
"Full-time","2009","Couple + C. LE 16 ","Urban Area","927","0.495975482948135","0.473434485776804","0.518516480119467","1"
"Full-time","2009","Couple + C. LE 16 ","Rural Area","504","0.511051178850936","0.479593539958234","0.542508817743638","1"
"Full-time","2009","Couple + C. GT 16 ","Urban Area","843","0.395235512858331","0.373978249181717","0.416492776534945","1"
"Full-time","2009","Couple + C. GT 16 ","Rural Area","556","0.439428323758624","0.411555302545143","0.467301344972104","1"
"Full-time","2009","Couple + C. LE and GT 16","Urban Area","301","0.342595072353045","0.310858607943631","0.374331536762459","1"
"Full-time","2009","Couple + C. LE and GT 16","Rural Area","169","0.393866730028679","0.347898060273262","0.439835399784096","1"
"Non-working","2009","(Married) couple without C. ","Rural Area","1313","0.534235017483485","0.513773175433474","0.554696859533496","5"
"Non-working","2009","1-pers.-HH","Urban Area","1060","0.524436356046076","0.502598558205845","0.546274153886306","5"
"Non-working","2009","1-pers.-HH","Rural Area","526","0.54818538562679","0.515689411565416","0.580681359688164","5"
"Non-working","2009","(Married) couple without C. ","Urban Area","2362","0.528104645994819","0.513350865309421","0.542858426680217","5"
"Non-working","2009","Single parent ","Urban Area","263","0.447095976821176","0.409019855931628","0.485172097710725","5"
"Non-working","2009","Couple + C. LE 16 ","Rural Area","205","0.240153163869632","0.213270679007725","0.267035648731539","5"
"Non-working","2009","Couple + C. GT 16 ","Rural Area","398","0.319986576100198","0.293789726328415","0.346183425871981","5"
"Non-working","2009","Couple + C. LE and GT 16","Urban Area","285","0.316425028581608","0.285323624229481","0.347526432933736","5"
"Non-working","2009","Single parent ","Rural Area","142","0.396470160965911","0.347092326103489","0.445847995828334","5"
"Non-working","2009","Couple + C. LE 16 ","Urban Area","405","0.215849477516859","0.197301677362459","0.23439727767126","5"
"Non-working","2009","Couple + C. GT 16 ","Urban Area","684","0.341350799184348","0.320734353897701","0.361967244470995","5"
"Non-working","2009","Couple + C. LE and GT 16","Rural Area","133","0.32899016830726","0.284786416908925","0.373193919705596","5"
"Other","2009","1-pers.-HH","Urban Area","106","0.0541208721614965","0.0442271812808505","0.0640145630421426","6"
"Other","2009","1-pers.-HH","Rural Area","32","0.0435157841971916","0.0301944413273847","0.0568371270669985","6"
"Other","2009","(Married) couple without C. ","Urban Area","201","0.0462785363945124","0.0400695449053082","0.0524875278837165","6"
"Other","2009","(Married) couple without C. ","Rural Area","90","0.0507113745364149","0.0417112822025488","0.059711466870281","6"
"Other","2009","Single parent ","Urban Area","86","0.137539385273018","0.111163283109048","0.163915487436988","6"
"Other","2009","Single parent ","Rural Area","53","0.161137983488763","0.124025361065854","0.198250605911672","6"
"Other","2009","Couple + C. LE 16 ","Urban Area","146","0.0826888962579205","0.0702723985793521","0.0951053939364888","6"
"Other","2009","Couple + C. LE 16 ","Rural Area","68","0.0745459075768198","0.0580167177502109","0.0910750974034287","6"
"Other","2009","Couple + C. GT 16 ","Urban Area","259","0.159259913946847","0.143349907522868","0.175169920370826","6"
"Other","2009","Couple + C. GT 16 ","Rural Area","137","0.149460179231478","0.129436931438878","0.169483427024078","6"
"Other","2009","Couple + C. LE and GT 16","Urban Area","143","0.188409556735757","0.162259572268801","0.214559541202713","6"
"Other","2009","Couple + C. LE and GT 16","Rural Area","77","0.15951155175247","0.125063459887024","0.193959643617916","6"
"Part-time","2009","(Married) couple without C. ","Rural Area","167","0.0847498902847042","0.073325458669191","0.0961743219002174","2"
"Part-time","2009","Single parent ","Urban Area","109","0.138388723637772","0.111944338110334","0.16483310916521","2"
"Part-time","2009","Couple + C. LE 16 ","Rural Area","193","0.174249749702611","0.150378637047312","0.19812086235791","2"
"Part-time","2009","Single parent ","Rural Area","54","0.129981562110922","0.0960360378670247","0.163927086354819","2"
"Part-time","2009","Couple + C. LE 16 ","Urban Area","412","0.205486143277085","0.187269884069854","0.223702402484316","2"
"Part-time","2009","1-pers.-HH","Urban Area","103","0.04133638913688","0.0326316148895547","0.0500411633842053","2"
"Part-time","2009","1-pers.-HH","Rural Area","41","0.0441021485579895","0.0306954664367451","0.0575088306792339","2"
"Part-time","2009","(Married) couple without C. ","Urban Area","334","0.0782767296442794","0.0703382544704128","0.086215204818146","2"
"Part-time","2009","Couple + C. GT 16 ","Rural Area","127","0.0911249209097003","0.0749629200032367","0.107286921816164","2"
"Part-time","2009","Couple + C. LE and GT 16","Urban Area","130","0.15257034232959","0.128524588373302","0.176616096285877","2"
"Part-time","2009","Couple + C. LE and GT 16","Rural Area","55","0.117631549911591","0.0873212578260019","0.14794184199718","2"
"Part-time","2009","Couple + C. GT 16 ","Urban Area","246","0.104153774010474","0.0908724773032541","0.117435070717694","2"
"Full-time","2010","1-pers.-HH","Urban Area","649","0.355900949724825","0.334395153724707","0.377406745724942","1"
"Full-time","2010","1-pers.-HH","Rural Area","284","0.395243933319281","0.362434683636067","0.428053183002495","1"
"Full-time","2010","(Married) couple without C. ","Urban Area","1433","0.361048721249789","0.346538454193425","0.375558988306152","1"
"Full-time","2010","(Married) couple without C. ","Rural Area","662","0.315629695823325","0.295887531292098","0.335371860354553","1"
"Full-time","2010","Single parent ","Urban Area","387","0.269153246109212","0.24724937959586","0.291057112622564","1"
"Full-time","2010","Single parent ","Rural Area","217","0.339571836325209","0.306999515734945","0.372144156915474","1"
"Full-time","2010","Couple + C. LE 16 ","Urban Area","2243","0.486689592853037","0.47302278446365","0.500356401242423","1"
"Full-time","2010","Couple + C. LE 16 ","Rural Area","1232","0.534307423736201","0.515304676924825","0.553310170547578","1"
"Full-time","2010","Couple + C. GT 16 ","Urban Area","743","0.370003786457633","0.348050613952554","0.391956958962713","1"
"Full-time","2010","Couple + C. GT 16 ","Rural Area","498","0.448572563372769","0.419432292355535","0.477712834390003","1"
"Full-time","2010","Couple + C. LE and GT 16","Urban Area","353","0.352991948755448","0.325238083759801","0.380745813751096","1"
"Full-time","2010","Couple + C. LE and GT 16","Rural Area","206","0.334163992311053","0.297789637709649","0.370538346912456","1"
"Non-working","2010","(Married) couple without C. ","Rural Area","1219","0.545341345964503","0.524190039195006","0.566492652734","5"
"Non-working","2010","1-pers.-HH","Urban Area","1049","0.544702828766473","0.522334068742554","0.567071588790392","5"
"Non-working","2010","1-pers.-HH","Rural Area","486","0.504291853387963","0.470739145198846","0.53784456157708","5"
"Non-working","2010","(Married) couple without C. ","Urban Area","2244","0.516665268461672","0.501568386335911","0.531762150587433","5"
"Non-working","2010","Couple + C. LE and GT 16","Rural Area","231","0.293226568030643","0.258121194486081","0.328331941575204","5"
"Non-working","2010","Single parent ","Urban Area","602","0.443105282559494","0.418572442646144","0.467638122472843","5"
"Non-working","2010","Couple + C. LE 16 ","Rural Area","792","0.203653006389543","0.188311510585556","0.218994502193529","5"
"Non-working","2010","Couple + C. GT 16 ","Rural Area","360","0.301505481921235","0.274617255587652","0.328393708254818","5"
"Non-working","2010","Couple + C. LE and GT 16","Urban Area","432","0.30339181466606","0.276693586184979","0.330090043147141","5"
"Non-working","2010","Single parent ","Rural Area","304","0.358862156417489","0.325870082720153","0.391854230114826","5"
"Non-working","2010","Couple + C. LE 16 ","Urban Area","1720","0.222141131565453","0.210774914787647","0.233507348343259","5"
"Non-working","2010","Couple + C. GT 16 ","Urban Area","618","0.353472469316909","0.331735622514","0.375209316119818","5"
"Other","2010","1-pers.-HH","Urban Area","94","0.0491830160392452","0.0394696296917828","0.0588964023867077","6"
"Other","2010","1-pers.-HH","Rural Area","38","0.0500621379769868","0.0354277059844247","0.064696569969549","6"
"Other","2010","(Married) couple without C. ","Urban Area","202","0.0441394961892058","0.0379340991734136","0.0503448932049979","6"
"Other","2010","(Married) couple without C. ","Rural Area","92","0.0594503429623947","0.0494058433306019","0.0694948425941874","6"
"Other","2010","Single parent ","Urban Area","195","0.123143029386353","0.106914576912914","0.139371481859791","6"
"Other","2010","Single parent ","Rural Area","110","0.136998821800326","0.113348656158061","0.160648987442591","6"
"Other","2010","Couple + C. LE 16 ","Urban Area","363","0.0855050625179697","0.0778590041620607","0.0931511208738787","6"
"Other","2010","Couple + C. LE 16 ","Rural Area","224","0.089391151588106","0.0785222834607671","0.100260019715445","6"
"Other","2010","Couple + C. GT 16 ","Urban Area","266","0.163569004455972","0.146750367331543","0.180387641580401","6"
"Other","2010","Couple + C. GT 16 ","Rural Area","139","0.148628089282268","0.127785908729881","0.169470269834654","6"
"Other","2010","Couple + C. LE and GT 16","Urban Area","193","0.215204674606275","0.191338089520068","0.239071259692482","6"
"Other","2010","Couple + C. LE and GT 16","Rural Area","128","0.246984648482916","0.213728746828528","0.280240550137304","6"
"Part-time","2010","(Married) couple without C. ","Rural Area","156","0.0795786152497772","0.0680824817262387","0.0910747487733157","2"
"Part-time","2010","Single parent ","Rural Area","181","0.164567185456975","0.139063821892632","0.190070549021318","2"
"Part-time","2010","Couple + C. LE 16 ","Urban Area","812","0.20566421306354","0.194612426993033","0.216715999134048","2"
"Part-time","2010","Single parent ","Urban Area","391","0.164598441944941","0.146285070153428","0.182911813736455","2"
"Part-time","2010","Couple + C. LE 16 ","Rural Area","399","0.17264841828615","0.158250573974621","0.187046262597679","2"
"Part-time","2010","1-pers.-HH","Urban Area","112","0.0502132054694568","0.0404039362134978","0.0600224747254159","2"
"Part-time","2010","1-pers.-HH","Rural Area","45","0.0504020753157685","0.0357206688253199","0.065083481806217","2"
"Part-time","2010","(Married) couple without C. ","Urban Area","330","0.0781465140993337","0.0700379419694527","0.0862550862292147","2"
"Part-time","2010","Couple + C. GT 16 ","Rural Area","122","0.101293865423728","0.0836158514430422","0.118971879404415","2"
"Part-time","2010","Couple + C. LE and GT 16","Urban Area","161","0.128411561972216","0.10898284939127","0.147840274553163","2"
"Part-time","2010","Couple + C. LE and GT 16","Rural Area","81","0.125624791175389","0.100067287835398","0.15118229451538","2"
"Part-time","2010","Couple + C. GT 16 ","Urban Area","231","0.112954739769485","0.0985617719061044","0.127347707632867","2"
"Full-time","2011","1-pers.-HH","Urban Area","843","0.369919338941579","0.350868455957134","0.388970221926025","1"
"Full-time","2011","1-pers.-HH","Rural Area","349","0.36933212053508","0.341217399823972","0.397446841246188","1"
"Full-time","2011","(Married) couple without C. ","Urban Area","1715","0.371486460924535","0.358382068441738","0.384590853407333","1"
"Full-time","2011","(Married) couple without C. ","Rural Area","924","0.332661985937706","0.315584107137143","0.349739864738269","1"
