"transab_cat2","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Very low transfer dependency","1996","Baden-Württemberg","East Germany","","","","","0"
"Very low transfer dependency","1996","Bavaria","West Germany","1543","0.942364728205549","0.931143496740373","0.953585959670724","0"
"Very low transfer dependency","1996","Baden-Württemberg","West Germany","1563","0.930119206228622","0.91803555291318","0.942202859544064","0"
"Very low transfer dependency","1996","Bavaria","East Germany","","","","","0"
"Very low transfer dependency","1996","Berlin","West Germany","268","0.905257321457073","0.872172888495205","0.938341754418942","0"
"Very low transfer dependency","1996","Berlin","East Germany","216","0.883625572434067","0.843389452432709","0.923861692435426","0"
"Very low transfer dependency","1996","Brandenburg","East Germany","487","0.826695911138768","0.796179626993461","0.857212195284074","0"
"Very low transfer dependency","1996","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Very low transfer dependency","1996","Thuringia","East Germany","536","0.815815151244687","0.786151882556272","0.845478419933103","0"
"Very low transfer dependency","1996","Brandenburg","West Germany","","","","","0"
"Very low transfer dependency","1996","Saxony","East Germany","885","0.803320940100472","0.779734667071713","0.82690721312923","0"
"Very low transfer dependency","1996","Saxony-Anhalt","West Germany","","","","","0"
"Very low transfer dependency","1996","Thuringia","West Germany","","","","","0"
"Very low transfer dependency","1996","Mecklenburg-Western Pomerania","East Germany","303","0.727245341566926","0.683434721493026","0.771055961640826","0"
"Very low transfer dependency","1996","Saxony","West Germany","","","","","0"
"Very low transfer dependency","1996","Saxony-Anhalt","East Germany","533","0.813968931225959","0.784591433756178","0.84334642869574","0"
"High transfer dependency","1997","Lower Saxony","West Germany","23","","","","2"
"High transfer dependency","1997","Lower Saxony","East Germany","","","","","2"
"High transfer dependency","1997","Schleswig-Holstein","West Germany","5","","","","2"
"High transfer dependency","1997","Hamburg","East Germany","","","","","2"
"High transfer dependency","1997","Schleswig-Holstein","East Germany","","","","","2"
"High transfer dependency","1997","Bremen","West Germany","","","","","2"
"High transfer dependency","1997","Hamburg","West Germany","2","","","","2"
"High transfer dependency","1997","Bremen","East Germany","","","","","2"
"High transfer dependency","1997","North Rhine-Westphalia","West Germany","48","0.0174306296036041","0.0123057652603588","0.0225554939468494","2"
"High transfer dependency","1997","North Rhine-Westphalia","East Germany","","","","","2"
"High transfer dependency","1997","Hesse","West Germany","8","","","","2"
"High transfer dependency","1997","Hesse","East Germany","","","","","2"
"High transfer dependency","1997","Rhineland-Palatinate,Saarland","West Germany","10","","","","2"
"High transfer dependency","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"High transfer dependency","1997","Baden-Württemberg","West Germany","45","0.0206894671402804","0.0139389192384441","0.0274400150421168","2"
"High transfer dependency","1997","Baden-Württemberg","East Germany","","","","","2"
"High transfer dependency","1997","Bavaria","East Germany","","","","","2"
"High transfer dependency","1997","Bavaria","West Germany","24","","","","2"
"High transfer dependency","1997","Berlin","West Germany","2","","","","2"
"High transfer dependency","1997","Berlin","East Germany","6","","","","2"
"High transfer dependency","1997","Brandenburg","West Germany","","","","","2"
"High transfer dependency","1997","Brandenburg","East Germany","22","","","","2"
"High transfer dependency","1997","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"High transfer dependency","1997","Mecklenburg-Western Pomerania","East Germany","18","","","","2"
"High transfer dependency","1997","Saxony","West Germany","","","","","2"
"High transfer dependency","1997","Saxony","East Germany","52","0.0501180227593173","0.0370690075105174","0.0631670380081171","2"
"High transfer dependency","1997","Saxony-Anhalt","East Germany","26","","","","2"
"High transfer dependency","1997","Saxony-Anhalt","West Germany","","","","","2"
"High transfer dependency","1997","Thuringia","West Germany","","","","","2"
"High transfer dependency","1997","Thuringia","East Germany","29","","","","2"
"Low transfer dependency","1997","Schleswig-Holstein","West Germany","18","","","","1"
"Low transfer dependency","1997","Schleswig-Holstein","East Germany","","","","","1"
"Low transfer dependency","1997","Hamburg","East Germany","","","","","1"
"Low transfer dependency","1997","Hamburg","West Germany","4","","","","1"
"Low transfer dependency","1997","Lower Saxony","West Germany","39","0.0239658712018989","0.014666160691803","0.0332655817119947","1"
"Low transfer dependency","1997","Lower Saxony","East Germany","","","","","1"
"Low transfer dependency","1997","Bremen","West Germany","5","","","","1"
"Low transfer dependency","1997","Bremen","East Germany","","","","","1"
"Low transfer dependency","1997","North Rhine-Westphalia","West Germany","154","0.0481581138569569","0.0397739189344513","0.0565423087794625","1"
"Low transfer dependency","1997","North Rhine-Westphalia","East Germany","","","","","1"
"Low transfer dependency","1997","Hesse","West Germany","40","0.0429631674901705","0.0293474426531222","0.0565788923272188","1"
"Low transfer dependency","1997","Hesse","East Germany","","","","","1"
"Low transfer dependency","1997","Rhineland-Palatinate,Saarland","West Germany","41","0.0557575837811106","0.0388917810562671","0.072623386505954","1"
"Low transfer dependency","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Low transfer dependency","1997","Baden-Württemberg","West Germany","116","0.0440403828993546","0.0343095621113267","0.0537712036873825","1"
"Low transfer dependency","1997","Baden-Württemberg","East Germany","","","","","1"
"Low transfer dependency","1997","Bavaria","West Germany","84","0.0441311852311672","0.0341543492393109","0.0541080212230235","1"
"Low transfer dependency","1997","Bavaria","East Germany","","","","","1"
"Low transfer dependency","1997","Berlin","West Germany","18","","","","1"
"Low transfer dependency","1997","Berlin","East Germany","25","","","","1"
"Low transfer dependency","1997","Saxony-Anhalt","East Germany","86","0.145226490585496","0.118305961398064","0.172147019772928","1"
"Low transfer dependency","1997","Brandenburg","West Germany","","","","","1"
"Low transfer dependency","1997","Brandenburg","East Germany","69","0.106939077868527","0.0820660014076386","0.131812154329416","1"
"Low transfer dependency","1997","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Low transfer dependency","1997","Thuringia","East Germany","105","0.130394653682692","0.104586899702109","0.156202407663276","1"
"Low transfer dependency","1997","Mecklenburg-Western Pomerania","East Germany","49","0.12794019136862","0.094222793589162","0.161657589148078","1"
"Low transfer dependency","1997","Saxony","West Germany","","","","","1"
"Low transfer dependency","1997","Saxony-Anhalt","West Germany","","","","","1"
"Low transfer dependency","1997","Thuringia","West Germany","","","","","1"
"Low transfer dependency","1997","Saxony","East Germany","138","0.146026306946358","0.124906801339693","0.167145812553023","1"
"Very high transfer dependency","1997","Schleswig-Holstein","West Germany","10","","","","3"
"Very high transfer dependency","1997","Hamburg","West Germany","4","","","","3"
"Very high transfer dependency","1997","Schleswig-Holstein","East Germany","","","","","3"
"Very high transfer dependency","1997","Hamburg","East Germany","","","","","3"
"Very high transfer dependency","1997","Lower Saxony","East Germany","","","","","3"
"Very high transfer dependency","1997","Bremen","West Germany","1","","","","3"
"Very high transfer dependency","1997","Lower Saxony","West Germany","42","0.0373751854157841","0.0258417013079971","0.048908669523571","3"
"Very high transfer dependency","1997","Bremen","East Germany","","","","","3"
"Very high transfer dependency","1997","North Rhine-Westphalia","West Germany","64","0.0242300444337374","0.018208678071175","0.0302514107962998","3"
"Very high transfer dependency","1997","North Rhine-Westphalia","East Germany","","","","","3"
"Very high transfer dependency","1997","Hesse","West Germany","19","","","","3"
"Very high transfer dependency","1997","Hesse","East Germany","","","","","3"
"Very high transfer dependency","1997","Rhineland-Palatinate,Saarland","West Germany","22","","","","3"
"Very high transfer dependency","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Very high transfer dependency","1997","Baden-Württemberg","West Germany","42","0.0193271245230252","0.0127980765165915","0.0258561725294589","3"
"Very high transfer dependency","1997","Bavaria","West Germany","28","","","","3"
"Very high transfer dependency","1997","Baden-Württemberg","East Germany","","","","","3"
"Very high transfer dependency","1997","Bavaria","East Germany","","","","","3"
"Very high transfer dependency","1997","Berlin","West Germany","15","","","","3"
"Very high transfer dependency","1997","Berlin","East Germany","11","","","","3"
"Very high transfer dependency","1997","Brandenburg","West Germany","","","","","3"
"Very high transfer dependency","1997","Brandenburg","East Germany","25","","","","3"
"Very high transfer dependency","1997","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Very high transfer dependency","1997","Mecklenburg-Western Pomerania","East Germany","15","","","","3"
"Very high transfer dependency","1997","Saxony","West Germany","","","","","3"
"Very high transfer dependency","1997","Saxony","East Germany","18","","","","3"
"Very high transfer dependency","1997","Saxony-Anhalt","West Germany","","","","","3"
"Very high transfer dependency","1997","Saxony-Anhalt","East Germany","16","","","","3"
"Very high transfer dependency","1997","Thuringia","West Germany","","","","","3"
"Very high transfer dependency","1997","Thuringia","East Germany","23","","","","3"
"Very low transfer dependency","1997","Hamburg","East Germany","","","","","0"
"Very low transfer dependency","1997","Lower Saxony","West Germany","935","0.912709622102448","0.895546755831275","0.92987248837362","0"
"Very low transfer dependency","1997","Lower Saxony","East Germany","","","","","0"
"Very low transfer dependency","1997","Bremen","West Germany","88","0.954207257746181","0.911949753111133","0.99646476238123","0"
"Very low transfer dependency","1997","Bremen","East Germany","","","","","0"
"Very low transfer dependency","1997","North Rhine-Westphalia","West Germany","2239","0.910181212105702","0.898984467964256","0.921377956247148","0"
"Very low transfer dependency","1997","North Rhine-Westphalia","East Germany","","","","","0"
"Very low transfer dependency","1997","Hesse","West Germany","785","0.917932968248353","0.899503273558922","0.936362662937785","0"
