"transab_cat2","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2009","Single parent ","Male","234","0.740297484689193","0.691089068607221","0.789505900771166"
"Very low transfer dependency","2009","Single parent ","Female","459","0.613861828943801","0.578250141664676","0.649473516222926"
"Very low transfer dependency","2009","Couple + C. LE 16 ","Male","1183","0.841299997860607","0.821993531872253","0.860606463848962"
"Very low transfer dependency","2009","Couple + C. LE 16 ","Female","1258","0.853684777161832","0.835568542820274","0.871801011503391"
"Very low transfer dependency","2009","Couple + C. GT 16 ","Male","1618","0.910126894551923","0.89670801595897","0.923545773144876"
"Very low transfer dependency","2009","Couple + C. GT 16 ","Female","1380","0.89921288141545","0.883957745943494","0.914468016887406"
"Very low transfer dependency","2009","Couple + C. LE and GT 16","Male","573","0.87410262882103","0.848717129193887","0.899488128448173"
"Very low transfer dependency","2009","Couple + C. LE and GT 16","Female","544","0.847569317648666","0.819590634354172","0.875548000943161"
"Low transfer dependency","2009","1-pers.-HH","Male","58","0.0605893256395014","0.0471910085538773","0.0739876427251256"
"Low transfer dependency","2009","1-pers.-HH","Female","63","0.0456849640377065","0.035688564383278","0.055681363692135"
"Low transfer dependency","2009","(Married) couple without C. ","Male","89","0.0273808681494014","0.0218138794481287","0.0329478568506742"
"Low transfer dependency","2009","(Married) couple without C. ","Female","99","0.0312187316995728","0.0253428093100718","0.0370946540890738"
"Low transfer dependency","2009","Single parent ","Male","40","0.14647948325064","0.106797483186729","0.186161483314551"
"Low transfer dependency","2009","Single parent ","Female","108","0.173194071207552","0.145514830621164","0.200873311793939"
"Low transfer dependency","2009","Couple + C. LE 16 ","Male","121","0.0937833837299372","0.0783799397416532","0.109186827718221"
"Low transfer dependency","2009","Couple + C. LE 16 ","Female","127","0.084191589651396","0.0699581103764822","0.0984250689263099"
"Low transfer dependency","2009","Couple + C. GT 16 ","Male","80","0.0591896186315272","0.0481176665701357","0.0702615706929188"
"Low transfer dependency","2009","Couple + C. GT 16 ","Female","78","0.0699890624021452","0.0570607627343228","0.0829173620699675"
"Low transfer dependency","2009","Couple + C. LE and GT 16","Male","52","0.0773701561792534","0.0569247069528799","0.097815605405627"
"Low transfer dependency","2009","Couple + C. LE and GT 16","Female","54","0.0893765924506653","0.0671698547255021","0.111583330175828"
"High transfer dependency","2009","1-pers.-HH","Male","29","","",""
"High transfer dependency","2009","1-pers.-HH","Female","44","0.0220357167301568","0.015007645227479","0.0290637882328345"
"High transfer dependency","2009","(Married) couple without C. ","Male","31","0.00928158168468775","0.00601034895429851","0.012552814415077"
"High transfer dependency","2009","(Married) couple without C. ","Female","30","0.0101083104268035","0.00672852848496957","0.0134880923686374"
"High transfer dependency","2009","Single parent ","Male","10","","",""
"High transfer dependency","2009","Single parent ","Female","53","0.0675176357513962","0.0491643090464919","0.0858709624563006"
"High transfer dependency","2009","Couple + C. LE 16 ","Male","33","0.025115018831509","0.0168473643582082","0.0333826733048099"
"High transfer dependency","2009","Couple + C. LE 16 ","Female","40","0.0297410444580267","0.0210334871222149","0.0384486017938385"
"High transfer dependency","2009","Couple + C. GT 16 ","Male","19","","",""
"High transfer dependency","2009","Couple + C. GT 16 ","Female","17","","",""
"High transfer dependency","2009","Couple + C. LE and GT 16","Male","14","","",""
"High transfer dependency","2009","Couple + C. LE and GT 16","Female","19","","",""
"Very high transfer dependency","2009","1-pers.-HH","Male","83","0.0812539971300803","0.0659097867127398","0.0965982075474208"
"Very high transfer dependency","2009","1-pers.-HH","Female","74","0.0473643543608382","0.037194837782402","0.0575338709392743"
"Very high transfer dependency","2009","(Married) couple without C. ","Male","23","","",""
"Very high transfer dependency","2009","(Married) couple without C. ","Female","22","","",""
"Very high transfer dependency","2009","Single parent ","Male","21","","",""
"Very high transfer dependency","2009","Single parent ","Female","98","0.145426464097251","0.119640563087005","0.171212365107497"
"Very high transfer dependency","2009","Couple + C. LE 16 ","Male","39","0.0398015995779467","0.0294723296609453","0.050130869494948"
"Very high transfer dependency","2009","Couple + C. LE 16 ","Female","37","0.0323825887287447","0.0233089387098744","0.0414562387476151"
"Very high transfer dependency","2009","Couple + C. GT 16 ","Male","28","","",""
"Very high transfer dependency","2009","Couple + C. GT 16 ","Female","21","","",""
"Very high transfer dependency","2009","Couple + C. LE and GT 16","Male","17","","",""
"Very high transfer dependency","2009","Couple + C. LE and GT 16","Female","17","","",""
"Very low transfer dependency","2010","1-pers.-HH","Male","980","0.843119104339179","0.821960858671975","0.864277350006384"
"Very low transfer dependency","2010","1-pers.-HH","Female","1436","0.887626589364392","0.872180368042849","0.903072810685934"
"Very low transfer dependency","2010","(Married) couple without C. ","Male","2988","0.94677984925469","0.938905871293943","0.954653827215438"
"Very low transfer dependency","2010","(Married) couple without C. ","Female","3057","0.944987656672994","0.937086619387635","0.952888693958353"
"Very low transfer dependency","2010","Single parent ","Male","307","0.665286326762316","0.621879184930998","0.708693468593635"
"Very low transfer dependency","2010","Single parent ","Female","964","0.608238852232453","0.586149680345657","0.63032802411925"
"Very low transfer dependency","2010","Couple + C. LE 16 ","Male","2722","0.822591217603361","0.810220091793851","0.834962343412871"
"Very low transfer dependency","2010","Couple + C. LE 16 ","Female","2949","0.826248542279947","0.814487534025909","0.838009550533986"
"Very low transfer dependency","2010","Couple + C. GT 16 ","Male","1463","0.900446627658446","0.885780704637756","0.915112550679136"
"Very low transfer dependency","2010","Couple + C. GT 16 ","Female","1252","0.911874297343858","0.896874347080729","0.926874247606986"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","Male","681","0.806493972480931","0.780554744233132","0.83243320072873"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","Female","654","0.817758575686353","0.792076842331502","0.843440309041204"
"Low transfer dependency","2010","1-pers.-HH","Male","45","0.0352451534845823","0.0245174108043098","0.0459728961648549"
"Low transfer dependency","2010","1-pers.-HH","Female","59","0.0423978230259455","0.0325432080298211","0.0522524380220699"
"Low transfer dependency","2010","(Married) couple without C. ","Male","84","0.0349390480265024","0.0284978812028648","0.04138021485014"
"Low transfer dependency","2010","(Married) couple without C. ","Female","91","0.0374635160329002","0.0308830926307418","0.0440439394350585"
"Low transfer dependency","2010","Single parent ","Male","62","0.170127662497848","0.135564515673836","0.20469080932186"
"Low transfer dependency","2010","Single parent ","Female","248","0.115696825017766","0.101222677762111","0.130170972273421"
"Low transfer dependency","2010","Couple + C. LE 16 ","Male","541","0.0973370339239919","0.0877379122150228","0.106936155632961"
"Low transfer dependency","2010","Couple + C. LE 16 ","Female","603","0.0992474819162255","0.0899666381031905","0.10852832572926"
"Low transfer dependency","2010","Couple + C. GT 16 ","Male","89","0.0631295518833076","0.051216897323439","0.0750422064431762"
"Low transfer dependency","2010","Couple + C. GT 16 ","Female","77","0.0562086283761826","0.0440212433843904","0.0683960133679748"
"Low transfer dependency","2010","Couple + C. LE and GT 16","Male","129","0.126324652222186","0.104511002483011","0.148138301961362"
"Low transfer dependency","2010","Couple + C. LE and GT 16","Female","140","0.122477165667285","0.100667701014241","0.14428663032033"
"High transfer dependency","2010","1-pers.-HH","Male","28","","",""
"High transfer dependency","2010","1-pers.-HH","Female","33","0.0227198014593213","0.0154321576799257","0.030007445238717"
"High transfer dependency","2010","(Married) couple without C. ","Male","27","","",""
"High transfer dependency","2010","(Married) couple without C. ","Female","30","0.0106526133971855","0.00709512526938","0.014210101524991"
"High transfer dependency","2010","Single parent ","Male","37","0.096720279489768","0.069531477865532","0.123909081114004"
"High transfer dependency","2010","Single parent ","Female","286","0.137808917947281","0.12221080364166","0.153407032252901"
"High transfer dependency","2010","Couple + C. LE 16 ","Male","174","0.0349961803445006","0.0290449813706298","0.0409473793183714"
"High transfer dependency","2010","Couple + C. LE 16 ","Female","203","0.0360009471135546","0.030218385885239","0.0417835083418702"
"High transfer dependency","2010","Couple + C. GT 16 ","Male","20","","",""
"High transfer dependency","2010","Couple + C. GT 16 ","Female","18","","",""
"High transfer dependency","2010","Couple + C. LE and GT 16","Male","21","","",""
"High transfer dependency","2010","Couple + C. LE and GT 16","Female","29","","",""
"Very high transfer dependency","2010","1-pers.-HH","Male","82","0.095611155125711","0.0785038326768309","0.112718477574591"
"Very high transfer dependency","2010","1-pers.-HH","Female","78","0.0472557861503414","0.0368783283318735","0.0576332439688092"
"Very high transfer dependency","2010","(Married) couple without C. ","Male","23","","",""
"Very high transfer dependency","2010","(Married) couple without C. ","Female","21","","",""
"Very high transfer dependency","2010","Single parent ","Male","48","0.0678657312500675","0.0447299234176216","0.0910015390825134"
"Very high transfer dependency","2010","Single parent ","Female","378","0.1382554048025","0.122636088593449","0.153874721011551"
"Very high transfer dependency","2010","Couple + C. LE 16 ","Male","226","0.0450755681281466","0.0383568760309709","0.0517942602253222"
"Very high transfer dependency","2010","Couple + C. LE 16 ","Female","232","0.0385030286902728","0.0325306631643735","0.044475394216172"
"Very high transfer dependency","2010","Couple + C. GT 16 ","Male","29","","",""
"Very high transfer dependency","2010","Couple + C. GT 16 ","Female","25","","",""
"Very high transfer dependency","2010","Couple + C. LE and GT 16","Male","60","0.0489994958086244","0.0348253982303362","0.0631735933869126"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","Female","45","0.0349606023514376","0.0227411932903234","0.0471800114125518"
"Very low transfer dependency","2011","1-pers.-HH","Male","1223","0.818292934407698","0.798687386022589","0.837898482792808"
"Very low transfer dependency","2011","1-pers.-HH","Female","1844","0.88023092242304","0.866330656303839","0.89413118854224"
"Very low transfer dependency","2011","(Married) couple without C. ","Male","3839","0.947837009544059","0.940978764387876","0.954695254700242"
"Very low transfer dependency","2011","(Married) couple without C. ","Female","3868","0.943390718375286","0.936302321549094","0.950479115201478"
"Very low transfer dependency","2011","Single parent ","Male","420","0.701693440015202","0.665356817696552","0.738030062333852"
"Very low transfer dependency","2011","Single parent ","Female","1229","0.587604641354239","0.567667901645192","0.607541381063286"
"Very low transfer dependency","2011","Couple + C. LE 16 ","Male","2772","0.819064548108598","0.806797196327162","0.831331899890033"
