"transab_cat2","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2005","Full Time","1-pers.-HH","1047","0.98286765071076","0.97507786574375","0.99065743567777","0"
"Very low transfer dependency","2005","Full Time","(Married) couple without C. ","2305","0.979893204575086","0.974228921840802","0.98555748730937","0"
"Very low transfer dependency","2005","Full Time","Single parent ","317","0.893694392581364","0.861540515922548","0.92584826924018","0"
"Very low transfer dependency","2005","Full Time","Couple + C. LE 16 ","1684","0.919921145238476","0.907475625300044","0.932366665176908","0"
"Very low transfer dependency","2005","Part Time","(Married) couple without C. ","1071","0.89526909447768","0.877700909783927","0.912837279171433","0"
"Very low transfer dependency","2005","Full Time","Couple + C. GT 16 ","1518","0.954127481940197","0.943808507927448","0.964446455952945","0"
"Very low transfer dependency","2005","Full Time","Couple + C. LE and GT 16","570","0.884075976687509","0.859312472814764","0.908839480560255","0"
"Very low transfer dependency","2005","Part Time","1-pers.-HH","313","0.644249856082184","0.600642746336315","0.687856965828052","0"
"Very low transfer dependency","2005","Part Time","Single parent ","218","0.602616809554376","0.551202520354423","0.654031098754329","0"
"Very low transfer dependency","2005","Part Time","Couple + C. LE 16 ","1000","0.827818075389657","0.806394640662173","0.849241510117142","0"
"Very low transfer dependency","2005","Part Time","Couple + C. GT 16 ","885","0.87313270187193","0.852273694564696","0.893991709179163","0"
"Very low transfer dependency","2005","Part Time","Couple + C. LE and GT 16","409","0.765864194866735","0.728894776118101","0.802833613615368","0"
"Very low transfer dependency","2005","Not Working","1-pers.-HH","1230","0.855450791474516","0.837218663865062","0.873682919083971","0"
"Very low transfer dependency","2005","Not Working","(Married) couple without C. ","3234","0.921068474047638","0.9121433688553","0.929993579239975","0"
"Very low transfer dependency","2005","Not Working","Single parent ","213","0.533258224695293","0.483617359030824","0.582899090359762","0"
"Very low transfer dependency","2005","Not Working","Couple + C. LE 16 ","404","0.597522169867505","0.56005221780725","0.63499212192776","0"
"Very low transfer dependency","2005","Not Working","Couple + C. LE and GT 16","364","0.660036160911788","0.619896710000021","0.700175611823554","0"
"Very low transfer dependency","2005","Not Working","Couple + C. GT 16 ","896","0.811744208037349","0.78836500390323","0.835123412171469","0"
"High transfer dependency","2006","Full Time","(Married) couple without C. ","3","","","","2"
"High transfer dependency","2006","Full Time","Single parent ","11","","","","2"
"High transfer dependency","2006","Full Time","1-pers.-HH","8","","","","2"
"High transfer dependency","2006","Full Time","Couple + C. LE 16 ","14","","","","2"
"High transfer dependency","2006","Full Time","Couple + C. GT 16 ","10","","","","2"
"High transfer dependency","2006","Full Time","Couple + C. LE and GT 16","8","","","","2"
"High transfer dependency","2006","Part Time","1-pers.-HH","47","0.103749665316224","0.0765268780393466","0.130972452593101","2"
"High transfer dependency","2006","Part Time","Couple + C. LE 16 ","59","0.0514297940291901","0.0393861207211103","0.0634734673372699","2"
"High transfer dependency","2006","Part Time","Couple + C. GT 16 ","26","","","","2"
"High transfer dependency","2006","Part Time","(Married) couple without C. ","30","0.0271144794487565","0.018227252548085","0.036001706349428","2"
"High transfer dependency","2006","Part Time","Single parent ","44","0.104129812706259","0.0735012585996404","0.134758366812878","2"
"High transfer dependency","2006","Part Time","Couple + C. LE and GT 16","19","","","","2"
"High transfer dependency","2006","Not Working","1-pers.-HH","35","0.0180104916149344","0.011660628751085","0.0243603544787839","2"
"High transfer dependency","2006","Not Working","(Married) couple without C. ","49","0.0142863247961702","0.0106046715893869","0.0179679780029534","2"
"High transfer dependency","2006","Not Working","Single parent ","40","0.124026170842274","0.0934015783144234","0.154650763370125","2"
"High transfer dependency","2006","Not Working","Couple + C. LE 16 ","53","0.0729606837458923","0.054310577322839","0.0916107901689455","2"
"High transfer dependency","2006","Not Working","Couple + C. LE and GT 16","32","0.0771888093168115","0.0545309913368462","0.0998466272967768","2"
"High transfer dependency","2006","Not Working","Couple + C. GT 16 ","56","0.050627707046397","0.0380439240196067","0.0632114900731874","2"
"Low transfer dependency","2006","Part Time","(Married) couple without C. ","71","0.0561205656151007","0.0435268452934934","0.068714285936708","1"
"Low transfer dependency","2006","Full Time","(Married) couple without C. ","57","0.0194638888649263","0.0141393692032327","0.0247884085266199","1"
"Low transfer dependency","2006","Full Time","Single parent ","19","","","","1"
"Low transfer dependency","2006","Full Time","Couple + C. GT 16 ","51","0.0385372820277786","0.0292297171048653","0.0478448469506919","1"
"Low transfer dependency","2006","Full Time","Couple + C. LE and GT 16","52","0.104789774803113","0.0804041577460515","0.129175391860174","1"
"Low transfer dependency","2006","Part Time","1-pers.-HH","66","0.132440536789322","0.102179440062125","0.16270163351652","1"
"Low transfer dependency","2006","Part Time","Single parent ","65","0.167786956239954","0.130314447750129","0.20525946472978","1"
"Low transfer dependency","2006","Part Time","Couple + C. LE 16 ","137","0.130730586912283","0.11234901537046","0.149112158454106","1"
"Low transfer dependency","2006","Part Time","Couple + C. GT 16 ","64","0.067715594617475","0.0519686165834367","0.0834625726515134","1"
"Low transfer dependency","2006","Part Time","Couple + C. LE and GT 16","55","0.154190369412732","0.120824167658042","0.187556571167422","1"
"Low transfer dependency","2006","Not Working","1-pers.-HH","46","0.0268701017022665","0.0191491968321852","0.0345910065723479","1"
"Low transfer dependency","2006","Not Working","Couple + C. LE 16 ","122","0.172494157988068","0.145400944455196","0.19958737152094","1"
"Low transfer dependency","2006","Not Working","Couple + C. GT 16 ","87","0.0799499672857667","0.064382653352987","0.0955172812185463","1"
"Low transfer dependency","2006","Full Time","1-pers.-HH","15","","","","1"
"Low transfer dependency","2006","Full Time","Couple + C. LE 16 ","147","0.0885152255864092","0.07562405449258","0.101406396680238","1"
"Low transfer dependency","2006","Not Working","(Married) couple without C. ","139","0.0368583530097586","0.0310128717711509","0.0427038342483663","1"
"Low transfer dependency","2006","Not Working","Single parent ","42","0.0883934316302277","0.0620190791728078","0.114767784087648","1"
"Low transfer dependency","2006","Not Working","Couple + C. LE and GT 16","70","0.119929012890068","0.0923483012249996","0.147509724555137","1"
"Very high transfer dependency","2006","Full Time","Couple + C. LE 16 ","1","","","","3"
"Very high transfer dependency","2006","Part Time","1-pers.-HH","42","0.125278144450861","0.0957254409263762","0.154830847975347","3"
"Very high transfer dependency","2006","Part Time","(Married) couple without C. ","15","","","","3"
"Very high transfer dependency","2006","Full Time","1-pers.-HH","2","","","","3"
"Very high transfer dependency","2006","Full Time","(Married) couple without C. ","","","","","3"
"Very high transfer dependency","2006","Full Time","Single parent ","4","","","","3"
"Very high transfer dependency","2006","Full Time","Couple + C. GT 16 ","4","","","","3"
"Very high transfer dependency","2006","Full Time","Couple + C. LE and GT 16","1","","","","3"
"Very high transfer dependency","2006","Part Time","Single parent ","41","0.125512979654394","0.0922900892650403","0.158735870043747","3"
"Very high transfer dependency","2006","Part Time","Couple + C. LE 16 ","40","0.0413500233843529","0.0304936506174702","0.0522063961512356","3"
"Very high transfer dependency","2006","Part Time","Couple + C. GT 16 ","15","","","","3"
"Very high transfer dependency","2006","Part Time","Couple + C. LE and GT 16","12","","","","3"
"Very high transfer dependency","2006","Not Working","1-pers.-HH","169","0.108489396784755","0.093640128901223","0.123338664668287","3"
"Very high transfer dependency","2006","Not Working","(Married) couple without C. ","75","0.0246323762930666","0.0198234895364074","0.0294412630497258","3"
"Very high transfer dependency","2006","Not Working","Couple + C. LE 16 ","114","0.170935062438869","0.143939172935819","0.19793095194192","3"
"Very high transfer dependency","2006","Not Working","Couple + C. GT 16 ","43","0.0541527837866174","0.0411624681304683","0.0671430994427664","3"
"Very high transfer dependency","2006","Not Working","Couple + C. LE and GT 16","50","0.160563521849655","0.129396030460613","0.191731013238697","3"
"Very high transfer dependency","2006","Not Working","Single parent ","138","0.302611220725372","0.259928894877201","0.345293546573544","3"
"Very low transfer dependency","2006","Full Time","1-pers.-HH","1143","0.982726894390736","0.97525504163961","0.990198747141863","0"
"Very low transfer dependency","2006","Full Time","(Married) couple without C. ","2526","0.979944952358949","0.974541808636195","0.985348096081703","0"
"Very low transfer dependency","2006","Full Time","Single parent ","334","0.884590316875421","0.851945337653078","0.917235296097763","0"
"Very low transfer dependency","2006","Full Time","Couple + C. LE 16 ","1703","0.902626069031177","0.889171061025421","0.916081077036933","0"
"Very low transfer dependency","2006","Part Time","(Married) couple without C. ","1167","0.904699273544788","0.888632266311037","0.920766280778539","0"
"Very low transfer dependency","2006","Part Time","Couple + C. LE 16 ","1056","0.776489595674174","0.753773508494946","0.799205682853402","0"
"Very low transfer dependency","2006","Part Time","Couple + C. GT 16 ","873","0.888387246196465","0.868652264271574","0.908122228121357","0"
"Very low transfer dependency","2006","Part Time","Couple + C. LE and GT 16","364","0.746593882428045","0.706406233914679","0.786781530941412","0"
"Very low transfer dependency","2006","Full Time","Couple + C. GT 16 ","1578","0.948232299497636","0.937519175818885","0.958945423176388","0"
"Very low transfer dependency","2006","Full Time","Couple + C. LE and GT 16","545","0.871470376054282","0.84482390434506","0.898116847763504","0"
"Very low transfer dependency","2006","Part Time","1-pers.-HH","327","0.638531653443592","0.595642159330693","0.681421147556492","0"
"Very low transfer dependency","2006","Part Time","Single parent ","232","0.602570251399392","0.5534963666028","0.651644136195985","0"
"Very low transfer dependency","2006","Not Working","1-pers.-HH","1435","0.846630009898044","0.829424594499558","0.86383542529653","0"
"Very low transfer dependency","2006","Not Working","(Married) couple without C. ","3728","0.924222945901005","0.916012543190099","0.932433348611911","0"
"Very low transfer dependency","2006","Not Working","Single parent ","225","0.484969176802126","0.438534570830899","0.531403782773352","0"
"Very low transfer dependency","2006","Not Working","Couple + C. LE 16 ","458","0.58361009582717","0.548259292798126","0.618960898856215","0"
"Very low transfer dependency","2006","Not Working","Couple + C. LE and GT 16","381","0.642318655943465","0.601626762461846","0.683010549425084","0"
"Very low transfer dependency","2006","Not Working","Couple + C. GT 16 ","980","0.815269541881219","0.792994492359875","0.837544591402563","0"
"High transfer dependency","2007","Full Time","(Married) couple without C. ","12","","","","2"
"High transfer dependency","2007","Full Time","Single parent ","14","","","","2"
"High transfer dependency","2007","Full Time","1-pers.-HH","3","","","","2"
"High transfer dependency","2007","Full Time","Couple + C. LE 16 ","13","","","","2"
"High transfer dependency","2007","Full Time","Couple + C. GT 16 ","12","","","","2"
"High transfer dependency","2007","Full Time","Couple + C. LE and GT 16","6","","","","2"
