"pli0092_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","1987","Bremen","Male","","","","","5"
"Never","1987","Saxony","Male","","","","","5"
"Never","1987","Saxony","Female","","","","","5"
"Never","1987","Saxony-Anhalt","Male","","","","","5"
"Never","1987","Saxony-Anhalt","Female","","","","","5"
"Never","1987","Thuringia","Male","","","","","5"
"Never","1987","Schleswig-Holstein","Male","","","","","5"
"Never","1987","Brandenburg","Female","","","","","5"
"Never","1987","North Rhine-Westphalia","Male","","","","","5"
"Never","1987","North Rhine-Westphalia","Female","","","","","5"
"Never","1987","Hesse","Male","","","","","5"
"Never","1987","Hesse","Female","","","","","5"
"Never","1987","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","1987","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","1987","Baden-Württemberg","Male","","","","","5"
"Never","1987","Baden-Württemberg","Female","","","","","5"
"Never","1987","Bavaria","Male","","","","","5"
"Never","1987","Bavaria","Female","","","","","5"
"Never","1987","Berlin","Male","","","","","5"
"Never","1987","Berlin","Female","","","","","5"
"Never","1987","Brandenburg","Male","","","","","5"
"Rarely","1987","Schleswig-Holstein","Female","","","","","4"
"Rarely","1987","Hamburg","Male","","","","","4"
"Rarely","1987","Hamburg","Female","","","","","4"
"Rarely","1987","North Rhine-Westphalia","Male","","","","","4"
"Rarely","1987","North Rhine-Westphalia","Female","","","","","4"
"Rarely","1987","Hesse","Male","","","","","4"
"Rarely","1987","Baden-Württemberg","Female","","","","","4"
"Rarely","1987","Bavaria","Male","","","","","4"
"Rarely","1987","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1987","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1987","Saxony","Male","","","","","4"
"Rarely","1987","Thuringia","Female","","","","","4"
"Rarely","1987","Lower Saxony","Male","","","","","4"
"Rarely","1987","Lower Saxony","Female","","","","","4"
"Rarely","1987","Bremen","Male","","","","","4"
"Rarely","1987","Bremen","Female","","","","","4"
"Rarely","1987","Hesse","Female","","","","","4"
"Rarely","1987","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","1987","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","1987","Baden-Württemberg","Male","","","","","4"
"Rarely","1987","Saxony","Female","","","","","4"
"Rarely","1987","Saxony-Anhalt","Male","","","","","4"
"Rarely","1987","Saxony-Anhalt","Female","","","","","4"
"Rarely","1987","Thuringia","Male","","","","","4"
"Rarely","1987","Schleswig-Holstein","Male","","","","","4"
"Rarely","1987","Brandenburg","Female","","","","","4"
"Rarely","1987","Bavaria","Female","","","","","4"
"Rarely","1987","Berlin","Male","","","","","4"
"Rarely","1987","Berlin","Female","","","","","4"
"Rarely","1987","Brandenburg","Male","","","","","4"
"Daily","1988","North Rhine-Westphalia","Male","","","","","1"
"Daily","1988","North Rhine-Westphalia","Female","","","","","1"
"Daily","1988","Hesse","Male","","","","","1"
"Daily","1988","Hesse","Female","","","","","1"
"Daily","1988","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1988","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1988","Baden-Württemberg","Male","","","","","1"
"Daily","1988","Baden-Württemberg","Female","","","","","1"
"Daily","1988","Bavaria","Male","","","","","1"
"Daily","1988","Bavaria","Female","","","","","1"
"Daily","1988","Berlin","Male","","","","","1"
"Daily","1988","Berlin","Female","","","","","1"
"Daily","1988","Brandenburg","Male","","","","","1"
"Daily","1988","Schleswig-Holstein","Male","","","","","1"
"Daily","1988","Schleswig-Holstein","Female","","","","","1"
"Daily","1988","Hamburg","Male","","","","","1"
"Daily","1988","Hamburg","Female","","","","","1"
"Daily","1988","Lower Saxony","Male","","","","","1"
"Daily","1988","Lower Saxony","Female","","","","","1"
"Daily","1988","Bremen","Male","","","","","1"
"Daily","1988","Bremen","Female","","","","","1"
"Daily","1988","Brandenburg","Female","","","","","1"
"Daily","1988","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1988","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1988","Saxony","Male","","","","","1"
"Daily","1988","Saxony","Female","","","","","1"
"Daily","1988","Saxony-Anhalt","Male","","","","","1"
"Daily","1988","Saxony-Anhalt","Female","","","","","1"
"Daily","1988","Thuringia","Male","","","","","1"
"Daily","1988","Thuringia","Female","","","","","1"
"Min 1x per month","1988","Saxony","Male","","","","","3"
"Min 1x per month","1988","Hamburg","Female","7","","","","3"
"Min 1x per month","1988","Schleswig-Holstein","Female","6","","","","3"
"Min 1x per month","1988","Hamburg","Male","6","","","","3"
"Min 1x per month","1988","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","1988","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","1988","Saxony","Female","","","","","3"
"Min 1x per month","1988","Schleswig-Holstein","Male","11","","","","3"
"Min 1x per month","1988","Brandenburg","Female","","","","","3"
"Min 1x per month","1988","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","1988","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","1988","Thuringia","Male","","","","","3"
"Min 1x per month","1988","Thuringia","Female","","","","","3"
"Min 1x per month","1988","Lower Saxony","Male","23","","","","3"
"Min 1x per month","1988","Lower Saxony","Female","22","","","","3"
"Min 1x per month","1988","Bremen","Male","","","","","3"
"Min 1x per month","1988","Bremen","Female","2","","","","3"
"Min 1x per month","1988","North Rhine-Westphalia","Male","74","0.0550741686011392","0.0428916487209001","0.0672566884813783","3"
"Min 1x per month","1988","North Rhine-Westphalia","Female","55","0.040706929354109","0.0301224956278649","0.0512913630803532","3"
"Min 1x per month","1988","Hesse","Male","24","","","","3"
"Min 1x per month","1988","Hesse","Female","25","","","","3"
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","Male","29","","","","3"
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","Female","12","","","","3"
"Min 1x per month","1988","Baden-Württemberg","Male","58","0.0667757450869081","0.0509432710172365","0.0826082191565797","3"
"Min 1x per month","1988","Baden-Württemberg","Female","53","0.0612350036179418","0.0458504256563155","0.076619581579568","3"
"Min 1x per month","1988","Bavaria","Male","60","0.0669557283157376","0.0495154028991791","0.084396053732296","3"
"Min 1x per month","1988","Bavaria","Female","43","0.0539574844287734","0.038687757615655","0.0692272112418919","3"
"Min 1x per month","1988","Berlin","Male","6","","","","3"
"Min 1x per month","1988","Berlin","Female","5","","","","3"
"Min 1x per month","1988","Brandenburg","Male","","","","","3"
"Min 1x per week","1988","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","1988","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","1988","Saxony","Male","","","","","2"
"Min 1x per week","1988","Saxony","Female","","","","","2"
"Min 1x per week","1988","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","1988","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","1988","Thuringia","Male","","","","","2"
"Min 1x per week","1988","Thuringia","Female","","","","","2"
"Min 1x per week","1988","North Rhine-Westphalia","Male","384","0.285961775433456","0.261830570034266","0.310092980832646","2"
"Min 1x per week","1988","North Rhine-Westphalia","Female","292","0.22860587585013","0.206113275840938","0.251098475859322","2"
"Min 1x per week","1988","Hesse","Male","120","0.235382073560627","0.198047071221474","0.272717075899781","2"
"Min 1x per week","1988","Hesse","Female","91","0.217614681744976","0.18144726160805","0.253782101881903","2"
"Min 1x per week","1988","Brandenburg","Female","","","","","2"
"Min 1x per week","1988","Schleswig-Holstein","Male","60","0.410469496166521","0.332523114352417","0.488415877980624","2"
"Min 1x per week","1988","Schleswig-Holstein","Female","43","0.271784168534215","0.20348798670338","0.340080350365051","2"
"Min 1x per week","1988","Hamburg","Male","29","","","","2"
"Min 1x per week","1988","Hamburg","Female","27","","","","2"
"Min 1x per week","1988","Lower Saxony","Male","159","0.287173290624534","0.247906355274547","0.326440225974522","2"
"Min 1x per week","1988","Lower Saxony","Female","151","0.276890906426467","0.238867717895055","0.314914094957879","2"
"Min 1x per week","1988","Bremen","Male","8","","","","2"
"Min 1x per week","1988","Bremen","Female","11","","","","2"
"Min 1x per week","1988","Rhineland-Palatinate,Saarland","Male","85","0.237272025150596","0.193081292869319","0.281462757431873","2"
"Min 1x per week","1988","Rhineland-Palatinate,Saarland","Female","58","0.154683251928699","0.117986716925409","0.191379786931989","2"
"Min 1x per week","1988","Baden-Württemberg","Male","262","0.276633131277673","0.248261924545938","0.305004338009408","2"
"Min 1x per week","1988","Baden-Württemberg","Female","151","0.185384927355026","0.160449276956324","0.210320577753728","2"
"Min 1x per week","1988","Bavaria","Male","237","0.294881951152365","0.263064557522867","0.326699344781863","2"
"Min 1x per week","1988","Bavaria","Female","184","0.215208775715061","0.18743357854603","0.242983972884092","2"
"Min 1x per week","1988","Berlin","Male","38","0.226023385018234","0.162588163266255","0.289458606770213","2"
"Min 1x per week","1988","Berlin","Female","29","","","","2"
"Min 1x per week","1988","Brandenburg","Male","","","","","2"
"Never","1988","Schleswig-Holstein","Female","87","0.542291598988","0.465808554182141","0.618774643793858","5"
"Never","1988","Schleswig-Holstein","Male","60","0.383664501920929","0.306611994536583","0.460717009305276","5"
"Never","1988","Hamburg","Female","56","0.551501177373321","0.454984607112582","0.64801774763406","5"
"Never","1988","Hamburg","Male","47","0.461406671053723","0.362201423884656","0.560611918222789","5"
"Never","1988","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","1988","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","1988","Saxony","Male","","","","","5"
"Never","1988","Thuringia","Female","","","","","5"
"Never","1988","Lower Saxony","Male","260","0.537123924758892","0.493849368968512","0.580398480549271","5"
"Never","1988","Lower Saxony","Female","299","0.579979184247342","0.538038657049389","0.621919711445294","5"
"Never","1988","Bremen","Male","22","","","","5"
"Never","1988","Bremen","Female","37","0.660762067329592","0.535637813132219","0.785886321526965","5"
"Never","1988","Brandenburg","Female","","","","","5"
"Never","1988","Saxony","Female","","","","","5"
"Never","1988","Saxony-Anhalt","Male","","","","","5"
"Never","1988","Saxony-Anhalt","Female","","","","","5"
"Never","1988","Thuringia","Male","","","","","5"
"Never","1988","North Rhine-Westphalia","Male","701","0.516292159321592","0.489604921761575","0.542979396881608","5"
"Never","1988","North Rhine-Westphalia","Female","829","0.603102676158984","0.576897172227043","0.629308180090926","5"
"Never","1988","Hesse","Male","303","0.597651702115022","0.554496573295167","0.640806830934878","5"
"Never","1988","Hesse","Female","335","0.623917693693099","0.581458847264049","0.666376540122149","5"
"Never","1988","Rhineland-Palatinate,Saarland","Male","195","0.559631045758452","0.508062802297058","0.611199289219847","5"
"Never","1988","Rhineland-Palatinate,Saarland","Female","261","0.700750476224145","0.654278396354164","0.747222556094126","5"
"Never","1988","Baden-Württemberg","Male","490","0.478152754204641","0.446471568008915","0.509833940400368","5"
"Never","1988","Baden-Württemberg","Female","614","0.629858319694505","0.598876087789179","0.660840551599831","5"
"Never","1988","Bavaria","Male","354","0.467469748443864","0.432655382734817","0.502284114152911","5"
"Never","1988","Bavaria","Female","483","0.584435737070131","0.55112857950006","0.617742894640201","5"
"Never","1988","Berlin","Male","103","0.626319435029611","0.552946134535668","0.699692735523553","5"
"Never","1988","Berlin","Female","107","0.652032058194153","0.579352846087155","0.72471127030115","5"
"Never","1988","Brandenburg","Male","","","","","5"
"Rarely","1988","Hamburg","Male","15","","","","4"
"Rarely","1988","Hamburg","Female","12","","","","4"
"Rarely","1988","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1988","Schleswig-Holstein","Female","27","","","","4"
"Rarely","1988","North Rhine-Westphalia","Female","163","0.127584518636776","0.109714768745488","0.145454268528065","4"
"Rarely","1988","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1988","Saxony","Male","","","","","4"
"Rarely","1988","Bavaria","Male","138","0.170692572088033","0.1444398296145","0.196945314561566","4"
"Rarely","1988","Schleswig-Holstein","Male","22","","","","4"
"Rarely","1988","Lower Saxony","Male","68","0.13846284345846","0.108487329913663","0.168438357003256","4"
"Rarely","1988","North Rhine-Westphalia","Male","188","0.142671896643813","0.12399490000613","0.161348893281497","4"
"Rarely","1988","Hesse","Male","49","0.11674759977483","0.0884875029017582","0.145007696647902","4"
"Rarely","1988","Hesse","Female","49","0.100976557845512","0.0745671369583954","0.127385978732628","4"
"Rarely","1988","Saxony","Female","","","","","4"
"Rarely","1988","Thuringia","Female","","","","","4"
"Rarely","1988","Lower Saxony","Female","60","0.099508618474634","0.0740718226768408","0.124945414272427","4"
"Rarely","1988","Bremen","Male","12","","","","4"
"Rarely","1988","Bremen","Female","5","","","","4"
"Rarely","1988","Rhineland-Palatinate,Saarland","Male","47","0.112116366776422","0.0793419007217392","0.144890832831104","4"
"Rarely","1988","Rhineland-Palatinate,Saarland","Female","42","0.108455214281951","0.0768985946084043","0.140011833955499","4"
"Rarely","1988","Baden-Württemberg","Male","145","0.178438369430778","0.154154907441395","0.20272183142016","4"
"Rarely","1988","Baden-Württemberg","Female","115","0.123521749332527","0.102408768286202","0.144634730378853","4"
"Rarely","1988","Saxony-Anhalt","Male","","","","","4"
"Rarely","1988","Saxony-Anhalt","Female","","","","","4"
"Rarely","1988","Thuringia","Male","","","","","4"
"Rarely","1988","Brandenburg","Female","","","","","4"
"Rarely","1988","Bavaria","Female","131","0.146398002786035","0.122506394791217","0.170289610780852","4"
"Rarely","1988","Berlin","Male","20","","","","4"
"Rarely","1988","Berlin","Female","24","","","","4"
"Rarely","1988","Brandenburg","Male","","","","","4"
"Daily","1989","North Rhine-Westphalia","Male","","","","","1"
"Daily","1989","North Rhine-Westphalia","Female","","","","","1"
"Daily","1989","Hesse","Male","","","","","1"
"Daily","1989","Hesse","Female","","","","","1"
