"plb0037_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Permanent","2008","1-pers.-HH","general elemantary","41","0.767098929900038","0.655392498820827","0.878805360979249"
"Permanent","2008","1-pers.-HH","middle vocational","495","0.838285994817221","0.808651968221665","0.867920021412776"
"Permanent","2008","1-pers.-HH","vocational + Abi","93","0.87651540052284","0.814468171997459","0.938562629048222"
"Permanent","2008","1-pers.-HH","higher vocational","84","0.955188812008832","0.911962856983004","0.99841476703466"
"Permanent","2008","1-pers.-HH","higher education","276","0.882266580853563","0.846618753990066","0.917914407717061"
"Permanent","2008","(Married) couple without C. ","in school","","","",""
"Permanent","2008","(Married) couple without C. ","inadequately","8","","",""
"Permanent","2008","(Married) couple without C. ","general elemantary","95","0.766126530160103","0.691320558961187","0.840932501359019"
"Permanent","2008","(Married) couple without C. ","middle vocational","1257","0.915467416657079","0.90069900873781","0.930235824576349"
"Permanent","2008","(Married) couple without C. ","vocational + Abi","152","0.916789626083172","0.875512690315628","0.958066561850715"
"Permanent","2008","(Married) couple without C. ","higher vocational","183","0.880199706159289","0.835195547774318","0.925203864544259"
"Permanent","2008","(Married) couple without C. ","higher education","678","0.845714543521401","0.820266640262474","0.871162446780328"
"Permanent","2008","Single parent ","in school","3","","",""
"Permanent","2008","Single parent ","inadequately","3","","",""
"Permanent","2008","Single parent ","general elemantary","34","0.497476081927062","0.385798192007696","0.609153971846428"
"Permanent","2008","Single parent ","middle vocational","233","0.767312950920743","0.719577919430379","0.815047982411106"
"Permanent","2008","Single parent ","vocational + Abi","28","","",""
"Permanent","2008","Single parent ","higher vocational","24","","",""
"Permanent","2008","Single parent ","higher education","79","0.805540165493288","0.725101441523732","0.885978889462844"
"Permanent","2008","Couple + C. LE 16 ","in school","","","",""
"Permanent","2008","Couple + C. LE 16 ","inadequately","10","","",""
"Permanent","2008","Couple + C. LE 16 ","general elemantary","87","0.896586875019737","0.836300513620339","0.956873236419134"
"Permanent","2008","Couple + C. LE 16 ","middle vocational","942","0.897595768607128","0.87910745583189","0.916084081382367"
"Permanent","2008","Couple + C. LE 16 ","vocational + Abi","194","0.929331536448806","0.894753125974062","0.963909946923551"
"Permanent","2008","Couple + C. LE 16 ","higher vocational","217","0.921973271607873","0.887310360194261","0.956636183021484"
"Permanent","2008","Couple + C. LE 16 ","higher education","529","0.905058708967997","0.88105730080972","0.929060117126273"
"Permanent","2008","Couple + C. GT 16 ","in school","2","","",""
"Permanent","2008","Couple + C. GT 16 ","inadequately","12","","",""
"Permanent","2008","Couple + C. GT 16 ","general elemantary","95","0.485099539902404","0.416851284822108","0.553347794982699"
"Permanent","2008","Couple + C. GT 16 ","middle vocational","843","0.823123114667975","0.799450253007227","0.846795976328723"
"Permanent","2008","Couple + C. GT 16 ","vocational + Abi","89","0.834714415188216","0.763327622921478","0.906101207454954"
"Permanent","2008","Couple + C. GT 16 ","higher vocational","123","0.956558170595843","0.921243687652077","0.991872653539609"
"Permanent","2008","Couple + C. GT 16 ","higher education","384","0.903205939250026","0.875028880682682","0.93138299781737"
"Permanent","2008","Couple + C. LE and GT 16","in school","6","","",""
"Permanent","2008","Couple + C. LE and GT 16","inadequately","3","","",""
"Permanent","2008","Couple + C. LE and GT 16","general elemantary","34","0.424382102244097","0.320525493074746","0.528238711413449"
"Permanent","2008","Couple + C. LE and GT 16","middle vocational","285","0.874130949529431","0.838179041733468","0.910082857325395"
"Permanent","2008","Couple + C. LE and GT 16","vocational + Abi","43","0.835415455299488","0.736515296468325","0.934315614130651"
"Permanent","2008","Couple + C. LE and GT 16","higher vocational","56","0.978469711890763","0.941433999800289","1.01550542398124"
"Permanent","2008","Couple + C. LE and GT 16","higher education","140","0.876087012099051","0.824049111618975","0.928124912579127"
"Limited","2008","1-pers.-HH","in school","","","",""
"Limited","2008","1-pers.-HH","inadequately","2","","",""
"Limited","2008","1-pers.-HH","general elemantary","14","","",""
"Limited","2008","1-pers.-HH","middle vocational","98","0.161714005182779","0.132079978587224","0.191348031778335"
"Limited","2008","1-pers.-HH","vocational + Abi","15","","",""
"Limited","2008","1-pers.-HH","higher vocational","4","","",""
"Limited","2008","1-pers.-HH","higher education","38","0.117733419146437","0.0820855922829389","0.153381246009934"
"Limited","2008","(Married) couple without C. ","in school","","","",""
"Limited","2008","(Married) couple without C. ","inadequately","4","","",""
"Limited","2008","(Married) couple without C. ","general elemantary","28","","",""
"Limited","2008","(Married) couple without C. ","middle vocational","106","0.0845325833429207","0.0697641754236509","0.0993009912621905"
"Limited","2008","(Married) couple without C. ","vocational + Abi","20","","",""
"Limited","2008","(Married) couple without C. ","higher vocational","17","","",""
"Limited","2008","(Married) couple without C. ","higher education","96","0.154285456478599","0.128837553219672","0.179733359737526"
"Limited","2008","Single parent ","in school","3","","",""
"Limited","2008","Single parent ","inadequately","2","","",""
"Limited","2008","Single parent ","general elemantary","43","0.502523918072938","0.390846028153572","0.614201807992304"
"Limited","2008","Single parent ","middle vocational","68","0.232687049079257","0.184952017588894","0.280422080569621"
"Limited","2008","Single parent ","vocational + Abi","8","","",""
"Limited","2008","Single parent ","higher vocational","1","","",""
"Limited","2008","Single parent ","higher education","14","","",""
"Limited","2008","Couple + C. LE 16 ","in school","","","",""
"Limited","2008","Couple + C. LE 16 ","inadequately","2","","",""
"Limited","2008","Couple + C. LE 16 ","general elemantary","11","","",""
"Limited","2008","Couple + C. LE 16 ","middle vocational","91","0.102404231392872","0.0839159186176331","0.12089254416811"
"Limited","2008","Couple + C. LE 16 ","vocational + Abi","17","","",""
"Limited","2008","Couple + C. LE 16 ","higher vocational","13","","",""
"Limited","2008","Couple + C. LE 16 ","higher education","44","0.0949412910320034","0.0709398828737265","0.11894269919028"
"Limited","2008","Couple + C. GT 16 ","in school","4","","",""
"Limited","2008","Couple + C. GT 16 ","inadequately","4","","",""
"Limited","2008","Couple + C. GT 16 ","general elemantary","111","0.514900460097596","0.446652205017301","0.583148715177892"
"Limited","2008","Couple + C. GT 16 ","middle vocational","155","0.176876885332025","0.153204023671277","0.200549746992773"
"Limited","2008","Couple + C. GT 16 ","vocational + Abi","15","","",""
"Limited","2008","Couple + C. GT 16 ","higher vocational","5","","",""
"Limited","2008","Couple + C. GT 16 ","higher education","39","0.0967940607499737","0.0686170021826299","0.124971119317318"
"Limited","2008","Couple + C. LE and GT 16","in school","1","","",""
"Limited","2008","Couple + C. LE and GT 16","inadequately","2","","",""
"Limited","2008","Couple + C. LE and GT 16","general elemantary","53","0.575617897755903","0.471761288586551","0.679474506925254"
"Limited","2008","Couple + C. LE and GT 16","middle vocational","42","0.125869050470569","0.0899171426746055","0.161820958266532"
"Limited","2008","Couple + C. LE and GT 16","vocational + Abi","11","","",""
"Limited","2008","Couple + C. LE and GT 16","higher vocational","3","","",""
"Limited","2008","Couple + C. LE and GT 16","higher education","14","","",""
"Permanent","2009","1-pers.-HH","in school","","","",""
"Permanent","2009","1-pers.-HH","inadequately","3","","",""
"Permanent","2009","1-pers.-HH","general elemantary","41","0.728412818784966","0.613946552231935","0.842879085337997"
"Permanent","2009","1-pers.-HH","middle vocational","458","0.842603215747205","0.811859016070434","0.873347415423975"
"Permanent","2009","1-pers.-HH","vocational + Abi","80","0.895441367087426","0.832916510770841","0.957966223404012"
"Permanent","2009","1-pers.-HH","higher vocational","76","0.904223432957765","0.84091281438024","0.967534051535289"
"Permanent","2009","1-pers.-HH","higher education","269","0.853858957178993","0.814911086435828","0.892806827922157"
"Permanent","2009","(Married) couple without C. ","in school","","","",""
"Permanent","2009","(Married) couple without C. ","inadequately","7","","",""
"Permanent","2009","(Married) couple without C. ","general elemantary","84","0.805931360850587","0.73099667167271","0.880866050028463"
"Permanent","2009","(Married) couple without C. ","middle vocational","1178","0.916776564615358","0.901679859301037","0.931873269929679"
"Permanent","2009","(Married) couple without C. ","vocational + Abi","148","0.916178698932619","0.87402251012534","0.958334887739898"
"Permanent","2009","(Married) couple without C. ","higher vocational","171","0.928130404021098","0.890812582689597","0.965448225352599"
"Permanent","2009","(Married) couple without C. ","higher education","660","0.855413059626634","0.830277321520252","0.880548797733015"
"Permanent","2009","Single parent ","in school","3","","",""
"Permanent","2009","Single parent ","inadequately","2","","",""
"Permanent","2009","Single parent ","general elemantary","31","0.421764327157904","0.308478905998242","0.535049748317566"
"Permanent","2009","Single parent ","middle vocational","219","0.773399733595323","0.723185749872495","0.823613717318152"
"Permanent","2009","Single parent ","vocational + Abi","30","0.93451536439681","0.851363581973148","1.01766714682047"
"Permanent","2009","Single parent ","higher vocational","21","","",""
"Permanent","2009","Single parent ","higher education","80","0.805648658248894","0.726078008559111","0.885219307938676"
"Permanent","2009","Couple + C. LE 16 ","in school","","","",""
"Permanent","2009","Couple + C. LE 16 ","inadequately","10","","",""
"Permanent","2009","Couple + C. LE 16 ","general elemantary","74","0.897359477070733","0.833217621391146","0.96150133275032"
"Permanent","2009","Couple + C. LE 16 ","middle vocational","829","0.89463057400553","0.874747683112058","0.914513464899002"
"Permanent","2009","Couple + C. LE 16 ","vocational + Abi","176","0.949037904058124","0.917601375217165","0.980474432899082"
"Permanent","2009","Couple + C. LE 16 ","higher vocational","191","0.963804421512481","0.938174030869814","0.989434812155148"
"Permanent","2009","Couple + C. LE 16 ","higher education","452","0.91181373941549","0.887057404326357","0.936570074504623"
"Permanent","2009","Couple + C. GT 16 ","in school","3","","",""
"Permanent","2009","Couple + C. GT 16 ","inadequately","7","","",""
"Permanent","2009","Couple + C. GT 16 ","general elemantary","81","0.472142716958222","0.399812885583376","0.544472548333067"
"Permanent","2009","Couple + C. GT 16 ","middle vocational","796","0.799484184762257","0.774117052294366","0.824851317230148"
"Permanent","2009","Couple + C. GT 16 ","vocational + Abi","83","0.841187416961281","0.768073287561513","0.91430154636105"
"Permanent","2009","Couple + C. GT 16 ","higher vocational","128","0.959929711694338","0.927325654856526","0.992533768532149"
"Permanent","2009","Couple + C. GT 16 ","higher education","365","0.911880868716397","0.883961560463226","0.939800176969568"
"Permanent","2009","Couple + C. LE and GT 16","in school","4","","",""
"Permanent","2009","Couple + C. LE and GT 16","inadequately","2","","",""
"Permanent","2009","Couple + C. LE and GT 16","general elemantary","33","0.462908384222479","0.352955593871266","0.572861174573691"
"Permanent","2009","Couple + C. LE and GT 16","middle vocational","288","0.868194235422242","0.831473197987068","0.904915272857415"
"Permanent","2009","Couple + C. LE and GT 16","vocational + Abi","38","0.850369850247054","0.74945828221359","0.951281418280519"
"Permanent","2009","Couple + C. LE and GT 16","higher vocational","50","0.833810794722825","0.736314246608761","0.931307342836889"
"Permanent","2009","Couple + C. LE and GT 16","higher education","146","0.953053562500253","0.919645775657864","0.986461349342643"
