"hlf0001_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Owner","2006","inadequately","West Germany","40","0.132348450748621","0.0875700215367346","0.177126879960508","3"
"Owner","2006","inadequately","East Germany","3","","","","3"
"Owner","2006","general elemantary","West Germany","996","0.403763428357024","0.383105278166203","0.424421578547846","3"
"Sub-Tenant","2006","general elemantary","East Germany","17","","","","2"
"Sub-Tenant","2006","middle vocational","West Germany","121","0.0203950087729441","0.0173578054194127","0.0234322121264755","2"
"Sub-Tenant","2006","middle vocational","East Germany","70","0.0300450266200393","0.0237466058588911","0.0363434473811874","2"
"Sub-Tenant","2006","vocational + Abi","West Germany","20","","","","2"
"Sub-Tenant","2006","vocational + Abi","East Germany","6","","","","2"
"Sub-Tenant","2006","in school","West Germany","5","","","","2"
"Sub-Tenant","2006","in school","East Germany","1","","","","2"
"Sub-Tenant","2006","inadequately","West Germany","4","","","","2"
"Sub-Tenant","2006","inadequately","East Germany","2","","","","2"
"Sub-Tenant","2006","general elemantary","West Germany","44","0.0324537092126552","0.0249928871598985","0.0399145312654119","2"
"Sub-Tenant","2006","higher vocational","West Germany","15","","","","2"
"Sub-Tenant","2006","higher vocational","East Germany","6","","","","2"
"Sub-Tenant","2006","higher education","West Germany","27","","","","2"
"Sub-Tenant","2006","higher education","East Germany","21","","","","2"
"Tenant","2006","in school","West Germany","","","","","5"
"Tenant","2006","in school","East Germany","","","","","5"
"Tenant","2006","inadequately","West Germany","","","","","5"
"Tenant","2006","inadequately","East Germany","","","","","5"
"Tenant","2006","general elemantary","West Germany","","","","","5"
"Tenant","2006","general elemantary","East Germany","","","","","5"
"Tenant","2006","middle vocational","West Germany","","","","","5"
"Tenant","2006","middle vocational","East Germany","","","","","5"
"Tenant","2006","vocational + Abi","West Germany","","","","","5"
"Tenant","2006","vocational + Abi","East Germany","","","","","5"
"Tenant","2006","higher vocational","West Germany","","","","","5"
"Tenant","2006","higher vocational","East Germany","","","","","5"
"Tenant","2006","higher education","West Germany","","","","","5"
"Tenant","2006","higher education","East Germany","","","","","5"
"Main Tenant","2007","in school","West Germany","156","0.452220911142816","0.407555951441029","0.496885870844603","1"
"Main Tenant","2007","in school","East Germany","61","0.519643476036634","0.440217806703731","0.599069145369538","1"
"Main Tenant","2007","inadequately","West Germany","153","0.802096578431334","0.746318950802173","0.857874206060495","1"
"Main Tenant","2007","inadequately","East Germany","15","","","","1"
"Main Tenant","2007","general elemantary","West Germany","1019","0.578083501918472","0.556101475375423","0.60006552846152","1"
"Main Tenant","2007","general elemantary","East Germany","200","0.685113359747598","0.635742923102065","0.734483796393131","1"
"Main Tenant","2007","middle vocational","West Germany","3272","0.476255238436645","0.465128051183367","0.487382425689923","1"
"Main Tenant","2007","middle vocational","East Germany","1361","0.589588242159198","0.570845312501381","0.608331171817015","1"
"Main Tenant","2007","vocational + Abi","West Germany","477","0.541258028539127","0.510496760145603","0.572019296932652","1"
"Main Tenant","2007","vocational + Abi","East Germany","91","0.60614182944793","0.53203693162397","0.68024672727189","1"
"Main Tenant","2007","higher vocational","West Germany","376","0.40218493644625","0.37363340135658","0.43073647153592","1"
"Main Tenant","2007","higher vocational","East Germany","181","0.503616085564724","0.454981667853246","0.552250503276201","1"
"Main Tenant","2007","higher education","West Germany","1032","0.443842787164429","0.426350335876056","0.461335238452802","1"
"Main Tenant","2007","higher education","East Germany","591","0.558249143107409","0.531285497151927","0.585212789062891","1"
"Nursing Home/Retirement Community","2007","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","inadequately","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2007","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","general elemantary","West Germany","11","","","","4"
"Nursing Home/Retirement Community","2007","general elemantary","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2007","middle vocational","West Germany","14","","","","4"
"Nursing Home/Retirement Community","2007","middle vocational","East Germany","9","","","","4"
"Nursing Home/Retirement Community","2007","vocational + Abi","West Germany","","","","","4"
"Nursing Home/Retirement Community","2007","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","higher vocational","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2007","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2007","higher education","West Germany","7","","","","4"
"Nursing Home/Retirement Community","2007","higher education","East Germany","3","","","","4"
"Owner","2007","general elemantary","East Germany","124","0.270192766703724","0.222991943453269","0.317393589954179","3"
"Owner","2007","middle vocational","West Germany","4326","0.498134134444871","0.486994456172674","0.509273812717068","3"
"Owner","2007","vocational + Abi","East Germany","70","0.349208973609138","0.276906470798093","0.421511476420182","3"
"Owner","2007","in school","West Germany","320","0.547687783556779","0.503022038030202","0.592353529083355","3"
"Owner","2007","in school","East Germany","89","0.466200003512198","0.386894794041774","0.545505212982622","3"
"Owner","2007","inadequately","West Germany","37","0.152742926292088","0.102380318445424","0.203105534138752","3"
"Owner","2007","inadequately","East Germany","6","","","","3"
"Owner","2007","middle vocational","East Germany","1213","0.368345540147439","0.349966591577942","0.386724488716937","3"
"Owner","2007","vocational + Abi","West Germany","511","0.439485284154757","0.408845655084406","0.470124913225108","3"
"Owner","2007","higher vocational","West Germany","741","0.571988825461887","0.543178082216025","0.600799568707749","3"
"Owner","2007","higher vocational","East Germany","221","0.487306644030619","0.438686629390364","0.535926658670873","3"
"Owner","2007","higher education","West Germany","2029","0.537967933995522","0.52041492575704","0.555520942234004","3"
"Owner","2007","higher education","East Germany","696","0.42230648356072","0.395487735257016","0.449125231864424","3"
"Owner","2007","general elemantary","West Germany","871","0.387215893054918","0.36553438330565","0.408897402804186","3"
"Sub-Tenant","2007","general elemantary","East Germany","13","","","","2"
"Sub-Tenant","2007","middle vocational","West Germany","127","0.0229793817115965","0.019641071416758","0.0263176920064351","2"
"Sub-Tenant","2007","middle vocational","East Germany","63","0.036351123692741","0.0292197778108155","0.0434824695746665","2"
"Sub-Tenant","2007","vocational + Abi","West Germany","20","","","","2"
"Sub-Tenant","2007","vocational + Abi","East Germany","6","","","","2"
"Sub-Tenant","2007","higher vocational","West Germany","13","","","","2"
"Sub-Tenant","2007","higher vocational","East Germany","4","","","","2"
"Sub-Tenant","2007","higher education","West Germany","31","0.0135756840250836","0.0095014117542376","0.0176499562959296","2"
"Sub-Tenant","2007","higher education","East Germany","13","","","","2"
"Sub-Tenant","2007","in school","West Germany","1","","","","2"
"Sub-Tenant","2007","in school","East Germany","2","","","","2"
"Sub-Tenant","2007","inadequately","West Germany","4","","","","2"
"Sub-Tenant","2007","inadequately","East Germany","2","","","","2"
"Sub-Tenant","2007","general elemantary","West Germany","38","0.0273976621501675","0.0201318595600456","0.0346634647402895","2"
"Tenant","2007","in school","West Germany","","","","","5"
"Tenant","2007","in school","East Germany","","","","","5"
"Tenant","2007","inadequately","West Germany","","","","","5"
"Tenant","2007","inadequately","East Germany","","","","","5"
"Tenant","2007","general elemantary","West Germany","","","","","5"
"Tenant","2007","general elemantary","East Germany","","","","","5"
"Tenant","2007","middle vocational","West Germany","","","","","5"
"Tenant","2007","middle vocational","East Germany","","","","","5"
"Tenant","2007","vocational + Abi","West Germany","","","","","5"
"Tenant","2007","vocational + Abi","East Germany","","","","","5"
"Tenant","2007","higher vocational","West Germany","","","","","5"
"Tenant","2007","higher vocational","East Germany","","","","","5"
"Tenant","2007","higher education","West Germany","","","","","5"
"Tenant","2007","higher education","East Germany","","","","","5"
"Main Tenant","2008","in school","West Germany","126","0.390359976704262","0.344829921855075","0.43589003155345","1"
"Main Tenant","2008","in school","East Germany","46","0.417115838830445","0.326202347315001","0.508029330345889","1"
"Main Tenant","2008","inadequately","West Germany","132","0.813069595455761","0.754117766479213","0.87202142443231","1"
"Main Tenant","2008","inadequately","East Germany","11","","","","1"
"Main Tenant","2008","general elemantary","West Germany","916","0.570155160970076","0.547144208202579","0.593166113737574","1"
"Main Tenant","2008","general elemantary","East Germany","199","0.743843947274134","0.695485856056178","0.792202038492091","1"
"Main Tenant","2008","middle vocational","West Germany","2994","0.469061967915912","0.457588950304708","0.480534985527117","1"
"Main Tenant","2008","middle vocational","East Germany","1279","0.567093305049054","0.547744309777398","0.58644230032071","1"
"Main Tenant","2008","vocational + Abi","West Germany","425","0.500773917170752","0.468707965254227","0.532839869087278","1"
"Main Tenant","2008","vocational + Abi","East Germany","90","0.619210866787515","0.545342991928106","0.693078741646924","1"
"Main Tenant","2008","higher vocational","West Germany","346","0.421846004959571","0.391903461984978","0.451788547934164","1"
"Main Tenant","2008","higher vocational","East Germany","168","0.486624226993082","0.436170649707381","0.537077804278784","1"
"Main Tenant","2008","higher education","West Germany","992","0.44626686012698","0.428364794678546","0.464168925575414","1"
"Main Tenant","2008","higher education","East Germany","562","0.546851912015437","0.519211531771723","0.574492292259151","1"
"Nursing Home/Retirement Community","2008","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","inadequately","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2008","inadequately","East Germany","","","","","4"
