"hlf0001_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Owner","1987","Full Time","Couple + C. LE 16 ","418","0.43529618660483","0.407644768836458","0.462947604373202","3"
"Owner","1987","Part Time","(Married) couple without C. ","98","0.358250396600548","0.304614561403186","0.411886231797909","3"
"Owner","1987","Part Time","Single parent ","37","0.306552531306511","0.226047679415608","0.387057383197413","3"
"Owner","1987","Part Time","Couple + C. GT 16 ","235","0.642546292378506","0.595639253412235","0.689453331344777","3"
"Owner","1987","Part Time","Couple + C. LE and GT 16","123","0.677293045324464","0.619456319290334","0.735129771358594","3"
"Owner","1987","Not Working","1-pers.-HH","139","0.243249972706677","0.206860137802252","0.279639807611102","3"
"Owner","1987","Not Working","Single parent ","79","0.486104958759399","0.414469255804412","0.557740661714386","3"
"Owner","1987","Not Working","Couple + C. LE 16 ","200","0.396006823631871","0.357997785095921","0.434015862167822","3"
"Owner","1987","Full Time","Couple + C. GT 16 ","586","0.665334789969845","0.63680673691958","0.69386284302011","3"
"Owner","1987","Full Time","Couple + C. LE and GT 16","277","0.696292109086722","0.65902772627693","0.733556491896515","3"
"Owner","1987","Part Time","1-pers.-HH","17","","","","3"
"Owner","1987","Part Time","Couple + C. LE 16 ","172","0.405570770708972","0.362316509977346","0.448825031440598","3"
"Sub-Tenant","1987","Full Time","1-pers.-HH","47","0.0751906211263842","0.0511189868071155","0.0992622554456528","2"
"Sub-Tenant","1987","Full Time","Couple + C. LE 16 ","19","","","","2"
"Sub-Tenant","1987","Full Time","Couple + C. GT 16 ","5","","","","2"
"Sub-Tenant","1987","Part Time","Single parent ","3","","","","2"
"Sub-Tenant","1987","Not Working","Couple + C. GT 16 ","2","","","","2"
"Sub-Tenant","1987","Part Time","(Married) couple without C. ","8","","","","2"
"Sub-Tenant","1987","Full Time","Single parent ","1","","","","2"
"Sub-Tenant","1987","Full Time","Couple + C. LE and GT 16","6","","","","2"
"Sub-Tenant","1987","Part Time","1-pers.-HH","18","","","","2"
"Sub-Tenant","1987","Part Time","Couple + C. LE 16 ","10","","","","2"
"Sub-Tenant","1987","Part Time","Couple + C. LE and GT 16","3","","","","2"
"Sub-Tenant","1987","Not Working","1-pers.-HH","20","","","","2"
"Sub-Tenant","1987","Full Time","(Married) couple without C. ","18","","","","2"
"Sub-Tenant","1987","Not Working","Couple + C. LE 16 ","14","","","","2"
"Sub-Tenant","1987","Part Time","Couple + C. GT 16 ","","","","","2"
"Sub-Tenant","1987","Not Working","(Married) couple without C. ","14","","","","2"
"Sub-Tenant","1987","Not Working","Single parent ","2","","","","2"
"Sub-Tenant","1987","Not Working","Couple + C. LE and GT 16","5","","","","2"
"Tenant","1987","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1987","Full Time","1-pers.-HH","","","","","5"
"Tenant","1987","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","1987","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1987","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1987","Part Time","Single parent ","","","","","5"
"Tenant","1987","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1987","Part Time","1-pers.-HH","","","","","5"
"Tenant","1987","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","1987","Full Time","Single parent ","","","","","5"
"Tenant","1987","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1987","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1987","Not Working","1-pers.-HH","","","","","5"
"Tenant","1987","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","1987","Not Working","Single parent ","","","","","5"
"Tenant","1987","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","1987","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","1987","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","1988","Full Time","1-pers.-HH","321","0.749276982864211","0.708021330277808","0.790532635450615","1"
"Main Tenant","1988","Full Time","(Married) couple without C. ","658","0.578530701977991","0.547956128453541","0.609105275502441","1"
"Main Tenant","1988","Full Time","Single parent ","114","0.466349131634824","0.398059407720638","0.534638855549011","1"
"Main Tenant","1988","Full Time","Couple + C. LE 16 ","727","0.524803364412938","0.496053132193386","0.553553596632489","1"
"Main Tenant","1988","Full Time","Couple + C. GT 16 ","441","0.303019756988941","0.275393174442246","0.330646339535637","1"
"Main Tenant","1988","Full Time","Couple + C. LE and GT 16","271","0.317976614361209","0.276531394742882","0.359421833979536","1"
"Main Tenant","1988","Part Time","1-pers.-HH","87","0.718795069061634","0.638017901467825","0.799572236655442","1"
"Main Tenant","1988","Part Time","(Married) couple without C. ","219","0.584050042032679","0.531504568158539","0.636595515906819","1"
"Main Tenant","1988","Part Time","Single parent ","80","0.56716991937693","0.482324626008668","0.652015212745192","1"
"Main Tenant","1988","Part Time","Couple + C. LE 16 ","311","0.566031723288942","0.5225459501409","0.609517496436983","1"
"Main Tenant","1988","Part Time","Couple + C. GT 16 ","195","0.356101900712424","0.310576964765127","0.401626836659721","1"
"Main Tenant","1988","Part Time","Couple + C. LE and GT 16","127","0.334654690496779","0.274831282717092","0.394478098276465","1"
"Main Tenant","1988","Not Working","1-pers.-HH","366","0.717102653468597","0.678720851820096","0.755484455117097","1"
"Main Tenant","1988","Not Working","(Married) couple without C. ","486","0.492773802236766","0.460948790973465","0.524598813500067","1"
"Main Tenant","1988","Not Working","Single parent ","104","0.560593698331951","0.48663618751548","0.634551209148422","1"
"Main Tenant","1988","Not Working","Couple + C. LE 16 ","376","0.562049476721229","0.521426608990316","0.602672344452141","1"
"Main Tenant","1988","Not Working","Couple + C. GT 16 ","279","0.293670228358538","0.260426159350007","0.32691429736707","1"
"Main Tenant","1988","Not Working","Couple + C. LE and GT 16","215","0.380828866456994","0.331148437234291","0.430509295679697","1"
"Nursing Home/Retirement Community","1988","Full Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1988","Full Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1988","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1988","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1988","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1988","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","1988","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1988","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1988","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1988","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1988","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1988","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","1988","Not Working","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1988","Not Working","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1988","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1988","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1988","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1988","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","1988","Full Time","(Married) couple without C. ","319","0.386058464830306","0.355914229064845","0.416202700595766","3"
"Owner","1988","Full Time","Single parent ","89","0.52597887731482","0.457626415704574","0.594331338925066","3"
"Owner","1988","Not Working","(Married) couple without C. ","452","0.494805724530458","0.46297910660872","0.526632342452197","3"
"Owner","1988","Not Working","Couple + C. GT 16 ","442","0.706329771641462","0.67308570263293","0.739573840649993","3"
"Owner","1988","Not Working","Couple + C. LE and GT 16","146","0.595471390697072","0.54525793275964","0.645684848634504","3"
"Owner","1988","Full Time","1-pers.-HH","65","0.173663459405899","0.137605772317959","0.209721146493838","3"
"Owner","1988","Full Time","Couple + C. LE 16 ","411","0.456058447239124","0.427384152596964","0.484732741881284","3"
"Owner","1988","Part Time","(Married) couple without C. ","112","0.39712334994581","0.344959854641856","0.449286845249765","3"
"Owner","1988","Part Time","Single parent ","49","0.408469378952952","0.324294827406996","0.492643930498908","3"
"Owner","1988","Part Time","Couple + C. GT 16 ","229","0.643601917879447","0.598068529469385","0.689135306289509","3"
"Owner","1988","Part Time","Couple + C. LE and GT 16","110","0.654522281896825","0.594235600255988","0.714808963537662","3"
"Owner","1988","Not Working","1-pers.-HH","139","0.241112611585398","0.20466081934437","0.277564403826425","3"
"Owner","1988","Not Working","Single parent ","62","0.385080385986843","0.312568381346986","0.457592390626701","3"
"Owner","1988","Not Working","Couple + C. LE 16 ","186","0.415781553959985","0.375427142141798","0.456135965778171","3"
"Owner","1988","Full Time","Couple + C. GT 16 ","614","0.692728062986874","0.664993310231891","0.720462815741857","3"
"Owner","1988","Full Time","Couple + C. LE and GT 16","210","0.671844992506403","0.63005702177124","0.713632963241566","3"
"Owner","1988","Part Time","1-pers.-HH","22","","","","3"
"Owner","1988","Part Time","Couple + C. LE 16 ","180","0.417498523301893","0.374229827455688","0.460767219148097","3"
"Sub-Tenant","1988","Full Time","1-pers.-HH","38","0.0770595577298902","0.0516752539077389","0.102443861552041","2"
"Sub-Tenant","1988","Part Time","(Married) couple without C. ","7","","","","2"
"Sub-Tenant","1988","Full Time","Couple + C. LE 16 ","21","","","","2"
"Sub-Tenant","1988","Full Time","Couple + C. GT 16 ","8","","","","2"
"Sub-Tenant","1988","Part Time","Single parent ","2","","","","2"
"Sub-Tenant","1988","Part Time","Couple + C. LE and GT 16","2","","","","2"
"Sub-Tenant","1988","Full Time","(Married) couple without C. ","25","","","","2"
"Sub-Tenant","1988","Full Time","Single parent ","2","","","","2"
"Sub-Tenant","1988","Full Time","Couple + C. LE and GT 16","4","","","","2"
"Sub-Tenant","1988","Part Time","1-pers.-HH","10","","","","2"
"Sub-Tenant","1988","Part Time","Couple + C. GT 16 ","1","","","","2"
"Sub-Tenant","1988","Not Working","1-pers.-HH","24","","","","2"
"Sub-Tenant","1988","Not Working","Couple + C. LE 16 ","11","","","","2"
"Sub-Tenant","1988","Not Working","Couple + C. GT 16 ","","","","","2"
"Sub-Tenant","1988","Part Time","Couple + C. LE 16 ","8","","","","2"
"Sub-Tenant","1988","Not Working","(Married) couple without C. ","10","","","","2"
"Sub-Tenant","1988","Not Working","Single parent ","7","","","","2"
"Sub-Tenant","1988","Not Working","Couple + C. LE and GT 16","6","","","","2"
"Tenant","1988","Part Time","Single parent ","","","","","5"
"Tenant","1988","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1988","Full Time","1-pers.-HH","","","","","5"
"Tenant","1988","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","1988","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1988","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1988","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1988","Part Time","1-pers.-HH","","","","","5"
"Tenant","1988","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","1988","Full Time","Single parent ","","","","","5"
"Tenant","1988","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1988","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1988","Not Working","1-pers.-HH","","","","","5"
"Tenant","1988","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","1988","Not Working","Single parent ","","","","","5"
"Tenant","1988","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","1988","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","1988","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","1989","Full Time","1-pers.-HH","331","0.751788473992912","0.711379796705794","0.79219715128003","1"
"Main Tenant","1989","Full Time","(Married) couple without C. ","723","0.611339071068465","0.581911507663883","0.640766634473047","1"
"Main Tenant","1989","Full Time","Single parent ","109","0.449941424730418","0.381166120260427","0.518716729200408","1"
"Main Tenant","1989","Full Time","Couple + C. LE 16 ","694","0.519941636254155","0.490404147903754","0.549479124604557","1"
"Main Tenant","1989","Full Time","Couple + C. GT 16 ","409","0.274374579224173","0.247217260263907","0.30153189818444","1"
"Main Tenant","1989","Full Time","Couple + C. LE and GT 16","277","0.389644967899675","0.345462398818346","0.433827536981004","1"
"Main Tenant","1989","Part Time","1-pers.-HH","82","0.724192839131241","0.641051601789268","0.807334076473214","1"
"Main Tenant","1989","Part Time","(Married) couple without C. ","188","0.564180482744517","0.508347716771371","0.620013248717663","1"
"Main Tenant","1989","Part Time","Single parent ","57","0.472035113470652","0.375625764208478","0.568444462732826","1"
"Main Tenant","1989","Part Time","Couple + C. LE 16 ","295","0.539196130928713","0.495106264104403","0.583285997753023","1"
"Main Tenant","1989","Part Time","Couple + C. GT 16 ","164","0.300737149809655","0.256294473421124","0.345179826198186","1"
"Main Tenant","1989","Part Time","Couple + C. LE and GT 16","94","0.389326553940499","0.319811523101908","0.45884158477909","1"
"Main Tenant","1989","Not Working","1-pers.-HH","355","0.70185033579211","0.662494981141785","0.741205690442435","1"
"Main Tenant","1989","Not Working","(Married) couple without C. ","444","0.470713935327676","0.438247924849569","0.503179945805784","1"
"Main Tenant","1989","Not Working","Single parent ","101","0.537786219676787","0.462618561847223","0.612953877506351","1"
"Main Tenant","1989","Not Working","Couple + C. LE 16 ","384","0.608850246966739","0.568139851086591","0.649560642846886","1"
"Main Tenant","1989","Not Working","Couple + C. GT 16 ","257","0.260346252812962","0.227861543973272","0.292830961652651","1"
"Main Tenant","1989","Not Working","Couple + C. LE and GT 16","199","0.416796092722174","0.363682445327318","0.46990974011703","1"
