"m11104","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2000","Single parent ","inadequately","","","",""
"At lease once a week","2000","Single parent ","general elemantary","","","",""
"At lease once a week","2000","Single parent ","middle vocational","","","",""
"At lease once a week","2000","Single parent ","vocational + Abi","","","",""
"At lease once a week","2000","Single parent ","higher vocational","","","",""
"At lease once a week","2000","Single parent ","higher education","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","in school","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","inadequately","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","general elemantary","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","middle vocational","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","vocational + Abi","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","higher vocational","","","",""
"At lease once a week","2000","Couple + C. LE 16 ","higher education","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","in school","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","inadequately","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","general elemantary","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","middle vocational","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","vocational + Abi","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","higher vocational","","","",""
"At lease once a week","2000","Couple + C. GT 16 ","higher education","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","in school","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","inadequately","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","general elemantary","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","middle vocational","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","vocational + Abi","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","higher vocational","","","",""
"At lease once a week","2000","Couple + C. LE and GT 16","higher education","","","",""
"Almost never or never","2001","1-pers.-HH","in school","1","","",""
"Almost never or never","2001","1-pers.-HH","inadequately","22","","",""
"Almost never or never","2001","1-pers.-HH","general elemantary","361","0.811197235046359","0.775395081224083","0.846999388868635"
"Almost never or never","2001","1-pers.-HH","middle vocational","892","0.57761052260427","0.553528026082642","0.601693019125899"
"Almost never or never","2001","1-pers.-HH","vocational + Abi","54","0.35067228578239","0.278299957025653","0.423044614539127"
"Almost never or never","2001","1-pers.-HH","higher vocational","86","0.429424748976377","0.363866697970358","0.494982799982395"
"Almost never or never","2001","1-pers.-HH","higher education","158","0.325742933515356","0.284289777599522","0.36719608943119"
"Almost never or never","2001","(Married) couple without C. ","in school","1","","",""
"Almost never or never","2001","(Married) couple without C. ","inadequately","65","0.848766913295371","0.769257523836282","0.92827630275446"
"Almost never or never","2001","(Married) couple without C. ","general elemantary","676","0.811558631194273","0.785144269470333","0.837972992918213"
"Almost never or never","2001","(Married) couple without C. ","middle vocational","2279","0.592654758344228","0.577096025395031","0.608213491293424"
"Almost never or never","2001","(Married) couple without C. ","vocational + Abi","129","0.421165390468917","0.366378786985754","0.47595199395208"
"Almost never or never","2001","(Married) couple without C. ","higher vocational","299","0.572123708992102","0.530393044990102","0.613854372994103"
"Almost never or never","2001","(Married) couple without C. ","higher education","500","0.409487929885122","0.381984690453357","0.436991169316887"
"Almost never or never","2001","Single parent ","in school","15","","",""
"Almost never or never","2001","Single parent ","inadequately","20","","",""
"Almost never or never","2001","Single parent ","general elemantary","137","0.555190508399754","0.491654167600674","0.618726849198833"
"Almost never or never","2001","Single parent ","middle vocational","283","0.480443024193936","0.438876937834714","0.522009110553157"
"Almost never or never","2001","Single parent ","vocational + Abi","18","","",""
"Almost never or never","2001","Single parent ","higher vocational","21","","",""
"Almost never or never","2001","Single parent ","higher education","37","0.245607178304102","0.17103747628001","0.320176880328194"
"Almost never or never","2001","Couple + C. LE 16 ","in school","","","",""
"Almost never or never","2001","Couple + C. LE 16 ","inadequately","32","0.631178410876528","0.490208615508789","0.772148206244268"
"Almost never or never","2001","Couple + C. LE 16 ","general elemantary","248","0.62391515686998","0.57583991575563","0.67199039798433"
"Almost never or never","2001","Couple + C. LE 16 ","middle vocational","1188","0.451109968951318","0.431894143481239","0.470325794421396"
"Almost never or never","2001","Couple + C. LE 16 ","vocational + Abi","116","0.355066619112937","0.303358053284018","0.406775184941857"
"Almost never or never","2001","Couple + C. LE 16 ","higher vocational","174","0.335278858917934","0.293436468050916","0.377121249784951"
"Almost never or never","2001","Couple + C. LE 16 ","higher education","247","0.284497777466008","0.255086844023702","0.313908710908313"
"Almost never or never","2001","Couple + C. GT 16 ","in school","41","0.163578012403182","0.116683251660128","0.210472773146235"
"Almost never or never","2001","Couple + C. GT 16 ","inadequately","62","0.784912434355148","0.690657321525254","0.879167547185042"
"Almost never or never","2001","Couple + C. GT 16 ","general elemantary","313","0.519471701311851","0.47949445305316","0.559448949570542"
"Almost never or never","2001","Couple + C. GT 16 ","middle vocational","847","0.453774285332916","0.430964113459629","0.476584457206202"
"Almost never or never","2001","Couple + C. GT 16 ","vocational + Abi","52","0.269319486526899","0.196612235663409","0.342026737390389"
"Almost never or never","2001","Couple + C. GT 16 ","higher vocational","89","0.379296834777869","0.313982012443217","0.444611657112522"
"Almost never or never","2001","Couple + C. GT 16 ","higher education","167","0.340015471395712","0.298071816846127","0.381959125945297"
"Almost never or never","2001","Couple + C. LE and GT 16","in school","43","0.194569136778852","0.140112454133025","0.249025819424679"
"Almost never or never","2001","Couple + C. LE and GT 16","inadequately","25","","",""
"Almost never or never","2001","Couple + C. LE and GT 16","general elemantary","146","0.412483899727204","0.361418425426918","0.46354937402749"
"Almost never or never","2001","Couple + C. LE and GT 16","middle vocational","369","0.469443530739389","0.433868549498269","0.505018511980508"
"Almost never or never","2001","Couple + C. LE and GT 16","vocational + Abi","24","","",""
"Almost never or never","2001","Couple + C. LE and GT 16","higher vocational","55","0.490954527393506","0.399585690787942","0.58232336399907"
"Almost never or never","2001","Couple + C. LE and GT 16","higher education","86","0.450808965674577","0.383025946375177","0.518591984973976"
"Several times a year","2001","1-pers.-HH","in school","1","","",""
"Several times a year","2001","1-pers.-HH","inadequately","","","",""
"Several times a year","2001","1-pers.-HH","general elemantary","23","","",""
"Several times a year","2001","1-pers.-HH","middle vocational","225","0.129847189885408","0.113458605037233","0.146235774733583"
"Several times a year","2001","1-pers.-HH","vocational + Abi","27","","",""
"Several times a year","2001","1-pers.-HH","higher vocational","31","0.146019401864433","0.0992506997263843","0.192788104002481"
"Several times a year","2001","1-pers.-HH","higher education","78","0.155534535152745","0.123478359478949","0.187590710826542"
"Several times a year","2001","(Married) couple without C. ","in school","2","","",""
"Several times a year","2001","(Married) couple without C. ","inadequately","5","","",""
"Several times a year","2001","(Married) couple without C. ","general elemantary","50","0.0533902629664999","0.0382054810513638","0.068575044881636"
"Several times a year","2001","(Married) couple without C. ","middle vocational","525","0.136136212872703","0.125276921604138","0.146995504141267"
"Several times a year","2001","(Married) couple without C. ","vocational + Abi","64","0.226890089658756","0.180417253494563","0.273362925822948"
"Several times a year","2001","(Married) couple without C. ","higher vocational","88","0.137514299547514","0.10846731234812","0.166561286746907"
"Several times a year","2001","(Married) couple without C. ","higher education","182","0.143270937396099","0.123675737029258","0.162866137762939"
"Several times a year","2001","Single parent ","in school","12","","",""
"Several times a year","2001","Single parent ","inadequately","3","","",""
"Several times a year","2001","Single parent ","general elemantary","36","0.183401685974304","0.133922783096967","0.232880588851641"
"Several times a year","2001","Single parent ","middle vocational","102","0.183428334797353","0.151230107330235","0.215626562264471"
"Several times a year","2001","Single parent ","vocational + Abi","1","","",""
"Several times a year","2001","Single parent ","higher vocational","12","","",""
"Several times a year","2001","Single parent ","higher education","26","","",""
"Several times a year","2001","Couple + C. LE 16 ","in school","1","","",""
