"m11104","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","2007","Brandenburg","inadequately","","","",""
"At least once a month","2007","Brandenburg","general elemantary","4","","",""
"At least once a month","2007","Brandenburg","middle vocational","28","","",""
"At least once a month","2007","Brandenburg","vocational + Abi","7","","",""
"At least once a month","2007","Brandenburg","higher vocational","3","","",""
"At least once a month","2007","Brandenburg","higher education","21","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","in school","","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","inadequately","","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","general elemantary","","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","middle vocational","11","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","higher education","9","","",""
"At least once a month","2007","Saxony","in school","2","","",""
"At least once a month","2007","Saxony","inadequately","","","",""
"At least once a month","2007","Saxony","general elemantary","9","","",""
"At least once a month","2007","Saxony","middle vocational","44","0.0549701751975879","0.0393222916769396","0.0706180587182363"
"At least once a month","2007","Saxony","vocational + Abi","7","","",""
"At least once a month","2007","Saxony","higher vocational","7","","",""
"At least once a month","2007","Saxony","higher education","39","0.07073015650731","0.0449533255125849","0.0965069875020352"
"At least once a month","2007","Saxony-Anhalt","in school","5","","",""
"At least once a month","2007","Saxony-Anhalt","inadequately","","","",""
"At least once a month","2007","Saxony-Anhalt","general elemantary","5","","",""
"At least once a month","2007","Saxony-Anhalt","middle vocational","20","","",""
"At least once a month","2007","Saxony-Anhalt","vocational + Abi","1","","",""
"At least once a month","2007","Saxony-Anhalt","higher vocational","4","","",""
"At least once a month","2007","Saxony-Anhalt","higher education","13","","",""
"At least once a month","2007","Thuringia","in school","1","","",""
"At least once a month","2007","Thuringia","inadequately","","","",""
"At least once a month","2007","Thuringia","general elemantary","2","","",""
"At least once a month","2007","Thuringia","middle vocational","44","0.0764857760105381","0.0543745037311733","0.0985970482899029"
"At least once a month","2007","Thuringia","vocational + Abi","1","","",""
"At least once a month","2007","Thuringia","higher vocational","1","","",""
"At least once a month","2007","Thuringia","higher education","15","","",""
"At lease once a week","2007","Schleswig-Holstein","in school","10","","",""
"At lease once a week","2007","Schleswig-Holstein","inadequately","1","","",""
"At lease once a week","2007","Schleswig-Holstein","general elemantary","11","","",""
"At lease once a week","2007","Schleswig-Holstein","middle vocational","128","0.430430849071932","0.377250534906285","0.48361116323758"
"At lease once a week","2007","Schleswig-Holstein","vocational + Abi","18","","",""
"At lease once a week","2007","Schleswig-Holstein","higher vocational","17","","",""
"At lease once a week","2007","Schleswig-Holstein","higher education","52","0.486632644880512","0.391928072777591","0.581337216983434"
"At lease once a week","2007","Hamburg","in school","5","","",""
"At lease once a week","2007","Hamburg","inadequately","1","","",""
"At lease once a week","2007","Hamburg","general elemantary","1","","",""
"At lease once a week","2007","Hamburg","middle vocational","46","0.346791922307584","0.264659714798935","0.428924129816234"
"At lease once a week","2007","Hamburg","vocational + Abi","14","","",""
"At lease once a week","2007","Hamburg","higher vocational","11","","",""
"At lease once a week","2007","Hamburg","higher education","41","0.498901660902004","0.387940818245664","0.609862503558344"
"At lease once a week","2007","Lower Saxony","in school","20","","",""
"At lease once a week","2007","Lower Saxony","inadequately","5","","",""
"At lease once a week","2007","Lower Saxony","general elemantary","57","0.185635978046097","0.135056362150032","0.236215593942162"
"At lease once a week","2007","Lower Saxony","middle vocational","344","0.323912973347827","0.294539097447439","0.353286849248214"
"At lease once a week","2007","Lower Saxony","vocational + Abi","50","0.420533405868308","0.332576517254432","0.508490294482184"
"At lease once a week","2007","Lower Saxony","higher vocational","51","0.455208118436693","0.364584915114107","0.545831321759279"
"At lease once a week","2007","Lower Saxony","higher education","172","0.559389286036054","0.504301490591388","0.61447708148072"
"At lease once a week","2007","Bremen","in school","2","","",""
"At lease once a week","2007","Bremen","inadequately","","","",""
"At lease once a week","2007","Bremen","general elemantary","3","","",""
"At lease once a week","2007","Bremen","middle vocational","20","","",""
"At lease once a week","2007","Bremen","vocational + Abi","8","","",""
"At lease once a week","2007","Bremen","higher vocational","3","","",""
"At lease once a week","2007","Bremen","higher education","16","","",""
"At lease once a week","2007","North Rhine-Westphalia","in school","53","0.666972476971738","0.555769205035798","0.778175748907678"
"At lease once a week","2007","North Rhine-Westphalia","inadequately","7","","",""
"At lease once a week","2007","North Rhine-Westphalia","general elemantary","86","0.156538897247142","0.12494087506811","0.188136919426174"
"At lease once a week","2007","North Rhine-Westphalia","middle vocational","638","0.298856713219441","0.278874769789061","0.318838656649822"
"At lease once a week","2007","North Rhine-Westphalia","vocational + Abi","130","0.365371769199721","0.313259695322288","0.417483843077153"
"At lease once a week","2007","North Rhine-Westphalia","higher vocational","121","0.387950328147206","0.332344734773015","0.443555921521397"
"At lease once a week","2007","North Rhine-Westphalia","higher education","460","0.533626696141175","0.499970697373347","0.567282694909002"
"At lease once a week","2007","Hesse","in school","17","","",""
"At lease once a week","2007","Hesse","inadequately","1","","",""
"At lease once a week","2007","Hesse","general elemantary","35","0.217451900598841","0.150308827565556","0.284594973632126"
"At lease once a week","2007","Hesse","middle vocational","240","0.341830007716086","0.305643201515811","0.378016813916362"
"At lease once a week","2007","Hesse","vocational + Abi","55","0.43400604218818","0.340096442874011","0.527915641502348"
"At lease once a week","2007","Hesse","higher vocational","40","0.450413277855045","0.344015598358317","0.556810957351773"
"At lease once a week","2007","Hesse","higher education","188","0.526878210028208","0.473009978858786","0.580746441197631"
"At lease once a week","2007","Rhineland-Palatinate,Saarland","in school","12","","",""
"At lease once a week","2007","Rhineland-Palatinate,Saarland","inadequately","","","",""
"At lease once a week","2007","Rhineland-Palatinate,Saarland","general elemantary","27","","",""
"At lease once a week","2007","Rhineland-Palatinate,Saarland","middle vocational","205","0.340469905321309","0.302679087071969","0.378260723570649"
"At lease once a week","2007","Rhineland-Palatinate,Saarland","vocational + Abi","11","","",""
"At lease once a week","2007","Rhineland-Palatinate,Saarland","higher vocational","33","0.287520010908192","0.198810851348865","0.376229170467519"
"At lease once a week","2007","Rhineland-Palatinate,Saarland","higher education","86","0.446105001838848","0.374280694316166","0.517929309361529"
"At lease once a week","2007","Baden-Württemberg","in school","37","0.674082190188755","0.557411244179313","0.790753136198198"
"At lease once a week","2007","Baden-Württemberg","inadequately","1","","",""
"At lease once a week","2007","Baden-Württemberg","general elemantary","60","0.172312818415691","0.132288223456424","0.212337413374959"
"At lease once a week","2007","Baden-Württemberg","middle vocational","404","0.314189026218508","0.28766999950821","0.340708052928806"
"At lease once a week","2007","Baden-Württemberg","vocational + Abi","67","0.449722142479395","0.369304270243377","0.530140014715414"
"At lease once a week","2007","Baden-Württemberg","higher vocational","84","0.449960467519862","0.37827248496638","0.521648450073344"
"At lease once a week","2007","Baden-Württemberg","higher education","236","0.51530835429036","0.47078460086178","0.559832107718941"
"At lease once a week","2007","Bavaria","in school","28","","",""
"At lease once a week","2007","Bavaria","inadequately","1","","",""
"At lease once a week","2007","Bavaria","general elemantary","80","0.239536042381384","0.193417571987636","0.285654512775131"
"At lease once a week","2007","Bavaria","middle vocational","557","0.341545905819081","0.318028204559705","0.365063607078458"
"At lease once a week","2007","Bavaria","vocational + Abi","67","0.438217797692955","0.359598099966915","0.516837495418996"
"At lease once a week","2007","Bavaria","higher vocational","89","0.399863672545064","0.336691904153677","0.463035440936451"
"At lease once a week","2007","Bavaria","higher education","296","0.493196498983925","0.452438395512913","0.533954602454937"
