"plh0204_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"6","2008","college entrance qualification","middle vocational","89","0.113088055307377","0.0893019599861502","0.136874150628603"
"6","2008","college entrance qualification","vocational + Abi","106","0.119645073130979","0.0988867817313134","0.140403364530645"
"6","2008","college entrance qualification","higher vocational","47","0.146503756446843","0.107577409681555","0.185430103212131"
"6","2008","college entrance qualification","higher education","395","0.113816890555994","0.102814923343574","0.124818857768414"
"6","2008","Other degree","in school","","","",""
"6","2008","Other degree","inadequately","3","","",""
"6","2008","Other degree","general elemantary","13","","",""
"6","2008","Other degree","middle vocational","23","","",""
"6","2008","Other degree","vocational + Abi","10","","",""
"6","2008","Other degree","higher vocational","4","","",""
"6","2008","Other degree","higher education","20","","",""
"6","2008","no degree/no degree yet","in school","43","0.10609557275172","0.0739697015942372","0.138221443909203"
"6","2008","no degree/no degree yet","inadequately","7","","",""
"6","2008","no degree/no degree yet","general elemantary","","","",""
"6","2008","no degree/no degree yet","middle vocational","3","","",""
"6","2008","no degree/no degree yet","vocational + Abi","","","",""
"6","2008","no degree/no degree yet","higher vocational","","","",""
"6","2008","no degree/no degree yet","higher education","1","","",""
"7","2008","lower secondary degree","in school","","","",""
"7","2008","lower secondary degree","inadequately","","","",""
"7","2008","lower secondary degree","general elemantary","91","0.0738747233407945","0.0596615109694752","0.0880879357121139"
"7","2008","lower secondary degree","middle vocational","388","0.0821977399888745","0.0742413750181242","0.0901541049596248"
"7","2008","lower secondary degree","vocational + Abi","1","","",""
"7","2008","lower secondary degree","higher vocational","34","0.0754569106642346","0.0501363662751535","0.100777455053316"
"7","2008","lower secondary degree","higher education","19","","",""
"7","2008","secondary school degree","in school","","","",""
"7","2008","secondary school degree","inadequately","","","",""
"7","2008","secondary school degree","general elemantary","64","0.10801504744219","0.0803044769903228","0.135725617894058"
"7","2008","secondary school degree","middle vocational","406","0.104407447614903","0.0949453242707923","0.113869570959014"
"7","2008","secondary school degree","vocational + Abi","2","","",""
"7","2008","secondary school degree","higher vocational","76","0.110050853214315","0.0855157784999674","0.134585927928662"
"7","2008","secondary school degree","higher education","71","0.0976319003807589","0.0740582312859879","0.12120556947553"
"7","2008","college entrance qualification","in school","","","",""
"7","2008","college entrance qualification","inadequately","","","",""
"7","2008","college entrance qualification","general elemantary","","","",""
"7","2008","college entrance qualification","middle vocational","106","0.166466792711489","0.138489879580421","0.194443705842557"
"7","2008","college entrance qualification","vocational + Abi","105","0.117597741699768","0.0969939053740357","0.1382015780255"
"7","2008","college entrance qualification","higher vocational","38","0.100028090387125","0.0669992043925453","0.133056976381704"
"7","2008","college entrance qualification","higher education","449","0.151578260293276","0.139155170989396","0.164001349597157"
"7","2008","Other degree","in school","","","",""
"7","2008","Other degree","inadequately","2","","",""
"7","2008","Other degree","general elemantary","13","","",""
"7","2008","Other degree","middle vocational","31","0.117424559745609","0.0822076727224931","0.152641446768726"
"7","2008","Other degree","vocational + Abi","9","","",""
"7","2008","Other degree","higher vocational","1","","",""
"7","2008","Other degree","higher education","23","","",""
"7","2008","no degree/no degree yet","in school","57","0.14153749521073","0.105174708654405","0.177900281767056"
"7","2008","no degree/no degree yet","inadequately","6","","",""
"7","2008","no degree/no degree yet","general elemantary","","","",""
"7","2008","no degree/no degree yet","middle vocational","5","","",""
"7","2008","no degree/no degree yet","vocational + Abi","","","",""
"7","2008","no degree/no degree yet","higher vocational","1","","",""
"7","2008","no degree/no degree yet","higher education","","","",""
"8","2008","lower secondary degree","in school","","","",""
"8","2008","lower secondary degree","inadequately","","","",""
"8","2008","lower secondary degree","general elemantary","84","0.0563559355614758","0.0438250033400204","0.0688868677829312"
"8","2008","lower secondary degree","middle vocational","291","0.065435628880311","0.0582721836086547","0.0725990741519674"
"8","2008","lower secondary degree","vocational + Abi","","","",""
"8","2008","lower secondary degree","higher vocational","34","0.0811195977651664","0.0549466680496865","0.107292527480646"
"8","2008","lower secondary degree","higher education","15","","",""
"8","2008","secondary school degree","in school","","","",""
"8","2008","secondary school degree","inadequately","","","",""
"8","2008","secondary school degree","general elemantary","46","0.0955356609591191","0.0692932910869242","0.121778030831314"
"8","2008","secondary school degree","middle vocational","280","0.0677026788817778","0.0599286209316337","0.0754767368319219"
"8","2008","secondary school degree","vocational + Abi","1","","",""
"8","2008","secondary school degree","higher vocational","35","0.0373976913150567","0.0225227956531475","0.0522725869769659"
"8","2008","secondary school degree","higher education","53","0.0951811710607783","0.0718736663119538","0.118488675809603"
"8","2008","college entrance qualification","in school","","","",""
"8","2008","college entrance qualification","inadequately","","","",""
"8","2008","college entrance qualification","general elemantary","","","",""
"8","2008","college entrance qualification","middle vocational","52","0.0835103025820901","0.0627320817659821","0.104288523398198"
"8","2008","college entrance qualification","vocational + Abi","74","0.0604633310365237","0.0452186550907669","0.0757080069822806"
"8","2008","college entrance qualification","higher vocational","21","","",""
"8","2008","college entrance qualification","higher education","266","0.0810154290035909","0.071563004181336","0.0904678538258458"
"8","2008","Other degree","in school","","","",""
"8","2008","Other degree","inadequately","1","","",""
"8","2008","Other degree","general elemantary","8","","",""
"8","2008","Other degree","middle vocational","21","","",""
"8","2008","Other degree","vocational + Abi","12","","",""
"8","2008","Other degree","higher vocational","4","","",""
"8","2008","Other degree","higher education","23","","",""
"8","2008","no degree/no degree yet","in school","44","0.129276872933172","0.094277424723674","0.16427632114267"
"8","2008","no degree/no degree yet","inadequately","5","","",""
"8","2008","no degree/no degree yet","general elemantary","","","",""
"8","2008","no degree/no degree yet","middle vocational","4","","",""
"8","2008","no degree/no degree yet","vocational + Abi","","","",""
"8","2008","no degree/no degree yet","higher vocational","","","",""
"8","2008","no degree/no degree yet","higher education","","","",""
