"plh0204_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7","2014","Other degree","(1c) basic vocational qualification","83","0.10424587620218","0.082243841914873","0.126247910489486"
"7","2014","Other degree","(2b) intermediate general qualification","","","",""
"7","2014","Other degree","(2a) intermediate vocational","","","",""
"7","2014","Other degree","(2c_gen) general maturity certificate","38","0.119431797218695","0.0873695986704775","0.151493995766913"
"7","2014","Other degree","(2c_voc) vocational maturity certificate","64","0.118098712015883","0.0903069693262916","0.145890454705474"
"7","2014","Other degree","(3a) lower tertiary education","6","","",""
"7","2014","Other degree","(3b) higher tertiary education","124","0.137573658344013","0.114525666230749","0.160621650457278"
"7","2014","no degree/no degree yet","(0) in school","90","0.209234231979339","0.171776688706665","0.246691775252012"
"7","2014","no degree/no degree yet","(1a) inadequately completed","49","0.101689501481293","0.0761739473092011","0.127205055653384"
"7","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"7","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"7","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"7","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"7","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"7","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"7","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"7","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"8","2014","lower secondary degree","(0) in school","","","",""
"8","2014","lower secondary degree","(1a) inadequately completed","","","",""
"8","2014","lower secondary degree","(1b) general elementary school","168","0.0967125247522338","0.0822885397526735","0.111136509751794"
"8","2014","lower secondary degree","(1c) basic vocational qualification","448","0.0812487158019698","0.0737495523900519","0.0887478792138876"
"8","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"8","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"8","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"8","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"8","2014","lower secondary degree","(3a) lower tertiary education","16","","",""
"8","2014","lower secondary degree","(3b) higher tertiary education","4","","",""
"8","2014","secondary school degree","(0) in school","","","",""
"8","2014","secondary school degree","(1a) inadequately completed","","","",""
"8","2014","secondary school degree","(1b) general elementary school","","","",""
"8","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"8","2014","secondary school degree","(2b) intermediate general qualification","108","0.117627609868867","0.0954412438743072","0.139813975863426"
"8","2014","secondary school degree","(2a) intermediate vocational","537","0.0939939663643482","0.086638172457773","0.101349760270924"
"8","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"8","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"8","2014","secondary school degree","(3a) lower tertiary education","50","0.0910933722866374","0.0661694645060111","0.116017280067264"
"8","2014","secondary school degree","(3b) higher tertiary education","17","","",""
"8","2014","college entrance qualification","(0) in school","","","",""
"8","2014","college entrance qualification","(1a) inadequately completed","","","",""
"8","2014","college entrance qualification","(1b) general elementary school","","","",""
"8","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"8","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"8","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"8","2014","college entrance qualification","(2c_gen) general maturity certificate","120","0.127865158061017","0.107637636229333","0.148092679892701"
"8","2014","college entrance qualification","(2c_voc) vocational maturity certificate","163","0.0855460569613341","0.073125687020859","0.0979664269018092"
"8","2014","college entrance qualification","(3a) lower tertiary education","115","0.0873902402998393","0.0723312990922394","0.102449181507439"
"8","2014","college entrance qualification","(3b) higher tertiary education","261","0.0925521642010261","0.0822789937116447","0.102825334690407"
"8","2014","Other degree","(0) in school","","","",""
"8","2014","Other degree","(1a) inadequately completed","","","",""
"8","2014","Other degree","(1b) general elementary school","44","0.0643858678119769","0.0466540668716971","0.0821176687522567"
"8","2014","Other degree","(1c) basic vocational qualification","69","0.108884268225558","0.0864563682383178","0.131312168212799"
"8","2014","Other degree","(2b) intermediate general qualification","","","",""
"8","2014","Other degree","(2a) intermediate vocational","","","",""
"8","2014","Other degree","(2c_gen) general maturity certificate","43","0.0881531425603704","0.0601225894065502","0.116183695714191"
"8","2014","Other degree","(2c_voc) vocational maturity certificate","40","0.0482365727611083","0.0297848917062422","0.0666882538159744"
"8","2014","Other degree","(3a) lower tertiary education","4","","",""
"8","2014","Other degree","(3b) higher tertiary education","82","0.114988139743945","0.0936426798343823","0.136333599653508"
"8","2014","no degree/no degree yet","(0) in school","74","0.181130213750563","0.145665058652029","0.216595368849097"
"8","2014","no degree/no degree yet","(1a) inadequately completed","51","0.0974077463760606","0.0723757056218249","0.122439787130296"
"8","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"8","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"8","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"8","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"8","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"8","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"8","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"8","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"9","2014","lower secondary degree","(0) in school","","","",""
"9","2014","lower secondary degree","(1a) inadequately completed","","","",""
"9","2014","lower secondary degree","(1b) general elementary school","56","0.0308181598253419","0.0223840958123123","0.0392522238383715"
"9","2014","lower secondary degree","(1c) basic vocational qualification","111","0.0170034472227707","0.0134549042301821","0.0205519902153593"
"9","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"9","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"9","2014","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"9","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"9","2014","lower secondary degree","(3a) lower tertiary education","1","","",""
"9","2014","lower secondary degree","(3b) higher tertiary education","1","","",""
"9","2014","secondary school degree","(0) in school","","","",""
"9","2014","secondary school degree","(1a) inadequately completed","","","",""
"9","2014","secondary school degree","(1b) general elementary school","","","",""
"9","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"9","2014","secondary school degree","(2b) intermediate general qualification","39","0.0320502715510469","0.0199206335614355","0.0441799095406583"
"9","2014","secondary school degree","(2a) intermediate vocational","124","0.0218813547973942","0.0181937285926203","0.025568981002168"
"9","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"9","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"9","2014","secondary school degree","(3a) lower tertiary education","8","","",""
"9","2014","secondary school degree","(3b) higher tertiary education","4","","",""
"9","2014","college entrance qualification","(0) in school","","","",""
"9","2014","college entrance qualification","(1a) inadequately completed","","","",""
