"plh0204_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3","2014","Single parent ","(1c) basic vocational qualification","42","0.124649344047592","0.0915246070292491","0.157774081065935"
"3","2014","Single parent ","(2b) intermediate general qualification","14","","",""
"3","2014","Single parent ","(2a) intermediate vocational","74","0.105806215022833","0.0812760181021735","0.130336411943492"
"3","2014","Single parent ","(2c_gen) general maturity certificate","16","","",""
"3","2014","Single parent ","(2c_voc) vocational maturity certificate","23","","",""
"3","2014","Single parent ","(3a) lower tertiary education","20","","",""
"3","2014","Single parent ","(3b) higher tertiary education","38","0.178125481538981","0.129309966802692","0.22694099627527"
"3","2014","Couple + C. LE 16 ","(0) in school","","","",""
"3","2014","Couple + C. LE 16 ","(1a) inadequately completed","14","","",""
"3","2014","Couple + C. LE 16 ","(1b) general elementary school","54","0.107050909064427","0.0805533556592478","0.133548462469606"
"3","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","104","0.0846794284794446","0.0678798868669144","0.101478970091975"
"3","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","20","","",""
"3","2014","Couple + C. LE 16 ","(2a) intermediate vocational","241","0.138520570762142","0.122363395823783","0.154677745700501"
"3","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","23","","",""
"3","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","132","0.20065437189621","0.174590672216025","0.226718071576395"
"3","2014","Couple + C. LE 16 ","(3a) lower tertiary education","74","0.165552599768059","0.133545177705048","0.197560021831069"
"3","2014","Couple + C. LE 16 ","(3b) higher tertiary education","205","0.143648173643022","0.125129936099453","0.16216641118659"
"3","2014","Couple + C. GT 16 ","(0) in school","8","","",""
"3","2014","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"3","2014","Couple + C. GT 16 ","(1b) general elementary school","27","","",""
"3","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","58","0.107819727065957","0.0828145592940124","0.132824894837902"
"3","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"3","2014","Couple + C. GT 16 ","(2a) intermediate vocational","88","0.116193135009094","0.0918187890271351","0.140567480991052"
"3","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","26","","",""
"3","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","23","","",""
"3","2014","Couple + C. GT 16 ","(3a) lower tertiary education","16","","",""
"3","2014","Couple + C. GT 16 ","(3b) higher tertiary education","56","0.153759154095137","0.116129673758096","0.191388634432178"
"3","2014","Couple + C. LE and GT 16","(0) in school","12","","",""
"3","2014","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"3","2014","Couple + C. LE and GT 16","(1b) general elementary school","22","","",""
"3","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","38","0.15050729976164","0.11255575051256","0.18845884901072"
"3","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"3","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","56","0.130984488435234","0.0977968357841101","0.164172141086358"
"3","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","17","","",""
"3","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","31","0.195132094534356","0.140615749665995","0.249648439402716"
"3","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","15","","",""
"3","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","35","0.115200799210683","0.0730130012521624","0.157388597169203"
"4","2014","1-pers.-HH","(0) in school","","","",""
"4","2014","1-pers.-HH","(1a) inadequately completed","3","","",""
"4","2014","1-pers.-HH","(1b) general elementary school","34","0.104019018932728","0.0736815697026246","0.134356468162832"
"4","2014","1-pers.-HH","(1c) basic vocational qualification","87","0.0922550499770088","0.0738239991610875","0.11068610079293"
"4","2014","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"4","2014","1-pers.-HH","(2a) intermediate vocational","51","0.0747541774163263","0.0557798578785344","0.0937284969541182"
"4","2014","1-pers.-HH","(2c_gen) general maturity certificate","18","","",""
"4","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","24","","",""
"4","2014","1-pers.-HH","(3a) lower tertiary education","30","0.0985293198336446","0.0656175407229587","0.13144109894433"
"4","2014","1-pers.-HH","(3b) higher tertiary education","56","0.0855002136748967","0.062152320595863","0.10884810675393"
"4","2014","(Married) couple without C. ","(0) in school","","","",""
"4","2014","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"4","2014","(Married) couple without C. ","(1b) general elementary school","43","0.085123067923462","0.0619685382375395","0.108277597609384"
"4","2014","(Married) couple without C. ","(1c) basic vocational qualification","204","0.0848861106522282","0.0736556747862609","0.0961165465181954"
"4","2014","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"4","2014","(Married) couple without C. ","(2a) intermediate vocational","186","0.108002850431754","0.0935837743970746","0.122421926466433"
"4","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","29","","",""
"4","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","73","0.142965266785849","0.114551533816666","0.171378999755033"
"4","2014","(Married) couple without C. ","(3a) lower tertiary education","82","0.106724832357516","0.0847876354320043","0.128662029283028"
"4","2014","(Married) couple without C. ","(3b) higher tertiary education","144","0.115562542886116","0.0985964041377612","0.132528681634471"
"4","2014","Single parent ","(0) in school","14","","",""
"4","2014","Single parent ","(1a) inadequately completed","6","","",""
"4","2014","Single parent ","(1b) general elementary school","10","","",""
"4","2014","Single parent ","(1c) basic vocational qualification","28","","",""
"4","2014","Single parent ","(2b) intermediate general qualification","16","","",""
"4","2014","Single parent ","(2a) intermediate vocational","59","0.0941399324710747","0.0708511319699523","0.117428732972197"
"4","2014","Single parent ","(2c_gen) general maturity certificate","12","","",""
"4","2014","Single parent ","(2c_voc) vocational maturity certificate","22","","",""
"4","2014","Single parent ","(3a) lower tertiary education","13","","",""
"4","2014","Single parent ","(3b) higher tertiary education","20","","",""
"4","2014","Couple + C. LE 16 ","(0) in school","","","",""
"4","2014","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"4","2014","Couple + C. LE 16 ","(1b) general elementary school","36","0.0737667159041511","0.0513646710341776","0.0961687607741246"
"4","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","70","0.0725191711790763","0.0568696610376164","0.0881686813205362"
"4","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"4","2014","Couple + C. LE 16 ","(2a) intermediate vocational","151","0.0866096206320882","0.073454430787157","0.0997648104770194"
"4","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","23","","",""
"4","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","78","0.0751938269970543","0.0580321034452156","0.0923555505488929"
"4","2014","Couple + C. LE 16 ","(3a) lower tertiary education","58","0.134475869499883","0.105096330165946","0.16385540883382"
"4","2014","Couple + C. LE 16 ","(3b) higher tertiary education","145","0.126942960536892","0.109365784479619","0.144520136594166"
"4","2014","Couple + C. GT 16 ","(0) in school","9","","",""
"4","2014","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"4","2014","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"4","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","55","0.0997214572775249","0.0755647849465637","0.123878129608486"
"4","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","10","","",""
"4","2014","Couple + C. GT 16 ","(2a) intermediate vocational","69","0.0811390073944137","0.060370570834794","0.101907443954033"
"4","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","36","0.131060093506353","0.092220095383933","0.169900091628773"
"4","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","30","0.150219687402867","0.105389563678897","0.195049811126836"
"4","2014","Couple + C. GT 16 ","(3a) lower tertiary education","19","","",""
"4","2014","Couple + C. GT 16 ","(3b) higher tertiary education","38","0.139478989261557","0.10333834639805","0.175619632125065"
"4","2014","Couple + C. LE and GT 16","(0) in school","14","","",""
"4","2014","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"4","2014","Couple + C. LE and GT 16","(1b) general elementary school","22","","",""
"4","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","26","","",""
"4","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"4","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","41","0.0806216051083673","0.0538406720036945","0.10740253821304"
"4","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","10","","",""
"4","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","13","","",""
"4","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","11","","",""
"4","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","24","","",""
"5","2014","1-pers.-HH","(0) in school","","","",""
"5","2014","1-pers.-HH","(1a) inadequately completed","10","","",""
"5","2014","1-pers.-HH","(1b) general elementary school","49","0.135816478770684","0.101771543406546","0.169861414134821"
"5","2014","1-pers.-HH","(1c) basic vocational qualification","217","0.224859033191428","0.198269016118501","0.251449050264356"
"5","2014","1-pers.-HH","(2b) intermediate general qualification","19","","",""
"5","2014","1-pers.-HH","(2a) intermediate vocational","214","0.293098047435018","0.260257834579279","0.325938260290756"
"5","2014","1-pers.-HH","(2c_gen) general maturity certificate","36","0.158537655854041","0.106874487606103","0.210200824101979"
"5","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","61","0.21842598283813","0.170202259095243","0.266649706581016"
"5","2014","1-pers.-HH","(3a) lower tertiary education","69","0.2106136402873","0.165585825578609","0.255641454995991"
"5","2014","1-pers.-HH","(3b) higher tertiary education","104","0.191188192443192","0.158353982814758","0.224022402071627"
"5","2014","(Married) couple without C. ","(0) in school","1","","",""
"5","2014","(Married) couple without C. ","(1a) inadequately completed","16","","",""
"5","2014","(Married) couple without C. ","(1b) general elementary school","112","0.218211331413878","0.183941313865213","0.252481348962543"
"5","2014","(Married) couple without C. ","(1c) basic vocational qualification","518","0.21471640503556","0.198170649743389","0.231262160327732"
"5","2014","(Married) couple without C. ","(2b) intermediate general qualification","30","0.285549463895999","0.201899484663347","0.369199443128651"
"5","2014","(Married) couple without C. ","(2a) intermediate vocational","423","0.21450994014785","0.195440754471484","0.233579125824215"
"5","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","26","","",""
"5","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","115","0.195649992270808","0.163448480110045","0.227851504431571"
"5","2014","(Married) couple without C. ","(3a) lower tertiary education","146","0.194465710811387","0.166345453119153","0.22258596850362"
"5","2014","(Married) couple without C. ","(3b) higher tertiary education","253","0.177649030086926","0.157365154845281","0.197932905328572"
"5","2014","Single parent ","(0) in school","20","","",""
"5","2014","Single parent ","(1a) inadequately completed","11","","",""
"5","2014","Single parent ","(1b) general elementary school","56","0.223874266832116","0.171137852231251","0.276610681432981"
