"plh0204_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"4","2018","Couple + C. GT 16 ","direct migration background","32","0.0649417612123363","0.0449215820134114","0.0849619404112611","4"
"4","2018","Couple + C. LE and GT 16","direct migration background","54","0.0826233317646688","0.0665140247045468","0.0987326388247908","4"
"4","2018","Couple + C. LE and GT 16","indirect migration background","21","","","","4"
"4","2018","(Married) couple without C. ","indirect migration background","29","","","","4"
"4","2018","Single parent ","direct migration background","38","0.0995696137678438","0.0764798061471719","0.122659421388516","4"
"4","2018","Single parent ","indirect migration background","20","","","","4"
"4","2018","Couple + C. LE 16 ","no migration background","370","0.101555727627938","0.0916761546927851","0.111435300563091","4"
"5","2018","1-pers.-HH","no migration background","648","0.188735614541677","0.175638594753944","0.20183263432941","5"
"5","2018","1-pers.-HH","direct migration background","192","0.172504323203385","0.151542760484159","0.19346588592261","5"
"5","2018","1-pers.-HH","indirect migration background","36","0.153036433961302","0.10468736981233","0.201385498110273","5"
"5","2018","(Married) couple without C. ","no migration background","1259","0.194182246150071","0.184769239893237","0.203595252406905","5"
"5","2018","(Married) couple without C. ","direct migration background","205","0.174414658214409","0.15243515738525","0.196394159043569","5"
"5","2018","(Married) couple without C. ","indirect migration background","31","0.151512059552191","0.105073708769064","0.197950410335317","5"
"5","2018","Single parent ","no migration background","321","0.189179006828956","0.170511975769452","0.207846037888459","5"
"5","2018","Single parent ","direct migration background","96","0.143900787124361","0.116834700611508","0.170966873637214","5"
"5","2018","Single parent ","indirect migration background","38","0.118888732329269","0.076217254897622","0.161560209760915","5"
"5","2018","Couple + C. LE 16 ","no migration background","639","0.171111594257212","0.158793936313788","0.183429252200635","5"
"5","2018","Couple + C. LE 16 ","direct migration background","474","0.153036611714551","0.140535311208384","0.165537912220718","5"
"5","2018","Couple + C. LE 16 ","indirect migration background","75","0.157835083176024","0.123998928145979","0.191671238206068","5"
"5","2018","Couple + C. GT 16 ","direct migration background","90","0.136101425705505","0.108243465438035","0.163959385972975","5"
"5","2018","Couple + C. GT 16 ","indirect migration background","45","0.22614068063731","0.170987278102487","0.281294083172133","5"
"5","2018","Couple + C. LE and GT 16","no migration background","269","0.199604567840497","0.178719370612075","0.220489765068918","5"
"5","2018","Couple + C. LE and GT 16","direct migration background","203","0.205161523923193","0.181532865632764","0.228790182213622","5"
"5","2018","Couple + C. LE and GT 16","indirect migration background","32","0.0595230818960755","0.0319572153961249","0.0870889483960261","5"
"5","2018","Couple + C. GT 16 ","no migration background","456","0.194465530710762","0.178374146290376","0.210556915131149","5"
"6","2018","1-pers.-HH","no migration background","356","0.104259599446781","0.0940310639699097","0.114488134923652","6"
"6","2018","1-pers.-HH","direct migration background","81","0.0659110414890376","0.0521448437130615","0.0796772392650136","6"
"6","2018","1-pers.-HH","indirect migration background","26","","","","6"
"6","2018","(Married) couple without C. ","no migration background","619","0.093989848989425","0.0870458095451685","0.100933888433681","6"
"6","2018","(Married) couple without C. ","direct migration background","79","0.0840068808331475","0.0679393595746172","0.100074402091678","6"
"6","2018","(Married) couple without C. ","indirect migration background","19","","","","6"
"6","2018","Single parent ","no migration background","169","0.0960685609981082","0.0820231427668992","0.110113979229317","6"
"6","2018","Single parent ","direct migration background","41","0.0811665305632738","0.0601074829487944","0.102225578177753","6"
"6","2018","Couple + C. LE 16 ","indirect migration background","49","0.104497986013855","0.076107821751421","0.132888150276289","6"
"6","2018","Couple + C. GT 16 ","no migration background","250","0.111422645071862","0.0986298812592508","0.124215408884474","6"
"6","2018","Couple + C. GT 16 ","indirect migration background","26","","","","6"
"6","2018","Couple + C. LE and GT 16","no migration background","151","0.107290773398671","0.0911197598131904","0.123461786984152","6"
"6","2018","Couple + C. LE and GT 16","direct migration background","80","0.0782052148479304","0.0624948365509048","0.0939155931449561","6"
"6","2018","Couple + C. LE and GT 16","indirect migration background","34","0.126599652449355","0.0878580294902789","0.165341275408432","6"
"6","2018","Single parent ","indirect migration background","13","","","","6"
"6","2018","Couple + C. LE 16 ","no migration background","357","0.112081349750704","0.101763394173608","0.1223993053278","6"
"6","2018","Couple + C. LE 16 ","direct migration background","221","0.122126143494304","0.110756533051003","0.133495753937605","6"
"6","2018","Couple + C. GT 16 ","direct migration background","52","0.106526858677833","0.0814624819351309","0.131591235420535","6"
"7","2018","1-pers.-HH","direct migration background","102","0.100969541387475","0.0842538943173374","0.117685188457612","7"
"7","2018","1-pers.-HH","no migration background","342","0.0953112723983481","0.0854827988837502","0.105139745912946","7"
"7","2018","1-pers.-HH","indirect migration background","27","","","","7"
"7","2018","(Married) couple without C. ","no migration background","699","0.100502027832558","0.0933473072444783","0.107656748420637","7"
"7","2018","(Married) couple without C. ","direct migration background","122","0.0942360834140931","0.0773137023907191","0.111158464437467","7"
"7","2018","(Married) couple without C. ","indirect migration background","23","","","","7"
"7","2018","Single parent ","no migration background","154","0.0934832240095816","0.0796082860188329","0.10735816200033","7"
"7","2018","Single parent ","direct migration background","46","0.0946250470761092","0.0720541342138307","0.117195959938388","7"
"7","2018","Couple + C. GT 16 ","direct migration background","67","0.136494595819442","0.108602775610257","0.164386416028627","7"
"7","2018","Couple + C. GT 16 ","indirect migration background","27","","","","7"
"7","2018","Couple + C. LE and GT 16","no migration background","181","0.105197680810196","0.0891664201508796","0.121228941469513","7"
"7","2018","Couple + C. LE and GT 16","direct migration background","68","0.0922802118350005","0.07534534228855","0.109215081381451","7"
"7","2018","Couple + C. LE and GT 16","indirect migration background","52","0.129883065174299","0.0907160975954504","0.169050032753148","7"
"7","2018","Couple + C. LE 16 ","no migration background","405","0.104749886792529","0.0947340010437367","0.114765772541322","7"
"7","2018","Single parent ","indirect migration background","37","0.119368744518854","0.0766228593295742","0.162114629708133","7"
"7","2018","Couple + C. LE 16 ","direct migration background","262","0.126806733140507","0.11525222264274","0.138361243638274","7"
"7","2018","Couple + C. GT 16 ","no migration background","288","0.118777781354086","0.105624310920608","0.131931251787564","7"
"7","2018","Couple + C. LE 16 ","indirect migration background","44","0.116374420506529","0.0866136913763799","0.146135149636679","7"
"8","2018","1-pers.-HH","indirect migration background","24","","","","8"
"8","2018","(Married) couple without C. ","no migration background","484","0.0745669097406307","0.0683158916452901","0.0808179278359713","8"
"8","2018","Couple + C. GT 16 ","indirect migration background","40","0.220035651657017","0.16541764362124","0.274653659692794","8"
"8","2018","Couple + C. LE and GT 16","no migration background","130","0.0955941212916601","0.0802303326719576","0.110957909911363","8"
"8","2018","1-pers.-HH","no migration background","280","0.0764457688767341","0.0675522777488793","0.0853392600045889","8"
"8","2018","1-pers.-HH","direct migration background","96","0.119979379296372","0.10195167075516","0.138007087837585","8"
"8","2018","(Married) couple without C. ","direct migration background","97","0.0956817108066236","0.0786436379585098","0.112719783654737","8"
"8","2018","(Married) couple without C. ","indirect migration background","30","0.154271912285413","0.107488794807111","0.201055029763715","8"
"8","2018","Single parent ","no migration background","159","0.0890734420436147","0.0754968087836337","0.102650075303596","8"
"8","2018","Single parent ","direct migration background","51","0.0925423271488004","0.0701955329817205","0.11488912131588","8"
"8","2018","Single parent ","indirect migration background","26","","","","8"
"8","2018","Couple + C. LE 16 ","no migration background","281","0.0754502369414077","0.0668117866551962","0.0840886872276192","8"
"8","2018","Couple + C. LE 16 ","direct migration background","236","0.1037025113304","0.093116169042345","0.114288853618456","8"
"8","2018","Couple + C. LE 16 ","indirect migration background","38","0.0668146885470571","0.0436407109406203","0.0899886661534939","8"
"8","2018","Couple + C. GT 16 ","no migration background","171","0.0875336285280615","0.0760434724287728","0.0990237846273503","8"
"8","2018","Couple + C. GT 16 ","direct migration background","48","0.0661473828676968","0.0459552543484458","0.0863395113869479","8"
"8","2018","Couple + C. LE and GT 16","direct migration background","83","0.11616476753562","0.0974159219893186","0.134913613081921","8"
"8","2018","Couple + C. LE and GT 16","indirect migration background","34","0.104934358474683","0.0692283608026054","0.140640356146761","8"
"9","2018","1-pers.-HH","no migration background","72","0.0193589680590764","0.0147472740824583","0.0239706620356946","9"
