"plh0204_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"8","2011","college entrance qualification","Male","303","0.112654999320093","0.101113897890064","0.124196100750122"
"8","2011","college entrance qualification","Female","149","0.0611462818702383","0.052236522755133","0.0700560409853437"
"8","2011","Other degree","Male","36","0.0760429201561006","0.0526921728877042","0.099393667424497"
"8","2011","Other degree","Female","34","0.0519390413881594","0.0348404219299448","0.0690376608463739"
"8","2011","no degree/no degree yet","Male","33","0.123026391259405","0.0841339491306928","0.161918833388116"
"8","2011","no degree/no degree yet","Female","22","","",""
"9","2011","lower secondary degree","Male","58","0.0158154064644774","0.011544480171056","0.0200863327578988"
"9","2011","lower secondary degree","Female","26","","",""
"9","2011","secondary school degree","Male","81","0.0291343759363942","0.0226920055187195","0.0355767463540689"
"9","2011","secondary school degree","Female","30","0.00722791615572052","0.00443980517596283","0.0100160271354782"
"9","2011","college entrance qualification","Male","49","0.0215780594016116","0.0162741627453967","0.0268819560578265"
"9","2011","college entrance qualification","Female","18","","",""
"9","2011","Other degree","Male","9","","",""
"9","2011","Other degree","Female","14","","",""
"9","2011","no degree/no degree yet","Male","15","","",""
"9","2011","no degree/no degree yet","Female","6","","",""
"10 Very willing to take risks","2011","lower secondary degree","Male","37","0.0110723822666569","0.00749021051544965","0.0146545540178641"
"10 Very willing to take risks","2011","lower secondary degree","Female","27","","",""
"10 Very willing to take risks","2011","secondary school degree","Male","39","0.0146097488589816","0.0100136561982208","0.0192058415197423"
"10 Very willing to take risks","2011","secondary school degree","Female","30","0.00908269443133253","0.00596017763138049","0.0122052112312846"
"10 Very willing to take risks","2011","college entrance qualification","Male","21","","",""
"10 Very willing to take risks","2011","college entrance qualification","Female","9","","",""
"10 Very willing to take risks","2011","Other degree","Male","10","","",""
"10 Very willing to take risks","2011","Other degree","Female","10","","",""
"10 Very willing to take risks","2011","no degree/no degree yet","Male","5","","",""
"10 Very willing to take risks","2011","no degree/no degree yet","Female","7","","",""
"0 Not at all Willing to take risks","2012","lower secondary degree","Male","144","0.0403936349706695","0.0342019121185052","0.0465853578228338"
"0 Not at all Willing to take risks","2012","lower secondary degree","Female","303","0.0885578606671361","0.0797983110705602","0.097317410263712"
"0 Not at all Willing to take risks","2012","secondary school degree","Male","57","0.0144449047116441","0.0104236731383859","0.0184661362849023"
"0 Not at all Willing to take risks","2012","secondary school degree","Female","170","0.0356923881977876","0.0305902221789911","0.0407945542165842"
"0 Not at all Willing to take risks","2012","college entrance qualification","Male","38","0.0110861469780613","0.00771782457665392","0.0144544693794688"
"0 Not at all Willing to take risks","2012","college entrance qualification","Female","79","0.0181670053536269","0.0140834306603217","0.0222505800469321"
"0 Not at all Willing to take risks","2012","Other degree","Male","36","0.0494198152121589","0.0346029230750735","0.0642367073492444"
"0 Not at all Willing to take risks","2012","Other degree","Female","94","0.0941851991053118","0.0764248559096409","0.111945542300983"
"0 Not at all Willing to take risks","2012","no degree/no degree yet","Male","8","","",""
"0 Not at all Willing to take risks","2012","no degree/no degree yet","Female","34","0.118931932484793","0.09015238739233","0.147711477577257"
"1","2012","lower secondary degree","Male","117","0.0334425406226493","0.0277883304129766","0.0390967508323221"
"1","2012","lower secondary degree","Female","228","0.0633794203145265","0.0558673499865318","0.0708914906425211"
"1","2012","secondary school degree","Male","63","0.0185641963603651","0.0140150457562965","0.0231133469644336"
"1","2012","secondary school degree","Female","218","0.0459431838409895","0.0401853828769701","0.0517009848050088"
"1","2012","college entrance qualification","Male","62","0.016502727386527","0.0124043820535567","0.0206010727194974"
"1","2012","college entrance qualification","Female","143","0.0296119705794747","0.0244289087426431","0.0347950324163063"
"1","2012","Other degree","Male","31","0.045117803591622","0.0309285008473599","0.0593071063358841"
"1","2012","Other degree","Female","81","0.0934914998882457","0.0757899081061827","0.111193091670309"
"1","2012","no degree/no degree yet","Male","12","","",""
"1","2012","no degree/no degree yet","Female","27","","",""
"2","2012","lower secondary degree","Male","307","0.0869240080331665","0.0780640469572853","0.0957839691090478"
"2","2012","lower secondary degree","Female","488","0.129891470088862","0.119526198283777","0.140256741893946"
"2","2012","secondary school degree","Male","194","0.0555846967877363","0.0478628635598221","0.0633065300156506"
"2","2012","secondary school degree","Female","554","0.112775191110895","0.104075925141361","0.121474457080428"
"2","2012","college entrance qualification","Male","250","0.0563497480109515","0.0489315977430848","0.0637678982788182"
"2","2012","college entrance qualification","Female","470","0.112702222100074","0.103033235534703","0.122371208665444"
"2","2012","Other degree","Male","84","0.0997064772565243","0.079224780529457","0.120188173983592"
"2","2012","Other degree","Female","125","0.120860425787675","0.101040077019357","0.140680774555993"
"2","2012","no degree/no degree yet","Male","24","","",""
"2","2012","no degree/no degree yet","Female","42","0.122021413251274","0.0929216173015617","0.151121209200986"
"3","2012","lower secondary degree","Male","372","0.0881471229854618","0.0792310228412161","0.0970632231297076"
"3","2012","lower secondary degree","Female","561","0.13710258611431","0.126497698439537","0.147707473789083"
"3","2012","secondary school degree","Male","343","0.103676892129802","0.0934030101870597","0.113950774072545"
"3","2012","secondary school degree","Female","754","0.145355987856516","0.135662767734206","0.155049207978826"
"3","2012","college entrance qualification","Male","471","0.117183668207933","0.106836706758715","0.127530629657152"
"3","2012","college entrance qualification","Female","651","0.161343333001903","0.150096049701684","0.172590616302123"
"3","2012","Other degree","Male","88","0.110322868726564","0.0889057438422286","0.131739993610899"
"3","2012","Other degree","Female","121","0.118093876320627","0.0984708861899947","0.13771686645126"
"3","2012","no degree/no degree yet","Male","39","0.0752386733926127","0.0498910748507637","0.100586271934462"
"3","2012","no degree/no degree yet","Female","42","0.0634538650501142","0.0417806378032184","0.08512709229701"
"4","2012","lower secondary degree","Male","368","0.094942308110226","0.0857234632816272","0.104161152938825"
"4","2012","lower secondary degree","Female","382","0.100676873890359","0.0913994712071552","0.109954276573563"
"4","2012","secondary school degree","Male","310","0.0874595008744365","0.0779383190132458","0.0969806827356272"
"4","2012","secondary school degree","Female","559","0.110931125257088","0.102294314635306","0.11956793587887"
"4","2012","college entrance qualification","Male","407","0.112550158360653","0.102383246219155","0.12271707050215"
"4","2012","college entrance qualification","Female","517","0.127848190153897","0.117638246254206","0.138058134053589"
"4","2012","Other degree","Male","68","0.0680339864160739","0.0508202487844392","0.0852477240477085"
"4","2012","Other degree","Female","81","0.0850300482534707","0.0680698882194169","0.101990208287525"
"4","2012","no degree/no degree yet","Male","43","0.0882783160563517","0.0610161983976455","0.115540433715058"
"4","2012","no degree/no degree yet","Female","34","0.069607560633763","0.0469824219557277","0.0922326993117984"
"5","2012","lower secondary degree","Male","944","0.267371264905114","0.253452271790834","0.281290258019393"
"5","2012","lower secondary degree","Female","1044","0.244598675701948","0.231345511235914","0.257851840167983"
"5","2012","secondary school degree","Male","813","0.249871338472475","0.235280260078813","0.264462416866137"
"5","2012","secondary school degree","Female","1238","0.241914846902575","0.230137451885943","0.253692241919207"
"5","2012","college entrance qualification","Male","674","0.189233212421228","0.176632625829606","0.201833799012851"
"5","2012","college entrance qualification","Female","861","0.201396395875904","0.189134108202596","0.213658683549211"
"5","2012","Other degree","Male","173","0.225018529775571","0.196471101993724","0.253565957557419"
"5","2012","Other degree","Female","215","0.181809539380152","0.158357756954797","0.205261321805507"
"5","2012","no degree/no degree yet","Male","70","0.1571332702153","0.122161714216588","0.192104826214013"
"5","2012","no degree/no degree yet","Female","100","0.183317175066895","0.148917190667267","0.217717159466523"
"6","2012","lower secondary degree","Male","465","0.10828251477026","0.0985101135702741","0.118054915970245"
"6","2012","lower secondary degree","Female","387","0.0931458075201913","0.0841848575127015","0.102106757527681"
"6","2012","secondary school degree","Male","436","0.125744326339148","0.114569913344941","0.136918739333356"
"6","2012","secondary school degree","Female","554","0.101791840678922","0.0934760420069269","0.110107639350918"
"6","2012","college entrance qualification","Male","587","0.155595412453501","0.143934895804033","0.167255929102968"
"6","2012","college entrance qualification","Female","519","0.13496314358592","0.124515823065117","0.145410464106723"
"6","2012","Other degree","Male","89","0.0998703685986011","0.0793737113921469","0.120367025805055"
"6","2012","Other degree","Female","102","0.0893316410084432","0.0719886860210416","0.106674595995845"
"6","2012","no degree/no degree yet","Male","62","0.124996188548448","0.0932161233879841","0.156776253708911"
