"plh0204_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"3","2012","(2c_gen) general maturity certificate","higher education","","","",""
"3","2012","(2c_voc) vocational maturity certificate","in school","","","",""
"3","2012","(2c_voc) vocational maturity certificate","inadequately","","","",""
"3","2012","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"3","2012","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"3","2012","(2c_voc) vocational maturity certificate","vocational + Abi","263","0.137381295695914","0.122160405495176","0.152602185896651"
"3","2012","(2c_voc) vocational maturity certificate","higher vocational","55","0.111811238349973","0.0842988566354146","0.139323620064532"
"3","2012","(2c_voc) vocational maturity certificate","higher education","","","",""
"3","2012","(3a) lower tertiary education","in school","","","",""
"3","2012","(3a) lower tertiary education","inadequately","","","",""
"3","2012","(3a) lower tertiary education","general elemantary","","","",""
"3","2012","(3a) lower tertiary education","middle vocational","","","",""
"3","2012","(3a) lower tertiary education","vocational + Abi","","","",""
"3","2012","(3a) lower tertiary education","higher vocational","","","",""
"3","2012","(3a) lower tertiary education","higher education","320","0.140517286252607","0.126090270469239","0.154944302035976"
"3","2012","(3b) higher tertiary education","in school","","","",""
"3","2012","(3b) higher tertiary education","inadequately","","","",""
"3","2012","(3b) higher tertiary education","general elemantary","","","",""
"3","2012","(3b) higher tertiary education","middle vocational","","","",""
"3","2012","(3b) higher tertiary education","vocational + Abi","","","",""
"3","2012","(3b) higher tertiary education","higher vocational","","","",""
"3","2012","(3b) higher tertiary education","higher education","560","0.130705649798554","0.120146892276129","0.141264407320979"
"4","2012","(0) in school","in school","45","0.0904851749813003","0.0646047920351664","0.116365557927434"
"4","2012","(0) in school","inadequately","","","",""
"4","2012","(0) in school","general elemantary","","","",""
"4","2012","(0) in school","middle vocational","1","","",""
"4","2012","(0) in school","vocational + Abi","","","",""
"4","2012","(0) in school","higher vocational","","","",""
"4","2012","(0) in school","higher education","","","",""
"4","2012","(1a) inadequately completed","in school","","","",""
"4","2012","(1a) inadequately completed","inadequately","19","","",""
"4","2012","(1a) inadequately completed","general elemantary","","","",""
"4","2012","(1a) inadequately completed","middle vocational","12","","",""
"4","2012","(1a) inadequately completed","vocational + Abi","","","",""
"4","2012","(1a) inadequately completed","higher vocational","","","",""
"4","2012","(1a) inadequately completed","higher education","","","",""
"4","2012","(1b) general elementary school","in school","","","",""
"4","2012","(1b) general elementary school","inadequately","5","","",""
"4","2012","(1b) general elementary school","general elemantary","163","0.0702972005127301","0.0594658580170206","0.0811285430084397"
"4","2012","(1b) general elementary school","middle vocational","","","",""
"4","2012","(1b) general elementary school","vocational + Abi","","","",""
"4","2012","(1b) general elementary school","higher vocational","","","",""
"4","2012","(1b) general elementary school","higher education","","","",""
"4","2012","(1c) basic vocational qualification","in school","","","",""
"4","2012","(1c) basic vocational qualification","inadequately","","","",""
"4","2012","(1c) basic vocational qualification","general elemantary","","","",""
"4","2012","(1c) basic vocational qualification","middle vocational","582","0.10172105228388","0.0940813328063659","0.109360771761393"
"4","2012","(1c) basic vocational qualification","vocational + Abi","","","",""
"4","2012","(1c) basic vocational qualification","higher vocational","49","0.104357569383142","0.0766887277732838","0.132026410993001"
"4","2012","(1c) basic vocational qualification","higher education","","","",""
"4","2012","(2b) intermediate general qualification","in school","","","",""
"4","2012","(2b) intermediate general qualification","inadequately","","","",""
"4","2012","(2b) intermediate general qualification","general elemantary","57","0.0526388645444889","0.0368144222891463","0.0684633067998315"
"4","2012","(2b) intermediate general qualification","middle vocational","","","",""
"4","2012","(2b) intermediate general qualification","vocational + Abi","","","",""
"4","2012","(2b) intermediate general qualification","higher vocational","","","",""
"4","2012","(2b) intermediate general qualification","higher education","","","",""
"4","2012","(2a) intermediate vocational","in school","","","",""
"4","2012","(2a) intermediate vocational","inadequately","","","",""
"4","2012","(2a) intermediate vocational","general elemantary","","","",""
"4","2012","(2a) intermediate vocational","middle vocational","629","0.0991541936061033","0.0917004367576217","0.106607950454585"
"4","2012","(2a) intermediate vocational","vocational + Abi","","","",""
"4","2012","(2a) intermediate vocational","higher vocational","99","0.121444843341133","0.0989362743135579","0.143953412368708"
"4","2012","(2a) intermediate vocational","higher education","","","",""
"4","2012","(2c_gen) general maturity certificate","in school","","","",""
"4","2012","(2c_gen) general maturity certificate","inadequately","","","",""
"4","2012","(2c_gen) general maturity certificate","general elemantary","","","",""
"4","2012","(2c_gen) general maturity certificate","middle vocational","111","0.0934814676171915","0.0762235212675065","0.110739413966876"
"4","2012","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"4","2012","(2c_gen) general maturity certificate","higher vocational","","","",""
"4","2012","(2c_gen) general maturity certificate","higher education","","","",""
"4","2012","(2c_voc) vocational maturity certificate","in school","","","",""
"4","2012","(2c_voc) vocational maturity certificate","inadequately","","","",""
"4","2012","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"4","2012","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"4","2012","(2c_voc) vocational maturity certificate","vocational + Abi","219","0.120265223861025","0.105883441056097","0.134647006665954"
"4","2012","(2c_voc) vocational maturity certificate","higher vocational","60","0.109989970389543","0.0826746174889686","0.137305323290118"
"4","2012","(2c_voc) vocational maturity certificate","higher education","","","",""
"4","2012","(3a) lower tertiary education","in school","","","",""
"4","2012","(3a) lower tertiary education","inadequately","","","",""
"4","2012","(3a) lower tertiary education","general elemantary","","","",""
"4","2012","(3a) lower tertiary education","middle vocational","","","",""
"4","2012","(3a) lower tertiary education","vocational + Abi","","","",""
"4","2012","(3a) lower tertiary education","higher vocational","","","",""
"4","2012","(3a) lower tertiary education","higher education","261","0.120426288257052","0.106915215655408","0.133937360858696"
"4","2012","(3b) higher tertiary education","in school","","","",""
"4","2012","(3b) higher tertiary education","inadequately","","","",""
"4","2012","(3b) higher tertiary education","general elemantary","","","",""
"4","2012","(3b) higher tertiary education","middle vocational","","","",""
"4","2012","(3b) higher tertiary education","vocational + Abi","","","",""
"4","2012","(3b) higher tertiary education","higher vocational","","","",""
"4","2012","(3b) higher tertiary education","higher education","467","0.124182186914847","0.113851748650168","0.134512625179526"
"5","2012","(0) in school","in school","76","0.139594239066944","0.108328946689084","0.170859531444804"
"5","2012","(0) in school","inadequately","","","",""
"5","2012","(0) in school","general elemantary","","","",""
"5","2012","(0) in school","middle vocational","3","","",""
"5","2012","(0) in school","vocational + Abi","","","",""
"5","2012","(0) in school","higher vocational","","","",""
"5","2012","(0) in school","higher education","","","",""
"5","2012","(1a) inadequately completed","in school","","","",""
