"plh0204_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"7","2013","(Married) couple without C. ","middle vocational","428","0.102315030836662","0.0931462772122846","0.11148378446104"
"7","2013","(Married) couple without C. ","vocational + Abi","42","0.101448483021812","0.0744947550219145","0.128402211021709"
"7","2013","(Married) couple without C. ","higher vocational","70","0.129191126252669","0.102574013847497","0.155808238657841"
"7","2013","(Married) couple without C. ","higher education","322","0.143962550792764","0.129584450835991","0.158340650749537"
"7","2013","Single parent ","in school","15","","",""
"7","2013","Single parent ","inadequately","6","","",""
"7","2013","Single parent ","general elemantary","34","0.104216155108273","0.0672191489774263","0.141213161239121"
"7","2013","Single parent ","middle vocational","81","0.128153297335337","0.102031219123557","0.154275375547117"
"7","2013","Single parent ","vocational + Abi","13","","",""
"7","2013","Single parent ","higher vocational","6","","",""
"7","2013","Single parent ","higher education","30","0.1499840710944","0.102802450756345","0.197165691432456"
"7","2013","Couple + C. LE 16 ","in school","","","",""
"7","2013","Couple + C. LE 16 ","inadequately","7","","",""
"7","2013","Couple + C. LE 16 ","general elemantary","57","0.119515094634529","0.0913337612796701","0.147696427989388"
"7","2013","Couple + C. LE 16 ","middle vocational","214","0.141679720762064","0.125831878065328","0.157527563458799"
"7","2013","Couple + C. LE 16 ","vocational + Abi","52","0.0993366754430008","0.0720025473703538","0.126670803515648"
"7","2013","Couple + C. LE 16 ","higher vocational","26","","",""
"7","2013","Couple + C. LE 16 ","higher education","136","0.09315073449357","0.0767879400086324","0.109513528978508"
"7","2013","Couple + C. GT 16 ","in school","33","0.168145579721189","0.10945719134697","0.226833968095409"
"7","2013","Couple + C. GT 16 ","inadequately","4","","",""
"7","2013","Couple + C. GT 16 ","general elemantary","46","0.143345924638179","0.108918703211968","0.17777314606439"
"7","2013","Couple + C. GT 16 ","middle vocational","184","0.12810180945396","0.111659222472716","0.144544396435205"
"7","2013","Couple + C. GT 16 ","vocational + Abi","24","","",""
"7","2013","Couple + C. GT 16 ","higher vocational","18","","",""
"7","2013","Couple + C. GT 16 ","higher education","63","0.113736533224656","0.0875109406178486","0.139962125831463"
"7","2013","Couple + C. LE and GT 16","in school","25","","",""
"7","2013","Couple + C. LE and GT 16","inadequately","4","","",""
"7","2013","Couple + C. LE and GT 16","general elemantary","35","0.1738058512378","0.129260852902968","0.218350849572631"
"7","2013","Couple + C. LE and GT 16","middle vocational","78","0.157050673719076","0.12691542964095","0.187185917797202"
"7","2013","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"7","2013","Couple + C. LE and GT 16","higher vocational","8","","",""
"7","2013","Couple + C. LE and GT 16","higher education","22","","",""
"8","2013","1-pers.-HH","in school","","","",""
"8","2013","1-pers.-HH","inadequately","4","","",""
"8","2013","1-pers.-HH","general elemantary","43","0.0848542311895017","0.060404183658851","0.109304278720152"
"8","2013","1-pers.-HH","middle vocational","155","0.0814246135754161","0.0690291565812857","0.0938200705695465"
"8","2013","1-pers.-HH","vocational + Abi","17","","",""
"8","2013","1-pers.-HH","higher vocational","9","","",""
"8","2013","1-pers.-HH","higher education","90","0.10138840172789","0.081535602231373","0.121241201224408"
"8","2013","(Married) couple without C. ","in school","1","","",""
"8","2013","(Married) couple without C. ","inadequately","6","","",""
"8","2013","(Married) couple without C. ","general elemantary","44","0.0539021139377697","0.0376753260894944","0.070128901786045"
"8","2013","(Married) couple without C. ","middle vocational","310","0.0747663019988142","0.0668091568973079","0.0827234471003205"
"8","2013","(Married) couple without C. ","vocational + Abi","41","0.059696397921266","0.0385453112386516","0.0808474846038804"
"8","2013","(Married) couple without C. ","higher vocational","51","0.0781735486103678","0.0568707005504604","0.0994763966702753"
"8","2013","(Married) couple without C. ","higher education","213","0.0921562744616917","0.0803095482190761","0.104003000704307"
"8","2013","Single parent ","in school","10","","",""
"8","2013","Single parent ","inadequately","5","","",""
"8","2013","Single parent ","general elemantary","26","","",""
"8","2013","Single parent ","middle vocational","54","0.0953914661697706","0.0724348501302805","0.118348082209261"
"8","2013","Single parent ","vocational + Abi","8","","",""
"8","2013","Single parent ","higher vocational","4","","",""
"8","2013","Single parent ","higher education","20","","",""
"8","2013","Couple + C. LE 16 ","in school","1","","",""
"8","2013","Couple + C. LE 16 ","inadequately","7","","",""
"8","2013","Couple + C. LE 16 ","general elemantary","32","0.0386293356021755","0.0218878785887969","0.055370792615554"
"8","2013","Couple + C. LE 16 ","middle vocational","159","0.0815743002583474","0.0691351615291003","0.0940134389875944"
"8","2013","Couple + C. LE 16 ","vocational + Abi","36","0.0862519205429374","0.0605972287926922","0.111906612293183"
"8","2013","Couple + C. LE 16 ","higher vocational","24","","",""
"8","2013","Couple + C. LE 16 ","higher education","99","0.0801290542846022","0.0648444133584576","0.0954136952107467"
"8","2013","Couple + C. GT 16 ","in school","22","","",""
"8","2013","Couple + C. GT 16 ","inadequately","3","","",""
"8","2013","Couple + C. GT 16 ","general elemantary","49","0.142076800573367","0.107776940742144","0.17637666040459"
"8","2013","Couple + C. GT 16 ","middle vocational","122","0.0710419134649586","0.0584028465651631","0.0836809803647541"
"8","2013","Couple + C. GT 16 ","vocational + Abi","22","","",""
"8","2013","Couple + C. GT 16 ","higher vocational","19","","",""
"8","2013","Couple + C. GT 16 ","higher education","46","0.065964441121199","0.0454608212160116","0.0864680610263865"
"8","2013","Couple + C. LE and GT 16","in school","26","","",""
"8","2013","Couple + C. LE and GT 16","inadequately","1","","",""
"8","2013","Couple + C. LE and GT 16","general elemantary","32","0.177361373132116","0.132459985440858","0.222262760823374"
"8","2013","Couple + C. LE and GT 16","middle vocational","48","0.0806136827713893","0.0580657113055909","0.103161654237188"
"8","2013","Couple + C. LE and GT 16","vocational + Abi","12","","",""
"8","2013","Couple + C. LE and GT 16","higher vocational","7","","",""
"8","2013","Couple + C. LE and GT 16","higher education","17","","",""
"9","2013","1-pers.-HH","in school","1","","",""
"9","2013","1-pers.-HH","inadequately","4","","",""
"9","2013","1-pers.-HH","general elemantary","11","","",""
"9","2013","1-pers.-HH","middle vocational","43","0.0220102091919016","0.0153604405828607","0.0286599778009425"
"9","2013","1-pers.-HH","vocational + Abi","8","","",""
"9","2013","1-pers.-HH","higher vocational","5","","",""
"9","2013","1-pers.-HH","higher education","19","","",""
"9","2013","(Married) couple without C. ","in school","","","",""
"9","2013","(Married) couple without C. ","inadequately","3","","",""
"9","2013","(Married) couple without C. ","general elemantary","17","","",""
"9","2013","(Married) couple without C. ","middle vocational","84","0.0217452717941547","0.0173327485680991","0.0261577950202102"
"9","2013","(Married) couple without C. ","vocational + Abi","13","","",""
"9","2013","(Married) couple without C. ","higher vocational","16","","",""
"9","2013","(Married) couple without C. ","higher education","53","0.0230905920368229","0.0169391769990038","0.0292420070746419"
"9","2013","Single parent ","in school","10","","",""
"9","2013","Single parent ","inadequately","1","","",""
"9","2013","Single parent ","general elemantary","10","","",""
"9","2013","Single parent ","middle vocational","13","","",""
"9","2013","Single parent ","vocational + Abi","3","","",""
"9","2013","Single parent ","higher vocational","1","","",""
"9","2013","Single parent ","higher education","8","","",""
"9","2013","Couple + C. LE 16 ","in school","","","",""
"9","2013","Couple + C. LE 16 ","inadequately","2","","",""
"9","2013","Couple + C. LE 16 ","general elemantary","17","","",""
"9","2013","Couple + C. LE 16 ","middle vocational","44","0.0243675476574308","0.0173604099931516","0.0313746853217101"
"9","2013","Couple + C. LE 16 ","vocational + Abi","11","","",""
"9","2013","Couple + C. LE 16 ","higher vocational","3","","",""
"9","2013","Couple + C. LE 16 ","higher education","22","","",""
"9","2013","Couple + C. GT 16 ","in school","10","","",""
"9","2013","Couple + C. GT 16 ","inadequately","1","","",""
"9","2013","Couple + C. GT 16 ","general elemantary","15","","",""
"9","2013","Couple + C. GT 16 ","middle vocational","42","0.0303051282232509","0.0218710963096847","0.038739160136817"
"9","2013","Couple + C. GT 16 ","vocational + Abi","5","","",""
"9","2013","Couple + C. GT 16 ","higher vocational","4","","",""
"9","2013","Couple + C. GT 16 ","higher education","13","","",""
"9","2013","Couple + C. LE and GT 16","in school","11","","",""
"9","2013","Couple + C. LE and GT 16","inadequately","3","","",""
"9","2013","Couple + C. LE and GT 16","general elemantary","13","","",""
"9","2013","Couple + C. LE and GT 16","middle vocational","23","","",""
"9","2013","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"9","2013","Couple + C. LE and GT 16","higher vocational","3","","",""
"9","2013","Couple + C. LE and GT 16","higher education","8","","",""
"10 Very willing to take risks","2013","1-pers.-HH","in school","","","",""
"10 Very willing to take risks","2013","1-pers.-HH","inadequately","7","","",""
"10 Very willing to take risks","2013","1-pers.-HH","general elemantary","12","","",""
"10 Very willing to take risks","2013","1-pers.-HH","middle vocational","33","0.0172539581473314","0.0113520518572745","0.0231558644373884"
"10 Very willing to take risks","2013","1-pers.-HH","vocational + Abi","6","","",""
"10 Very willing to take risks","2013","1-pers.-HH","higher vocational","3","","",""
"10 Very willing to take risks","2013","1-pers.-HH","higher education","9","","",""
"10 Very willing to take risks","2013","(Married) couple without C. ","in school","2","","",""
"10 Very willing to take risks","2013","(Married) couple without C. ","inadequately","4","","",""
"10 Very willing to take risks","2013","(Married) couple without C. ","general elemantary","14","","",""
"10 Very willing to take risks","2013","(Married) couple without C. ","middle vocational","52","0.0125447036167292","0.00917751433183127","0.0159118929016272"
"10 Very willing to take risks","2013","(Married) couple without C. ","vocational + Abi","9","","",""
"10 Very willing to take risks","2013","(Married) couple without C. ","higher vocational","5","","",""
"10 Very willing to take risks","2013","(Married) couple without C. ","higher education","27","","",""
"10 Very willing to take risks","2013","Single parent ","in school","2","","",""
"10 Very willing to take risks","2013","Single parent ","inadequately","4","","",""
"10 Very willing to take risks","2013","Single parent ","general elemantary","9","","",""
"10 Very willing to take risks","2013","Single parent ","middle vocational","13","","",""
"10 Very willing to take risks","2013","Single parent ","vocational + Abi","5","","",""
"10 Very willing to take risks","2013","Single parent ","higher vocational","","","",""
"10 Very willing to take risks","2013","Single parent ","higher education","3","","",""
"10 Very willing to take risks","2013","Couple + C. LE 16 ","in school","","","",""
"10 Very willing to take risks","2013","Couple + C. LE 16 ","inadequately","6","","",""
"10 Very willing to take risks","2013","Couple + C. LE 16 ","general elemantary","12","","",""
"10 Very willing to take risks","2013","Couple + C. LE 16 ","middle vocational","38","0.0156200867682014","0.0099848169958482","0.0212553565405546"
"10 Very willing to take risks","2013","Couple + C. LE 16 ","vocational + Abi","8","","",""
"10 Very willing to take risks","2013","Couple + C. LE 16 ","higher vocational","4","","",""
"10 Very willing to take risks","2013","Couple + C. LE 16 ","higher education","16","","",""
"10 Very willing to take risks","2013","Couple + C. GT 16 ","in school","1","","",""
"10 Very willing to take risks","2013","Couple + C. GT 16 ","inadequately","2","","",""
"10 Very willing to take risks","2013","Couple + C. GT 16 ","general elemantary","10","","",""
