"ple0098_v5","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Hamburg","no degree/no degree yet","1","","",""
"Yes","2018","Lower Saxony","lower secondary degree","86","0.160280142819527","0.129536062940098","0.191024222698956"
"Yes","2018","Lower Saxony","secondary school degree","183","0.320022258293423","0.284270561534343","0.355773955052503"
"Yes","2018","Lower Saxony","college entrance qualification","172","0.362440025432799","0.321820433923814","0.403059616941783"
"Yes","2018","Lower Saxony","Other degree","20","","",""
"Yes","2018","Lower Saxony","no degree/no degree yet","8","","",""
"Yes","2018","Bremen","lower secondary degree","4","","",""
"Yes","2018","Bremen","secondary school degree","12","","",""
"Yes","2018","Bremen","college entrance qualification","9","","",""
"Yes","2018","Bremen","Other degree","","","",""
"Yes","2018","Bremen","no degree/no degree yet","1","","",""
"Yes","2018","North Rhine-Westphalia","lower secondary degree","171","0.159435293012178","0.138332157792567","0.180538428231789"
"Yes","2018","North Rhine-Westphalia","secondary school degree","251","0.251399869334244","0.224390232992281","0.278409505676208"
"Yes","2018","North Rhine-Westphalia","college entrance qualification","425","0.302074738875469","0.27764494343852","0.326504534312419"
"Yes","2018","North Rhine-Westphalia","Other degree","37","0.0568598854540893","0.0393771558139198","0.0743426150942587"
"Yes","2018","North Rhine-Westphalia","no degree/no degree yet","15","","",""
"Yes","2018","Hesse","lower secondary degree","56","0.16017788465446","0.119738971009764","0.200616798299156"
"Yes","2018","Hesse","secondary school degree","109","0.263168303558162","0.218116103992798","0.308220503123526"
"Yes","2018","Hesse","college entrance qualification","127","0.268612144336506","0.226121174432237","0.311103114240775"
"Yes","2018","Hesse","Other degree","15","","",""
"Yes","2018","Hesse","no degree/no degree yet","6","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","lower secondary degree","65","0.183571193712105","0.146189333524925","0.220953053899285"
"Yes","2018","Rhineland-Palatinate,Saarland","secondary school degree","63","0.258007657469184","0.204824094802996","0.311191220135373"
"Yes","2018","Rhineland-Palatinate,Saarland","college entrance qualification","79","0.277068044982471","0.222978646988258","0.331157442976683"
"Yes","2018","Rhineland-Palatinate,Saarland","Other degree","10","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Yes","2018","Baden-Württemberg","lower secondary degree","127","0.236069290151177","0.201627287249593","0.270511293052762"
"Yes","2018","Baden-Württemberg","secondary school degree","195","0.378638775971634","0.339095851120422","0.418181700822845"
"Yes","2018","Baden-Württemberg","college entrance qualification","232","0.358222812174247","0.32175306028379","0.394692564064703"
"Yes","2018","Baden-Württemberg","Other degree","42","0.147982441138765","0.111302704668366","0.184662177609164"
"Yes","2018","Baden-Württemberg","no degree/no degree yet","4","","",""
"Yes","2018","Bavaria","lower secondary degree","260","0.234178648021894","0.208539426640053","0.259817869403735"
"Yes","2018","Bavaria","secondary school degree","319","0.361053662235016","0.329480703615606","0.392626620854426"
"Yes","2018","Bavaria","college entrance qualification","278","0.388686967432242","0.353613560406728","0.423760374457757"
"Yes","2018","Bavaria","Other degree","63","0.124587794745911","0.096577252867802","0.15259833662402"
"Yes","2018","Bavaria","no degree/no degree yet","6","","",""
"Yes","2018","Berlin","lower secondary degree","14","","",""
"Yes","2018","Berlin","secondary school degree","58","0.186819704609394","0.138014087034791","0.235625322183997"
"Yes","2018","Berlin","college entrance qualification","95","0.331284563559483","0.279875294457349","0.382693832661617"
"Yes","2018","Berlin","Other degree","11","","",""
"Yes","2018","Berlin","no degree/no degree yet","3","","",""
"Yes","2018","Brandenburg","lower secondary degree","17","","",""
"Yes","2018","Brandenburg","secondary school degree","100","0.263614453071241","0.221224661673861","0.306004244468621"
"Yes","2018","Brandenburg","college entrance qualification","56","0.226939426284671","0.170423792533163","0.283455060036178"
"Yes","2018","Brandenburg","Other degree","3","","",""
"Yes","2018","Brandenburg","no degree/no degree yet","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","lower secondary degree","8","","",""
"Yes","2018","Mecklenburg-Western Pomerania","secondary school degree","40","0.142082097360671","0.100514397789685","0.183649796931658"
"Yes","2018","Mecklenburg-Western Pomerania","college entrance qualification","24","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Yes","2018","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"Yes","2018","Saxony","lower secondary degree","14","","",""
"Yes","2018","Saxony","secondary school degree","173","0.23558156111658","0.205068209823733","0.266094912409427"
"Yes","2018","Saxony","college entrance qualification","86","0.176837214711855","0.138526937006384","0.215147492417326"
"Yes","2018","Saxony","Other degree","7","","",""
"Yes","2018","Saxony","no degree/no degree yet","1","","",""
"Yes","2018","Saxony-Anhalt","lower secondary degree","8","","",""
"Yes","2018","Saxony-Anhalt","secondary school degree","68","0.160323985287871","0.12467837864612","0.195969591929623"
"Yes","2018","Saxony-Anhalt","college entrance qualification","42","0.224461783516701","0.165135916076778","0.283787650956624"
"Yes","2018","Saxony-Anhalt","Other degree","1","","",""
"Yes","2018","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2018","Thuringia","lower secondary degree","18","","",""
"Yes","2018","Thuringia","secondary school degree","74","0.147971054728863","0.113131130455701","0.182810979002025"
"Yes","2018","Thuringia","college entrance qualification","39","0.258040660251799","0.193212575391079","0.322868745112519"
"Yes","2018","Thuringia","Other degree","1","","",""
"Yes","2018","Thuringia","no degree/no degree yet","","","",""
"No","2018","Schleswig-Holstein","lower secondary degree","182","0.859272165838757","0.81235170842241","0.906192623255103"
"No","2018","Schleswig-Holstein","secondary school degree","191","0.744992992685121","0.690303319384214","0.799682665986027"
"No","2018","Schleswig-Holstein","college entrance qualification","137","0.656900535661823","0.591432059218406","0.72236901210524"
"No","2018","Schleswig-Holstein","Other degree","81","0.911791635320458","0.852199197515628","0.971384073125287"
"No","2018","Schleswig-Holstein","no degree/no degree yet","28","","",""
"No","2018","Hamburg","lower secondary degree","64","0.888087434235092","0.81720990271125","0.958964965758934"
"No","2018","Hamburg","secondary school degree","72","0.803987465666685","0.721972445262364","0.886002486071005"
"No","2018","Hamburg","college entrance qualification","102","0.762557668123766","0.689967709961578","0.835147626285954"
"No","2018","Hamburg","Other degree","66","0.964992448946483","0.921935634649761","1.00804926324321"
"No","2018","Hamburg","no degree/no degree yet","18","","",""
"No","2018","Lower Saxony","lower secondary degree","461","0.839719857180473","0.808975777301045","0.870463937059902"
"No","2018","Lower Saxony","secondary school degree","471","0.679977741706577","0.644226044947497","0.715729438465657"
"No","2018","Lower Saxony","college entrance qualification","366","0.637559974567201","0.596940383058217","0.678179566076186"
"No","2018","Lower Saxony","Other degree","234","0.814759386854451","0.766982920645434","0.862535853063468"
"No","2018","Lower Saxony","no degree/no degree yet","93","0.86233819413722","0.795143814871306","0.929532573403134"
"No","2018","Bremen","lower secondary degree","30","0.885832164614917","0.778937448383778","0.992726880846056"
"No","2018","Bremen","secondary school degree","35","0.737471394158386","0.611677353412061","0.863265434904711"
"No","2018","Bremen","college entrance qualification","39","0.747835260888482","0.624985979457028","0.870684542319936"
"No","2018","Bremen","Other degree","33","1","1","1"
"No","2018","Bremen","no degree/no degree yet","20","","",""
"No","2018","North Rhine-Westphalia","lower secondary degree","985","0.840564706987822","0.819461571768211","0.861667842207433"
"No","2018","North Rhine-Westphalia","secondary school degree","740","0.748600130665756","0.721590494323793","0.775609767007719"
"No","2018","North Rhine-Westphalia","college entrance qualification","932","0.697925261124531","0.673495465687581","0.72235505656148"
"No","2018","North Rhine-Westphalia","Other degree","637","0.943140114545911","0.925657384905741","0.96062284418608"
"No","2018","North Rhine-Westphalia","no degree/no degree yet","244","0.888389260433495","0.850040365671666","0.926738155195324"
"No","2018","Hesse","lower secondary degree","260","0.83982211534554","0.799383201700844","0.880261028990236"
"No","2018","Hesse","secondary school degree","258","0.736831696441838","0.691779496876474","0.781883896007202"
"No","2018","Hesse","college entrance qualification","291","0.731387855663494","0.688896885759225","0.773878825567763"
"No","2018","Hesse","Other degree","206","0.963871914463045","0.939269139662419","0.988474689263672"
"No","2018","Hesse","no degree/no degree yet","49","0.941818980544638","0.879954534433515","1.00368342665576"
"No","2018","Rhineland-Palatinate,Saarland","lower secondary degree","347","0.816428806287895","0.779046946100715","0.853810666475075"
"No","2018","Rhineland-Palatinate,Saarland","secondary school degree","197","0.741992342530816","0.688808779864627","0.795175905197004"
"No","2018","Rhineland-Palatinate,Saarland","college entrance qualification","184","0.722931955017529","0.668842557023317","0.777021353011742"
"No","2018","Rhineland-Palatinate,Saarland","Other degree","223","0.948802353890756","0.92050257748071","0.977102130300803"
"No","2018","Rhineland-Palatinate,Saarland","no degree/no degree yet","43","0.986045599058941","0.952147661665093","1.01994353645279"
"No","2018","Baden-Württemberg","lower secondary degree","457","0.763930709848822","0.729488706947238","0.798372712750407"
"No","2018","Baden-Württemberg","secondary school degree","383","0.621361224028366","0.581818299177155","0.660904148879578"
"No","2018","Baden-Württemberg","college entrance qualification","432","0.641777187825753","0.605307435935297","0.67824693971621"
"No","2018","Baden-Württemberg","Other degree","318","0.852017558861235","0.815337822390836","0.888697295331634"
"No","2018","Baden-Württemberg","no degree/no degree yet","55","0.942831977288976","0.883591871860315","1.00207208271764"
"No","2018","Bavaria","lower secondary degree","788","0.765821351978106","0.740182130596265","0.791460573359947"
"No","2018","Bavaria","secondary school degree","570","0.638946337764984","0.607373379145574","0.670519296384394"
"No","2018","Bavaria","college entrance qualification","464","0.611313032567758","0.576239625542243","0.646386439593272"
"No","2018","Bavaria","Other degree","471","0.875412205254089","0.84740166337598","0.903422747132198"
"No","2018","Bavaria","no degree/no degree yet","83","0.896235069962329","0.832878836060569","0.959591303864089"
"No","2018","Berlin","lower secondary degree","120","0.871767519793144","0.81515727211263","0.928377767473659"
"No","2018","Berlin","secondary school degree","187","0.813180295390606","0.764374677816002","0.861985912965209"
"No","2018","Berlin","college entrance qualification","227","0.668715436440517","0.617306167338383","0.720124705542651"
"No","2018","Berlin","Other degree","102","0.959498602328322","0.92315181349605","0.995845391160594"
"No","2018","Berlin","no degree/no degree yet","26","","",""
"No","2018","Brandenburg","lower secondary degree","171","0.937562445639766","0.902977092869336","0.972147798410196"
"No","2018","Brandenburg","secondary school degree","315","0.736385546928759","0.693995755531379","0.778775338326139"
"No","2018","Brandenburg","college entrance qualification","155","0.773060573715329","0.716544939963822","0.829576207466836"
"No","2018","Brandenburg","Other degree","73","0.987750668228071","0.963020836584341","1.0124804998718"
"No","2018","Brandenburg","no degree/no degree yet","28","","",""
"No","2018","Mecklenburg-Western Pomerania","lower secondary degree","96","0.937862582550241","0.8914668938663","0.984258271234182"
