"ple0098_v5","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2016","Schleswig-Holstein","higher vocational","36","0.830339087173105","0.718154678264174","0.942523496082036"
"No","2016","Schleswig-Holstein","higher education","76","0.665932302552922","0.577790073110729","0.754074531995115"
"No","2016","Hamburg","in school","7","","",""
"No","2016","Hamburg","inadequately","3","","",""
"No","2016","Hamburg","general elemantary","32","0.82537823348388","0.699604554855841","0.95115191211192"
"No","2016","Hamburg","middle vocational","108","0.772508593150671","0.702817889634837","0.842199296666505"
"No","2016","Hamburg","vocational + Abi","31","0.782375209678867","0.65607098246652","0.908679436891214"
"No","2016","Hamburg","higher vocational","12","","",""
"No","2016","Hamburg","higher education","87","0.825046427940155","0.752028076664465","0.898064779215846"
"No","2016","Lower Saxony","in school","26","","",""
"No","2016","Lower Saxony","inadequately","60","1","1","1"
"No","2016","Lower Saxony","general elemantary","272","0.930821820846858","0.901864730292988","0.959778911400729"
"No","2016","Lower Saxony","middle vocational","775","0.724849859891164","0.697239379754357","0.752460340027972"
"No","2016","Lower Saxony","vocational + Abi","133","0.635560919233842","0.567662369205092","0.703459469262593"
"No","2016","Lower Saxony","higher vocational","67","0.600441870329945","0.502968115914285","0.697915624745605"
"No","2016","Lower Saxony","higher education","237","0.568172887085897","0.51513076465495","0.621215009516845"
"No","2016","Bremen","in school","4","","",""
"No","2016","Bremen","inadequately","10","","",""
"No","2016","Bremen","general elemantary","17","","",""
"No","2016","Bremen","middle vocational","53","0.941861329932733","0.885406363574359","0.998316296291106"
"No","2016","Bremen","vocational + Abi","14","","",""
"No","2016","Bremen","higher vocational","3","","",""
"No","2016","Bremen","higher education","26","","",""
"No","2016","North Rhine-Westphalia","in school","71","0.914777436461754","0.853207378239651","0.976347494683857"
"No","2016","North Rhine-Westphalia","inadequately","137","0.983526539335759","0.962366028188703","1.00468705048282"
"No","2016","North Rhine-Westphalia","general elemantary","569","0.917598821093234","0.895741877200605","0.939455764985862"
"No","2016","North Rhine-Westphalia","middle vocational","1657","0.814448477663213","0.797449523944278","0.831447431382147"
"No","2016","North Rhine-Westphalia","vocational + Abi","390","0.716966727509701","0.678687732941518","0.755245722077884"
"No","2016","North Rhine-Westphalia","higher vocational","142","0.794088752754756","0.737765198487097","0.850412307022415"
"No","2016","North Rhine-Westphalia","higher education","460","0.659692929985196","0.624643098383079","0.694742761587312"
"No","2016","Hesse","in school","20","","",""
"No","2016","Hesse","inadequately","25","","",""
"No","2016","Hesse","general elemantary","151","0.90697205893465","0.863178685828853","0.950765432040447"
"No","2016","Hesse","middle vocational","471","0.798235411519478","0.766230429336126","0.83024039370283"
"No","2016","Hesse","vocational + Abi","100","0.753728459633932","0.680780984914353","0.826675934353511"
"No","2016","Hesse","higher vocational","38","0.753403108352708","0.639489856662638","0.867316360042777"
"No","2016","Hesse","higher education","237","0.775827860869454","0.730135183573564","0.821520538165344"
"No","2016","Rhineland-Palatinate,Saarland","in school","16","","",""
"No","2016","Rhineland-Palatinate,Saarland","inadequately","21","","",""
"No","2016","Rhineland-Palatinate,Saarland","general elemantary","222","0.947944341140338","0.91942132002056","0.976467362260116"
"No","2016","Rhineland-Palatinate,Saarland","middle vocational","495","0.797150991722182","0.765523916559432","0.828778066884932"
"No","2016","Rhineland-Palatinate,Saarland","vocational + Abi","89","0.781032961828366","0.705119338835527","0.856946584821205"
"No","2016","Rhineland-Palatinate,Saarland","higher vocational","50","0.708582259133126","0.605047694398334","0.812116823867918"
"No","2016","Rhineland-Palatinate,Saarland","higher education","128","0.752873606637937","0.688598080375216","0.817149132900657"
"No","2016","Baden-Württemberg","in school","24","","",""
"No","2016","Baden-Württemberg","inadequately","22","","",""
"No","2016","Baden-Württemberg","general elemantary","280","0.870784572247608","0.833974616334457","0.90759452816076"
"No","2016","Baden-Württemberg","middle vocational","808","0.745378206167306","0.719621793378808","0.771134618955804"
"No","2016","Baden-Württemberg","vocational + Abi","188","0.793917702852676","0.7430604332201","0.844774972485253"
"No","2016","Baden-Württemberg","higher vocational","98","0.672298538065833","0.596162208538344","0.748434867593323"
"No","2016","Baden-Württemberg","higher education","359","0.646082273882169","0.605410239045141","0.686754308719198"
"No","2016","Bavaria","in school","37","0.983721203521514","0.944986224449704","1.02245618259333"
"No","2016","Bavaria","inadequately","41","0.992983139937059","0.967738697046998","1.01822758282712"
"No","2016","Bavaria","general elemantary","327","0.897218771164205","0.866276420229083","0.928161122099327"
"No","2016","Bavaria","middle vocational","1245","0.692716318214386","0.670899873926717","0.714532762502054"
"No","2016","Bavaria","vocational + Abi","205","0.691997924000575","0.637922704248708","0.746073143752442"
"No","2016","Bavaria","higher vocational","126","0.67248947845462","0.608089105482184","0.736889851427056"
"No","2016","Bavaria","higher education","446","0.677101876011726","0.640876085321507","0.713327666701945"
"No","2016","Berlin","in school","10","","",""
"No","2016","Berlin","inadequately","12","","",""
"No","2016","Berlin","general elemantary","49","0.892598478740458","0.81077083722459","0.974426120256325"
"No","2016","Berlin","middle vocational","256","0.862332032453049","0.823536609892178","0.90112745501392"
"No","2016","Berlin","vocational + Abi","48","0.86897317836715","0.782133664561544","0.955812692172755"
"No","2016","Berlin","higher vocational","35","0.764375807591758","0.643047380287046","0.885704234896471"
"No","2016","Berlin","higher education","217","0.668465770168156","0.614835990899","0.722095549437311"
"No","2016","Brandenburg","in school","12","","",""
"No","2016","Brandenburg","inadequately","10","","",""
"No","2016","Brandenburg","general elemantary","70","0.981178362942631","0.949788854022408","1.01256787186285"
"No","2016","Brandenburg","middle vocational","383","0.886636795290204","0.856946127317812","0.916327463262596"
"No","2016","Brandenburg","vocational + Abi","54","0.753066206529268","0.650571726055527","0.855560687003009"
"No","2016","Brandenburg","higher vocational","44","0.856546656935842","0.762175124959644","0.950918188912039"
"No","2016","Brandenburg","higher education","163","0.812788295958276","0.759390125268108","0.866186466648443"
"No","2016","Mecklenburg-Western Pomerania","in school","4","","",""
"No","2016","Mecklenburg-Western Pomerania","inadequately","6","","",""
"No","2016","Mecklenburg-Western Pomerania","general elemantary","22","","",""
"No","2016","Mecklenburg-Western Pomerania","middle vocational","241","0.896373101188734","0.859608760153668","0.933137442223801"
"No","2016","Mecklenburg-Western Pomerania","vocational + Abi","19","","",""
"No","2016","Mecklenburg-Western Pomerania","higher vocational","32","0.865111922292042","0.756499568881699","0.973724275702385"
"No","2016","Mecklenburg-Western Pomerania","higher education","82","0.736559602010019","0.652304040715324","0.820815163304713"
"No","2016","Saxony","in school","9","","",""
"No","2016","Saxony","inadequately","5","","",""
"No","2016","Saxony","general elemantary","82","0.975680100850197","0.943123918374166","1.00823628332623"
"No","2016","Saxony","middle vocational","602","0.856760855966319","0.831136878987485","0.882384832945153"
"No","2016","Saxony","vocational + Abi","52","0.683217365231769","0.576497125443203","0.789937605020335"
"No","2016","Saxony","higher vocational","80","0.770255800452447","0.689407445463769","0.851104155441125"
"No","2016","Saxony","higher education","267","0.813830470359671","0.772334013666468","0.855326927052875"
"No","2016","Saxony-Anhalt","in school","2","","",""
"No","2016","Saxony-Anhalt","inadequately","14","","",""
"No","2016","Saxony-Anhalt","general elemantary","60","0.990572703567029","0.966322246231009","1.01482316090305"
"No","2016","Saxony-Anhalt","middle vocational","388","0.888716184631989","0.858852675419383","0.918579693844595"
"No","2016","Saxony-Anhalt","vocational + Abi","27","","",""
"No","2016","Saxony-Anhalt","higher vocational","46","0.92283291807728","0.852307718476568","0.993358117677991"
"No","2016","Saxony-Anhalt","higher education","133","0.811482162727222","0.752161558114884","0.870802767339559"
"No","2016","Thuringia","in school","4","","",""
"No","2016","Thuringia","inadequately","4","","",""
"No","2016","Thuringia","general elemantary","49","1","1","1"
"No","2016","Thuringia","middle vocational","430","0.914331839940101","0.889423839586963","0.939239840293238"
"No","2016","Thuringia","vocational + Abi","34","0.748073235422673","0.616782929941941","0.879363540903406"
"No","2016","Thuringia","higher vocational","55","0.902775584710998","0.830192457338749","0.975358712083247"
"No","2016","Thuringia","higher education","131","0.752810618013756","0.689079794413405","0.816541441614107"
"Yes","2017","Schleswig-Holstein","in school","","","",""
"Yes","2017","Schleswig-Holstein","inadequately","","","",""
"Yes","2017","Schleswig-Holstein","general elemantary","","","",""
"Yes","2017","Schleswig-Holstein","middle vocational","","","",""
"Yes","2017","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2017","Schleswig-Holstein","higher vocational","","","",""
"Yes","2017","Schleswig-Holstein","higher education","","","",""
"Yes","2017","Hamburg","in school","","","",""
"Yes","2017","Hamburg","inadequately","","","",""
"Yes","2017","Hamburg","general elemantary","","","",""
"Yes","2017","Hamburg","middle vocational","","","",""
"Yes","2017","Hamburg","vocational + Abi","","","",""
"Yes","2017","Hamburg","higher vocational","","","",""
"Yes","2017","Hamburg","higher education","","","",""
"Yes","2017","Lower Saxony","in school","","","",""
"Yes","2017","Lower Saxony","inadequately","","","",""
"Yes","2017","Lower Saxony","general elemantary","","","",""
"Yes","2017","Lower Saxony","middle vocational","","","",""
"Yes","2017","Lower Saxony","vocational + Abi","","","",""
"Yes","2017","Lower Saxony","higher vocational","","","",""
"Yes","2017","Lower Saxony","higher education","","","",""
"Yes","2017","Bremen","in school","","","",""
"Yes","2017","Bremen","inadequately","","","",""
"Yes","2017","Bremen","general elemantary","","","",""
"Yes","2017","Bremen","middle vocational","","","",""
"Yes","2017","Bremen","vocational + Abi","","","",""
"Yes","2017","Bremen","higher vocational","","","",""
"Yes","2017","Bremen","higher education","","","",""
"Yes","2017","North Rhine-Westphalia","in school","","","",""
"Yes","2017","North Rhine-Westphalia","inadequately","","","",""
"Yes","2017","North Rhine-Westphalia","general elemantary","","","",""
"Yes","2017","North Rhine-Westphalia","middle vocational","","","",""
"Yes","2017","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","2017","North Rhine-Westphalia","higher vocational","","","",""
"Yes","2017","North Rhine-Westphalia","higher education","","","",""
"Yes","2017","Hesse","in school","","","",""
"Yes","2017","Hesse","inadequately","","","",""
"Yes","2017","Hesse","general elemantary","","","",""
"Yes","2017","Hesse","middle vocational","","","",""
"Yes","2017","Hesse","vocational + Abi","","","",""
"Yes","2017","Hesse","higher vocational","","","",""
"Yes","2017","Hesse","higher education","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","2017","Baden-Württemberg","in school","","","",""
"Yes","2017","Baden-Württemberg","inadequately","","","",""
"Yes","2017","Baden-Württemberg","general elemantary","","","",""
"Yes","2017","Baden-Württemberg","middle vocational","","","",""
"Yes","2017","Baden-Württemberg","vocational + Abi","","","",""
"Yes","2017","Baden-Württemberg","higher vocational","","","",""
"Yes","2017","Baden-Württemberg","higher education","","","",""
"Yes","2017","Bavaria","in school","","","",""
"Yes","2017","Bavaria","inadequately","","","",""
"Yes","2017","Bavaria","general elemantary","","","",""
"Yes","2017","Bavaria","middle vocational","","","",""
"Yes","2017","Bavaria","vocational + Abi","","","",""
"Yes","2017","Bavaria","higher vocational","","","",""
"Yes","2017","Bavaria","higher education","","","",""
"Yes","2017","Berlin","in school","","","",""
"Yes","2017","Berlin","inadequately","","","",""
"Yes","2017","Berlin","general elemantary","","","",""
