"m11125","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"7 on Scale 1 to 10","2017","35-65 y.","Employed","2684","0.202249644959745","0.19536173609609","0.2091375538234","7"
"7 on Scale 1 to 10","2017","16-34 y.","Employed","792","0.182184819813636","0.171079630044115","0.193290009583157","7"
"7 on Scale 1 to 10","2017","35-65 y.","Not Employed","616","0.14054783103752","0.130471256520303","0.150624405554738","7"
"7 on Scale 1 to 10","2017","66 and older","Not Employed","808","0.183062797010846","0.171733644167526","0.194391949854166","7"
"7 on Scale 1 to 10","2017","66 and older","Employed","132","0.261760497295164","0.226673990780797","0.29684700380953","7"
"8 on Scale 1 to 10","2017","16-34 y.","Not Employed","856","0.223642640256513","0.211811549629047","0.235473730883979","8"
"8 on Scale 1 to 10","2017","66 and older","Not Employed","822","0.172216898735331","0.161155775974081","0.18327802149658","8"
"8 on Scale 1 to 10","2017","66 and older","Employed","150","0.224080960521311","0.190799673081746","0.257362247960877","8"
"8 on Scale 1 to 10","2017","35-65 y.","Employed","3322","0.244860949941348","0.23748728779508","0.252234612087617","8"
"8 on Scale 1 to 10","2017","35-65 y.","Not Employed","757","0.151812906680704","0.141409150430136","0.162216662931272","8"
"8 on Scale 1 to 10","2017","16-34 y.","Employed","1264","0.270979380225812","0.258192036611124","0.283766723840501","8"
"9 on Scale 1 to 10","2017","16-34 y.","Employed","966","0.211676421253901","0.199923906440283","0.22342893606752","9"
"9 on Scale 1 to 10","2017","16-34 y.","Not Employed","812","0.192144213755672","0.180957636820577","0.203330790690766","9"
"9 on Scale 1 to 10","2017","66 and older","Not Employed","250","0.05183515418903","0.0453404829169898","0.0583298254610703","9"
"9 on Scale 1 to 10","2017","66 and older","Employed","67","0.10662129267801","0.0819876177865384","0.131254967569481","9"
"9 on Scale 1 to 10","2017","35-65 y.","Employed","1593","0.108898389352667","0.103556629647968","0.114240149057365","9"
"9 on Scale 1 to 10","2017","35-65 y.","Not Employed","365","0.0482225842012928","0.0420112781517901","0.0544338902507955","9"
"0 Completely dissatisfied","2018","16-34 y.","Not Employed","27","","","","0"
"0 Completely dissatisfied","2018","16-34 y.","Employed","18","","","","0"
"0 Completely dissatisfied","2018","35-65 y.","Not Employed","148","0.0429423469138189","0.0366778671163895","0.0492068267112482","0"
"0 Completely dissatisfied","2018","35-65 y.","Employed","82","0.0075080247352016","0.00599986330321303","0.00901618616719017","0"
"0 Completely dissatisfied","2018","66 and older","Not Employed","94","0.0202698372314798","0.016139594613813","0.0244000798491467","0"
"0 Completely dissatisfied","2018","66 and older","Employed","4","","","","0"
"1 on Scale 1 to 10","2018","16-34 y.","Not Employed","22","","","","1"
"1 on Scale 1 to 10","2018","66 and older","Not Employed","96","0.0235975746923999","0.0191487498925308","0.028046399492269","1"
"1 on Scale 1 to 10","2018","66 and older","Employed","5","","","","1"
"1 on Scale 1 to 10","2018","16-34 y.","Employed","14","","","","1"
"1 on Scale 1 to 10","2018","35-65 y.","Not Employed","107","0.0407632106219016","0.0346528030445472","0.046873618199256","1"
"1 on Scale 1 to 10","2018","35-65 y.","Employed","100","0.00900100378787511","0.00735092925832199","0.0106510783174282","1"
"10 Completely satisfied","2018","16-34 y.","Not Employed","1239","0.196065681630335","0.18296497025573","0.20916639300494","10"
"10 Completely satisfied","2018","16-34 y.","Employed","825","0.132377146724039","0.122776767758858","0.14197752568922","10"
"10 Completely satisfied","2018","35-65 y.","Not Employed","556","0.0465865488370418","0.040074105141388","0.0530989925326957","10"
"10 Completely satisfied","2018","35-65 y.","Employed","748","0.0479584794999543","0.044225272009928","0.0516916869899805","10"
"10 Completely satisfied","2018","66 and older","Not Employed","143","0.0320131042048439","0.0268537442708426","0.0371724641388452","10"
"10 Completely satisfied","2018","66 and older","Employed","38","0.0756319601899569","0.0547856597647142","0.0964782606151996","10"
"2 on Scale 1 to 10","2018","16-34 y.","Not Employed","40","0.00942504710193519","0.00623667325095183","0.0126134209529185","2"
"2 on Scale 1 to 10","2018","66 and older","Employed","15","","","","2"
"2 on Scale 1 to 10","2018","35-65 y.","Not Employed","185","0.0671468715667128","0.0594130775190266","0.0748806656143989","2"
"2 on Scale 1 to 10","2018","35-65 y.","Employed","296","0.0288333839257303","0.0259097959905276","0.0317569718609331","2"
"2 on Scale 1 to 10","2018","16-34 y.","Employed","39","0.0107329024293277","0.00781391818784981","0.0136518866708056","2"
"2 on Scale 1 to 10","2018","66 and older","Not Employed","202","0.0425782399245157","0.0366606796133123","0.0484958002357191","2"
"3 on Scale 1 to 10","2018","16-34 y.","Not Employed","98","0.0438616033541522","0.0371040974492509","0.0506191092590534","3"
"3 on Scale 1 to 10","2018","16-34 y.","Employed","99","0.0236204290685456","0.0193184369495297","0.0279224211875615","3"
"3 on Scale 1 to 10","2018","35-65 y.","Not Employed","278","0.100046751091049","0.0907745136523906","0.109318988529708","3"
"3 on Scale 1 to 10","2018","66 and older","Not Employed","352","0.0839907915084326","0.0758613080753919","0.0921202749414732","3"
"3 on Scale 1 to 10","2018","35-65 y.","Employed","589","0.0518215198999732","0.0479487508269043","0.055694288973042","3"
"3 on Scale 1 to 10","2018","66 and older","Employed","20","","","","3"
"4 on Scale 1 to 10","2018","16-34 y.","Not Employed","105","0.0382832758501463","0.0319516982589061","0.0446148534413866","4"
"4 on Scale 1 to 10","2018","16-34 y.","Employed","147","0.0354378606252691","0.0302004668134943","0.040675254437044","4"
"4 on Scale 1 to 10","2018","35-65 y.","Not Employed","263","0.100488489230789","0.0911980853199322","0.109778893141646","4"
"4 on Scale 1 to 10","2018","35-65 y.","Employed","718","0.0561866735410657","0.0521633848713153","0.0602099622108162","4"
"4 on Scale 1 to 10","2018","66 and older","Employed","37","0.0542502161794797","0.0363918092244966","0.0721086231344629","4"
"4 on Scale 1 to 10","2018","66 and older","Not Employed","350","0.0827855201443194","0.0747092686277735","0.0908617716608653","4"
"5 on Scale 1 to 10","2018","16-34 y.","Not Employed","235","0.0802800709012977","0.0713137252867568","0.0892464165158385","5"
"5 on Scale 1 to 10","2018","16-34 y.","Employed","268","0.0605802672311414","0.0538223664865484","0.0673381679757343","5"
"5 on Scale 1 to 10","2018","35-65 y.","Not Employed","596","0.173078649152619","0.161388314977071","0.184768983328167","5"
"5 on Scale 1 to 10","2018","35-65 y.","Employed","1485","0.131297132925275","0.125396688423255","0.137197577427296","5"
"5 on Scale 1 to 10","2018","66 and older","Employed","87","0.156072695624805","0.12745927110289","0.184686120146721","5"
"5 on Scale 1 to 10","2018","66 and older","Not Employed","832","0.190080765662417","0.178581049097253","0.20158048222758","5"
"6 on Scale 1 to 10","2018","16-34 y.","Not Employed","215","0.0685759530900858","0.0602363870536764","0.0769155191264952","6"
"6 on Scale 1 to 10","2018","16-34 y.","Employed","350","0.0849681939189894","0.0770693657574475","0.0928670220805313","6"
"6 on Scale 1 to 10","2018","66 and older","Not Employed","556","0.124332782129848","0.114662045295687","0.134003518964009","6"
"6 on Scale 1 to 10","2018","66 and older","Employed","64","0.110220362344972","0.0855300830827749","0.13491064160717","6"
"6 on Scale 1 to 10","2018","35-65 y.","Employed","1372","0.111983649353205","0.106474186358601","0.117493112347809","6"
"6 on Scale 1 to 10","2018","35-65 y.","Not Employed","359","0.102203772200361","0.0928433502675281","0.111564194133193","6"
"7 on Scale 1 to 10","2018","16-34 y.","Not Employed","365","0.150589213628145","0.138787648122352","0.162390779133939","7"
"7 on Scale 1 to 10","2018","16-34 y.","Employed","846","0.182472448411486","0.171531216439225","0.193413680383747","7"
"7 on Scale 1 to 10","2018","35-65 y.","Not Employed","536","0.116672802354397","0.106752642038945","0.126592962669849","7"
"7 on Scale 1 to 10","2018","66 and older","Not Employed","805","0.175363854681755","0.164218383877528","0.186509325485983","7"
"7 on Scale 1 to 10","2018","35-65 y.","Employed","2577","0.213800535871847","0.206637580464111","0.220963491279583","7"
"7 on Scale 1 to 10","2018","66 and older","Employed","113","0.171670486923663","0.141939916581675","0.20140105726565","7"
"8 on Scale 1 to 10","2018","66 and older","Not Employed","788","0.168875744102695","0.157895454113712","0.179856034091677","8"
"8 on Scale 1 to 10","2018","16-34 y.","Employed","1258","0.273960665467896","0.26132667460302","0.286594656332772","8"
"8 on Scale 1 to 10","2018","35-65 y.","Not Employed","681","0.152023260465579","0.140928445444883","0.163118075486275","8"
"8 on Scale 1 to 10","2018","16-34 y.","Not Employed","592","0.220122940347054","0.206451019723816","0.233794860970291","8"
"8 on Scale 1 to 10","2018","35-65 y.","Employed","3135","0.239883342404771","0.232422950334651","0.24734373447489","8"
"8 on Scale 1 to 10","2018","66 and older","Employed","169","0.280021700640173","0.244621200219209","0.315422201061137","8"
"9 on Scale 1 to 10","2018","16-34 y.","Not Employed","590","0.178527457282191","0.165890781630226","0.191164132934156","9"
"9 on Scale 1 to 10","2018","16-34 y.","Employed","923","0.188657618640018","0.177574662039807","0.199740575240228","9"
"9 on Scale 1 to 10","2018","66 and older","Not Employed","254","0.056111785717294","0.0493667458605158","0.0628568255740722","9"
"9 on Scale 1 to 10","2018","66 and older","Employed","66","0.0891244085771379","0.0666606865601584","0.111588130594117","9"
"9 on Scale 1 to 10","2018","35-65 y.","Not Employed","314","0.0580472975657308","0.0508216192045921","0.0652729759268695","9"
"9 on Scale 1 to 10","2018","35-65 y.","Employed","1483","0.101726254055102","0.0964449355383642","0.10700757257184","9"
"0 Completely dissatisfied","2019","16-34 y.","Employed","19","","","","0"
"0 Completely dissatisfied","2019","35-65 y.","Not Employed","97","0.0373806863113205","0.0313738895780283","0.0433874830446126","0"
"0 Completely dissatisfied","2019","16-34 y.","Not Employed","23","","","","0"
"0 Completely dissatisfied","2019","35-65 y.","Employed","70","0.00632279511591156","0.00497300407569084","0.00767258615613228","0"
"0 Completely dissatisfied","2019","66 and older","Employed","7","","","","0"
"0 Completely dissatisfied","2019","66 and older","Not Employed","91","0.0190576082165825","0.0150345221324696","0.0230806943006955","0"
"1 on Scale 1 to 10","2019","16-34 y.","Not Employed","25","","","","1"
"1 on Scale 1 to 10","2019","35-65 y.","Not Employed","90","0.0287901181905187","0.0234950655107053","0.0340851708703321","1"
"1 on Scale 1 to 10","2019","16-34 y.","Employed","17","","","","1"
"1 on Scale 1 to 10","2019","35-65 y.","Employed","94","0.00815685301019081","0.00662515855759992","0.00968854746278169","1"
"1 on Scale 1 to 10","2019","66 and older","Not Employed","93","0.020247997434715","0.0161036849405372","0.0243923099288928","1"
"1 on Scale 1 to 10","2019","66 and older","Employed","6","","","","1"
"10 Completely satisfied","2019","16-34 y.","Not Employed","803","0.20703822606353","0.192078315692945","0.221998136434116","10"
"10 Completely satisfied","2019","16-34 y.","Employed","801","0.140019485440288","0.129923368099435","0.150115602781141","10"
"10 Completely satisfied","2019","35-65 y.","Not Employed","387","0.0367273752026095","0.0307712808353739","0.0426834695698451","10"
"10 Completely satisfied","2019","35-65 y.","Employed","957","0.0570744457200706","0.0531239747295392","0.0610249167106019","10"
"10 Completely satisfied","2019","66 and older","Not Employed","170","0.0322518836118675","0.0270535746776484","0.0374501925460866","10"
"10 Completely satisfied","2019","66 and older","Employed","61","0.0503173647022094","0.0355257596288943","0.0651089697755245","10"
"2 on Scale 1 to 10","2019","16-34 y.","Not Employed","43","0.0215556803376782","0.0161936838883619","0.0269176767869945","2"
"2 on Scale 1 to 10","2019","16-34 y.","Employed","32","0.00627172925780711","0.00397482274604815","0.00856863576956607","2"
"2 on Scale 1 to 10","2019","35-65 y.","Not Employed","178","0.0552028013021695","0.0479710768182911","0.062434525786048","2"
"2 on Scale 1 to 10","2019","66 and older","Not Employed","208","0.0536481282950755","0.0470182281608686","0.0602780284292825","2"
"2 on Scale 1 to 10","2019","35-65 y.","Employed","257","0.0238473578296231","0.0212491832813903","0.0264455323778559","2"
"2 on Scale 1 to 10","2019","66 and older","Employed","13","","","","2"
"3 on Scale 1 to 10","2019","16-34 y.","Not Employed","61","0.0196049753909618","0.0144862562997642","0.0247236944821595","3"
"3 on Scale 1 to 10","2019","16-34 y.","Employed","106","0.0272035262205693","0.0224704942248106","0.031936558216328","3"
"3 on Scale 1 to 10","2019","35-65 y.","Not Employed","293","0.112999508878562","0.102974327860088","0.123024689897035","3"
"3 on Scale 1 to 10","2019","35-65 y.","Employed","520","0.0435196473384749","0.040045325602972","0.0469939690739778","3"
"3 on Scale 1 to 10","2019","66 and older","Not Employed","340","0.0776098690472421","0.0697372511027561","0.0854824869917281","3"
"3 on Scale 1 to 10","2019","66 and older","Employed","38","0.0398305054073796","0.0265977900355624","0.0530632207791969","3"
"4 on Scale 1 to 10","2019","16-34 y.","Not Employed","78","0.0306709790645554","0.0243048267663339","0.037037131362777","4"
"4 on Scale 1 to 10","2019","16-34 y.","Employed","118","0.0324434894905255","0.0272886185742811","0.0375983604067698","4"
"4 on Scale 1 to 10","2019","66 and older","Employed","32","0.0480206534505858","0.0335531062964533","0.0624882006047184","4"
"4 on Scale 1 to 10","2019","35-65 y.","Employed","639","0.0597010946924266","0.0556663743739548","0.0637358150108985","4"
"4 on Scale 1 to 10","2019","66 and older","Not Employed","323","0.0765867265855331","0.0687618375609478","0.0844116156101184","4"
"4 on Scale 1 to 10","2019","35-65 y.","Not Employed","260","0.0721365565253411","0.0639441451700072","0.0803289678806749","4"
"5 on Scale 1 to 10","2019","16-34 y.","Employed","243","0.0502967800269353","0.0439379108263594","0.0566556492275113","5"
"5 on Scale 1 to 10","2019","35-65 y.","Not Employed","627","0.187861290147972","0.175492541305071","0.200230038990873","5"
"5 on Scale 1 to 10","2019","35-65 y.","Employed","1354","0.118957006973503","0.11344407177106","0.124469942175946","5"
"5 on Scale 1 to 10","2019","16-34 y.","Not Employed","197","0.0717424567437421","0.0622144959271869","0.0812704175602973","5"
"5 on Scale 1 to 10","2019","66 and older","Not Employed","749","0.18758894655168","0.176102256282738","0.199075636820622","5"
"5 on Scale 1 to 10","2019","66 and older","Employed","97","0.114360633771079","0.0928261808240185","0.135895086718139","5"
"6 on Scale 1 to 10","2019","16-34 y.","Not Employed","162","0.0779199449726466","0.0680233401426307","0.0878165498026626","6"
"6 on Scale 1 to 10","2019","16-34 y.","Employed","323","0.0751507878718938","0.0674803866819634","0.0828211890618241","6"
"6 on Scale 1 to 10","2019","66 and older","Employed","85","0.142625760366046","0.118963767868","0.166287752864091","6"
