"pgoeffd","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2004","Couple + C. GT 16 ","middle vocational","250","0.185423661673398","0.163498493772731","0.207348829574066","1"
"Yes","2004","Couple + C. LE and GT 16","inadequately","3","","","","1"
"Yes","2004","Couple + C. LE and GT 16","general elemantary","26","","","","1"
"Yes","2004","Couple + C. LE and GT 16","middle vocational","110","0.169014697057978","0.136165708952395","0.201863685163561","1"
"Yes","2004","Couple + C. LE and GT 16","vocational + Abi","8","","","","1"
"Yes","2004","Couple + C. LE and GT 16","higher vocational","27","","","","1"
"Yes","2004","Couple + C. LE and GT 16","higher education","92","0.312815283125379","0.255684713000291","0.369945853250468","1"
"No","2005","1-pers.-HH","in school","","","","","2"
"No","2005","1-pers.-HH","inadequately","5","","","","2"
"No","2005","1-pers.-HH","general elemantary","66","0.807594732833122","0.721750564222941","0.893438901443303","2"
"No","2005","1-pers.-HH","middle vocational","480","0.748049976813096","0.714122991050847","0.781976962575345","2"
"No","2005","1-pers.-HH","vocational + Abi","79","0.732093054622012","0.646147556139854","0.81803855310417","2"
"No","2005","1-pers.-HH","higher vocational","73","0.725677045619633","0.639511776998986","0.811842314240279","2"
"No","2005","1-pers.-HH","higher education","229","0.67873942073501","0.63030052446435","0.727178317005671","2"
"No","2005","(Married) couple without C. ","in school","1","","","","2"
"No","2005","(Married) couple without C. ","inadequately","5","","","","2"
"No","2005","(Married) couple without C. ","general elemantary","118","0.782681710098639","0.716237374153333","0.849126046043945","2"
"No","2005","(Married) couple without C. ","middle vocational","1121","0.789076449485499","0.767953864149906","0.810199034821091","2"
"No","2005","(Married) couple without C. ","vocational + Abi","181","0.814747923842325","0.763410990304812","0.866084857379838","2"
"No","2005","(Married) couple without C. ","higher vocational","190","0.687264772192501","0.631446601664879","0.743082942720123","2"
"No","2005","(Married) couple without C. ","higher education","540","0.635192914028319","0.60417149360057","0.666214334456067","2"
"No","2005","Couple + C. GT 16 ","in school","8","","","","2"
"No","2005","Couple + C. GT 16 ","inadequately","12","","","","2"
"No","2005","Couple + C. GT 16 ","general elemantary","191","0.808467541412172","0.757277244519745","0.8596578383046","2"
"No","2005","Couple + C. GT 16 ","middle vocational","847","0.804396723712792","0.780584897864821","0.828208549560763","2"
"No","2005","Couple + C. GT 16 ","vocational + Abi","96","0.73823400215446","0.658918016397502","0.817549987911418","2"
"No","2005","Couple + C. GT 16 ","higher vocational","115","0.675901479701357","0.602455840552153","0.749347118850561","2"
"No","2005","Couple + C. GT 16 ","higher education","274","0.569803217009444","0.526749340330423","0.612857093688465","2"
"No","2005","Couple + C. LE and GT 16","in school","11","","","","2"
"No","2005","Couple + C. LE and GT 16","inadequately","8","","","","2"
"No","2005","Couple + C. LE and GT 16","general elemantary","104","0.820613047646158","0.753620352004003","0.887605743288312","2"
"No","2005","Couple + C. LE and GT 16","middle vocational","344","0.7956870206174","0.757970211288536","0.833403829946264","2"
"No","2005","Couple + C. LE and GT 16","vocational + Abi","28","","","","2"
"No","2005","Couple + C. LE and GT 16","higher vocational","64","0.832809055435519","0.753482659507383","0.912135451363655","2"
"No","2005","Couple + C. LE and GT 16","higher education","159","0.731782403096067","0.675964306543317","0.787600499648816","2"
"No","2005","Single parent ","in school","6","","","","2"
"No","2005","Single parent ","inadequately","6","","","","2"
"No","2005","Single parent ","general elemantary","75","0.879171317210622","0.809471727123909","0.948870907297335","2"
"No","2005","Single parent ","middle vocational","240","0.779556430927543","0.733260243350881","0.825852618504205","2"
"No","2005","Single parent ","vocational + Abi","22","","","","2"
"No","2005","Single parent ","higher vocational","19","","","","2"
"No","2005","Single parent ","higher education","39","0.478863777824879","0.375656942764251","0.582070612885507","2"
"No","2005","Couple + C. LE 16 ","in school","","","","","2"
"No","2005","Couple + C. LE 16 ","inadequately","8","","","","2"
"No","2005","Couple + C. LE 16 ","general elemantary","119","0.855402310007984","0.796510663813243","0.914293956202725","2"
"No","2005","Couple + C. LE 16 ","middle vocational","1030","0.825103555610567","0.804103271431637","0.846103839789497","2"
"No","2005","Couple + C. LE 16 ","vocational + Abi","173","0.813614874246391","0.761921496642639","0.865308251850143","2"
"No","2005","Couple + C. LE 16 ","higher vocational","232","0.713976115191476","0.664770056743632","0.76318217363932","2"
"No","2005","Couple + C. LE 16 ","higher education","445","0.652722310781314","0.616990208042208","0.688454413520419","2"
"Yes","2005","Single parent ","in school","","","","","1"
"Yes","2005","Single parent ","inadequately","","","","","1"
"Yes","2005","Single parent ","general elemantary","9","","","","1"
"Yes","2005","Single parent ","middle vocational","68","0.220443569072457","0.174147381495795","0.266739756649119","1"
"Yes","2005","Single parent ","vocational + Abi","9","","","","1"
"Yes","2005","Single parent ","higher vocational","15","","","","1"
"Yes","2005","Single parent ","higher education","51","0.521136222175121","0.417929387114493","0.624343057235749","1"
"Yes","2005","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2005","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2005","Couple + C. LE 16 ","general elemantary","18","","","","1"
"Yes","2005","Couple + C. LE 16 ","middle vocational","227","0.174896444389433","0.153896160210503","0.195896728568363","1"
"Yes","2005","Couple + C. LE 16 ","vocational + Abi","45","0.186385125753609","0.134691748149857","0.238078503357361","1"
"Yes","2005","Couple + C. LE 16 ","higher vocational","92","0.286023884808524","0.236817826360681","0.335229943256368","1"
"Yes","2005","Couple + C. LE 16 ","higher education","237","0.347277689218687","0.311545586479581","0.383009791957792","1"
"Yes","2005","1-pers.-HH","in school","","","","","1"
"Yes","2005","1-pers.-HH","inadequately","1","","","","1"
"Yes","2005","1-pers.-HH","general elemantary","15","","","","1"
"Yes","2005","1-pers.-HH","middle vocational","149","0.251950023186904","0.218023037424655","0.285877008949153","1"
"Yes","2005","1-pers.-HH","vocational + Abi","23","","","","1"
"Yes","2005","1-pers.-HH","higher vocational","30","0.274322954380367","0.188157685759721","0.360488223001014","1"
"Yes","2005","1-pers.-HH","higher education","128","0.32126057926499","0.272821682994329","0.36969947553565","1"
"Yes","2005","(Married) couple without C. ","in school","","","","","1"
"Yes","2005","(Married) couple without C. ","inadequately","4","","","","1"
"Yes","2005","(Married) couple without C. ","general elemantary","30","0.217318289901361","0.150873953956055","0.283762625846667","1"
"Yes","2005","(Married) couple without C. ","middle vocational","312","0.210923550514501","0.189800965178909","0.232046135850094","1"
"Yes","2005","(Married) couple without C. ","vocational + Abi","39","0.185252076157675","0.133915142620162","0.236589009695188","1"
"Yes","2005","(Married) couple without C. ","higher vocational","75","0.312735227807499","0.256917057279877","0.368553398335121","1"
"Yes","2005","(Married) couple without C. ","higher education","385","0.364807085971681","0.333785665543933","0.39582850639943","1"
"Yes","2005","Couple + C. GT 16 ","vocational + Abi","22","","","","1"
"Yes","2005","Couple + C. GT 16 ","higher vocational","41","0.324098520298643","0.250652881149439","0.397544159447847","1"
"Yes","2005","Couple + C. GT 16 ","higher education","234","0.430196782990556","0.387142906311535","0.473250659669577","1"
"Yes","2005","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2005","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2005","Couple + C. GT 16 ","inadequately","5","","","","1"
"Yes","2005","Couple + C. GT 16 ","general elemantary","36","0.191532458587827","0.1403421616954","0.242722755480255","1"
"Yes","2005","Couple + C. GT 16 ","middle vocational","219","0.195603276287208","0.171791450439238","0.219415102135179","1"
"Yes","2005","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2005","Couple + C. LE and GT 16","general elemantary","22","","","","1"
"Yes","2005","Couple + C. LE and GT 16","middle vocational","95","0.2043129793826","0.166596170053736","0.242029788711464","1"
"Yes","2005","Couple + C. LE and GT 16","vocational + Abi","11","","","","1"
"Yes","2005","Couple + C. LE and GT 16","higher vocational","21","","","","1"
"Yes","2005","Couple + C. LE and GT 16","higher education","83","0.268217596903933","0.212399500351184","0.324035693456683","1"
"No","2006","1-pers.-HH","in school","1","","","","2"
"No","2006","1-pers.-HH","inadequately","3","","","","2"
"No","2006","1-pers.-HH","general elemantary","57","0.721097611216669","0.620273491177615","0.821921731255723","2"
"No","2006","1-pers.-HH","middle vocational","520","0.763084974982251","0.731009067069373","0.795160882895128","2"
"No","2006","1-pers.-HH","vocational + Abi","87","0.681034873620643","0.597644917563883","0.764424829677403","2"
"No","2006","1-pers.-HH","higher vocational","76","0.739922981176452","0.657945230905631","0.821900731447273","2"
"No","2006","1-pers.-HH","higher education","254","0.688288811870576","0.642668100984851","0.733909522756302","2"
"No","2006","(Married) couple without C. ","in school","","","","","2"
"No","2006","(Married) couple without C. ","inadequately","10","","","","2"
"No","2006","(Married) couple without C. ","general elemantary","131","0.822888230377497","0.763734486550079","0.882041974204915","2"
"No","2006","(Married) couple without C. ","middle vocational","1178","0.788474937911792","0.767924070229655","0.809025805593928","2"
"No","2006","(Married) couple without C. ","vocational + Abi","178","0.832000145915596","0.78270909159655","0.881291200234642","2"
"No","2006","(Married) couple without C. ","higher vocational","208","0.726545859539326","0.674977785643152","0.7781139334355","2"
"No","2006","(Married) couple without C. ","higher education","590","0.637351057938177","0.607433591129335","0.667268524747019","2"
"No","2006","Couple + C. GT 16 ","in school","8","","","","2"
"No","2006","Couple + C. GT 16 ","inadequately","13","","","","2"
"No","2006","Couple + C. GT 16 ","general elemantary","170","0.826602048183019","0.775275132436575","0.877928963929463","2"
"No","2006","Couple + C. GT 16 ","middle vocational","863","0.799040721485407","0.775424576011933","0.82265686695888","2"
"No","2006","Couple + C. GT 16 ","vocational + Abi","96","0.855543572984043","0.790143820810965","0.920943325157121","2"
"No","2006","Couple + C. GT 16 ","higher vocational","108","0.660434428280091","0.585150378189535","0.735718478370646","2"
"No","2006","Couple + C. GT 16 ","higher education","295","0.610262256065326","0.568624504275838","0.651900007854814","2"
"No","2006","Couple + C. LE and GT 16","in school","11","","","","2"
"No","2006","Couple + C. LE and GT 16","inadequately","6","","","","2"
"No","2006","Couple + C. LE and GT 16","general elemantary","95","0.789205213869844","0.714659260029182","0.863751167710505","2"
"No","2006","Couple + C. LE and GT 16","middle vocational","322","0.824194509879561","0.787213227942562","0.861175791816561","2"
"No","2006","Couple + C. LE and GT 16","vocational + Abi","34","0.665678902400784","0.532221778647343","0.799136026154226","2"
"No","2006","Couple + C. LE and GT 16","higher vocational","57","0.824160385526797","0.740740934627478","0.907579836426115","2"
"No","2006","Couple + C. LE and GT 16","higher education","143","0.680507618819695","0.61875252546191","0.742262712177479","2"
"No","2006","Single parent ","in school","5","","","","2"
"No","2006","Single parent ","inadequately","9","","","","2"
"No","2006","Single parent ","general elemantary","75","0.925264148450663","0.868347603901118","0.982180693000208","2"
"No","2006","Single parent ","middle vocational","247","0.758629661419651","0.711597884162198","0.805661438677103","2"
"No","2006","Single parent ","vocational + Abi","21","","","","2"
"No","2006","Single parent ","higher vocational","22","","","","2"
"No","2006","Single parent ","higher education","49","0.495364465847004","0.399732126266768","0.59099680542724","2"
"No","2006","Couple + C. LE 16 ","in school","","","","","2"
"No","2006","Couple + C. LE 16 ","inadequately","9","","","","2"
"No","2006","Couple + C. LE 16 ","general elemantary","111","0.83255940038772","0.76812893986201","0.89698986091343","2"
"No","2006","Couple + C. LE 16 ","middle vocational","1039","0.816888484340318","0.795600836363913","0.838176132316724","2"
"No","2006","Couple + C. LE 16 ","vocational + Abi","184","0.820013437669946","0.770578427901062","0.86944844743883","2"
"No","2006","Couple + C. LE 16 ","higher vocational","218","0.71562515778067","0.664997648988759","0.766252666572581","2"
