"pli0097_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2002","16-34 y.","Bremen","","","",""
"Min 1x per week","2002","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","2002","16-34 y.","Hesse","","","",""
"Min 1x per week","2002","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2002","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per week","2002","16-34 y.","Bavaria","","","",""
"Min 1x per week","2002","16-34 y.","Berlin","","","",""
"Min 1x per week","2002","16-34 y.","Brandenburg","","","",""
"Min 1x per week","2002","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2002","16-34 y.","Saxony","","","",""
"Min 1x per week","2002","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2002","16-34 y.","Thuringia","","","",""
"Min 1x per week","2002","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per week","2002","35-65 y.","Hamburg","","","",""
"Min 1x per week","2002","35-65 y.","Lower Saxony","","","",""
"Min 1x per week","2002","35-65 y.","Bremen","","","",""
"Min 1x per week","2002","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","2002","35-65 y.","Hesse","","","",""
"Min 1x per week","2002","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2002","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per week","2002","35-65 y.","Bavaria","","","",""
"Min 1x per week","2002","35-65 y.","Berlin","","","",""
"Min 1x per week","2002","35-65 y.","Brandenburg","","","",""
"Min 1x per week","2002","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2002","35-65 y.","Saxony","","","",""
"Min 1x per week","2002","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2002","35-65 y.","Thuringia","","","",""
"Min 1x per week","2002","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","2002","66 and older","Hamburg","","","",""
"Min 1x per week","2002","66 and older","Lower Saxony","","","",""
"Min 1x per week","2002","66 and older","Bremen","","","",""
"Min 1x per week","2002","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per week","2002","66 and older","Hesse","","","",""
"Min 1x per week","2002","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2002","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","2002","66 and older","Bavaria","","","",""
"Min 1x per week","2002","66 and older","Berlin","","","",""
"Min 1x per week","2002","66 and older","Brandenburg","","","",""
"Min 1x per week","2002","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2002","66 and older","Saxony","","","",""
"Min 1x per week","2002","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","2002","66 and older","Thuringia","","","",""
"Min 1x per month","2002","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2002","16-34 y.","Hamburg","","","",""
"Min 1x per month","2002","16-34 y.","Lower Saxony","","","",""
"Min 1x per month","2002","16-34 y.","Bremen","","","",""
"Min 1x per month","2002","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2002","16-34 y.","Hesse","","","",""
"Min 1x per month","2002","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2002","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per month","2002","16-34 y.","Bavaria","","","",""
"Min 1x per month","2002","16-34 y.","Berlin","","","",""
"Min 1x per month","2002","16-34 y.","Brandenburg","","","",""
"Min 1x per month","2002","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2002","16-34 y.","Saxony","","","",""
"Min 1x per month","2002","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","2002","16-34 y.","Thuringia","","","",""
"Min 1x per month","2002","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2002","35-65 y.","Hamburg","","","",""
"Min 1x per month","2002","35-65 y.","Lower Saxony","","","",""
"Min 1x per month","2002","35-65 y.","Bremen","","","",""
"Min 1x per month","2002","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2002","35-65 y.","Hesse","","","",""
"Min 1x per month","2002","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2002","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per month","2002","35-65 y.","Bavaria","","","",""
"Min 1x per month","2002","35-65 y.","Berlin","","","",""
"Min 1x per month","2002","35-65 y.","Brandenburg","","","",""
"Min 1x per month","2002","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2002","35-65 y.","Saxony","","","",""
"Min 1x per month","2002","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per month","2002","35-65 y.","Thuringia","","","",""
"Min 1x per month","2002","66 and older","Schleswig-Holstein","","","",""
"Min 1x per month","2002","66 and older","Hamburg","","","",""
"Min 1x per month","2002","66 and older","Lower Saxony","","","",""
"Min 1x per month","2002","66 and older","Bremen","","","",""
"Min 1x per month","2002","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per month","2002","66 and older","Hesse","","","",""
"Min 1x per month","2002","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2002","66 and older","Baden-Württemberg","","","",""
"Min 1x per month","2002","66 and older","Bavaria","","","",""
"Min 1x per month","2002","66 and older","Berlin","","","",""
"Min 1x per month","2002","66 and older","Brandenburg","","","",""
"Min 1x per month","2002","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2002","66 and older","Saxony","","","",""
"Min 1x per month","2002","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","2002","66 and older","Thuringia","","","",""
"Rarely","2002","16-34 y.","Schleswig-Holstein","","","",""
"Rarely","2002","16-34 y.","Hamburg","","","",""
"Rarely","2002","16-34 y.","Lower Saxony","","","",""
"Rarely","2002","16-34 y.","Bremen","","","",""
"Rarely","2002","16-34 y.","North Rhine-Westphalia","","","",""
"Rarely","2002","16-34 y.","Hesse","","","",""
"Rarely","2002","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2002","16-34 y.","Baden-Württemberg","","","",""
"Rarely","2002","16-34 y.","Bavaria","","","",""
"Rarely","2002","16-34 y.","Berlin","","","",""
"Rarely","2002","16-34 y.","Brandenburg","","","",""
"Rarely","2002","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","2002","16-34 y.","Saxony","","","",""
"Rarely","2002","16-34 y.","Saxony-Anhalt","","","",""
"Rarely","2002","16-34 y.","Thuringia","","","",""
"Rarely","2002","35-65 y.","Schleswig-Holstein","","","",""
"Rarely","2002","35-65 y.","Hamburg","","","",""
"Rarely","2002","35-65 y.","Lower Saxony","","","",""
"Rarely","2002","35-65 y.","Bremen","","","",""
"Rarely","2002","35-65 y.","North Rhine-Westphalia","","","",""
"Rarely","2002","35-65 y.","Hesse","","","",""
"Rarely","2002","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2002","35-65 y.","Baden-Württemberg","","","",""
"Rarely","2002","35-65 y.","Bavaria","","","",""
"Rarely","2002","35-65 y.","Berlin","","","",""
"Rarely","2002","35-65 y.","Brandenburg","","","",""
"Rarely","2002","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","2002","35-65 y.","Saxony","","","",""
"Rarely","2002","35-65 y.","Saxony-Anhalt","","","",""
"Rarely","2002","35-65 y.","Thuringia","","","",""
"Rarely","2002","66 and older","Schleswig-Holstein","","","",""
"Rarely","2002","66 and older","Hamburg","","","",""
"Rarely","2002","66 and older","Lower Saxony","","","",""
"Rarely","2002","66 and older","Bremen","","","",""
"Rarely","2002","66 and older","North Rhine-Westphalia","","","",""
"Rarely","2002","66 and older","Hesse","","","",""
"Rarely","2002","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2002","66 and older","Baden-Württemberg","","","",""
"Rarely","2002","66 and older","Bavaria","","","",""
"Rarely","2002","66 and older","Berlin","","","",""
"Rarely","2002","66 and older","Brandenburg","","","",""
"Rarely","2002","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","2002","66 and older","Saxony","","","",""
"Rarely","2002","66 and older","Saxony-Anhalt","","","",""
"Rarely","2002","66 and older","Thuringia","","","",""
"Never","2002","16-34 y.","Schleswig-Holstein","","","",""
"Never","2002","16-34 y.","Hamburg","","","",""
"Never","2002","16-34 y.","Lower Saxony","","","",""
"Never","2002","16-34 y.","Bremen","","","",""
"Never","2002","16-34 y.","North Rhine-Westphalia","","","",""
"Never","2002","16-34 y.","Hesse","","","",""
"Never","2002","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","2002","16-34 y.","Baden-Württemberg","","","",""
"Never","2002","16-34 y.","Bavaria","","","",""
"Never","2002","16-34 y.","Berlin","","","",""
"Never","2002","16-34 y.","Brandenburg","","","",""
"Never","2002","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Never","2002","16-34 y.","Saxony","","","",""
"Never","2002","16-34 y.","Saxony-Anhalt","","","",""
"Never","2002","16-34 y.","Thuringia","","","",""
"Never","2002","35-65 y.","Schleswig-Holstein","","","",""
"Never","2002","35-65 y.","Hamburg","","","",""
"Never","2002","35-65 y.","Lower Saxony","","","",""
"Never","2002","35-65 y.","Bremen","","","",""
"Never","2002","35-65 y.","North Rhine-Westphalia","","","",""
"Never","2002","35-65 y.","Hesse","","","",""
"Never","2002","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","2002","35-65 y.","Baden-Württemberg","","","",""
"Never","2002","35-65 y.","Bavaria","","","",""
"Never","2002","35-65 y.","Berlin","","","",""
"Never","2002","35-65 y.","Brandenburg","","","",""
"Never","2002","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Never","2002","35-65 y.","Saxony","","","",""
"Never","2002","35-65 y.","Saxony-Anhalt","","","",""
"Never","2002","35-65 y.","Thuringia","","","",""
"Never","2002","66 and older","Schleswig-Holstein","","","",""
"Never","2002","66 and older","Hamburg","","","",""
"Never","2002","66 and older","Lower Saxony","","","",""
"Never","2002","66 and older","Bremen","","","",""
"Never","2002","66 and older","North Rhine-Westphalia","","","",""
"Never","2002","66 and older","Hesse","","","",""
"Never","2002","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Never","2002","66 and older","Baden-Württemberg","","","",""
"Never","2002","66 and older","Bavaria","","","",""
"Never","2002","66 and older","Berlin","","","",""
"Never","2002","66 and older","Brandenburg","","","",""
"Never","2002","66 and older","Mecklenburg-Western Pomerania","","","",""
"Never","2002","66 and older","Saxony","","","",""
"Never","2002","66 and older","Saxony-Anhalt","","","",""
"Never","2002","66 and older","Thuringia","","","",""
"Daily","2003","16-34 y.","Schleswig-Holstein","","","",""
"Daily","2003","16-34 y.","Hamburg","","","",""
"Daily","2003","16-34 y.","Lower Saxony","","","",""
"Daily","2003","16-34 y.","Bremen","","","",""
"Daily","2003","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","2003","16-34 y.","Hesse","","","",""
"Daily","2003","16-34 y.","Rhineland-Palatinate,Saarland","1","","",""
"Daily","2003","16-34 y.","Baden-Württemberg","","","",""
"Daily","2003","16-34 y.","Bavaria","","","",""
"Daily","2003","16-34 y.","Berlin","","","",""
"Daily","2003","16-34 y.","Brandenburg","","","",""
"Daily","2003","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2003","16-34 y.","Saxony","","","",""
"Daily","2003","16-34 y.","Saxony-Anhalt","","","",""
"Daily","2003","16-34 y.","Thuringia","","","",""
"Daily","2003","35-65 y.","Schleswig-Holstein","1","","",""
"Daily","2003","35-65 y.","Hamburg","1","","",""
"Daily","2003","35-65 y.","Lower Saxony","7","","",""
"Daily","2003","35-65 y.","Bremen","","","",""
"Daily","2003","35-65 y.","North Rhine-Westphalia","9","","",""
"Daily","2003","35-65 y.","Hesse","2","","",""
"Daily","2003","35-65 y.","Rhineland-Palatinate,Saarland","3","","",""
"Daily","2003","35-65 y.","Baden-Württemberg","1","","",""
"Daily","2003","35-65 y.","Bavaria","6","","",""
"Daily","2003","35-65 y.","Berlin","","","",""
"Daily","2003","35-65 y.","Brandenburg","1","","",""
"Daily","2003","35-65 y.","Mecklenburg-Western Pomerania","2","","",""
"Daily","2003","35-65 y.","Saxony","3","","",""
"Daily","2003","35-65 y.","Saxony-Anhalt","1","","",""
"Daily","2003","35-65 y.","Thuringia","2","","",""
"Daily","2003","66 and older","Schleswig-Holstein","1","","",""
"Daily","2003","66 and older","Hamburg","","","",""
"Daily","2003","66 and older","Lower Saxony","2","","",""
"Daily","2003","66 and older","Bremen","","","",""
"Daily","2003","66 and older","North Rhine-Westphalia","1","","",""
"Daily","2003","66 and older","Hesse","","","",""
"Daily","2003","66 and older","Rhineland-Palatinate,Saarland","1","","",""
"Daily","2003","66 and older","Baden-Württemberg","","","",""
"Daily","2003","66 and older","Bavaria","","","",""
"Daily","2003","66 and older","Berlin","1","","",""
"Daily","2003","66 and older","Brandenburg","","","",""
"Daily","2003","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","2003","66 and older","Saxony","","","",""
"Daily","2003","66 and older","Saxony-Anhalt","","","",""
"Daily","2003","66 and older","Thuringia","1","","",""
"Min 1x per week","2003","16-34 y.","Schleswig-Holstein","1","","",""
"Min 1x per week","2003","16-34 y.","Hamburg","2","","",""
"Min 1x per week","2003","16-34 y.","Lower Saxony","1","","",""
"Min 1x per week","2003","16-34 y.","Bremen","1","","",""
"Min 1x per week","2003","16-34 y.","North Rhine-Westphalia","8","","",""
"Min 1x per week","2003","16-34 y.","Hesse","4","","",""
"Min 1x per week","2003","16-34 y.","Rhineland-Palatinate,Saarland","1","","",""
"Min 1x per week","2003","16-34 y.","Baden-Württemberg","5","","",""
"Min 1x per week","2003","16-34 y.","Bavaria","4","","",""
"Min 1x per week","2003","16-34 y.","Berlin","6","","",""
"Min 1x per week","2003","16-34 y.","Brandenburg","","","",""
"Min 1x per week","2003","16-34 y.","Mecklenburg-Western Pomerania","1","","",""
"Min 1x per week","2003","16-34 y.","Saxony","","","",""
"Min 1x per week","2003","16-34 y.","Saxony-Anhalt","1","","",""
"Min 1x per week","2003","16-34 y.","Thuringia","1","","",""
"Min 1x per week","2003","35-65 y.","Schleswig-Holstein","4","","",""
"Min 1x per week","2003","35-65 y.","Hamburg","3","","",""
"Min 1x per week","2003","35-65 y.","Lower Saxony","13","","",""
"Min 1x per week","2003","35-65 y.","Bremen","1","","",""
"Min 1x per week","2003","35-65 y.","North Rhine-Westphalia","26","","",""
"Min 1x per week","2003","35-65 y.","Hesse","12","","",""
"Min 1x per week","2003","35-65 y.","Rhineland-Palatinate,Saarland","5","","",""
"Min 1x per week","2003","35-65 y.","Baden-Württemberg","17","","",""
"Min 1x per week","2003","35-65 y.","Bavaria","21","","",""
"Min 1x per week","2003","35-65 y.","Berlin","3","","",""
"Min 1x per week","2003","35-65 y.","Brandenburg","4","","",""
"Min 1x per week","2003","35-65 y.","Mecklenburg-Western Pomerania","5","","",""
"Min 1x per week","2003","35-65 y.","Saxony","6","","",""
"Min 1x per week","2003","35-65 y.","Saxony-Anhalt","6","","",""
"Min 1x per week","2003","35-65 y.","Thuringia","4","","",""
"Min 1x per week","2003","66 and older","Schleswig-Holstein","1","","",""
"Min 1x per week","2003","66 and older","Hamburg","1","","",""
"Min 1x per week","2003","66 and older","Lower Saxony","1","","",""
"Min 1x per week","2003","66 and older","Bremen","","","",""
"Min 1x per week","2003","66 and older","North Rhine-Westphalia","11","","",""
"Min 1x per week","2003","66 and older","Hesse","1","","",""
"Min 1x per week","2003","66 and older","Rhineland-Palatinate,Saarland","6","","",""
"Min 1x per week","2003","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","2003","66 and older","Bavaria","7","","",""
"Min 1x per week","2003","66 and older","Berlin","2","","",""
"Min 1x per week","2003","66 and older","Brandenburg","4","","",""
"Min 1x per week","2003","66 and older","Mecklenburg-Western Pomerania","1","","",""
"Min 1x per week","2003","66 and older","Saxony","6","","",""
"Min 1x per week","2003","66 and older","Saxony-Anhalt","1","","",""
"Min 1x per week","2003","66 and older","Thuringia","","","",""
