"party","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Other","1994","(3b) higher tertiary education","East Germany","5","","",""
"CDU/CSU","1995","(0) in school","West Germany","11","","",""
"CDU/CSU","1995","(0) in school","East Germany","5","","",""
"CDU/CSU","1995","(1a) inadequately completed","West Germany","26","","",""
"CDU/CSU","1995","(1a) inadequately completed","East Germany","1","","",""
"CDU/CSU","1995","(1b) general elementary school","West Germany","271","0.418737270502281","0.382032255732275","0.455442285272287"
"CDU/CSU","1995","(1b) general elementary school","East Germany","35","0.44092258826778","0.324612812614961","0.557232363920599"
"CDU/CSU","1995","(1c) basic vocational qualification","West Germany","642","0.416013081990705","0.391647495288257","0.440378668693153"
"CDU/CSU","1995","(1c) basic vocational qualification","East Germany","174","0.445533874696648","0.39562664338995","0.495441106003346"
"CDU/CSU","1995","(2b) intermediate general qualification","West Germany","49","0.460556478687313","0.373177387518843","0.547935569855783"
"CDU/CSU","1995","(2b) intermediate general qualification","East Germany","11","","",""
"CDU/CSU","1995","(2a) intermediate vocational","West Germany","331","0.475890804696749","0.440243478158248","0.511538131235249"
"CDU/CSU","1995","(2a) intermediate vocational","East Germany","163","0.396169030211424","0.347057489802384","0.445280570620464"
"CDU/CSU","1995","(2c_gen) general maturity certificate","West Germany","61","0.32142079387903","0.258554563614507","0.384287024143553"
"CDU/CSU","1995","(2c_gen) general maturity certificate","East Germany","7","","",""
"CDU/CSU","1995","(2c_voc) vocational maturity certificate","West Germany","100","0.349867031692888","0.293904340072255","0.40582972331352"
"CDU/CSU","1995","(2c_voc) vocational maturity certificate","East Germany","17","","",""
"CDU/CSU","1995","(3a) lower tertiary education","West Germany","77","0.424390903429869","0.356567455389894","0.492214351469844"
"CDU/CSU","1995","(3a) lower tertiary education","East Germany","72","0.285200244517082","0.225537408265388","0.344863080768775"
"CDU/CSU","1995","(3b) higher tertiary education","West Germany","137","0.355688522833775","0.307993235641277","0.403383810026272"
"CDU/CSU","1995","(3b) higher tertiary education","East Germany","36","0.200002146809038","0.139335275964345","0.26066901765373"
"SPD","1995","(0) in school","West Germany","26","","",""
"SPD","1995","(0) in school","East Germany","2","","",""
"SPD","1995","(1a) inadequately completed","West Germany","83","0.539910276240451","0.451105265876927","0.628715286603974"
"SPD","1995","(1a) inadequately completed","East Germany","2","","",""
"SPD","1995","(1b) general elementary school","West Germany","370","0.530847155801526","0.49371840992803","0.567975901675023"
"SPD","1995","(1b) general elementary school","East Germany","21","","",""
"SPD","1995","(1c) basic vocational qualification","West Germany","804","0.5043969074866","0.479681087035779","0.529112727937421"
"SPD","1995","(1c) basic vocational qualification","East Germany","146","0.36454723409786","0.3162186419332","0.412875826262521"
"SPD","1995","(2b) intermediate general qualification","West Germany","56","0.428393176043084","0.341644459302131","0.515141892784037"
"SPD","1995","(2b) intermediate general qualification","East Germany","6","","",""
"SPD","1995","(2a) intermediate vocational","West Germany","318","0.389625513206632","0.354817094225841","0.424433932187424"
"SPD","1995","(2a) intermediate vocational","East Germany","116","0.313107494947034","0.266540659681398","0.359674330212669"
"SPD","1995","(2c_gen) general maturity certificate","West Germany","80","0.337035241999802","0.273405078454993","0.40066540554461"
"SPD","1995","(2c_gen) general maturity certificate","East Germany","6","","",""
"SPD","1995","(2c_voc) vocational maturity certificate","West Germany","102","0.349726484431522","0.29376898696981","0.405683981893233"
"SPD","1995","(2c_voc) vocational maturity certificate","East Germany","13","","",""
"SPD","1995","(3a) lower tertiary education","West Germany","77","0.342761818974489","0.277630388106925","0.407893249842053"
"SPD","1995","(3a) lower tertiary education","East Germany","71","0.340997965941954","0.278357349582399","0.40363858230151"
"SPD","1995","(3b) higher tertiary education","West Germany","119","0.302702892129221","0.256929844882094","0.348475939376347"
"SPD","1995","(3b) higher tertiary education","East Germany","42","0.219351276846246","0.156590578745979","0.282111974946512"
"FDP","1995","(0) in school","West Germany","","","",""
"FDP","1995","(0) in school","East Germany","1","","",""
"FDP","1995","(1a) inadequately completed","West Germany","1","","",""
"FDP","1995","(1a) inadequately completed","East Germany","","","",""
"FDP","1995","(1b) general elementary school","West Germany","9","","",""
"FDP","1995","(1b) general elementary school","East Germany","1","","",""
"FDP","1995","(1c) basic vocational qualification","West Germany","35","0.0274192903153208","0.0193467030059529","0.0354918776246888"
"FDP","1995","(1c) basic vocational qualification","East Germany","6","","",""
"FDP","1995","(2b) intermediate general qualification","West Germany","2","","",""
"FDP","1995","(2b) intermediate general qualification","East Germany","","","",""
"FDP","1995","(2a) intermediate vocational","West Germany","13","","",""
"FDP","1995","(2a) intermediate vocational","East Germany","11","","",""
"FDP","1995","(2c_gen) general maturity certificate","West Germany","7","","",""
"FDP","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"FDP","1995","(2c_voc) vocational maturity certificate","West Germany","13","","",""
"FDP","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"FDP","1995","(3a) lower tertiary education","West Germany","8","","",""
"FDP","1995","(3a) lower tertiary education","East Germany","3","","",""
"FDP","1995","(3b) higher tertiary education","West Germany","24","","",""
"FDP","1995","(3b) higher tertiary education","East Germany","10","","",""
"Grüne","1995","(0) in school","West Germany","25","","",""
"Grüne","1995","(0) in school","East Germany","2","","",""
"Grüne","1995","(1a) inadequately completed","West Germany","7","","",""
"Grüne","1995","(1a) inadequately completed","East Germany","3","","",""
"Grüne","1995","(1b) general elementary school","West Germany","29","","",""
"Grüne","1995","(1b) general elementary school","East Germany","1","","",""
"Grüne","1995","(1c) basic vocational qualification","West Germany","52","0.0287869120034312","0.0205212693912672","0.0370525546155952"
"Grüne","1995","(1c) basic vocational qualification","East Germany","6","","",""
"Grüne","1995","(2b) intermediate general qualification","West Germany","15","","",""
"Grüne","1995","(2b) intermediate general qualification","East Germany","8","","",""
"Grüne","1995","(2a) intermediate vocational","West Germany","72","0.0851853119530626","0.0652597149870019","0.105110908919123"
"Grüne","1995","(2a) intermediate vocational","East Germany","34","0.103603814282922","0.0730036699119348","0.13420395865391"
"Grüne","1995","(2c_gen) general maturity certificate","West Germany","56","0.287616594847903","0.226684792064984","0.348548397630822"
"Grüne","1995","(2c_gen) general maturity certificate","East Germany","8","","",""
"Grüne","1995","(2c_voc) vocational maturity certificate","West Germany","59","0.211974985259782","0.164017290614269","0.259932679905295"
"Grüne","1995","(2c_voc) vocational maturity certificate","East Germany","6","","",""
"Grüne","1995","(3a) lower tertiary education","West Germany","41","0.177650847263984","0.125200934100572","0.230100760427395"
"Grüne","1995","(3a) lower tertiary education","East Germany","14","","",""
"Grüne","1995","(3b) higher tertiary education","West Germany","103","0.261257832428223","0.217488118025426","0.305027546831021"
"Grüne","1995","(3b) higher tertiary education","East Germany","20","","",""
"PDS/Linke","1995","(0) in school","West Germany","","","",""
"PDS/Linke","1995","(0) in school","East Germany","5","","",""
"PDS/Linke","1995","(1a) inadequately completed","West Germany","","","",""
"PDS/Linke","1995","(1a) inadequately completed","East Germany","3","","",""
"PDS/Linke","1995","(1b) general elementary school","West Germany","1","","",""
"PDS/Linke","1995","(1b) general elementary school","East Germany","10","","",""
"PDS/Linke","1995","(1c) basic vocational qualification","West Germany","4","","",""
"PDS/Linke","1995","(1c) basic vocational qualification","East Germany","44","0.141111160009732","0.106154110947382","0.176068209072081"
"PDS/Linke","1995","(2b) intermediate general qualification","West Germany","1","","",""
"PDS/Linke","1995","(2b) intermediate general qualification","East Germany","6","","",""
"PDS/Linke","1995","(2a) intermediate vocational","West Germany","7","","",""
"PDS/Linke","1995","(2a) intermediate vocational","East Germany","45","0.129335479020413","0.0956401373135912","0.163030820727234"
"PDS/Linke","1995","(2c_gen) general maturity certificate","West Germany","6","","",""
"PDS/Linke","1995","(2c_gen) general maturity certificate","East Germany","8","","",""
"PDS/Linke","1995","(2c_voc) vocational maturity certificate","West Germany","2","","",""
"PDS/Linke","1995","(2c_voc) vocational maturity certificate","East Germany","8","","",""
"PDS/Linke","1995","(3a) lower tertiary education","West Germany","","","",""
"PDS/Linke","1995","(3a) lower tertiary education","East Germany","58","0.294854665649807","0.234601472005046","0.355107859294568"
"PDS/Linke","1995","(3b) higher tertiary education","West Germany","3","","",""
"PDS/Linke","1995","(3b) higher tertiary education","East Germany","57","0.392482220366824","0.318422964231708","0.466541476501939"
"NPD Combination","1995","(0) in school","West Germany","1","","",""
"NPD Combination","1995","(0) in school","East Germany","","","",""
"NPD Combination","1995","(1a) inadequately completed","West Germany","","","",""
"NPD Combination","1995","(1a) inadequately completed","East Germany","","","",""
"NPD Combination","1995","(1b) general elementary school","West Germany","6","","",""
"NPD Combination","1995","(1b) general elementary school","East Germany","2","","",""
"NPD Combination","1995","(1c) basic vocational qualification","West Germany","23","","",""
"NPD Combination","1995","(1c) basic vocational qualification","East Germany","4","","",""
"NPD Combination","1995","(2b) intermediate general qualification","West Germany","1","","",""
"NPD Combination","1995","(2b) intermediate general qualification","East Germany","","","",""
"NPD Combination","1995","(2a) intermediate vocational","West Germany","7","","",""
"NPD Combination","1995","(2a) intermediate vocational","East Germany","8","","",""
"NPD Combination","1995","(2c_gen) general maturity certificate","West Germany","","","",""
"NPD Combination","1995","(2c_gen) general maturity certificate","East Germany","","","",""
