"party","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Other","2007","no degree/no degree yet","Male","","","",""
"Other","2007","no degree/no degree yet","Female","","","",""
"CDU/CSU","2008","lower secondary degree","Male","584","0.429765663391876","0.403269911916937","0.456261414866816"
"CDU/CSU","2008","lower secondary degree","Female","586","0.477168242707507","0.449322705476328","0.505013779938685"
"CDU/CSU","2008","secondary school degree","Male","473","0.427331258684082","0.397380935038776","0.457281582329388"
"CDU/CSU","2008","secondary school degree","Female","536","0.435980364300326","0.40785316409445","0.464107564506202"
"CDU/CSU","2008","college entrance qualification","Male","683","0.395009023912177","0.371527897365313","0.41849015045904"
"CDU/CSU","2008","college entrance qualification","Female","420","0.301980516720244","0.277259667467583","0.326701365972905"
"CDU/CSU","2008","Other degree","Male","57","0.281427924256152","0.208732314201346","0.354123534310958"
"CDU/CSU","2008","Other degree","Female","68","0.457485697893165","0.372818219186968","0.542153176599362"
"CDU/CSU","2008","no degree/no degree yet","Male","","","",""
"CDU/CSU","2008","no degree/no degree yet","Female","","","",""
"SPD","2008","lower secondary degree","Male","547","0.415197040718044","0.388823671934718","0.44157040950137"
"SPD","2008","lower secondary degree","Female","499","0.417713243741779","0.390218705243849","0.445207782239708"
"SPD","2008","secondary school degree","Male","291","0.293697387340906","0.266122553914133","0.321272220767678"
"SPD","2008","secondary school degree","Female","373","0.329283626745157","0.302627290990658","0.355939962499657"
"SPD","2008","college entrance qualification","Male","444","0.252268773637225","0.231407276193575","0.273130271080875"
"SPD","2008","college entrance qualification","Female","423","0.353133478754734","0.327398907593956","0.378868049915512"
"SPD","2008","Other degree","Male","72","0.488627907892863","0.4078212641254","0.569434551660325"
"SPD","2008","Other degree","Female","37","0.314099572862971","0.235216016841667","0.392983128884275"
"SPD","2008","no degree/no degree yet","Male","35","0.471328716717792","0.367621757982643","0.575035675452941"
"SPD","2008","no degree/no degree yet","Female","","","",""
"FDP","2008","lower secondary degree","Male","47","0.0347747058870099","0.0249689792469957","0.044580432527024"
"FDP","2008","lower secondary degree","Female","","","",""
"FDP","2008","secondary school degree","Male","56","0.0478640391365461","0.0349393053604735","0.0607887729126187"
"FDP","2008","secondary school degree","Female","56","0.0394237336229868","0.0283857249874026","0.050461742258571"
"FDP","2008","college entrance qualification","Male","174","0.110808322703259","0.0957309782344018","0.125885667172117"
"FDP","2008","college entrance qualification","Female","79","0.0496410978457065","0.0379459783314458","0.0613362173599672"
"FDP","2008","Other degree","Male","","","",""
"FDP","2008","Other degree","Female","","","",""
"FDP","2008","no degree/no degree yet","Male","","","",""
"FDP","2008","no degree/no degree yet","Female","","","",""
"Grüne","2008","lower secondary degree","Male","","","",""
"Grüne","2008","lower secondary degree","Female","31","0.0189962047835826","0.0113858023821143","0.0266066071850509"
"Grüne","2008","secondary school degree","Male","59","0.0665324696588734","0.0514443930664957","0.0816205462512512"
"Grüne","2008","secondary school degree","Female","119","0.108466087412984","0.0908275793165357","0.126104595509433"
"Grüne","2008","college entrance qualification","Male","244","0.178242206912132","0.159859131738024","0.196625282086239"
"Grüne","2008","college entrance qualification","Female","306","0.238139745142691","0.215205008741448","0.261074481543933"
"Grüne","2008","Other degree","Male","","","",""
"Grüne","2008","Other degree","Female","","","",""
"Grüne","2008","no degree/no degree yet","Male","","","",""
"Grüne","2008","no degree/no degree yet","Female","","","",""
"PDS/Linke","2008","lower secondary degree","Male","106","0.0718990477894583","0.0580731646875982","0.0857249308913184"
"PDS/Linke","2008","lower secondary degree","Female","74","0.0508654748679126","0.0386160896376606","0.0631148600981646"
"PDS/Linke","2008","secondary school degree","Male","114","0.106118046074824","0.0874713386358784","0.12476475351377"
"PDS/Linke","2008","secondary school degree","Female","95","0.0688435374433843","0.054482399707804","0.0832046751789647"
"PDS/Linke","2008","college entrance qualification","Male","106","0.0543843647763824","0.0434916702518942","0.0652770593008705"
"PDS/Linke","2008","college entrance qualification","Female","88","0.0514824900707061","0.0395839795117314","0.0633810006296808"
"PDS/Linke","2008","Other degree","Male","","","",""
"PDS/Linke","2008","Other degree","Female","","","",""
"PDS/Linke","2008","no degree/no degree yet","Male","","","",""
"PDS/Linke","2008","no degree/no degree yet","Female","","","",""
"NPD Combination","2008","lower secondary degree","Male","","","",""
"NPD Combination","2008","lower secondary degree","Female","","","",""
"NPD Combination","2008","secondary school degree","Male","45","0.0447920594191494","0.0322688129775896","0.0573153058607093"
"NPD Combination","2008","secondary school degree","Female","","","",""
"NPD Combination","2008","college entrance qualification","Male","","","",""
"NPD Combination","2008","college entrance qualification","Female","","","",""
"NPD Combination","2008","Other degree","Male","","","",""
"NPD Combination","2008","Other degree","Female","","","",""
"NPD Combination","2008","no degree/no degree yet","Male","","","",""
"NPD Combination","2008","no degree/no degree yet","Female","","","",""
"AfD","2008","lower secondary degree","Male","","","",""
"AfD","2008","lower secondary degree","Female","","","",""
"AfD","2008","secondary school degree","Male","","","",""
"AfD","2008","secondary school degree","Female","","","",""
"AfD","2008","college entrance qualification","Male","","","",""
"AfD","2008","college entrance qualification","Female","","","",""
"AfD","2008","Other degree","Male","","","",""
"AfD","2008","Other degree","Female","","","",""
"AfD","2008","no degree/no degree yet","Male","","","",""
"AfD","2008","no degree/no degree yet","Female","","","",""
"Other","2008","lower secondary degree","Male","","","",""
"Other","2008","lower secondary degree","Female","","","",""
"Other","2008","secondary school degree","Male","","","",""
"Other","2008","secondary school degree","Female","","","",""
"Other","2008","college entrance qualification","Male","","","",""
"Other","2008","college entrance qualification","Female","","","",""
"Other","2008","Other degree","Male","","","",""
"Other","2008","Other degree","Female","","","",""
"Other","2008","no degree/no degree yet","Male","","","",""
"Other","2008","no degree/no degree yet","Female","","","",""
"CDU/CSU","2009","lower secondary degree","Male","533","0.429645528769408","0.402003474796439","0.457287582742376"
"CDU/CSU","2009","lower secondary degree","Female","552","0.483069086807762","0.454149821371491","0.511988352244034"
"CDU/CSU","2009","secondary school degree","Male","416","0.407789528998815","0.376589304663177","0.438989753334453"
"CDU/CSU","2009","secondary school degree","Female","437","0.418212183769216","0.388362413130628","0.448061954407804"
"CDU/CSU","2009","college entrance qualification","Male","553","0.340005519631522","0.316445508104099","0.363565531158946"
"CDU/CSU","2009","college entrance qualification","Female","373","0.2895670852806","0.264219787335656","0.314914383225543"
"CDU/CSU","2009","Other degree","Male","56","0.292562834519538","0.212488974976166","0.372636694062909"
"CDU/CSU","2009","Other degree","Female","64","0.490921720079862","0.40257428552327","0.579269154636454"
"CDU/CSU","2009","no degree/no degree yet","Male","","","",""
"CDU/CSU","2009","no degree/no degree yet","Female","","","",""
"SPD","2009","lower secondary degree","Male","473","0.387362901986625","0.360160741667187","0.414565062306063"
"SPD","2009","lower secondary degree","Female","440","0.385594252158114","0.357426039372852","0.413762464943376"
"SPD","2009","secondary school degree","Male","260","0.289116603625772","0.26033351845339","0.317899688798153"
"SPD","2009","secondary school degree","Female","298","0.279457294910081","0.252302411956606","0.306612177863556"
"SPD","2009","college entrance qualification","Male","414","0.257583636765771","0.235834337647968","0.279332935883573"
"SPD","2009","college entrance qualification","Female","346","0.30530417547096","0.279567096712125","0.331041254229796"
"SPD","2009","Other degree","Male","47","0.399917042799311","0.313693105400158","0.486140980198463"
"SPD","2009","Other degree","Female","33","0.303358105928494","0.222116568885859","0.384599642971128"
"SPD","2009","no degree/no degree yet","Male","","","",""
"SPD","2009","no degree/no degree yet","Female","","","",""
"FDP","2009","lower secondary degree","Male","66","0.0607384956856946","0.0474011927860042","0.074075798585385"
"FDP","2009","lower secondary degree","Female","43","0.0448686505264471","0.0328883024588831","0.056848998594011"
"FDP","2009","secondary school degree","Male","80","0.0770988950147397","0.0601631892197389","0.0940346008097406"
"FDP","2009","secondary school degree","Female","90","0.0794947773229784","0.0631249999177493","0.0958645547282076"
"FDP","2009","college entrance qualification","Male","226","0.150424277508375","0.132644661505041","0.168203893511709"
"FDP","2009","college entrance qualification","Female","100","0.0725330403652975","0.0580382245912281","0.0870278561393669"
"FDP","2009","Other degree","Male","","","",""
"FDP","2009","Other degree","Female","","","",""
"FDP","2009","no degree/no degree yet","Male","","","",""
"FDP","2009","no degree/no degree yet","Female","","","",""
"Grüne","2009","lower secondary degree","Male","","","",""
"Grüne","2009","lower secondary degree","Female","","","",""
"Grüne","2009","secondary school degree","Male","55","0.0658798291367408","0.0501298766561464","0.0816297816173352"
"Grüne","2009","secondary school degree","Female","124","0.123113741987229","0.103230589424707","0.142996894549752"
"Grüne","2009","college entrance qualification","Male","235","0.185830324749875","0.166484906781097","0.205175742718654"
"Grüne","2009","college entrance qualification","Female","320","0.272312744640697","0.2474355213993","0.297189967882095"
"Grüne","2009","Other degree","Male","","","",""
"Grüne","2009","Other degree","Female","","","",""
"Grüne","2009","no degree/no degree yet","Male","","","",""
"Grüne","2009","no degree/no degree yet","Female","","","",""
"PDS/Linke","2009","lower secondary degree","Male","92","0.0657275770976109","0.0518902147474266","0.0795649394477951"
"PDS/Linke","2009","lower secondary degree","Female","60","0.0464774347356449","0.0342944711957031","0.0586603982755868"
"PDS/Linke","2009","secondary school degree","Male","96","0.0974212626834492","0.0785946985984515","0.116247826768447"
"PDS/Linke","2009","secondary school degree","Female","84","0.0853719598952165","0.0684620914633271","0.102281828327106"
