"party","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2007","secondary school degree","East Germany","198","0.303330170665532","0.266969221487738","0.339691119843326"
"CDU/CSU","2007","college entrance qualification","West Germany","948","0.356468767629934","0.337918983550057","0.37501855170981"
"CDU/CSU","2007","college entrance qualification","East Germany","169","0.229980237775391","0.195879297589145","0.264081177961637"
"CDU/CSU","2007","Other degree","West Germany","134","0.386652019869368","0.33208867458357","0.441215365155167"
"CDU/CSU","2007","Other degree","East Germany","","","",""
"CDU/CSU","2007","no degree/no degree yet","West Germany","35","0.21714506133998","0.144866631321459","0.2894234913585"
"CDU/CSU","2007","no degree/no degree yet","East Germany","","","",""
"SPD","2007","lower secondary degree","West Germany","1049","0.457938776051421","0.437760571240072","0.47811698086277"
"SPD","2007","lower secondary degree","East Germany","148","0.385011856493705","0.337444886491065","0.432578826496344"
"SPD","2007","secondary school degree","West Germany","626","0.366633153058696","0.343984528619748","0.389281777497645"
"SPD","2007","secondary school degree","East Germany","154","0.221923909474484","0.189055628739053","0.254792190209915"
"SPD","2007","college entrance qualification","West Germany","787","0.302942692516857","0.285145242393514","0.3207401426402"
"SPD","2007","college entrance qualification","East Germany","154","0.281731731898844","0.245278890946372","0.318184572851316"
"SPD","2007","Other degree","West Germany","123","0.394261679485961","0.339506880854773","0.449016478117149"
"SPD","2007","Other degree","East Germany","","","",""
"SPD","2007","no degree/no degree yet","West Germany","49","0.532771148230333","0.445307364751437","0.62023493170923"
"SPD","2007","no degree/no degree yet","East Germany","","","",""
"FDP","2007","lower secondary degree","West Germany","55","0.0228011722322236","0.0167557769623832","0.028846567502064"
"FDP","2007","lower secondary degree","East Germany","","","",""
"FDP","2007","secondary school degree","West Germany","82","0.0369176281948575","0.0280553187000594","0.0457799376896557"
"FDP","2007","secondary school degree","East Germany","30","0.0523072240396579","0.0346964466753661","0.0699180014039497"
"FDP","2007","college entrance qualification","West Germany","226","0.0813170754124498","0.0707314383610469","0.0919027124638527"
"FDP","2007","college entrance qualification","East Germany","37","0.0590914450666023","0.0399838437120973","0.0781990464211073"
"FDP","2007","Other degree","West Germany","","","",""
"FDP","2007","Other degree","East Germany","","","",""
"FDP","2007","no degree/no degree yet","West Germany","","","",""
"FDP","2007","no degree/no degree yet","East Germany","","","",""
"Grüne","2007","lower secondary degree","West Germany","52","0.0260217813392244","0.0195741858970749","0.0324693767813739"
"Grüne","2007","lower secondary degree","East Germany","","","",""
"Grüne","2007","secondary school degree","West Germany","150","0.0941832105989262","0.0804552751444981","0.107911146053354"
"Grüne","2007","secondary school degree","East Germany","38","0.0700556990567756","0.049866731524419","0.0902446665891322"
"Grüne","2007","college entrance qualification","West Germany","518","0.225457367326842","0.209272908535054","0.24164182611863"
"Grüne","2007","college entrance qualification","East Germany","72","0.163752277173091","0.133765395489544","0.193739158856639"
"Grüne","2007","Other degree","West Germany","","","",""
"Grüne","2007","Other degree","East Germany","","","",""
"Grüne","2007","no degree/no degree yet","West Germany","31","0.16151221970594","0.0969996789693658","0.226024760442515"
"Grüne","2007","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","2007","lower secondary degree","West Germany","46","0.0234807349018572","0.0173480465404795","0.0296134232632348"
"PDS/Linke","2007","lower secondary degree","East Germany","106","0.272455549667566","0.228933167326972","0.315977932008161"
"PDS/Linke","2007","secondary school degree","West Germany","37","0.0222963698724323","0.0153570166539625","0.0292357230909021"
"PDS/Linke","2007","secondary school degree","East Germany","157","0.275240553221984","0.239912715328273","0.310568391115694"
"PDS/Linke","2007","college entrance qualification","West Germany","45","0.0182462447028914","0.0130626464496953","0.0234298429560875"
"PDS/Linke","2007","college entrance qualification","East Germany","149","0.257154282780827","0.221736909335987","0.292571656225667"
"PDS/Linke","2007","Other degree","West Germany","","","",""
"PDS/Linke","2007","Other degree","East Germany","","","",""
"PDS/Linke","2007","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","2007","no degree/no degree yet","East Germany","","","",""
"NPD Combination","2007","lower secondary degree","West Germany","32","0.0122844150670615","0.00782325465267738","0.0167455754814457"
"NPD Combination","2007","lower secondary degree","East Germany","","","",""
"NPD Combination","2007","secondary school degree","West Germany","","","",""
"NPD Combination","2007","secondary school degree","East Germany","","","",""
"NPD Combination","2007","college entrance qualification","West Germany","","","",""
"NPD Combination","2007","college entrance qualification","East Germany","","","",""
"NPD Combination","2007","Other degree","West Germany","","","",""
"NPD Combination","2007","Other degree","East Germany","","","",""
"NPD Combination","2007","no degree/no degree yet","West Germany","","","",""
"NPD Combination","2007","no degree/no degree yet","East Germany","","","",""
"AfD","2007","lower secondary degree","West Germany","","","",""
"AfD","2007","lower secondary degree","East Germany","","","",""
"AfD","2007","secondary school degree","West Germany","","","",""
"AfD","2007","secondary school degree","East Germany","","","",""
"AfD","2007","college entrance qualification","West Germany","","","",""
"AfD","2007","college entrance qualification","East Germany","","","",""
"AfD","2007","Other degree","West Germany","","","",""
"AfD","2007","Other degree","East Germany","","","",""
"AfD","2007","no degree/no degree yet","West Germany","","","",""
"AfD","2007","no degree/no degree yet","East Germany","","","",""
"Other","2007","lower secondary degree","West Germany","","","",""
"Other","2007","lower secondary degree","East Germany","","","",""
"Other","2007","secondary school degree","West Germany","","","",""
"Other","2007","secondary school degree","East Germany","","","",""
"Other","2007","college entrance qualification","West Germany","","","",""
"Other","2007","college entrance qualification","East Germany","","","",""
"Other","2007","Other degree","West Germany","","","",""
"Other","2007","Other degree","East Germany","","","",""
"Other","2007","no degree/no degree yet","West Germany","","","",""
"Other","2007","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","2008","lower secondary degree","West Germany","1042","0.470023345642184","0.449100965116267","0.490945726168102"
"CDU/CSU","2008","lower secondary degree","East Germany","128","0.316239261783503","0.270147884470249","0.362330639096758"
"CDU/CSU","2008","secondary school degree","West Germany","815","0.462002419721994","0.438055301492365","0.485949537951623"
"CDU/CSU","2008","secondary school degree","East Germany","194","0.323387999796839","0.285220651986123","0.361555347607555"
"CDU/CSU","2008","college entrance qualification","West Germany","941","0.370454422836938","0.351331862958328","0.389576982715549"
"CDU/CSU","2008","college entrance qualification","East Germany","162","0.269450083174477","0.232029089122254","0.3068710772267"
"CDU/CSU","2008","Other degree","West Germany","117","0.354116191588056","0.297071360294015","0.411161022882097"
"CDU/CSU","2008","Other degree","East Germany","","","",""
"CDU/CSU","2008","no degree/no degree yet","West Germany","41","0.310844165852582","0.230347793408346","0.391340538296818"
"CDU/CSU","2008","no degree/no degree yet","East Germany","","","",""
"SPD","2008","lower secondary degree","West Germany","918","0.428524535732685","0.407779716571206","0.449269354894164"
"SPD","2008","lower secondary degree","East Germany","128","0.31918105207736","0.272975508867696","0.365386595287024"
"SPD","2008","secondary school degree","West Germany","531","0.341166391130269","0.318393825328126","0.363938956932413"
"SPD","2008","secondary school degree","East Germany","133","0.207062857353825","0.174000739735178","0.240124974972471"
"SPD","2008","college entrance qualification","West Germany","732","0.304708179232046","0.286482208643185","0.322934149820908"
"SPD","2008","college entrance qualification","East Germany","135","0.237881065375601","0.201968822927373","0.273793307823829"
"SPD","2008","Other degree","West Germany","109","0.426713923226641","0.367718229418932","0.485709617034349"
"SPD","2008","Other degree","East Germany","","","",""
"SPD","2008","no degree/no degree yet","West Germany","55","0.511810548247913","0.424875471389124","0.598745625106703"
"SPD","2008","no degree/no degree yet","East Germany","","","",""
"FDP","2008","lower secondary degree","West Germany","62","0.0283586174993613","0.0214000708781604","0.0353171641205623"
"FDP","2008","lower secondary degree","East Germany","","","",""
"FDP","2008","secondary school degree","West Germany","79","0.0417344940837768","0.0321287397275661","0.0513402484399874"
"FDP","2008","secondary school degree","East Germany","33","0.0500348048561128","0.0322458621427958","0.0678237475694298"
"FDP","2008","college entrance qualification","West Germany","221","0.087911360150365","0.0766987667982921","0.099123953502438"
"FDP","2008","college entrance qualification","East Germany","32","0.0676198779335058","0.0464418798180599","0.0887978760489516"
"FDP","2008","Other degree","West Germany","","","",""
"FDP","2008","Other degree","East Germany","","","",""
"FDP","2008","no degree/no degree yet","West Germany","","","",""
"FDP","2008","no degree/no degree yet","East Germany","","","",""
"Grüne","2008","lower secondary degree","West Germany","48","0.0228037345757","0.0165460034328776","0.0290614657185225"
"Grüne","2008","lower secondary degree","East Germany","","","",""
