"party","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1989","(2c_gen) general maturity certificate","46","0.296678076105775","0.230854415378924","0.362501736832626"
"CDU/CSU","1989","(2c_voc) vocational maturity certificate","78","0.355396174424403","0.294967595203676","0.415824753645131"
"CDU/CSU","1989","(3a) lower tertiary education","63","0.441036750525963","0.363617570921673","0.518455930130253"
"CDU/CSU","1989","(3b) higher tertiary education","110","0.366206865178803","0.313504199650369","0.418909530707238"
"SPD","1989","(0) in school","30","0.450996210131884","0.321819333178677","0.58017308708509"
"SPD","1989","(1a) inadequately completed","175","0.782576988802461","0.726787197918988","0.838366779685933"
"SPD","1989","(1b) general elementary school","555","0.526881999119342","0.495812541516608","0.557951456722076"
"SPD","1989","(1c) basic vocational qualification","1020","0.525582255013331","0.502974152844104","0.548190357182558"
"SPD","1989","(2b) intermediate general qualification","80","0.408581349801046","0.333347559147945","0.483815140454148"
"SPD","1989","(2a) intermediate vocational","313","0.416436399577488","0.380503076562453","0.452369722592522"
"SPD","1989","(2c_gen) general maturity certificate","86","0.39058590884766","0.320282439303186","0.460889378392134"
"SPD","1989","(2c_voc) vocational maturity certificate","108","0.368200505720461","0.307306941201936","0.429094070238987"
"SPD","1989","(3a) lower tertiary education","58","0.328025717005563","0.254819187202267","0.401232246808859"
"SPD","1989","(3b) higher tertiary education","124","0.353184690903198","0.300898542015221","0.405470839791174"
"FDP","1989","(0) in school","","","",""
"FDP","1989","(1a) inadequately completed","","","",""
"FDP","1989","(1b) general elementary school","","","",""
"FDP","1989","(1c) basic vocational qualification","37","0.0227649422744623","0.016011952474204","0.0295179320747206"
"FDP","1989","(2b) intermediate general qualification","","","",""
"FDP","1989","(2a) intermediate vocational","31","0.0433980609704705","0.0285462390363916","0.0582498829045493"
"FDP","1989","(2c_gen) general maturity certificate","","","",""
"FDP","1989","(2c_voc) vocational maturity certificate","","","",""
"FDP","1989","(3a) lower tertiary education","","","",""
"FDP","1989","(3b) higher tertiary education","","","",""
"Grüne","1989","(0) in school","","","",""
"Grüne","1989","(1a) inadequately completed","","","",""
"Grüne","1989","(1b) general elementary school","52","0.0281634190676122","0.0178682954711789","0.0384585426640455"
"Grüne","1989","(1c) basic vocational qualification","56","0.024439830438096","0.0174488285046809","0.031430832371511"
"Grüne","1989","(2b) intermediate general qualification","","","",""
"Grüne","1989","(2a) intermediate vocational","47","0.0553937626179043","0.0387199552559149","0.0720675699798937"
"Grüne","1989","(2c_gen) general maturity certificate","45","0.257305553304097","0.194312610882918","0.320298495725277"
"Grüne","1989","(2c_voc) vocational maturity certificate","35","0.165692393702794","0.118751218602894","0.212633568802694"
"Grüne","1989","(3a) lower tertiary education","","","",""
"Grüne","1989","(3b) higher tertiary education","53","0.168227272858503","0.127306284440323","0.209148261276683"
"PDS/Linke","1989","(0) in school","","","",""
"PDS/Linke","1989","(1a) inadequately completed","","","",""
"PDS/Linke","1989","(1b) general elementary school","","","",""
"PDS/Linke","1989","(1c) basic vocational qualification","","","",""
"PDS/Linke","1989","(2b) intermediate general qualification","","","",""
"PDS/Linke","1989","(2a) intermediate vocational","","","",""
"PDS/Linke","1989","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1989","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1989","(3a) lower tertiary education","","","",""
"PDS/Linke","1989","(3b) higher tertiary education","","","",""
"NPD Combination","1989","(0) in school","","","",""
"NPD Combination","1989","(1a) inadequately completed","","","",""
"NPD Combination","1989","(1b) general elementary school","","","",""
"NPD Combination","1989","(1c) basic vocational qualification","","","",""
"NPD Combination","1989","(2b) intermediate general qualification","","","",""
"NPD Combination","1989","(2a) intermediate vocational","","","",""
"NPD Combination","1989","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1989","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1989","(3a) lower tertiary education","","","",""
"NPD Combination","1989","(3b) higher tertiary education","","","",""
"AfD","1989","(0) in school","","","",""
"AfD","1989","(1a) inadequately completed","","","",""
"AfD","1989","(1b) general elementary school","","","",""
"AfD","1989","(1c) basic vocational qualification","","","",""
"AfD","1989","(2b) intermediate general qualification","","","",""
"AfD","1989","(2a) intermediate vocational","","","",""
"AfD","1989","(2c_gen) general maturity certificate","","","",""
"AfD","1989","(2c_voc) vocational maturity certificate","","","",""
"AfD","1989","(3a) lower tertiary education","","","",""
"AfD","1989","(3b) higher tertiary education","","","",""
"Other","1989","(0) in school","","","",""
"Other","1989","(1a) inadequately completed","","","",""
"Other","1989","(1b) general elementary school","48","0.0485324268175436","0.0351601531804275","0.0619047004546598"
"Other","1989","(1c) basic vocational qualification","72","0.0433205398514406","0.0341034578205594","0.0525376218823218"
"Other","1989","(2b) intermediate general qualification","","","",""
"Other","1989","(2a) intermediate vocational","","","",""
"Other","1989","(2c_gen) general maturity certificate","","","",""
"Other","1989","(2c_voc) vocational maturity certificate","","","",""
"Other","1989","(3a) lower tertiary education","","","",""
"Other","1989","(3b) higher tertiary education","","","",""
"CDU/CSU","1990","(0) in school","","","",""
"CDU/CSU","1990","(1a) inadequately completed","","","",""
"CDU/CSU","1990","(1b) general elementary school","334","0.380310251617757","0.350069911897926","0.410550591337588"
"CDU/CSU","1990","(1c) basic vocational qualification","730","0.412065855617363","0.389945582192028","0.434186129042698"
"CDU/CSU","1990","(2b) intermediate general qualification","51","0.413944692055557","0.336153900346135","0.491735483764979"
"CDU/CSU","1990","(2a) intermediate vocational","339","0.462373829819708","0.427294276604381","0.497453383035035"
"CDU/CSU","1990","(2c_gen) general maturity certificate","50","0.296812339199563","0.232854077478509","0.360770600920616"
"CDU/CSU","1990","(2c_voc) vocational maturity certificate","79","0.361376765281496","0.300725196242975","0.422028334320018"
"CDU/CSU","1990","(3a) lower tertiary education","69","0.439355771275063","0.364749475778136","0.513962066771991"
"CDU/CSU","1990","(3b) higher tertiary education","107","0.345500643041859","0.293880603475515","0.397120682608203"
"SPD","1990","(0) in school","32","0.456332285660923","0.334302605269297","0.578361966052548"
"SPD","1990","(1a) inadequately completed","155","0.746138244203924","0.685363482020643","0.806913006387204"
"SPD","1990","(1b) general elementary school","582","0.559072355295457","0.528144616629158","0.590000093961755"
"SPD","1990","(1c) basic vocational qualification","1025","0.514989599090423","0.492529193747184","0.537450004433661"
"SPD","1990","(2b) intermediate general qualification","79","0.453660231579286","0.375030916474501","0.532289546684071"
"SPD","1990","(2a) intermediate vocational","338","0.410321749450462","0.375712908571971","0.444930590328953"
"SPD","1990","(2c_gen) general maturity certificate","98","0.43138532958659","0.362048852571966","0.500721806601213"
"SPD","1990","(2c_voc) vocational maturity certificate","111","0.383618610126583","0.322226273612523","0.445010946640643"
"SPD","1990","(3a) lower tertiary education","70","0.38891470346672","0.315631958451565","0.462197448481875"
"SPD","1990","(3b) higher tertiary education","133","0.409777542616311","0.356392298519145","0.463162786713476"
"FDP","1990","(0) in school","","","",""
"FDP","1990","(1a) inadequately completed","","","",""
"FDP","1990","(1b) general elementary school","","","",""
"FDP","1990","(1c) basic vocational qualification","52","0.0276425127042891","0.0202745982469316","0.0350104271616467"
"FDP","1990","(2b) intermediate general qualification","","","",""
"FDP","1990","(2a) intermediate vocational","41","0.0602734021039008","0.0435285682446465","0.077018235963155"
"FDP","1990","(2c_gen) general maturity certificate","","","",""
"FDP","1990","(2c_voc) vocational maturity certificate","","","",""
"FDP","1990","(3a) lower tertiary education","","","",""
"FDP","1990","(3b) higher tertiary education","32","0.0914023538892771","0.0601196859443099","0.122685021834244"
"Grüne","1990","(0) in school","","","",""
"Grüne","1990","(1a) inadequately completed","","","",""
"Grüne","1990","(1b) general elementary school","36","0.0232389314376731","0.0138539646142657","0.0326238982610804"
"Grüne","1990","(1c) basic vocational qualification","54","0.0246475784130079","0.0176795366256562","0.0316156202003597"
"Grüne","1990","(2b) intermediate general qualification","","","",""
"Grüne","1990","(2a) intermediate vocational","43","0.0476070234095455","0.0326253323683864","0.0625887144507046"
"Grüne","1990","(2c_gen) general maturity certificate","37","0.212941467707899","0.15562839502538","0.270254540390417"
"Grüne","1990","(2c_voc) vocational maturity certificate","","","",""
"Grüne","1990","(3a) lower tertiary education","","","",""
"Grüne","1990","(3b) higher tertiary education","50","0.143424526271691","0.10537635213583","0.181472700407552"
"PDS/Linke","1990","(0) in school","","","",""
"PDS/Linke","1990","(1a) inadequately completed","","","",""
"PDS/Linke","1990","(1b) general elementary school","","","",""
"PDS/Linke","1990","(1c) basic vocational qualification","","","",""
"PDS/Linke","1990","(2b) intermediate general qualification","","","",""
"PDS/Linke","1990","(2a) intermediate vocational","","","",""
"PDS/Linke","1990","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","1990","(2c_voc) vocational maturity certificate","","","",""
"PDS/Linke","1990","(3a) lower tertiary education","","","",""
"PDS/Linke","1990","(3b) higher tertiary education","","","",""
"NPD Combination","1990","(0) in school","","","",""
"NPD Combination","1990","(1a) inadequately completed","","","",""
"NPD Combination","1990","(1b) general elementary school","","","",""
"NPD Combination","1990","(1c) basic vocational qualification","","","",""
"NPD Combination","1990","(2b) intermediate general qualification","","","",""
"NPD Combination","1990","(2a) intermediate vocational","","","",""
"NPD Combination","1990","(2c_gen) general maturity certificate","","","",""
"NPD Combination","1990","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","1990","(3a) lower tertiary education","","","",""
"NPD Combination","1990","(3b) higher tertiary education","","","",""
"AfD","1990","(0) in school","","","",""
"AfD","1990","(1a) inadequately completed","","","",""
"AfD","1990","(1b) general elementary school","","","",""
"AfD","1990","(1c) basic vocational qualification","","","",""
"AfD","1990","(2b) intermediate general qualification","","","",""
"AfD","1990","(2a) intermediate vocational","","","",""
"AfD","1990","(2c_gen) general maturity certificate","","","",""
"AfD","1990","(2c_voc) vocational maturity certificate","","","",""
"AfD","1990","(3a) lower tertiary education","","","",""
"AfD","1990","(3b) higher tertiary education","","","",""
"Other","1990","(0) in school","","","",""
"Other","1990","(1a) inadequately completed","","","",""
"Other","1990","(1b) general elementary school","","","",""
"Other","1990","(1c) basic vocational qualification","","","",""
"Other","1990","(2b) intermediate general qualification","","","",""
"Other","1990","(2a) intermediate vocational","","","",""
"Other","1990","(2c_gen) general maturity certificate","","","",""
"Other","1990","(2c_voc) vocational maturity certificate","","","",""
"Other","1990","(3a) lower tertiary education","","","",""
