"party","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"SPD","2006","higher education","West Germany","623","0.299300909385612","0.279889188607878","0.318712630163345","1"
"SPD","2006","higher education","East Germany","199","0.290125699333234","0.256720905132708","0.32353049353376","1"
"SPD","2006","middle vocational","West Germany","1663","0.416261189154092","0.401017523312911","0.431504854995273","1"
"SPD","2006","middle vocational","East Germany","270","0.289766190559136","0.260226324690098","0.319306056428175","1"
"SPD","2006","vocational + Abi","West Germany","212","0.376062182717563","0.335653095728423","0.416471269706703","1"
"SPD","2006","vocational + Abi","East Germany","19","","","","1"
"SPD","2006","higher vocational","West Germany","269","0.401592420305386","0.365251091778865","0.437933748831906","1"
"SPD","2006","in school","West Germany","48","0.439375269818327","0.353729253736787","0.525021285899867","1"
"SPD","2006","in school","East Germany","5","","","","1"
"AfD","2007","in school","West Germany","","","","","7"
"AfD","2007","in school","East Germany","","","","","7"
"AfD","2007","vocational + Abi","West Germany","","","","","7"
"AfD","2007","vocational + Abi","East Germany","","","","","7"
"AfD","2007","middle vocational","East Germany","","","","","7"
"AfD","2007","higher vocational","East Germany","","","","","7"
"AfD","2007","higher education","West Germany","","","","","7"
"AfD","2007","general elemantary","East Germany","","","","","7"
"AfD","2007","middle vocational","West Germany","","","","","7"
"AfD","2007","higher vocational","West Germany","","","","","7"
"AfD","2007","inadequately","West Germany","","","","","7"
"AfD","2007","inadequately","East Germany","","","","","7"
"AfD","2007","general elemantary","West Germany","","","","","7"
"AfD","2007","higher education","East Germany","","","","","7"
"CDU/CSU","2007","in school","West Germany","23","","","","2"
"CDU/CSU","2007","in school","East Germany","8","","","","2"
"CDU/CSU","2007","middle vocational","West Germany","1539","0.450781629477479","0.433994871283852","0.467568387671107","2"
"CDU/CSU","2007","middle vocational","East Germany","221","0.284706745438753","0.251582631543061","0.317830859334445","2"
"CDU/CSU","2007","vocational + Abi","West Germany","165","0.33005569036306","0.287633796274074","0.372477584452047","2"
"CDU/CSU","2007","inadequately","West Germany","9","","","","2"
"CDU/CSU","2007","inadequately","East Germany","","","","","2"
"CDU/CSU","2007","general elemantary","West Germany","247","0.403899796066363","0.363863246999821","0.443936345132904","2"
"CDU/CSU","2007","general elemantary","East Germany","14","","","","2"
"CDU/CSU","2007","vocational + Abi","East Germany","17","","","","2"
"CDU/CSU","2007","higher vocational","West Germany","252","0.420649963793645","0.379689776038794","0.461610151548496","2"
"CDU/CSU","2007","higher vocational","East Germany","56","0.327555528700956","0.251165834655787","0.403945222746125","2"
"CDU/CSU","2007","higher education","West Germany","787","0.393807210305949","0.372104582113","0.415509838498897","2"
"CDU/CSU","2007","higher education","East Germany","190","0.245726574461297","0.212450424618235","0.279002724304359","2"
"FDP","2007","vocational + Abi","East Germany","3","","","","3"
"FDP","2007","higher vocational","West Germany","29","","","","3"
"FDP","2007","higher vocational","East Germany","6","","","","3"
"FDP","2007","higher education","West Germany","168","0.0791146956332086","0.0671253227540989","0.0911040685123182","3"
"FDP","2007","inadequately","West Germany","","","","","3"
"FDP","2007","inadequately","East Germany","","","","","3"
"FDP","2007","general elemantary","West Germany","12","","","","3"
"FDP","2007","general elemantary","East Germany","2","","","","3"
"FDP","2007","higher education","East Germany","32","0.0559232618078908","0.0381632806713638","0.0736832429444177","3"
"FDP","2007","middle vocational","West Germany","117","0.0270153479608138","0.0215455727316097","0.0324851231900179","3"
"FDP","2007","middle vocational","East Germany","33","0.0386038490709394","0.0244631845139866","0.0527445136278923","3"
"FDP","2007","vocational + Abi","West Germany","37","0.0700081535246727","0.0469889139021593","0.0930273931471862","3"
"FDP","2007","in school","East Germany","1","","","","3"
"FDP","2007","in school","West Germany","6","","","","3"
"NPD","2007","in school","West Germany","","","","","6"
"NPD","2007","in school","East Germany","1","","","","6"
"NPD","2007","inadequately","West Germany","2","","","","6"
"NPD","2007","inadequately","East Germany","","","","","6"
"NPD","2007","general elemantary","West Germany","10","","","","6"
"NPD","2007","general elemantary","East Germany","2","","","","6"
"NPD","2007","higher vocational","West Germany","7","","","","6"
"NPD","2007","higher vocational","East Germany","2","","","","6"
"NPD","2007","higher education","West Germany","2","","","","6"
"NPD","2007","higher education","East Germany","2","","","","6"
"NPD","2007","middle vocational","West Germany","50","0.0148079678183545","0.010733045080246","0.0188828905564631","6"
"NPD","2007","middle vocational","East Germany","29","","","","6"
"NPD","2007","vocational + Abi","East Germany","1","","","","6"
"NPD","2007","vocational + Abi","West Germany","4","","","","6"
"Other","2007","in school","West Germany","","","","","8"
"Other","2007","in school","East Germany","","","","","8"
"Other","2007","inadequately","West Germany","1","","","","8"
"Other","2007","inadequately","East Germany","","","","","8"
"Other","2007","general elemantary","West Germany","1","","","","8"
"Other","2007","general elemantary","East Germany","3","","","","8"
"Other","2007","vocational + Abi","East Germany","","","","","8"
"Other","2007","higher vocational","West Germany","5","","","","8"
"Other","2007","higher vocational","East Germany","","","","","8"
"Other","2007","higher education","West Germany","20","","","","8"
"Other","2007","higher education","East Germany","1","","","","8"
"Other","2007","middle vocational","West Germany","33","0.0106231327686001","0.00716438905315841","0.0140818764840417","8"
"Other","2007","middle vocational","East Germany","10","","","","8"
"Other","2007","vocational + Abi","West Germany","3","","","","8"
"PDS/Linke","2007","in school","West Germany","2","","","","5"
"PDS/Linke","2007","in school","East Germany","2","","","","5"
"PDS/Linke","2007","middle vocational","East Germany","166","0.242797543604215","0.211325026553807","0.274270060654624","5"
"PDS/Linke","2007","vocational + Abi","West Germany","8","","","","5"
"PDS/Linke","2007","general elemantary","East Germany","14","","","","5"
"PDS/Linke","2007","middle vocational","West Germany","74","0.0265935955082865","0.0211655081120526","0.0320216829045204","5"
"PDS/Linke","2007","vocational + Abi","East Germany","13","","","","5"
"PDS/Linke","2007","higher vocational","East Germany","26","","","","5"
"PDS/Linke","2007","higher education","West Germany","31","0.0157999383856881","0.0102608983285356","0.0213389784428407","5"
"PDS/Linke","2007","higher education","East Germany","189","0.299731406387064","0.264320172904561","0.335142639869568","5"
"PDS/Linke","2007","inadequately","West Germany","1","","","","5"
"PDS/Linke","2007","higher vocational","West Germany","10","","","","5"
"PDS/Linke","2007","inadequately","East Germany","1","","","","5"
"PDS/Linke","2007","general elemantary","West Germany","8","","","","5"
"SPD","2007","inadequately","West Germany","13","","","","1"
"SPD","2007","general elemantary","West Germany","286","0.520460587240463","0.479697575715797","0.561223598765129","1"
"SPD","2007","general elemantary","East Germany","15","","","","1"
"SPD","2007","higher vocational","East Germany","44","0.256327124876087","0.185262683965668","0.327391565786506","1"
"SPD","2007","inadequately","East Germany","","","","","1"
"SPD","2007","higher education","West Germany","565","0.289838748841938","0.269686578550584","0.309990919133291","1"
"SPD","2007","higher education","East Germany","171","0.292158096138705","0.257008551592973","0.327307640684436","1"
"SPD","2007","middle vocational","West Germany","1370","0.408340739153764","0.3917579189868","0.424923559320728","1"
"SPD","2007","middle vocational","East Germany","218","0.312141861154308","0.278130127143943","0.346153595164674","1"
"SPD","2007","in school","West Germany","31","0.4083854095882","0.306835069277254","0.509935749899146","1"
"SPD","2007","in school","East Germany","8","","","","1"
"SPD","2007","vocational + Abi","West Germany","177","0.376226842207779","0.332523432508859","0.419930251906699","1"
"SPD","2007","vocational + Abi","East Germany","14","","","","1"
"SPD","2007","higher vocational","West Germany","202","0.39075700599846","0.350273357064876","0.431240654932043","1"
"AfD","2008","in school","West Germany","","","","","7"
"AfD","2008","in school","East Germany","","","","","7"
"AfD","2008","general elemantary","East Germany","","","","","7"
"AfD","2008","middle vocational","West Germany","","","","","7"
"AfD","2008","middle vocational","East Germany","","","","","7"
"AfD","2008","vocational + Abi","West Germany","","","","","7"
"AfD","2008","vocational + Abi","East Germany","","","","","7"
"AfD","2008","inadequately","West Germany","","","","","7"
"AfD","2008","inadequately","East Germany","","","","","7"
"AfD","2008","general elemantary","West Germany","","","","","7"
"AfD","2008","higher vocational","West Germany","","","","","7"
"AfD","2008","higher education","East Germany","","","","","7"
"AfD","2008","higher vocational","East Germany","","","","","7"
"AfD","2008","higher education","West Germany","","","","","7"
"CDU/CSU","2008","in school","West Germany","23","","","","2"
"CDU/CSU","2008","in school","East Germany","5","","","","2"
"CDU/CSU","2008","inadequately","West Germany","12","","","","2"
"CDU/CSU","2008","inadequately","East Germany","","","","","2"
"CDU/CSU","2008","general elemantary","West Germany","226","0.41673472893337","0.374521812907457","0.458947644959284","2"
"CDU/CSU","2008","general elemantary","East Germany","17","","","","2"
"CDU/CSU","2008","middle vocational","West Germany","1523","0.466840276363577","0.449483964077413","0.48419658864974","2"
"CDU/CSU","2008","middle vocational","East Germany","224","0.323663987748202","0.288263008334757","0.359064967161646","2"
"CDU/CSU","2008","vocational + Abi","West Germany","170","0.349551248476701","0.305689884235838","0.393412612717565","2"
"CDU/CSU","2008","vocational + Abi","East Germany","22","","","","2"
"CDU/CSU","2008","higher vocational","West Germany","244","0.447136145928364","0.403771940813833","0.490500351042895","2"
"CDU/CSU","2008","higher vocational","East Germany","53","0.383834029510521","0.302695124927224","0.464972934093818","2"
"CDU/CSU","2008","higher education","West Germany","776","0.398761339427369","0.376733091321025","0.420789587533713","2"
"CDU/CSU","2008","higher education","East Germany","178","0.257726208844767","0.222670491792536","0.292781925896997","2"
"FDP","2008","vocational + Abi","West Germany","32","0.0565734639417205","0.0353224041163881","0.0778245237670529","3"
"FDP","2008","inadequately","East Germany","","","","","3"
"FDP","2008","general elemantary","West Germany","13","","","","3"
"FDP","2008","general elemantary","East Germany","1","","","","3"
"FDP","2008","inadequately","West Germany","","","","","3"
"FDP","2008","middle vocational","West Germany","116","0.0334799134156541","0.027221817214418","0.0397380096168903","3"
"FDP","2008","middle vocational","East Germany","34","0.0473767803903028","0.0313025501633789","0.0634510106172267","3"
"FDP","2008","vocational + Abi","East Germany","3","","","","3"
"FDP","2008","higher vocational","West Germany","19","","","","3"
