"party","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2005","66 and older","lower secondary degree","78","0.040719944344398","0.0299263409779496","0.0515135477108464"
"PDS/Linke","2005","66 and older","secondary school degree","21","","",""
"PDS/Linke","2005","66 and older","college entrance qualification","37","0.0799219709945108","0.0537691532010265","0.106074788787995"
"PDS/Linke","2005","66 and older","Other degree","1","","",""
"PDS/Linke","2005","66 and older","no degree/no degree yet","3","","",""
"NPD Combination","2005","16-34 y.","lower secondary degree","22","","",""
"NPD Combination","2005","16-34 y.","secondary school degree","29","","",""
"NPD Combination","2005","16-34 y.","college entrance qualification","6","","",""
"NPD Combination","2005","16-34 y.","Other degree","3","","",""
"NPD Combination","2005","16-34 y.","no degree/no degree yet","4","","",""
"NPD Combination","2005","35-65 y.","lower secondary degree","19","","",""
"NPD Combination","2005","35-65 y.","secondary school degree","35","0.0342340428978083","0.0254525908731409","0.0430154949224758"
"NPD Combination","2005","35-65 y.","college entrance qualification","4","","",""
"NPD Combination","2005","35-65 y.","Other degree","","","",""
"NPD Combination","2005","35-65 y.","no degree/no degree yet","","","",""
"NPD Combination","2005","66 and older","lower secondary degree","5","","",""
"NPD Combination","2005","66 and older","secondary school degree","2","","",""
"NPD Combination","2005","66 and older","college entrance qualification","","","",""
"NPD Combination","2005","66 and older","Other degree","","","",""
"NPD Combination","2005","66 and older","no degree/no degree yet","","","",""
"AfD","2005","16-34 y.","lower secondary degree","","","",""
"AfD","2005","16-34 y.","secondary school degree","","","",""
"AfD","2005","16-34 y.","college entrance qualification","","","",""
"AfD","2005","16-34 y.","Other degree","","","",""
"AfD","2005","16-34 y.","no degree/no degree yet","","","",""
"AfD","2005","35-65 y.","lower secondary degree","","","",""
"AfD","2005","35-65 y.","secondary school degree","","","",""
"AfD","2005","35-65 y.","college entrance qualification","","","",""
"AfD","2005","35-65 y.","Other degree","","","",""
"AfD","2005","35-65 y.","no degree/no degree yet","","","",""
"AfD","2005","66 and older","lower secondary degree","","","",""
"AfD","2005","66 and older","secondary school degree","","","",""
"AfD","2005","66 and older","college entrance qualification","","","",""
"AfD","2005","66 and older","Other degree","","","",""
"AfD","2005","66 and older","no degree/no degree yet","","","",""
"Other","2005","16-34 y.","lower secondary degree","2","","",""
"Other","2005","16-34 y.","secondary school degree","2","","",""
"Other","2005","16-34 y.","college entrance qualification","6","","",""
"Other","2005","16-34 y.","Other degree","","","",""
"Other","2005","16-34 y.","no degree/no degree yet","3","","",""
"Other","2005","35-65 y.","lower secondary degree","27","","",""
"Other","2005","35-65 y.","secondary school degree","23","","",""
"Other","2005","35-65 y.","college entrance qualification","7","","",""
"Other","2005","35-65 y.","Other degree","2","","",""
"Other","2005","35-65 y.","no degree/no degree yet","","","",""
"Other","2005","66 and older","lower secondary degree","8","","",""
"Other","2005","66 and older","secondary school degree","2","","",""
"Other","2005","66 and older","college entrance qualification","3","","",""
"Other","2005","66 and older","Other degree","","","",""
"Other","2005","66 and older","no degree/no degree yet","","","",""
"CDU/CSU","2006","16-34 y.","lower secondary degree","74","0.330523037236405","0.265972227670042","0.395073846802768"
"CDU/CSU","2006","16-34 y.","secondary school degree","182","0.358567912322653","0.317228540624252","0.399907284021053"
"CDU/CSU","2006","16-34 y.","college entrance qualification","262","0.265019352967337","0.235226571555083","0.294812134379591"
"CDU/CSU","2006","16-34 y.","Other degree","8","","",""
"CDU/CSU","2006","16-34 y.","no degree/no degree yet","48","0.273929751989208","0.203721014314857","0.344138489663558"
"CDU/CSU","2006","35-65 y.","lower secondary degree","724","0.398959099661458","0.375715568859135","0.422202630463781"
"CDU/CSU","2006","35-65 y.","secondary school degree","841","0.420527889821372","0.398606540339252","0.442449239303493"
"CDU/CSU","2006","35-65 y.","college entrance qualification","774","0.340213501620469","0.320302369925176","0.360124633315763"
"CDU/CSU","2006","35-65 y.","Other degree","115","0.36388407675167","0.306066893206256","0.421701260297084"
"CDU/CSU","2006","35-65 y.","no degree/no degree yet","9","","",""
"CDU/CSU","2006","66 and older","lower secondary degree","692","0.475038580165061","0.449379284603265","0.500697875726856"
"CDU/CSU","2006","66 and older","secondary school degree","239","0.56597021649991","0.518905023238248","0.613035409761573"
"CDU/CSU","2006","66 and older","college entrance qualification","247","0.51732291821243","0.472619918061825","0.562025918363036"
"CDU/CSU","2006","66 and older","Other degree","54","0.615489948021962","0.516082595281999","0.714897300761925"
"CDU/CSU","2006","66 and older","no degree/no degree yet","13","","",""
"SPD","2006","16-34 y.","lower secondary degree","77","0.404767568513929","0.337411124023078","0.472124013004781"
"SPD","2006","16-34 y.","secondary school degree","181","0.376130815804177","0.334374800834402","0.417886830773951"
"SPD","2006","16-34 y.","college entrance qualification","304","0.359235762869893","0.326848576631969","0.391622949107817"
"SPD","2006","16-34 y.","Other degree","14","","",""
"SPD","2006","16-34 y.","no degree/no degree yet","56","0.398343560726226","0.321273548644443","0.475413572808009"
"SPD","2006","35-65 y.","lower secondary degree","751","0.4510619149104","0.427442688976465","0.474681140844336"
"SPD","2006","35-65 y.","secondary school degree","664","0.339730614254862","0.318698567551817","0.360762660957908"
"SPD","2006","35-65 y.","college entrance qualification","662","0.295024155940603","0.275858028713172","0.314190283168034"
"SPD","2006","35-65 y.","Other degree","113","0.466355269890387","0.406404905169107","0.526305634611667"
"SPD","2006","35-65 y.","no degree/no degree yet","19","","",""
"SPD","2006","66 and older","lower secondary degree","616","0.437052302709466","0.41156538455892","0.462539220860012"
"SPD","2006","66 and older","secondary school degree","124","0.300283297004602","0.256755168018477","0.343811425990728"
"SPD","2006","66 and older","college entrance qualification","132","0.313316241311737","0.271821093674808","0.354811388948667"
"SPD","2006","66 and older","Other degree","31","0.317084298294076","0.221996433627346","0.412172162960805"
"SPD","2006","66 and older","no degree/no degree yet","8","","",""
"FDP","2006","16-34 y.","lower secondary degree","5","","",""
"FDP","2006","16-34 y.","secondary school degree","32","0.0500270279236741","0.0312355561776667","0.0688184996696816"
"FDP","2006","16-34 y.","college entrance qualification","68","0.107128661930077","0.0862510132627742","0.12800631059738"
"FDP","2006","16-34 y.","Other degree","1","","",""
"FDP","2006","16-34 y.","no degree/no degree yet","6","","",""
"FDP","2006","35-65 y.","lower secondary degree","42","0.0256562151442511","0.0181514293072376","0.0331610009812645"
"FDP","2006","35-65 y.","secondary school degree","78","0.0322694161187593","0.024422005068158","0.0401168271693607"
"FDP","2006","35-65 y.","college entrance qualification","169","0.0787417549006242","0.0674226600539561","0.0900608497472922"
"FDP","2006","35-65 y.","Other degree","9","","",""
"FDP","2006","35-65 y.","no degree/no degree yet","","","",""
"FDP","2006","66 and older","lower secondary degree","27","","",""
"FDP","2006","66 and older","secondary school degree","23","","",""
"FDP","2006","66 and older","college entrance qualification","37","0.0513373714799102","0.0315949607537225","0.0710797822060978"
"FDP","2006","66 and older","Other degree","2","","",""
"FDP","2006","66 and older","no degree/no degree yet","1","","",""
"Grüne","2006","16-34 y.","lower secondary degree","13","","",""
"Grüne","2006","16-34 y.","secondary school degree","42","0.0691905042149","0.0473150807033209","0.0910659277264792"
"Grüne","2006","16-34 y.","college entrance qualification","158","0.216053709839902","0.188272041503316","0.243835378176488"
"Grüne","2006","16-34 y.","Other degree","3","","",""
"Grüne","2006","16-34 y.","no degree/no degree yet","35","0.19212500331979","0.130102931506284","0.254147075133296"
"Grüne","2006","35-65 y.","lower secondary degree","50","0.0316514058137204","0.0233414586080833","0.0399613530193574"
"Grüne","2006","35-65 y.","secondary school degree","158","0.0920578367808915","0.0792193721295728","0.10489630143221"
"Grüne","2006","35-65 y.","college entrance qualification","437","0.222174239521675","0.204703693737737","0.239644785305613"
"Grüne","2006","35-65 y.","Other degree","17","","",""
"Grüne","2006","35-65 y.","no degree/no degree yet","3","","",""
"Grüne","2006","66 and older","lower secondary degree","15","","",""
"Grüne","2006","66 and older","secondary school degree","12","","",""
"Grüne","2006","66 and older","college entrance qualification","20","","",""
"Grüne","2006","66 and older","Other degree","4","","",""
"Grüne","2006","66 and older","no degree/no degree yet","","","",""
"PDS/Linke","2006","16-34 y.","lower secondary degree","10","","",""
"PDS/Linke","2006","16-34 y.","secondary school degree","41","0.0621387524434276","0.0413296484826918","0.0829478564041633"
"PDS/Linke","2006","16-34 y.","college entrance qualification","36","0.0365726963537151","0.0239013643849648","0.0492440283224655"
"PDS/Linke","2006","16-34 y.","Other degree","1","","",""
"PDS/Linke","2006","16-34 y.","no degree/no degree yet","7","","",""
"PDS/Linke","2006","35-65 y.","lower secondary degree","82","0.0525449624933585","0.0419541141989959","0.0631358107877212"
"PDS/Linke","2006","35-65 y.","secondary school degree","159","0.0785614794668888","0.066613578245923","0.0905093806878546"
"PDS/Linke","2006","35-65 y.","college entrance qualification","120","0.0560508329435122","0.0463840092121138","0.0657176566749106"
"PDS/Linke","2006","35-65 y.","Other degree","10","","",""
"PDS/Linke","2006","35-65 y.","no degree/no degree yet","1","","",""
"PDS/Linke","2006","66 and older","lower secondary degree","98","0.0520987911388128","0.0406802148947434","0.0635173673828822"
"PDS/Linke","2006","66 and older","secondary school degree","24","","",""
"PDS/Linke","2006","66 and older","college entrance qualification","39","0.0759483086168466","0.0522490555375086","0.0996475616961846"
"PDS/Linke","2006","66 and older","Other degree","1","","",""
"PDS/Linke","2006","66 and older","no degree/no degree yet","1","","",""
"NPD Combination","2006","16-34 y.","lower secondary degree","21","","",""
"NPD Combination","2006","16-34 y.","secondary school degree","31","0.0635788861038661","0.0425461934524189","0.0846115787553133"
"NPD Combination","2006","16-34 y.","college entrance qualification","6","","",""
"NPD Combination","2006","16-34 y.","Other degree","1","","",""
"NPD Combination","2006","16-34 y.","no degree/no degree yet","3","","",""
"NPD Combination","2006","35-65 y.","lower secondary degree","30","0.024515701634589","0.0171753273585494","0.0318560759106285"
"NPD Combination","2006","35-65 y.","secondary school degree","29","","",""
"NPD Combination","2006","35-65 y.","college entrance qualification","4","","",""
"NPD Combination","2006","35-65 y.","Other degree","","","",""
"NPD Combination","2006","35-65 y.","no degree/no degree yet","","","",""
"NPD Combination","2006","66 and older","lower secondary degree","2","","",""
"NPD Combination","2006","66 and older","secondary school degree","2","","",""
"NPD Combination","2006","66 and older","college entrance qualification","","","",""
"NPD Combination","2006","66 and older","Other degree","","","",""
"NPD Combination","2006","66 and older","no degree/no degree yet","","","",""
"AfD","2006","16-34 y.","lower secondary degree","","","",""
"AfD","2006","16-34 y.","secondary school degree","","","",""
"AfD","2006","16-34 y.","college entrance qualification","","","",""
"AfD","2006","16-34 y.","Other degree","","","",""
"AfD","2006","16-34 y.","no degree/no degree yet","","","",""
"AfD","2006","35-65 y.","lower secondary degree","","","",""
"AfD","2006","35-65 y.","secondary school degree","","","",""
"AfD","2006","35-65 y.","college entrance qualification","","","",""
"AfD","2006","35-65 y.","Other degree","","","",""
"AfD","2006","35-65 y.","no degree/no degree yet","","","",""
"AfD","2006","66 and older","lower secondary degree","","","",""
